df_hash,22ZHK4.N2SGV4
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.H46Y
person_label,V75
date_time_start,2025-11-03_13-45-05.246000_+03
date_time_start_unix,1762163105.246
date_time_end,2025-11-03_13-53-22.723000_+03
length_difference_noticed,no

time,acc_mag
4.713,1.010
4.743,1.011
4.773,1.013
4.803,1.015
4.833,1.009
4.863,1.009
4.893,1.013
4.923,1.012
4.953,1.012
4.983,1.008
5.013,1.013
5.043,1.010
5.073,1.010
5.103,1.011
5.133,1.009
5.163,1.014
5.193,1.011
5.223,1.014
5.253,1.014
5.283,1.010
5.313,1.011
5.343,1.012
5.373,1.010
5.403,1.011
5.433,1.013
5.463,1.014
5.493,1.009
5.523,1.012
5.553,1.012
5.583,1.014
5.613,1.016
5.643,1.006
5.673,1.005
5.703,1.016
5.733,1.015
5.763,1.010
5.793,1.011
5.823,1.008
5.853,1.014
5.883,1.015
5.913,1.009
5.943,1.011
5.973,1.013
6.003,1.015
6.033,1.013
6.063,1.012
6.093,1.005
6.123,1.014
6.153,1.014
6.183,1.011
6.213,1.012
6.243,1.011
6.273,1.011
6.303,1.012
6.333,1.009
6.363,1.018
6.393,1.014
6.423,1.005
6.453,1.010
6.483,1.017
6.513,1.014
6.543,1.015
6.573,1.014
6.603,1.008
6.633,1.010
6.663,1.017
6.693,1.012
6.723,1.012
6.753,1.008
6.783,1.010
6.813,1.012
6.843,1.012
6.873,1.010
6.903,1.016
6.933,1.011
6.963,1.011
6.993,1.015
7.023,1.010
7.053,1.014
7.083,1.008
7.113,1.012
7.143,1.009
7.173,1.020
7.203,1.016
7.233,1.008
7.263,1.009
7.293,1.015
7.323,1.016
7.353,1.015
7.383,1.008
7.413,1.006
7.443,1.012
7.473,1.019
7.503,1.013
7.533,1.008
7.563,1.013
7.593,1.016
7.623,1.017
7.653,1.016
7.683,1.009
7.713,1.014
7.743,1.012
7.773,1.013
7.803,1.010
7.833,1.011
7.863,1.011
7.893,1.007
7.923,1.013
7.953,1.009
7.983,1.015
8.013,1.020
8.043,1.008
8.073,1.010
8.103,1.013
8.133,1.015
8.163,1.009
8.193,1.013
8.223,1.006
8.253,1.013
8.283,1.016
8.313,1.010
8.343,1.010
8.373,1.017
8.403,1.008
8.433,1.013
8.463,1.013
8.493,1.011
8.523,1.012
8.553,1.012
8.583,1.010
8.613,1.013
8.643,1.013
8.673,1.011
8.703,1.011
8.733,1.014
8.763,1.010
8.793,1.015
8.823,1.018
8.853,1.014
8.883,1.005
8.913,1.014
8.943,1.016
8.973,1.014
9.003,1.010
9.033,1.013
9.063,1.011
9.093,1.014
9.123,1.014
9.153,1.011
9.183,1.010
9.213,1.019
9.243,1.014
9.273,1.010
9.303,1.018
9.333,1.016
9.363,1.013
9.393,1.013
9.423,1.010
9.453,1.010
9.483,1.016
9.513,1.010
9.543,1.012
9.573,1.018
9.603,1.009
9.633,1.008
9.663,1.017
9.693,1.016
9.723,1.013
9.753,1.010
9.783,1.011
9.813,1.010
9.843,1.018
9.873,1.016
9.903,1.010
9.933,1.010
9.963,1.018
9.993,1.011
10.023,1.014
10.053,1.010
10.083,1.014
10.113,1.014
10.143,1.015
10.173,1.012
10.203,1.014
10.233,1.009
10.263,1.017
10.293,1.014
10.323,1.006
10.353,1.008
10.383,1.017
10.413,1.014
10.443,1.016
10.473,1.014
10.503,1.008
10.533,1.009
10.563,1.021
10.593,1.014
10.623,1.008
10.653,1.013
10.683,1.011
10.713,1.015
10.743,1.015
10.773,1.013
10.803,1.017
10.833,1.013
10.863,1.012
10.893,1.014
10.923,1.010
10.953,1.010
10.983,1.020
11.013,1.014
11.043,1.009
11.073,1.012
11.103,1.013
11.133,1.014
11.163,1.016
11.193,1.013
11.223,1.010
11.253,1.017
11.283,1.018
11.313,1.007
11.343,1.010
11.373,1.015
11.403,1.012
11.433,1.014
11.463,1.014
11.493,1.013
11.523,1.017
11.553,1.013
11.583,1.012
11.613,1.010
11.643,1.015
11.673,1.012
11.703,1.021
11.733,1.013
11.763,1.009
11.793,1.014
11.823,1.014
11.853,1.014
11.883,1.013
11.913,1.011
11.943,1.013
11.973,1.016
12.003,1.017
12.033,1.012
12.063,1.012
12.093,1.013
12.123,1.014
12.153,1.012
12.183,1.016
12.213,1.013
12.243,1.015
12.273,1.016
12.303,1.015
12.333,1.011
12.363,1.011
12.393,1.009
12.423,1.014
12.453,1.020
12.483,1.012
12.513,1.007
12.543,1.015
12.573,1.015
12.603,1.012
12.633,1.016
12.663,1.006
12.693,1.016
12.723,1.018
12.753,1.010
12.783,1.012
12.813,1.012
12.843,1.013
12.873,1.014
12.903,1.015
12.933,1.014
12.963,1.014
12.993,1.016
13.023,1.012
13.053,1.015
13.083,1.010
13.113,1.014
13.143,1.012
13.173,1.017
13.203,1.013
13.233,1.004
13.263,1.012
13.293,1.015
13.323,1.013
13.353,1.014
13.383,1.013
13.413,1.009
13.443,1.016
13.473,1.019
13.503,1.009
13.533,1.015
13.563,1.012
13.593,1.014
13.623,1.012
13.653,1.014
13.683,1.013
13.713,1.016
13.743,1.011
13.773,1.010
13.803,1.012
13.833,1.015
13.863,1.018
13.893,1.018
13.923,1.011
13.953,1.011
13.983,1.017
14.013,1.017
14.043,1.013
14.073,1.016
