df_hash,22ZHK4.N2SGV4
14.103,1.012
14.133,1.008
14.163,1.014
14.193,1.015
14.223,1.008
14.253,1.013
14.283,1.015
14.313,1.012
14.343,1.013
14.373,1.014
14.403,1.014
14.433,1.013
14.463,1.013
14.493,1.010
14.523,1.013
14.553,1.011
14.583,1.010
14.613,1.019
14.643,1.017
14.673,1.012
14.703,1.009
14.733,1.013
14.763,1.015
14.793,1.017
14.823,1.011
14.853,1.011
14.883,1.014
14.913,1.019
14.943,1.016
14.973,1.012
15.003,1.013
15.033,1.014
15.063,1.011
15.093,1.017
15.123,1.012
15.153,1.009
15.183,1.012
15.213,1.012
15.243,1.016
15.273,1.012
15.303,1.010
15.333,1.013
15.363,1.013
15.393,1.012
15.423,1.018
15.453,1.013
15.483,1.008
15.513,1.010
15.543,1.014
15.573,1.015
15.603,1.013
15.633,1.011
15.663,1.009
15.693,1.014
15.723,1.009
15.753,1.009
15.783,1.012
15.813,1.016
15.843,1.015
15.873,1.009
15.903,1.010
15.933,1.013
15.963,1.013
15.993,1.012
16.023,1.015
16.053,1.011
16.083,1.010
16.113,1.008
16.143,1.015
16.173,1.009
16.203,1.019
16.233,1.013
16.263,1.010
16.293,1.011
16.323,1.013
16.353,1.012
16.383,1.016
16.413,1.017
16.443,1.008
16.473,1.013
16.503,1.012
16.533,1.012
16.563,1.003
16.593,1.012
16.623,1.016
16.653,1.013
16.683,1.014
16.713,1.015
16.743,1.015
16.773,1.014
16.803,1.014
16.833,1.008
16.863,1.009
16.893,1.007
16.923,1.014
16.953,1.008
16.983,1.011
17.013,1.006
17.043,1.013
17.073,1.007
17.103,1.005
17.133,1.011
17.163,1.009
17.193,1.008
17.223,1.015
17.253,1.015
17.283,1.004
17.313,1.005
17.343,1.016
17.373,1.020
17.403,1.018
17.433,1.014
17.463,1.008
17.493,1.002
17.523,1.007
17.553,1.006
17.583,1.015
17.613,1.012
17.643,1.006
17.673,1.012
17.703,1.007
17.733,1.002
17.763,1.009
17.793,1.019
17.823,1.011
17.853,1.007
17.883,1.003
17.913,1.006
17.943,1.006
17.973,1.005
18.003,1.011
18.033,1.013
18.063,1.014
18.093,1.011
18.123,1.006
18.153,1.012
18.183,1.011
18.213,1.007
18.243,1.006
18.273,1.020
18.303,1.020
18.333,1.011
18.363,1.009
18.393,1.005
18.423,1.011
18.453,1.015
18.483,1.012
18.513,1.016
18.543,1.007
18.573,1.009
18.603,1.012
18.633,1.003
18.663,1.009
18.693,1.013
18.723,1.010
18.753,1.006
18.783,1.011
18.813,1.011
18.843,1.011
18.873,1.008
18.903,1.009
18.933,1.013
18.963,1.016
18.993,1.013
19.023,1.005
19.053,1.012
19.083,1.015
19.113,1.015
19.143,1.012
19.173,1.014
19.203,1.007
19.233,1.012
19.263,1.012
19.293,1.013
19.323,1.008
19.353,1.012
19.383,1.014
19.413,1.013
19.443,1.009
19.473,1.012
19.503,1.010
19.533,1.005
19.563,1.013
19.593,1.013
19.623,1.011
19.653,1.009
19.683,1.006
19.713,1.009
19.743,1.016
19.773,1.015
19.803,1.015
19.833,1.011
19.863,1.011
19.893,1.014
19.923,1.011
19.953,1.013
19.983,1.012
20.013,1.012
20.043,1.012
20.073,1.012
20.103,1.014
20.133,1.010
20.163,1.010
20.193,1.010
20.223,1.011
20.253,1.014
20.283,1.009
20.313,1.010
20.343,1.011
20.373,1.014
20.403,1.019
20.433,1.010
20.463,1.006
20.493,1.011
20.523,1.008
20.553,1.010
20.583,1.012
20.613,1.012
20.643,1.013
20.673,1.009
20.703,1.013
20.733,1.011
20.763,1.012
20.793,1.012
20.823,1.013
20.853,1.010
20.883,1.014
20.913,1.014
20.943,1.005
20.973,1.006
21.003,1.017
21.033,1.015
21.063,1.009
21.093,1.013
21.123,1.009
21.153,1.014
21.183,1.015
21.213,1.012
21.243,1.012
21.273,1.012
21.303,1.011
21.333,1.009
21.363,1.010
21.393,1.012
21.423,1.012
21.453,1.013
21.483,1.010
21.513,1.011
21.543,1.015
21.573,1.015
21.603,1.015
21.633,1.007
21.663,1.011
21.693,1.010
21.723,1.014
21.753,1.008
21.783,1.008
21.813,1.010
21.843,1.013
21.873,1.011
21.903,1.008
21.933,1.008
21.963,1.014
21.993,1.016
22.023,1.011
22.053,1.015
22.083,1.012
22.113,1.013
22.143,1.013
22.173,1.013
22.203,1.005
22.233,1.013
22.263,1.007
22.293,1.012
22.323,1.017
22.353,1.010
22.383,1.013
22.413,1.013
22.443,1.012
22.473,1.012
22.503,1.012
22.533,1.011
22.563,1.013
22.593,1.012
22.623,1.010
22.653,1.010
22.683,1.014
22.713,1.016
22.743,1.013
22.773,1.014
22.803,1.013
22.833,1.013
22.863,1.012
22.893,1.014
22.923,1.011
22.953,1.007
22.983,1.014
23.013,1.012
23.043,1.016
23.073,1.014
23.103,1.008
23.133,1.007
23.163,1.015
23.193,1.017
23.223,1.015
23.253,1.015
23.283,1.006
23.313,1.014
23.343,1.015
23.373,1.011
23.403,1.013
23.433,1.014
23.463,1.011
23.493,1.013
23.523,1.011
23.553,1.015
23.583,1.015
23.613,1.016
23.643,1.010
23.673,1.011
23.703,1.012
23.733,1.021
23.763,1.014
23.793,1.008
23.823,1.008
23.853,1.014
23.883,1.017
23.913,1.013
23.943,1.017
23.973,1.014
24.003,1.016
24.033,1.013
24.063,1.010
24.093,1.014
24.123,1.013
24.153,1.009
24.183,1.014
24.213,1.010
24.243,1.015
24.273,1.014
24.303,1.014
24.333,1.009
24.363,1.009
24.393,1.012
24.423,1.017
24.453,1.015
24.483,1.009
24.513,1.007
24.543,1.017
24.573,1.019
24.603,1.012
24.633,1.011
24.663,1.012
24.693,1.017
24.723,1.014
24.753,1.008
24.783,1.013
24.813,1.013
24.843,1.018
24.873,1.010
24.903,1.012
24.933,1.011
24.963,1.013
24.993,1.013
25.023,1.009
25.053,1.009
25.083,1.013
25.113,1.014
25.143,1.018
25.173,1.016
25.203,1.007
25.233,1.009
25.263,1.016
25.293,1.015
25.323,1.014
25.353,1.009
25.383,1.010
25.413,1.015
25.443,1.014
25.473,1.013
25.503,1.007
25.533,1.010
25.563,1.016
25.593,1.012
25.623,1.014
25.653,1.012
25.683,1.014
25.713,1.018
25.743,1.015
25.773,1.013
25.803,1.010
25.833,1.014
25.863,1.013
25.893,1.016
25.923,1.011
25.953,1.005
25.983,1.008
26.013,1.012
26.043,1.013
26.073,1.013
26.103,1.009
26.133,1.010
26.163,1.017
26.193,1.015
26.223,1.011
26.253,1.015
26.283,1.013
26.313,1.013
26.343,1.012
26.373,1.015
26.403,1.015
26.433,1.014
26.463,1.012
26.493,1.011
26.523,1.014
26.553,1.016
26.583,1.015
26.613,1.013
26.643,1.009
26.673,1.011
26.703,1.015
26.733,1.017
26.763,1.011
26.793,1.013
26.823,1.007
26.853,1.012
26.883,1.017
26.913,1.011
26.943,1.011
26.973,1.013
27.003,1.010
27.033,1.013
27.063,1.011
27.093,1.018
27.123,1.011
27.153,1.010
27.183,1.006
27.213,1.012
27.243,1.010
27.273,1.016
27.303,1.016
27.333,1.008
27.363,1.009
27.393,1.013
27.423,1.018
27.453,1.012
27.483,1.013
27.513,1.009
27.543,1.014
27.573,1.018
27.603,1.014
27.633,1.011
27.663,1.012
27.693,1.014
27.723,1.016
27.753,1.015
27.783,1.011
27.813,1.017
27.843,1.017
27.873,1.011
27.903,1.011
27.933,1.015
27.963,1.012
27.993,1.016
28.023,1.017
28.053,1.009
28.083,1.011
28.113,1.015
28.143,1.016
28.173,1.013
28.203,1.013
28.233,1.009
28.263,1.015
28.293,1.015
28.323,1.008
28.353,1.013
28.383,1.013
28.413,1.010
28.443,1.015
28.473,1.013
28.503,1.011
28.533,1.015
28.563,1.017
28.593,1.014
28.623,1.007
28.653,1.010
28.683,1.015
28.713,1.019
28.743,1.017
28.773,1.007
28.803,1.009
28.833,1.014
28.863,1.017
28.893,1.015
28.923,1.013
28.953,1.006
28.983,1.015
29.013,1.014
29.043,1.011
29.073,1.013
29.103,1.016
29.133,1.014
29.163,1.014
29.193,1.012
29.223,1.013
29.253,1.014
29.283,1.019
29.313,1.010
29.343,1.009
29.373,1.015
29.403,1.015
29.433,1.014
29.463,1.012
29.493,1.009
29.523,1.005
29.553,1.015
29.583,1.020
29.613,1.011
29.643,1.013
29.673,1.007
29.703,1.007
29.733,1.017
29.763,1.016
29.793,1.009
29.823,1.012
29.853,1.013
29.883,1.011
29.913,1.011
29.943,1.009
29.973,1.015
30.003,1.016
30.033,1.014
30.063,1.015
30.093,1.013
30.123,1.014
30.153,1.015
30.183,1.011
30.213,1.005
30.243,1.014
30.273,1.016
30.303,1.014
30.333,1.014
30.363,1.010
30.393,1.014
30.423,1.018
30.453,1.014
30.483,1.007
30.513,1.015
30.543,1.013
30.573,1.013
30.603,1.011
30.633,1.012
30.663,1.009
30.693,1.013
30.723,1.020
30.753,1.015
30.783,1.008
30.813,1.014
30.843,1.014
30.873,1.016
30.903,1.014
30.933,1.006
30.963,1.011
30.993,1.017
31.023,1.016
31.053,1.008
31.083,1.011
31.113,1.012
31.143,1.018
31.173,1.009
31.203,1.009
31.233,1.011
31.263,1.012
31.293,1.014
31.323,1.018
31.353,1.015
31.383,1.014
31.413,1.015
31.443,1.012
31.473,1.014
31.503,1.016
31.533,1.011
31.563,1.012
31.593,1.016
31.623,1.013
31.653,1.018
31.683,1.006
31.713,1.010
31.743,1.015
31.773,1.013
31.803,1.014
31.833,1.014
31.863,1.011
31.893,1.014
31.923,1.018
31.953,1.011
31.983,1.013
32.013,1.010
32.043,1.013
32.073,1.011
32.103,1.015
32.133,1.013
32.163,1.014
32.193,1.010
32.223,1.008
32.253,1.014
32.283,1.015
32.313,1.012
32.343,1.016
32.373,1.009
32.403,1.015
32.433,1.017
32.463,1.016
32.493,1.011
32.523,1.007
32.553,1.014
32.583,1.017
32.613,1.017
32.643,1.009
32.673,1.011
32.703,1.011
32.733,1.014
32.763,1.011
32.793,1.009
32.823,1.010
32.853,1.016
32.883,1.012
32.913,1.009
32.943,1.015
32.973,1.013
33.003,1.013
33.033,1.011
33.063,1.012
33.093,1.008
33.123,1.015
33.153,1.012
33.183,1.017
33.213,1.016
33.243,1.007
33.273,1.010
33.303,1.013
33.333,1.017
33.363,1.014
33.393,1.011
33.423,1.009
33.453,1.011
33.483,1.015
33.513,1.011
33.543,1.009
33.573,1.012
33.603,1.015
33.633,1.014
33.663,1.012
33.693,1.012
33.723,1.013
33.753,1.014
33.783,1.016
33.813,1.012
33.843,1.009
33.873,1.012
33.903,1.017
33.933,1.019
33.963,1.007
33.993,1.011
34.023,1.017
34.053,1.015
34.083,1.014
34.113,1.014
34.143,1.009
34.173,1.015
34.203,1.016
34.233,1.012
34.263,1.011
34.293,1.017
34.323,1.017
34.353,1.012
34.383,1.015
34.413,1.011
34.443,1.009
34.473,1.016
34.503,1.015
34.533,1.011
34.563,1.012
34.593,1.013
34.623,1.013
34.653,1.016
34.683,1.018
34.713,1.010
34.743,1.008
34.773,1.020
34.803,1.019
34.833,1.011
34.863,1.008
34.893,1.015
34.923,1.013
34.953,1.014
34.983,1.013
35.013,1.012
35.043,1.013
35.073,1.016
35.103,1.013
35.133,1.015
35.163,1.012
35.193,1.014
35.223,1.012
35.253,1.017
35.283,1.015
35.313,1.010
35.343,1.015
35.373,1.016
35.403,1.016
35.433,1.014
35.463,1.006
35.493,1.007
35.523,1.015
35.553,1.015
35.583,1.014
35.613,1.012
35.643,1.007
35.673,1.012
35.703,1.019
35.733,1.012
35.763,1.011
35.793,1.012
35.823,1.014
35.853,1.013
35.883,1.011
35.913,1.012
35.943,1.017
35.973,1.016
36.003,1.012
36.033,1.012
36.063,1.011
36.093,1.015
36.123,1.011
36.153,1.019
36.183,1.009
36.213,1.009
36.243,1.017
36.273,1.017
36.303,1.016
36.333,1.014
36.363,1.010
36.393,1.007
36.423,1.018
36.453,1.015
36.483,1.007
36.513,1.015
36.543,1.013
36.573,1.012
36.603,1.014
36.633,1.016
36.663,1.014
36.693,1.012
36.723,1.013
36.753,1.006
36.783,1.014
36.813,1.014
36.843,1.016
36.873,1.014
36.903,1.008
36.933,1.012
36.963,1.017
36.993,1.015
37.023,1.013
37.053,1.013
37.083,1.009
37.113,1.014
37.143,1.019
37.173,1.010
37.203,1.015
37.233,1.018
37.263,1.010
37.293,1.017
37.323,1.013
37.353,1.012
37.383,1.013
37.413,1.014
37.443,1.010
37.473,1.013
37.503,1.014
37.533,1.018
37.563,1.011
37.593,1.008
37.623,1.014
37.653,1.016
37.683,1.016
37.713,1.015
37.743,1.013
37.773,1.009
37.803,1.020
37.833,1.014
37.863,1.009
37.893,1.012
37.923,1.017
37.953,1.015
37.983,1.014
38.013,1.013
38.043,1.012
38.073,1.013
38.103,1.014
38.133,1.013
38.163,1.013
38.193,1.011
38.223,1.018
38.253,1.015
38.283,1.010
38.313,1.009
38.343,1.016
38.373,1.018
38.403,1.011
38.433,1.011
38.463,1.009
38.493,1.016
38.523,1.014
38.553,1.014
38.583,1.010
38.613,1.010
38.643,1.015
38.673,1.014
38.703,1.013
38.733,1.015
38.763,1.010
38.793,1.015
38.823,1.015
38.853,1.020
38.883,1.010
38.913,1.011
38.943,1.015
38.973,1.014
39.003,1.013
39.033,1.010
39.063,1.006
39.093,1.019
39.123,1.019
39.153,1.013
39.183,1.013
39.213,1.012
39.243,1.007
39.273,1.016
39.303,1.016
39.333,1.011
39.363,1.014
39.393,1.014
39.423,1.013
39.453,1.014
39.483,1.015
39.513,1.011
39.543,1.016
39.573,1.015
39.603,1.012
39.633,1.016
39.663,1.010
39.693,1.013
39.723,1.013
39.753,1.013
39.783,1.019
39.813,1.014
39.843,1.012
39.873,1.007
39.903,1.014
39.933,1.014
39.963,1.017
39.993,1.009
40.023,1.007
40.053,1.016
40.083,1.020
40.113,1.013
40.143,1.012
40.173,1.013
40.203,1.012
40.233,1.014
40.263,1.016
40.293,1.013
40.323,1.013
40.353,1.014
40.383,1.011
40.413,1.013
40.443,1.013
40.473,1.011
40.503,1.015
40.533,1.008
40.563,1.012
40.593,1.014
40.623,1.012
40.653,1.012
40.683,1.012
40.713,1.015
40.743,1.014
40.773,1.011
40.803,1.009
40.833,1.014
40.863,1.018
40.893,1.011
40.923,1.012
40.953,1.012
40.983,1.012
41.013,1.015
41.043,1.015
41.073,1.010
41.103,1.015
41.133,1.013
41.163,1.013
41.193,1.011
41.223,1.009
41.253,1.012
41.283,1.014
41.313,1.013
41.343,1.017
41.373,1.007
41.403,1.012
41.433,1.017
41.463,1.013
41.493,1.008
41.523,1.013
41.553,1.012
41.583,1.015
41.613,1.017
41.643,1.012
41.673,1.011
41.703,1.012
41.733,1.014
41.763,1.014
41.793,1.012
41.823,1.014
41.853,1.019
41.883,1.015
41.913,1.012
41.943,1.012
41.973,1.010
42.003,1.013
42.033,1.011
42.063,1.019
42.093,1.014
42.123,1.009
42.153,1.011
42.183,1.017
42.213,1.011
42.243,1.009
42.273,1.014
42.303,1.009
42.333,1.015
42.363,1.016
42.393,1.012
42.423,1.013
42.453,1.015
42.483,1.011
42.513,1.014
42.543,1.014
42.573,1.014
42.603,1.015
42.633,1.013
42.663,1.013
42.693,1.013
42.723,1.014
42.753,1.010
42.783,1.012
42.813,1.013
42.843,1.019
42.873,1.010
42.903,1.008
42.933,1.011
42.963,1.014
42.993,1.018
43.023,1.015
43.053,1.009
43.083,1.011
43.113,1.017
43.143,1.013
43.173,1.013
43.203,1.011
43.233,1.015
43.263,1.013
43.293,1.012
43.323,1.012
43.353,1.016
43.383,1.017
43.413,1.014
43.443,1.010
43.473,1.011
43.503,1.014
43.533,1.012
43.563,1.018
43.593,1.013
43.623,1.009
43.653,1.009
43.683,1.015
43.713,1.017
43.743,1.014
43.773,1.010
43.803,1.010
43.833,1.014
43.863,1.016
43.893,1.012
43.923,1.010
43.953,1.016
43.983,1.013
44.013,1.011
44.043,1.013
44.073,1.015
44.103,1.011
44.133,1.013
44.163,1.012
44.193,1.015
44.223,1.010
44.253,1.019
44.283,1.014
44.313,1.009
44.343,1.009
44.373,1.014
44.403,1.013
44.433,1.015
44.463,1.013
44.493,1.009
44.523,1.015
44.553,1.014
44.583,1.008
44.613,1.013
44.643,1.015
44.673,1.015
44.703,1.013
44.733,1.012
44.763,1.017
44.793,1.014
44.823,1.015
44.853,1.011
44.883,1.010
44.913,1.017
44.943,1.016
44.973,1.007
45.003,1.010
45.033,1.011
45.063,1.016
45.093,1.015
45.123,1.013
45.153,1.009
45.183,1.014
45.213,1.016
45.243,1.014
45.273,1.010
45.303,1.018
45.333,1.013
45.363,1.015
45.393,1.012
45.423,1.009
45.453,1.010
45.483,1.012
45.513,1.016
45.543,1.011
45.573,1.011
45.603,1.015
45.633,1.017
45.663,1.018
45.693,1.009
45.723,1.014
45.753,1.017
45.783,1.015
45.813,1.010
45.843,1.009
45.873,1.015
45.903,1.015
45.933,1.015
45.963,1.013
45.993,1.011
46.023,1.015
46.053,1.015
46.083,1.011
46.113,1.016
46.143,1.016
46.173,1.014
46.203,1.016
46.233,1.015
46.263,1.015
46.293,1.008
46.323,1.010
46.353,1.011
46.383,1.017
46.413,1.015
46.443,1.010
46.473,1.010
46.503,1.016
46.533,1.015
46.563,1.013
46.593,1.012
46.623,1.009
46.653,1.013
46.683,1.016
46.713,1.010
46.743,1.009
46.773,1.012
46.803,1.017
46.833,1.015
46.863,1.008
46.893,1.014
46.923,1.014
46.953,1.015
46.983,1.013
47.013,1.015
47.043,1.014
47.073,1.013
47.103,1.011
47.133,1.016
47.163,1.016
47.193,1.018
47.223,1.012
47.253,1.006
47.283,1.014
47.313,1.018
47.343,1.015
47.373,1.010
47.403,1.009
47.433,1.016
47.463,1.016
47.493,1.012
47.523,1.010
47.553,1.016
47.583,1.015
47.613,1.016
47.643,1.014
47.673,1.013
47.703,1.015
47.733,1.014
47.763,1.010
47.793,1.007
47.823,1.013
47.853,1.010
47.883,1.013
47.913,1.017
47.943,1.012
47.973,1.006
48.003,1.012
48.033,1.019
48.063,1.013
48.093,1.008
48.123,1.009
48.153,1.011
48.183,1.018
48.213,1.011
48.243,1.011
48.273,1.013
48.303,1.012
48.333,1.012
48.363,1.012
48.393,1.012
48.423,1.015
48.453,1.013
48.483,1.015
48.513,1.013
48.543,1.010
48.573,1.014
48.603,1.012
48.633,1.014
48.663,1.013
48.693,1.009
48.723,1.012
48.753,1.017
48.783,1.012
48.813,1.011
48.843,1.011
48.873,1.010
48.903,1.013
48.933,1.018
48.963,1.013
48.993,1.013
49.023,1.013
49.053,1.013
49.083,1.013
49.113,1.011
49.143,1.014
49.173,1.012
49.203,1.013
49.233,1.014
49.263,1.013
49.293,1.009
49.323,1.013
49.353,1.014
49.383,1.016
49.413,1.015
49.443,1.007
49.473,1.010
49.503,1.014
49.533,1.016
49.563,1.012
49.593,1.011
49.623,1.015
49.653,1.011
49.683,1.015
49.713,1.008
49.743,1.014
49.773,1.011
49.803,1.019
49.833,1.014
49.863,1.009
49.893,1.014
49.923,1.018
49.953,1.016
49.983,1.009
50.013,1.014
50.043,1.017
50.073,1.012
50.103,1.009
50.133,1.014
50.163,1.016
50.193,1.014
50.223,1.011
50.253,1.009
50.283,1.015
50.313,1.018
50.343,1.014
50.373,1.011
50.403,1.009
50.433,1.014
50.463,1.021
50.493,1.008
50.523,1.009
50.553,1.013
50.583,1.017
50.613,1.012
50.643,1.012
50.673,1.016
50.703,1.016
50.733,1.016
50.763,1.013
50.793,1.011
50.823,1.014
50.853,1.011
50.883,1.014
50.913,1.018
50.943,1.015
50.973,1.010
51.003,1.009
51.033,1.013
51.063,1.016
51.093,1.009
51.123,1.012
51.153,1.010
51.183,1.013
51.213,1.014
51.243,1.010
51.273,1.010
51.303,1.009
51.333,1.016
51.363,1.015
51.393,1.013
51.423,1.011
51.453,1.014
51.483,1.015
51.513,1.014
51.543,1.014
51.573,1.010
51.603,1.014
51.633,1.010
51.663,1.019
51.693,1.017
51.723,1.007
51.753,1.012
51.783,1.017
51.813,1.018
51.843,1.010
51.873,1.010
51.903,1.008
51.933,1.013
51.963,1.015
51.993,1.010
52.023,1.012
52.053,1.014
52.083,1.017
52.113,1.011
52.143,1.015
52.173,1.013
52.203,1.014
52.233,1.016
52.263,1.010
52.293,1.013
52.323,1.015
52.353,1.012
52.383,1.017
52.413,1.016
52.443,1.020
52.473,1.011
52.503,1.009
52.533,1.015
52.563,1.017
52.593,1.012
52.623,1.015
52.653,1.013
52.683,1.015
52.713,1.015
52.743,1.015
52.773,1.013
52.803,1.013
52.833,1.015
52.863,1.015
52.893,1.011
52.923,1.015
52.953,1.015
52.983,1.016
53.013,1.015
53.043,1.012
53.073,1.018
53.103,1.016
53.133,1.020
53.163,1.015
53.193,1.010
53.223,1.011
53.253,1.018
53.283,1.016
53.313,1.016
53.343,1.013
53.373,1.007
53.403,1.018
53.433,1.019
53.463,1.010
53.493,1.011
53.523,1.016
53.553,1.014
53.583,1.013
53.613,1.016
53.643,1.014
53.673,1.016
53.703,1.013
53.733,1.013
53.763,1.015
53.793,1.010
53.823,1.017
53.853,1.018
53.883,1.007
53.913,1.008
53.943,1.018
53.973,1.018
54.003,1.012
54.033,1.014
54.063,1.006
54.093,1.015
54.123,1.019
54.153,1.010
54.183,1.014
54.213,1.015
54.243,1.013
54.273,1.015
54.303,1.014
54.333,1.017
54.363,1.018
54.393,1.018
54.423,1.011
54.453,1.015
54.483,1.021
54.513,1.032
54.543,1.016
54.573,1.010
54.603,1.021
54.633,1.027
54.663,1.035
54.693,1.031
54.723,1.028
54.753,1.010
54.783,1.006
54.813,1.015
54.843,1.019
54.873,1.020
54.903,1.015
54.933,1.020
54.963,1.020
54.993,1.020
55.023,1.027
55.053,1.025
55.083,1.027
55.113,1.028
55.143,1.028
55.173,1.027
55.203,1.026
55.233,1.026
55.263,1.025
55.293,1.026
55.323,1.031
55.353,1.036
55.383,1.032
55.413,1.023
55.443,1.024
55.473,1.032
55.503,1.029
55.533,1.025
55.563,1.026
55.593,1.026
55.623,1.033
55.653,1.030
55.683,1.026
55.713,1.029
55.743,1.029
55.773,1.026
55.803,1.029
55.833,1.027
55.863,1.021
55.893,1.025
55.923,1.024
55.953,1.032
55.983,1.030
56.013,1.029
56.043,1.025
56.073,1.023
56.103,1.027
56.133,1.028
56.163,1.022
56.193,1.022
56.223,1.026
56.253,1.025
56.283,1.021
56.313,1.021
56.343,1.019
56.373,1.022
56.403,1.020
56.433,1.017
56.463,1.021
56.493,1.026
