df_hash,22ZHK4.S3ZK9C
111.611,40
111.641,265
111.644,25
111.647,15
111.836,15
111.874,225
111.934,20
111.937,35
113.449,1345
113.933,135
113.936,550
114.228,50
114.372,65
114.959,360
115.054,545
115.688,215
116.029,510
116.032,285
116.036,25
116.468,45
116.857,445
116.862,420
116.907,40
117.445,35
117.592,485
117.596,25
118.130,40
118.661,670
119.100,575
119.109,355
119.392,90
119.395,235
119.636,250
119.639,80
120.465,510
120.612,335
121.050,60
121.586,500
121.589,495
121.881,265
121.890,45
122.415,275
122.707,245
122.711,305
122.854,45
123.147,80
123.390,315
123.683,205
123.975,275
124.365,280
124.368,430
124.806,70
124.853,365
124.856,10
124.860,10
124.863,25
124.960,35
125.047,20
125.051,20
125.054,10
125.058,10
125.101,15
125.108,15
125.196,25
126.217,65
126.364,1210
126.367,60
126.412,25
126.416,25
126.419,20
126.626,35
126.754,150
127.436,240
127.976,710
128.119,570
128.123,25
128.557,55
128.561,400
128.606,15
128.609,20
128.612,15
128.704,20
128.850,30
130.069,255
130.072,1145
130.076,25
131.044,45
131.337,1025
131.482,185
131.727,230
131.872,295
132.022,50
132.168,185
132.332,40
132.458,280
132.702,60
132.848,350
132.994,35
133.389,215
133.796,345
133.822,400
133.828,25
133.871,15
133.876,10
133.880,10
134.118,10
134.261,20
134.652,370
134.797,425
134.946,205
135.090,75
135.577,220
135.628,370
136.065,120
136.068,395
136.601,55
136.604,505
136.653,30
136.655,25
136.748,195
136.942,20
136.945,10
136.991,15
136.994,10
136.997,10
137.043,10
137.045,10
137.048,30
138.113,1175
138.116,20
138.161,20
138.165,20
138.259,25
138.263,95
138.405,35
138.409,25
138.574,45
138.844,220
139.234,200
140.063,515
140.209,825
140.355,50
140.794,235
141.331,350
141.476,645
141.623,255
141.855,75
142.451,600
142.996,110
143.134,635
143.427,85
143.573,460
143.719,55
144.255,270
144.794,285
145.376,645
145.766,465
145.769,465
146.245,70
146.499,355
146.744,340
146.893,245
147.053,60
147.180,270
147.716,80
147.721,570
148.015,240
148.204,40
148.233,185
148.303,65
148.691,260
149.130,110
149.666,530
149.959,740
149.962,40
150.059,30
150.119,140
150.251,165
150.495,240
151.080,325
151.470,290
151.473,305
151.519,15
151.525,20
151.538,80
151.616,15
151.620,10
151.762,15
151.766,15
151.769,40
152.737,85
152.742,1050
152.902,25
153.274,40
153.420,525
153.424,70
153.566,70
153.712,45
153.715,150
154.395,45
154.398,655
154.615,40
154.834,100
155.078,285
155.516,270
155.520,460
155.958,30
156.052,435
156.056,30
156.347,30
156.494,250
156.638,40
157.710,345
157.713,890
157.759,75
158.295,95
158.298,600
158.441,45
158.733,80
158.737,315
158.831,25
158.977,215
158.980,35
158.985,30
159.123,20
159.127,20
159.270,25
159.276,145
160.391,1070
160.440,35
160.443,40
161.366,410
161.659,595
161.906,265
162.097,255
162.195,305
163.706,740
163.710,765
163.903,20
164.291,40
164.535,495
164.837,310
164.876,265
164.976,35
165.267,165
165.367,365
165.413,55
165.656,215
165.803,195
165.949,75
166.924,305
166.946,650
167.363,65
167.606,375
167.752,350
167.755,40
167.898,20
168.194,30
168.581,250
168.874,630
169.025,260
169.338,70
169.848,380
169.858,470
170.093,305
170.097,50
170.823,490
171.067,410
171.100,75
171.750,280
172.627,315
172.630,885
172.633,30
172.725,20
173.175,65
173.310,475
173.700,75
173.848,445
174.285,130
174.675,425
175.113,465
175.118,375
175.406,40
175.650,260
176.235,235
176.381,675
176.629,300
176.771,80
176.805,175
176.932,60
177.210,300
177.356,45
177.505,50
177.897,190
178.039,460
178.185,55
178.429,260
178.721,515
178.725,30
179.551,455
179.560,315
179.842,275
179.988,230
180.134,35
180.139,55
180.378,235
180.383,25
180.388,50
181.109,295
181.502,405
181.938,220
182.182,520
182.478,380
182.913,170
183.888,490
184.083,1120
184.425,300
184.961,50
184.967,555
185.254,85
185.400,290
185.546,240
185.552,80
185.974,215
186.083,210
186.375,260
186.677,145
186.791,245
187.058,50
187.349,590
187.496,210
187.642,55
187.790,235
188.032,220
188.035,30
188.039,40
188.325,245
188.471,60
188.715,285
189.592,75
189.982,770
190.323,540
190.567,220
190.664,260
191.104,85
191.152,420
191.396,75
191.544,480
191.640,25
192.615,615
193.102,370
193.885,415
194.174,895
194.177,260
194.569,80
195.052,410
195.150,535
195.686,510
196.124,80
196.368,300
196.371,350
196.518,25
196.537,35
196.690,205
196.810,35
196.815,25
197.782,665
198.465,340
199.147,745
199.439,760
199.732,270
199.735,265
200.125,45
200.562,410
200.715,310
200.951,150
200.999,285
201.390,65
201.536,420
202.072,55
202.366,905
202.803,305
203.193,85
203.485,445
203.778,215
204.462,295
204.607,700
205.045,175
205.289,710
205.296,35
205.456,130
207.103,1080
207.410,510
207.532,345
207.776,80
208.215,410
208.511,305
208.656,280
209.198,95
209.335,640
209.629,175
210.018,260
210.213,455
210.360,255
210.457,115
210.700,240
210.704,80
211.287,275
211.530,245
211.822,315
212.693,270
212.819,790
213.138,245
213.235,270
213.481,305
213.531,70
214.210,265
214.259,425
214.271,25
214.537,25
214.955,285
215.220,415
216.014,255
216.017,750
216.209,40
216.307,155
216.843,165
217.525,560
217.529,640
218.013,60
218.360,375
218.549,605
219.914,730
220.304,705
220.596,315
220.600,325
221.571,35
221.718,895
222.013,140
222.254,305
222.547,270
222.839,375
223.378,280
223.521,235
223.526,420
223.668,55
224.351,65
224.789,675
225.033,440
225.471,250
225.474,450
226.008,50
226.593,585
226.726,615
228.107,340
228.396,1300
228.400,50
228.543,90
229.667,285
230.054,860
230.591,530
230.886,535
231.029,220
231.419,185
231.428,385
231.858,35
232.150,415
232.394,250
232.399,225
232.540,255
232.687,60
233.271,525
233.274,25
233.515,50
233.808,305
234.100,215
234.392,340
234.490,235
235.027,170
235.758,475
236.245,795
236.296,345
236.733,240
236.879,400
237.415,70
237.562,605
238.097,90
238.390,640
238.536,305
238.837,90
239.076,270
239.658,320
239.904,465
240.196,325
240.340,360
240.343,100
241.022,570
241.657,105
241.858,495
242.144,275
242.441,290
243.655,285
243.802,1375
244.240,105
244.386,510
246.190,285
246.337,1535
246.433,360
246.726,165
246.875,220
247.019,70
247.165,225
247.263,65
247.360,95
247.702,340
247.993,55
248.140,260
248.676,60
248.969,595
249.163,320
249.359,130
249.362,280
250.090,50
250.531,650
251.455,400
251.458,950
252.430,75
252.576,885
253.259,140
253.747,765
253.843,440
254.672,125
254.965,825
255.208,225
255.212,315
255.749,80
256.090,505
256.349,550
256.427,65
256.623,180
257.597,655
257.601,380
257.744,30
258.085,45
258.134,495
258.280,70
258.524,280
259.109,60
259.401,535
259.645,550
259.648,85
259.987,210
260.770,885
260.818,20
260.964,15
260.971,10
260.974,10
261.009,10
261.013,10
261.016,15
261.019,10
261.022,10
261.058,10
261.062,15
261.065,10
261.068,10
261.107,10
261.111,10
261.114,15
261.117,10
261.210,15
262.618,30
262.622,1520
262.716,30
262.720,25
262.723,25
263.008,35
263.012,355
263.157,10
263.161,10
264.227,10
264.230,1210
264.435,30
264.472,25
264.477,20
264.480,20
264.483,20
264.519,15
264.523,15
264.526,10
264.529,10
264.766,10
264.959,20
265.202,455
265.936,305
266.323,680
266.762,430
267.595,375
268.127,870
268.419,535
269.639,335
270.077,1280
270.369,415
271.734,305
273.830,1300
273.834,2115
273.837,60
273.840,10
274.955,15
275.931,1080
276.170,995
276.609,295
295.173,3890
296.684,1775
298.244,1520
298.247,1505
298.926,20
300.292,765
300.877,1395
302.095,510
302.534,1170
304.194,560
305.020,1305
305.507,1135
305.752,425
307.478,355
307.481,1580
307.987,10
308.774,560
309.066,1040
309.070,160
310.336,1030
310.870,255
311.308,470
312.527,515
312.576,1215
312.579,10
314.623,10
315.063,2000
315.306,525
316.573,210
317.110,1355
318.670,485
319.206,1520
320.620,645
322.277,1285
322.424,1920
323.792,315
324.227,1055
324.764,425
325.495,560
325.739,635
327.177,335
327.444,1340
327.591,305
328.664,195
329.248,1160
329.395,605
330.564,550
330.760,870
332.076,940
332.320,265
332.617,290
332.709,365
333.148,165
333.977,305
334.659,960
335.927,635
336.220,1285
336.658,295
336.902,405
337.731,300
338.024,840
338.268,305
338.559,170
339.388,310
339.681,910
339.928,485
341.689,425
343.289,1325
343.581,1675
344.263,255
344.409,840
346.457,1030
348.320,1080
348.850,1795
350.260,555
350.265,1345
350.796,10
351.478,635
352.014,710
352.307,580
352.894,260
353.428,500
354.159,575
354.793,740
356.060,620
356.743,1345
357.474,630
358.010,675
358.302,665
358.306,195
358.692,45
358.697,420
358.839,10
359.319,10
359.574,585
359.962,10
360.775,675
360.935,705
361.402,10
362.105,670
362.111,635
362.739,10
363.422,705
363.714,700
364.104,290
364.108,390
364.981,10
365.518,825
366.141,555
366.150,555
366.639,10
366.643,665
367.375,10
367.468,695
368.296,10
368.302,905
368.735,25
368.793,25
369.417,315
369.421,690
370.100,10
370.685,715
370.688,660
371.368,10
372.051,615
372.196,670
372.610,145
373.318,500
374.000,660
374.715,680
374.726,715
374.828,50
374.832,20
374.878,10
374.881,70
374.884,30
374.889,10
375.275,15
376.001,380
376.096,700
376.099,10
376.102,155
376.195,15
376.636,20
377.315,450
378.051,670
378.728,765
378.737,665
378.777,15
378.782,15
378.788,10
378.974,160
379.023,10
379.434,475
379.462,15
379.465,65
379.469,15
379.557,15
379.561,15
379.706,10
380.124,15
380.386,555
381.361,260
381.364,1045
382.044,10
382.631,640
383.360,655
383.896,640
384.578,640
385.260,695
385.943,705
385.946,640
385.951,15
386.529,15
388.039,585
388.043,1475
388.137,15
388.200,175
388.335,10
388.368,75
388.479,100
389.405,965
389.995,10
390.672,630
390.678,670
391.257,10
391.403,630
391.939,10
392.622,665
392.919,675
392.922,260
393.315,15
393.597,395
393.889,520
394.962,510
396.377,595
397.792,1455
398.189,1425
398.764,435
399.008,465
400.275,310
402.372,1250
404.176,2080
405.686,1865
405.690,1620
405.834,10
405.881,10
405.886,10
405.979,10
405.982,25
405.985,15
407.198,30
407.246,1365
408.029,10
408.032,695
408.465,10
409.152,545
409.879,640
410.415,780
411.292,590
412.124,730
412.416,760
412.420,415
412.511,155
413.779,665
415.173,650
415.827,1355
416.558,685
416.655,695
416.660,205
416.754,10
417.241,415
417.387,10
417.776,165
418.361,445
419.049,640
419.726,670
420.311,625
420.314,615
420.997,10
421.530,680
422.261,615
422.707,710
422.710,370
422.944,270
424.163,565
424.894,650
425.868,645
426.941,1095
426.944,1095
427.819,10
428.209,775
429.476,510
430.845,1195
431.134,1450
432.255,255
432.864,1085
433.376,585
433.522,770
434.448,875
434.452,10
434.500,15
434.594,195
435.180,560
436.984,840
437.130,920
437.255,255
437.259,15
438.641,335
438.689,1160
438.933,10
439.082,170
439.177,360
439.484,225
439.815,360
440.984,10
442.398,1195
443.077,1370
443.760,660
444.492,765
445.319,760
445.856,735
445.867,610
445.904,15
446.685,15
447.026,790
447.123,365
447.417,10
447.465,380
448.147,10
448.780,655
448.829,680
449.806,10
449.809,660
450.194,10
450.928,725
451.570,740
451.773,735
452.241,10
453.071,685
453.801,745
454.486,735
454.489,725
455.192,10
455.849,685
455.853,665
456.580,10
457.263,680
457.266,720
457.946,10
458.676,725
459.359,685
459.415,665
460.090,10
460.772,705
461.455,735
462.137,725
462.674,620
463.405,645
464.087,675
464.770,615
465.355,695
466.042,660
466.191,635
466.427,10
466.594,115
467.256,485
467.259,645
467.842,10
468.621,640
468.676,690
469.255,10
469.937,655
470.644,670
470.717,705
471.302,10
472.423,700
472.716,1360
474.081,715
474.084,675
474.666,10
475.236,550
475.885,655
476.863,610
476.873,680
477.152,10
477.981,660
478.663,740
479.400,730
479.785,740
480.223,385
480.467,470
480.760,180
481.496,335
481.588,780
481.595,10
481.734,75
481.764,125
481.881,15
481.886,10
481.892,15
482.709,390
484.124,585
484.806,1385
484.809,620
485.488,10
485.502,745
485.677,10
486.171,165
486.317,495
486.902,190
486.905,500
487.002,10
487.584,10
488.279,765
488.514,680
489.461,10
489.681,1065
490.417,315
491.582,710
491.875,1190
491.879,270
492.259,10
492.316,315
492.752,10
493.434,595
493.971,620
495.482,650
495.487,1330
495.531,135
495.545,20
495.553,50
495.558,10
495.628,10
495.633,15
495.677,25
495.683,25
495.687,15
495.694,15
495.924,10
496.070,10
496.603,260
497.432,635
498.992,960
500.507,1510
500.801,1515
501.185,10
502.461,640
502.745,1240
502.749,285
502.794,20
502.804,10
502.816,10
502.989,255
503.720,580
503.727,145
503.847,115
504.695,265
504.744,655
504.766,15
504.793,15
504.800,40
504.841,25
504.857,15
504.872,15
504.893,15
504.942,30
504.988,25
504.993,20
504.998,10
505.003,10
505.231,25
506.358,325
507.038,825
507.349,910
507.865,300
508.839,615
509.034,1125
509.960,430
510.642,530
510.938,690
512.457,260
512.754,1465
513.714,360
514.689,975
515.664,930
517.470,1050
518.003,1740
518.735,635
519.615,735
520.295,720
520.977,705
521.655,720
522.399,700
523.025,710
523.590,700
524.292,630
524.877,620
525.511,620
526.194,635
527.076,715
527.851,810
528.631,815
529.313,750
530.097,760
530.873,785
531.653,790
532.482,780
533.460,770
533.847,730
534.529,715
535.267,670
535.943,710
536.625,725
537.308,715
537.893,670
538.575,600
539.309,715
539.846,575
540.527,680
541.403,710
542.183,790
542.927,815
543.600,755
544.282,760
545.134,670
545.790,750
546.525,730
547.302,730
547.692,680
548.862,480
549.170,1235
549.539,325
550.958,275
551.251,1415
552.275,410
552.323,920
552.326,25
552.472,90
553.883,250
554.426,1260
555.297,585
555.540,850
556.369,290
556.661,775
557.494,400
557.636,840
557.690,115
557.734,10
557.737,10
558.034,15
558.757,400
559.440,635
560.123,685
560.805,725
561.634,775
562.365,775
563.047,710
563.730,655
564.851,735
565.147,660
565.388,740
565.680,320
566.265,270
566.753,555
566.948,350
568.459,330
569.141,1485
569.872,715
570.408,730
571.091,585
571.679,635
572.359,655
573.187,700
573.875,730
574.601,740
575.283,715
575.966,655
576.657,685
577.380,700
578.065,730
578.745,730
579.476,680
580.061,660
580.872,685
581.718,715
582.209,725
582.790,700
583.473,655
584.156,675
584.887,705
585.720,705
586.398,745
587.081,760
587.866,675
588.520,685
589.180,715
590.060,740
590.703,775
591.419,760
592.112,690
592.784,665
593.530,695
594.198,720
594.929,720
595.563,685
596.248,655
596.987,705
597.805,750
598.493,775
599.170,740
599.804,670
600.438,645
601.126,675
601.803,670
602.541,740
603.218,735
603.948,700
604.630,650
605.507,645
605.998,700
606.681,725
607.360,755
608.092,730
608.774,695
609.469,640
609.992,670
610.773,665
611.429,680
612.089,715
612.771,645
613.356,645
614.087,665
614.867,705
615.555,730
616.135,685
616.817,640
617.500,670
618.913,705
619.596,1470
620.376,660
621.059,640
621.695,690
622.423,710
623.106,750
623.788,710
624.472,670
625.202,685
625.859,715
626.616,730
627.303,695
627.932,660
628.683,670
629.400,710
630.028,735
630.710,745
631.442,685
632.124,675
632.809,655
633.638,685
634.172,710
634.906,760
635.585,740
636.268,670
637.003,695
637.829,745
638.511,760
639.193,750
639.928,730
640.607,690
641.387,705
642.029,675
642.656,710
643.483,730
644.215,735
644.753,685
645.434,670
646.262,705
646.996,735
647.725,750
648.359,715
649.042,660
649.773,680
650.464,715
651.143,725
651.869,750
652.555,685
653.249,665
653.966,690
654.649,715
655.330,740
656.013,715
656.845,650
657.527,680
658.163,680
658.848,700
659.475,700
660.064,675
660.742,630
661.302,645
662.209,670
662.839,730
663.667,775
664.399,770
664.935,700
665.617,650
666.439,655
666.983,660
667.714,660
668.494,810
669.371,825
670.054,785
670.889,775
671.569,785
672.394,770
673.223,760
674.025,740
674.672,745
675.319,710
675.758,620
676.443,615
677.123,585
677.708,600
678.396,680
679.241,815
679.317,820
680.146,10
680.888,795
681.569,790
682.486,795
683.266,795
683.955,775
684.631,750
685.070,740
685.753,385
686.289,760
687.558,495
688.827,1200
689.361,1340
690.875,595
691.603,1480
692.289,745
692.968,650
693.553,735
693.966,480
695.065,430
696.771,1180
696.778,1690
697.405,10
697.706,620
698.673,390
699.355,855
700.184,760
700.330,835
700.379,200
700.921,10
701.597,440
702.141,715
702.865,660
703.548,675
704.252,705
705.059,730
706.768,785
707.009,1385
707.838,625
708.423,745
709.109,625
709.791,725
711.055,610
711.592,1225
712.177,625
712.875,600
713.570,645
714.273,690
714.665,785
714.669,260
714.672,10
715.105,100
715.687,350
716.321,690
717.003,585
718.271,680
718.856,1370
719.539,565
720.226,695
720.911,700
721.645,635
722.463,760
723.149,760
723.788,700
724.464,635
724.950,640
725.779,645
726.754,720
727.046,995
728.574,300
728.996,1540
730.166,430
730.672,1135
732.068,625
732.312,1355
733.140,300
733.433,840
733.875,300
734.115,430
734.554,270
734.993,425
736.066,395
736.651,1140
737.873,540
738.698,1190
739.138,870
739.822,425
740.794,465
741.485,1215
741.867,515
743.037,330
743.577,1395
744.695,495
745.134,1115
745.865,540
746.384,520
746.499,530
746.791,290
748.207,330
748.451,1040
749.863,360
749.970,1550
750.404,185
750.935,395
751.520,620
752.204,635
752.891,670
753.714,725
754.460,735
755.127,750
755.957,745
756.810,780
758.029,800
758.740,1345
759.271,650
759.957,630
760.539,620
761.221,605
761.758,615
762.489,640
763.181,690
763.569,720
763.854,365
764.439,300
764.829,630
765.807,350
766.097,1040
766.104,260
766.340,10
766.489,10
767.218,320
768.193,785
768.730,985
769.119,560
769.124,360
769.268,15
769.274,10
769.412,225
770.533,255
770.874,980
771.216,260
771.947,345
772.629,685
772.949,735
774.144,340
774.823,1225
775.554,615
776.095,700
776.774,580
777.602,785
778.344,765
778.723,705
780.450,420
781.112,1720
781.941,675
782.772,790
782.790,925
782.924,10
783.209,50
784.574,320
784.876,1640
785.695,490
786.231,410
786.962,605
787.645,630
788.766,775
790.131,1120
790.429,1295
791.692,375
792.618,1210
793.057,1045
793.447,305
794.617,465
795.299,1185
795.983,650
796.371,690
796.956,455
797.493,490
798.094,620
798.760,600
799.157,695
800.419,305
800.426,1125
801.689,260
802.222,1200
803.635,535
803.782,1365
804.029,260
805.294,255
806.415,1190
806.976,1180
807.633,545
808.365,635
809.060,690
809.730,710
810.461,750
811.149,755
811.972,705
812.265,1045
813.922,335
814.069,1355
814.632,200
815.336,560
816.019,715
816.701,705
817.384,665
818.358,680
819.480,920
819.919,1190
820.179,395
820.991,320
821.722,760
822.405,675
823.094,740
823.401,770
824.501,250
826.012,1130
827.426,1455
828.109,1415
828.802,695
829.770,745
830.205,700
830.887,700
831.595,680
832.252,725
832.984,660
833.520,750
834.202,620
835.034,590
835.860,830
836.299,705
837.128,640
837.859,840
839.112,640
839.907,1300
840.887,520
841.174,1330
841.564,275
842.153,450
843.270,415
843.953,1245
844.489,655
845.171,595
845.903,675
846.586,695
847.804,715
848.390,1210
848.925,595
849.901,525
850.534,1005
851.315,500
851.858,960
852.437,495
853.654,635
854.385,1240
855.653,705
857.019,1210
858.529,1395
859.212,1565
860.479,615
861.021,1275
861.699,645
862.137,640
862.332,435
863.649,160
864.097,1435
865.599,375
866.183,1490
866.870,605
867.451,645
867.987,570
869.108,575
869.791,1155
870.328,670
870.915,530
871.449,570
872.034,625
872.570,610
873.125,480
873.935,540
874.524,825
875.218,600
875.788,675
876.470,655
877.188,610
877.835,700
878.420,695
879.102,640
879.785,660
880.370,730
881.053,545
881.616,640
882.272,625
882.856,630
883.539,605
884.079,640
884.660,570
885.197,585
885.930,515
886.469,745
887.146,625
887.979,715
888.560,770
889.243,585
890.217,735
891.741,890
892.314,1565
892.854,540
893.533,665
894.145,565
894.966,605
896.068,885
896.751,1060
898.018,750
898.067,1260
898.408,10
899.094,425
899.388,645
