df_hash,22ZHK4.S3ZK9C
142.813,0.965
142.843,0.959
142.873,0.960
142.903,0.961
142.933,0.965
142.963,0.959
142.993,0.962
143.023,0.961
143.053,0.959
143.083,0.959
143.113,0.963
143.143,0.964
143.173,0.959
143.203,0.965
143.233,0.961
143.263,0.962
143.293,0.959
143.323,0.961
143.353,0.961
143.383,0.959
143.413,0.959
143.443,0.958
143.473,0.961
143.503,0.961
143.533,0.962
143.563,0.962
143.593,0.961
143.623,0.961
143.653,0.960
143.683,0.959
143.713,0.961
143.743,0.959
143.773,0.959
143.803,0.959
143.833,0.959
143.863,0.961
143.893,0.963
143.923,0.964
143.953,0.959
143.983,0.964
144.013,0.959
144.043,0.961
144.073,0.962
144.103,0.959
144.133,0.959
144.163,0.963
144.193,0.962
144.223,0.959
144.253,0.960
144.283,0.961
144.313,0.961
144.343,0.958
144.373,0.959
144.403,0.961
144.433,0.961
144.463,0.963
144.493,0.961
144.523,0.959
144.553,0.960
144.583,0.963
144.613,0.958
144.643,0.962
144.673,0.964
144.703,0.957
144.733,0.963
144.763,0.964
144.793,0.959
144.823,0.962
144.853,0.965
144.883,0.957
144.913,0.959
144.943,0.961
144.973,0.960
145.003,0.961
145.033,0.962
145.063,0.963
145.093,0.961
145.123,0.958
145.153,0.959
145.183,0.961
145.213,0.962
145.243,0.961
145.273,0.965
145.303,0.963
145.333,0.962
145.363,0.963
145.393,0.961
145.423,0.963
145.453,0.959
145.483,0.963
145.513,0.959
145.543,0.963
145.573,0.961
145.603,0.959
145.633,0.957
145.663,0.958
145.693,0.959
145.723,0.959
145.753,0.963
145.783,0.961
145.813,0.962
145.843,0.961
145.873,0.963
145.903,0.963
145.933,0.961
145.963,0.961
145.993,0.963
146.023,0.961
146.053,0.964
146.083,0.958
146.113,0.963
146.143,0.961
146.173,0.958
146.203,0.961
146.233,0.960
146.263,0.962
146.293,0.959
146.323,0.961
146.353,0.959
146.383,0.963
146.413,0.961
146.443,0.958
146.473,0.961
146.503,0.961
146.533,0.962
146.563,0.959
146.593,0.960
146.623,0.958
146.653,0.963
146.683,0.961
146.713,0.961
146.743,0.961
146.773,0.963
146.803,0.961
146.833,0.963
146.863,0.961
146.893,0.966
146.923,0.963
146.953,0.959
146.983,0.963
147.013,0.961
147.043,0.961
147.073,0.958
147.103,0.960
147.133,0.962
147.163,0.959
147.193,0.963
147.223,0.959
147.253,0.962
147.283,0.959
147.313,0.958
147.343,0.961
147.373,0.959
147.403,0.957
147.433,0.961
147.463,0.959
147.493,0.962
147.523,0.961
147.553,0.959
147.583,0.961
147.613,0.958
147.643,0.961
147.673,0.959
147.703,0.961
147.733,0.959
147.763,0.963
147.793,0.961
147.823,0.961
147.853,0.958
147.883,0.962
147.913,0.959
147.943,0.963
147.973,0.959
148.003,0.962
148.033,0.961
148.063,0.950
148.093,0.976
148.123,0.945
148.153,0.976
148.183,0.951
148.213,0.960
148.243,0.957
148.273,0.962
148.303,0.975
148.333,0.958
148.363,0.956
148.393,0.963
148.423,0.958
148.453,0.960
148.483,0.959
148.513,0.969
148.543,0.961
148.573,0.961
148.603,0.965
148.633,0.963
148.663,0.961
148.693,0.957
148.723,0.963
148.753,0.960
148.783,0.959
148.813,0.961
148.843,0.961
148.873,0.963
148.903,0.962
148.933,0.963
148.963,0.968
148.993,0.961
149.023,0.957
149.053,0.955
149.083,0.965
149.113,0.958
149.143,0.959
149.173,0.966
149.203,0.959
149.233,0.960
149.263,0.961
149.293,0.958
149.323,0.958
149.353,0.963
149.383,0.959
149.413,0.964
149.443,0.963
149.473,0.963
149.503,0.961
149.533,0.959
149.563,0.964
149.593,0.961
149.623,0.961
149.653,0.963
149.683,0.963
149.713,0.961
149.743,0.958
149.773,0.962
149.803,0.961
149.833,0.961
149.863,0.962
149.893,0.962
149.923,0.959
149.953,0.957
149.983,0.963
150.013,0.959
150.043,0.959
150.073,0.959
150.103,0.961
150.133,0.960
150.163,0.962
150.193,0.961
150.223,0.964
150.253,0.958
150.283,0.958
150.313,0.962
150.343,0.959
150.373,0.959
150.403,0.964
150.433,0.960
150.463,0.961
150.493,0.961
150.523,0.961
150.553,0.959
150.583,0.961
150.613,0.958
150.643,0.963
150.673,0.965
150.703,0.959
150.733,0.961
150.763,0.958
150.793,0.958
150.823,0.961
150.853,0.962
150.883,0.963
150.913,0.963
150.943,0.959
150.973,0.958
151.003,0.961
151.033,0.962
151.063,0.961
151.093,0.962
151.123,0.962
151.153,0.958
151.183,0.962
151.213,0.963
151.243,0.960
151.273,0.963
151.303,0.961
151.333,0.959
151.363,0.961
151.393,0.963
151.423,0.957
151.453,0.960
151.483,0.960
151.513,0.956
151.543,0.960
151.573,0.959
151.603,0.968
151.633,0.962
151.663,0.962
151.693,0.960
151.723,0.958
151.753,0.961
151.783,0.962
151.813,0.961
151.843,0.959
151.873,0.961
151.903,0.958
151.933,0.961
151.963,0.961
151.993,0.959
152.023,0.963
152.053,0.960
152.083,0.959
152.113,0.958
152.143,0.962
152.173,0.961
152.203,0.963
152.233,0.964
152.263,0.964
152.293,0.960
152.323,0.957
152.353,0.962
152.383,0.959
152.413,0.958
152.443,0.960
152.473,0.957
152.503,0.962
152.533,0.958
152.563,0.961
152.593,0.957
152.623,0.959
152.653,0.961
152.683,0.959
152.713,0.959
152.743,0.961
152.773,0.961
152.803,0.961
152.833,0.961
152.863,0.962
152.893,0.960
152.923,0.963
152.953,0.964
152.983,0.959
153.013,0.961
153.043,0.962
153.073,0.959
153.103,0.963
153.133,0.961
153.163,0.960
153.193,0.959
153.223,0.959
153.253,0.961
153.283,0.961
153.313,0.952
153.343,1.021
153.373,0.973
153.403,0.917
153.433,1.006
153.463,0.924
153.493,0.960
153.523,0.988
153.553,0.966
153.583,0.928
153.613,1.001
153.643,0.951
153.673,0.946
153.703,0.991
153.733,0.943
153.763,0.962
153.793,0.958
153.823,0.970
153.853,0.953
153.883,0.957
153.913,0.973
153.943,0.979
153.973,0.979
154.003,0.951
154.033,0.965
154.063,0.960
154.093,0.961
154.123,0.969
154.153,0.953
154.183,0.967
154.213,0.953
154.243,0.966
154.273,0.955
154.303,0.959
154.333,0.960
154.363,0.959
154.393,0.963
154.423,0.958
154.453,0.959
154.483,0.960
154.513,0.961
154.543,0.962
154.573,0.961
154.603,0.958
154.633,0.967
154.663,0.963
154.693,0.959
154.723,0.962
154.753,0.960
154.783,0.959
154.813,0.962
154.843,0.961
154.873,0.959
154.903,0.959
154.933,0.965
154.963,0.961
154.993,0.961
155.023,0.961
155.053,0.961
155.083,0.957
155.113,0.960
155.143,0.959
155.173,0.961
155.203,0.962
155.233,0.958
155.263,0.959
155.293,0.960
155.323,0.963
155.353,0.959
155.383,0.960
155.413,0.961
155.443,0.960
155.473,0.963
155.503,0.963
155.533,0.957
155.563,0.958
155.593,0.961
155.623,0.964
155.653,0.955
155.683,0.961
155.713,0.963
155.743,0.955
155.773,0.958
155.803,0.958
155.833,0.963
155.863,0.960
155.893,0.959
155.923,0.960
155.953,0.961
155.983,0.964
156.013,0.959
156.043,0.959
156.073,0.960
156.103,0.963
156.133,0.959
156.163,0.961
156.193,0.964
156.223,0.964
156.253,0.962
156.283,0.962
156.313,0.962
156.343,0.959
156.373,0.963
156.403,0.957
156.433,0.961
156.463,0.961
156.493,0.963
156.523,0.961
156.553,0.957
156.583,0.963
156.613,0.961
156.643,0.959
156.673,0.963
156.703,0.958
156.733,0.960
156.763,0.963
156.793,0.960
156.823,0.961
156.853,0.962
156.883,0.960
156.913,0.961
156.943,0.961
156.973,0.960
157.003,0.963
157.033,0.958
157.063,0.959
157.093,0.959
157.123,0.961
157.153,0.958
157.183,0.961
157.213,0.961
157.243,0.961
157.273,0.964
157.303,0.959
157.333,0.957
157.363,0.961
157.393,0.958
157.423,0.962
157.453,0.961
157.483,0.961
157.513,0.961
157.543,0.961
157.573,0.962
157.603,0.961
157.633,0.961
157.663,0.963
157.693,0.959
157.723,0.960
157.753,0.957
157.783,0.959
157.813,0.960
157.843,0.961
157.873,0.962
157.903,0.965
157.933,0.964
157.963,0.958
157.993,0.958
158.023,0.963
158.053,0.961
158.083,0.961
158.113,0.959
158.143,0.957
158.173,0.967
158.203,0.959
158.233,0.966
158.263,0.963
158.293,0.960
158.323,0.963
158.353,0.960
158.383,0.961
158.413,0.963
158.443,0.961
158.473,0.964
158.503,0.958
158.533,0.962
158.563,0.960
158.593,0.960
158.623,0.958
158.653,0.967
158.683,0.959
158.713,0.961
158.743,0.961
158.773,0.961
158.803,0.959
158.833,0.962
158.863,0.958
158.893,0.957
158.923,0.958
158.953,0.963
158.983,0.961
159.013,0.959
159.043,0.965
159.073,0.963
159.103,0.966
159.133,0.960
159.163,0.957
159.193,0.946
159.223,0.952
159.253,0.950
159.283,0.963
159.313,0.961
159.343,0.963
159.373,0.959
159.403,0.965
159.433,0.962
159.463,0.959
159.493,0.959
159.523,0.959
159.553,0.959
159.583,0.961
159.613,0.962
159.643,0.959
159.673,0.962
159.703,0.963
159.733,0.958
159.763,0.961
159.793,0.965
159.823,0.962
159.853,0.962
159.883,0.959
159.913,0.962
159.943,0.960
159.973,0.963
160.003,0.960
160.033,0.960
160.063,0.962
160.093,0.960
160.123,0.959
160.153,0.958
160.183,0.964
160.213,0.961
160.243,0.961
160.273,0.961
160.303,0.959
160.333,0.961
160.363,0.959
160.393,0.960
160.423,0.959
160.453,0.960
160.483,0.961
160.513,0.965
160.543,0.963
160.573,0.959
160.603,0.960
160.633,0.965
160.663,0.964
160.693,0.958
160.723,0.963
160.753,0.965
160.783,0.960
160.813,0.958
160.843,0.959
160.873,0.961
160.903,0.958
160.933,0.962
160.963,0.959
160.993,0.961
161.023,0.961
161.053,0.963
161.083,0.962
161.113,0.961
161.143,0.959
161.173,0.961
161.203,0.958
161.233,0.961
161.263,0.959
161.293,0.956
161.323,0.961
161.353,0.963
161.383,0.961
161.413,0.960
161.443,0.958
161.473,0.961
161.503,0.962
161.533,0.958
161.563,0.961
161.593,0.964
161.623,0.960
161.653,0.962
161.683,0.962
161.713,0.961
161.743,0.960
161.773,0.961
161.803,0.959
161.833,0.959
161.863,0.962
161.893,0.964
161.923,0.965
161.953,0.963
161.983,0.960
162.013,0.957
162.043,0.960
162.073,0.962
162.103,0.961
162.133,0.960
162.163,0.963
162.193,0.961
162.223,0.962
162.253,0.961
162.283,0.960
162.313,0.961
162.343,0.963
162.373,0.957
162.403,0.958
162.433,0.960
162.463,0.962
162.493,0.960
162.523,0.962
162.553,0.957
162.583,0.963
162.613,0.961
162.643,0.958
162.673,0.959
162.703,0.961
162.733,0.960
162.763,0.960
162.793,0.963
162.823,0.962
162.853,0.957
162.883,0.960
162.913,0.959
162.943,0.962
162.973,0.958
163.003,0.960
163.033,0.961
163.063,0.959
163.093,0.960
163.123,0.957
163.153,0.958
163.183,0.958
163.213,0.961
163.243,0.958
163.273,0.958
163.303,0.961
163.333,0.959
163.363,0.959
163.393,0.958
163.423,0.962
163.453,0.958
163.483,0.957
163.513,0.959
163.543,0.962
163.573,0.961
163.603,0.960
163.633,0.961
163.663,0.958
163.693,0.960
163.723,0.958
163.753,0.960
163.783,0.959
163.813,0.960
163.843,0.959
163.873,0.962
163.903,0.961
163.933,0.960
163.963,0.963
163.993,0.967
164.023,0.961
164.053,0.961
164.083,0.961
164.113,0.960
164.143,0.963
164.173,0.960
164.203,0.958
164.233,0.962
164.263,0.958
164.293,0.958
164.323,0.962
164.353,0.961
164.383,0.962
164.413,0.958
164.443,0.961
164.473,0.960
164.503,0.957
164.533,0.961
164.563,0.956
164.593,0.959
164.623,0.961
164.653,0.960
164.683,0.960
164.713,0.962
164.743,0.961
164.773,0.961
164.803,0.958
164.833,0.960
164.863,0.967
164.893,0.958
164.923,0.964
164.953,0.961
164.983,0.962
165.013,0.962
165.043,0.958
165.073,0.958
165.103,0.958
165.133,0.960
165.163,0.957
165.193,0.961
165.223,0.959
165.253,0.961
165.283,0.958
165.313,0.961
165.343,0.961
165.373,0.958
165.403,0.965
165.433,0.959
165.463,0.961
165.493,0.958
165.523,0.961
165.553,0.962
165.583,0.960
165.613,0.963
165.643,0.960
165.673,0.958
165.703,0.960
165.733,0.958
165.763,0.961
165.793,0.958
165.823,0.957
165.853,0.958
165.883,0.962
165.913,0.957
165.943,0.961
165.973,0.962
166.003,0.959
166.033,0.962
166.063,0.959
166.093,0.961
166.123,0.963
166.153,0.958
166.183,0.960
166.213,0.964
166.243,0.960
166.273,0.962
166.303,0.959
166.333,0.962
166.363,0.960
166.393,0.961
166.423,0.960
166.453,0.961
166.483,0.962
166.513,0.961
166.543,0.961
166.573,0.959
166.603,0.963
166.633,0.963
166.663,0.958
166.693,0.961
166.723,0.960
166.753,0.960
166.783,0.962
166.813,0.960
166.843,0.962
166.873,0.961
166.903,0.959
166.933,0.960
166.963,0.960
166.993,0.963
167.023,0.958
167.053,0.960
167.083,0.962
167.113,0.962
167.143,0.961
167.173,0.960
167.203,0.964
167.233,0.958
167.263,0.961
167.293,0.957
167.323,0.961
167.353,0.958
167.383,0.959
167.413,0.960
167.443,0.960
167.473,0.963
167.503,0.962
167.533,0.963
167.563,0.957
167.593,0.963
167.623,0.959
167.653,0.960
167.683,0.958
167.713,0.960
167.743,0.958
167.773,0.958
167.803,0.962
167.833,0.959
167.863,0.957
167.893,0.964
167.923,0.961
167.953,0.961
167.983,0.959
168.013,0.960
168.043,0.964
168.073,0.960
168.103,0.961
168.133,0.959
168.163,0.960
168.193,0.962
168.223,0.958
168.253,0.961
168.283,0.964
168.313,0.960
168.343,0.962
168.373,0.960
168.403,0.959
168.433,0.961
168.463,0.964
168.493,0.958
168.523,0.962
168.553,0.958
168.583,0.961
168.613,0.959
168.643,0.961
168.673,0.962
168.703,0.963
168.733,0.960
168.763,0.962
168.793,0.960
168.823,0.958
168.853,0.960
168.883,0.961
168.913,0.958
168.943,0.959
168.973,0.960
169.003,0.963
169.033,0.960
169.063,0.964
169.093,0.960
169.123,0.961
169.153,0.960
169.183,0.958
169.213,0.961
169.243,0.960
169.273,0.960
169.303,0.957
169.333,0.960
169.363,0.960
169.393,0.963
169.423,0.957
169.453,0.960
169.483,0.960
169.513,0.958
169.543,0.962
169.573,0.961
169.603,0.961
169.633,0.961
169.663,0.961
169.693,0.957
169.723,0.961
169.753,0.960
169.783,0.960
169.813,0.967
169.843,0.960
169.873,0.959
169.903,0.962
169.933,0.958
169.963,0.963
169.993,0.960
170.023,0.959
170.053,0.965
170.083,0.958
170.113,0.970
170.143,0.954
170.173,0.964
170.203,0.957
170.233,0.957
170.263,0.964
170.293,0.951
170.323,0.967
170.353,0.954
170.383,0.967
170.413,0.957
170.443,0.967
170.473,0.954
170.503,0.955
170.533,0.965
170.563,0.955
170.593,0.969
170.623,0.956
170.653,0.963
170.683,0.959
170.713,0.962
170.743,0.965
170.773,0.956
170.803,0.959
170.833,0.960
170.863,0.958
170.893,0.964
170.923,0.960
170.953,0.963
170.983,0.960
171.013,0.959
171.043,0.956
171.073,0.963
171.103,0.961
171.133,0.962
171.163,0.962
171.193,0.960
171.223,0.960
171.253,0.960
171.283,0.960
171.313,0.960
171.343,0.958
171.373,0.960
171.403,0.960
171.433,0.963
171.463,0.959
171.493,0.963
171.523,0.961
171.553,0.962
171.583,0.960
171.613,0.958
171.643,0.962
171.673,0.962
171.703,0.958
171.733,0.962
171.763,0.961
171.793,0.962
171.823,0.960
171.853,0.959
171.883,0.961
171.913,0.960
171.943,0.958
171.973,0.963
172.003,0.958
172.033,0.961
172.063,0.958
172.093,0.962
172.123,0.960
172.153,0.960
172.183,0.964
172.213,0.958
172.243,0.958
172.273,0.959
172.303,0.962
172.333,0.961
172.363,0.959
172.393,0.961
172.423,0.960
172.453,0.958
172.483,0.961
172.513,0.962
172.543,0.958
172.573,0.962
172.603,0.958
172.633,0.961
172.663,0.961
172.693,0.960
172.723,0.960
172.753,0.957
172.783,0.962
172.813,0.961
172.843,0.963
172.873,0.962
172.903,0.958
172.933,0.961
172.963,0.962
172.993,0.960
173.023,0.958
173.053,0.960
173.083,0.960
173.113,0.961
173.143,0.961
173.173,0.962
173.203,0.961
173.233,0.958
173.263,0.962
173.293,0.958
173.323,0.963
173.353,0.958
173.383,0.960
173.413,0.961
173.443,0.958
173.473,0.961
173.503,0.959
173.533,0.960
173.563,0.960
173.593,0.958
173.623,0.958
173.653,0.959
173.683,0.957
173.713,0.961
173.743,0.962
173.773,0.961
173.803,0.957
173.833,0.959
173.863,0.961
173.893,0.958
173.923,0.962
173.953,0.964
173.983,0.956
174.013,0.960
174.043,0.962
174.073,0.964
174.103,0.958
174.133,0.963
174.163,0.963
174.193,0.962
174.223,0.962
174.253,0.961
174.283,0.963
174.313,0.960
174.343,0.962
174.373,0.958
174.403,0.962
174.433,0.962
174.463,0.960
174.493,0.959
174.523,0.959
174.553,0.960
174.583,0.959
174.613,0.961
174.643,0.961
174.673,0.961
174.703,0.964
174.733,0.965
174.763,0.959
174.793,0.959
174.823,0.962
174.853,0.960
174.883,0.962
174.913,0.960
174.943,0.960
174.973,0.963
175.003,0.957
175.033,0.963
175.063,0.961
175.093,0.962
175.123,0.960
175.153,0.961
175.183,0.960
175.213,0.962
175.243,0.958
175.273,0.960
175.303,0.961
175.333,0.960
175.363,0.957
175.393,0.958
175.423,0.960
175.453,0.963
175.483,0.961
175.513,0.961
175.543,0.961
175.573,0.960
175.603,0.962
175.633,0.962
175.663,0.962
175.693,0.961
175.723,0.961
175.753,0.962
175.783,0.960
175.813,0.961
175.843,0.961
175.873,0.960
175.903,0.962
175.933,0.961
175.963,0.961
175.993,0.959
176.023,0.961
176.053,0.961
176.083,0.962
176.113,0.958
176.143,0.960
176.173,0.961
176.203,0.958
176.233,0.963
176.263,0.960
176.293,0.963
176.323,0.962
176.353,0.956
176.383,0.964
176.413,0.958
176.443,0.963
176.473,0.960
176.503,0.961
176.533,0.962
176.563,0.960
176.593,0.964
176.623,0.958
176.653,0.960
176.683,0.964
176.713,0.960
176.743,0.956
176.773,0.960
176.803,0.960
176.833,0.959
176.863,0.963
176.893,0.961
176.923,0.960
176.953,0.958
176.983,0.960
177.013,0.964
177.043,0.962
177.073,0.965
177.103,0.961
177.133,0.961
177.163,0.962
177.193,0.959
177.223,0.960
177.253,0.960
177.283,0.962
177.313,0.958
177.343,0.960
177.373,0.960
177.403,0.961
177.433,0.958
177.463,0.961
177.493,0.962
177.523,0.962
177.553,0.960
177.583,0.960
177.613,0.963
177.643,0.957
177.673,0.962
177.703,0.962
177.733,0.961
177.763,0.959
177.793,0.958
177.823,0.963
177.853,0.958
177.883,0.963
177.913,0.962
177.943,0.961
177.973,0.964
178.003,0.960
178.033,0.959
178.063,0.960
178.093,0.962
178.123,0.957
178.153,0.962
178.183,0.961
178.213,0.958
178.243,0.962
178.273,0.959
178.303,0.962
178.333,0.961
178.363,0.960
178.393,0.959
178.423,0.964
178.453,0.962
178.483,0.963
178.513,0.958
178.543,0.961
178.573,0.960
178.603,0.958
178.633,0.959
178.663,0.965
178.693,0.960
178.723,0.963
178.753,0.958
178.783,0.962
178.813,0.960
178.843,0.960
178.873,0.962
178.903,0.957
178.933,0.961
178.963,0.963
178.993,0.962
179.023,0.959
179.053,0.962
179.083,0.959
179.113,0.961
179.143,0.958
179.173,0.962
179.203,0.961
179.233,0.962
179.263,0.963
179.293,0.960
179.323,0.962
179.353,0.958
179.383,0.960
179.413,0.960
179.443,0.958
179.473,0.961
179.503,0.958
179.533,0.960
179.563,0.960
179.593,0.960
179.623,0.962
179.653,0.960
179.683,0.960
179.713,0.960
179.743,0.961
179.773,0.960
179.803,0.959
179.833,0.961
179.863,0.959
179.893,0.960
179.923,0.963
179.953,0.961
179.983,0.960
180.013,0.958
180.043,0.960
180.073,0.962
180.103,0.961
180.133,0.963
180.163,0.961
180.193,0.961
180.223,0.959
180.253,0.958
180.283,0.967
180.313,0.959
180.343,0.958
180.373,0.960
180.403,0.964
180.433,0.959
180.463,0.960
180.493,0.964
180.523,0.962
180.553,0.960
180.583,0.960
180.613,0.962
180.643,0.960
180.673,0.961
180.703,0.959
180.733,0.961
180.763,0.960
180.793,0.962
180.823,0.958
180.853,0.960
180.883,0.962
180.913,0.962
180.943,0.958
180.973,0.961
181.003,0.962
181.033,0.961
181.063,0.960
181.093,0.958
181.123,0.960
181.153,0.962
181.183,0.960
181.213,0.961
181.243,0.961
181.273,0.960
181.303,0.963
181.333,0.962
181.363,0.961
181.393,0.958
181.423,0.960
181.453,0.962
181.483,0.960
181.513,0.960
181.543,0.962
181.573,0.959
181.603,0.960
181.633,0.960
181.663,0.961
181.693,0.958
181.723,0.962
181.753,0.960
181.783,0.962
181.813,0.958
181.843,0.960
181.873,0.960
181.903,0.956
181.933,0.961
181.963,0.964
181.993,0.961
182.023,0.961
182.053,0.960
182.083,0.964
182.113,0.961
182.143,0.958
182.173,0.966
182.203,0.959
182.233,0.960
182.263,0.958
182.293,0.962
182.323,0.960
182.353,0.962
182.383,0.962
182.413,0.954
182.443,0.959
182.473,0.959
182.503,0.962
182.533,0.962
182.563,0.962
182.593,0.958
182.623,0.962
182.653,0.960
182.683,0.958
182.713,0.960
182.743,0.960
182.773,0.959
182.803,0.960
182.833,0.962
182.863,0.962
182.893,0.961
182.923,0.962
182.953,0.960
182.983,0.960
183.013,0.962
183.043,0.959
183.073,0.960
183.103,0.960
183.133,0.961
183.163,0.962
183.193,0.962
183.223,0.957
183.253,0.959
183.283,0.959
183.313,0.960
183.343,0.960
183.373,0.960
183.403,0.959
183.433,0.960
183.463,0.958
183.493,0.960
183.523,0.960
183.553,0.961
183.583,0.962
183.613,0.958
183.643,0.958
183.673,0.958
183.703,0.962
183.733,0.960
183.763,0.961
183.793,0.959
183.823,0.958
183.853,0.958
183.883,0.960
183.913,0.962
183.943,0.958
183.973,0.958
184.003,0.963
184.033,0.960
184.063,0.958
184.093,0.960
184.123,0.960
184.153,0.960
184.183,0.960
184.213,0.958
184.243,0.960
184.273,0.956
184.303,0.963
184.333,0.959
184.363,0.956
184.393,0.962
184.423,0.962
184.453,0.960
184.483,0.958
184.513,0.958
184.543,0.961
184.573,0.960
184.603,0.964
184.633,0.958
184.663,0.961
184.693,0.962
184.723,0.961
184.753,0.962
184.783,0.962
184.813,0.961
184.843,0.963
184.873,0.961
184.903,0.962
184.933,0.960
184.963,0.959
184.993,0.960
185.023,0.958
185.053,0.961
185.083,0.964
185.113,0.960
185.143,0.963
185.173,0.958
185.203,0.960
185.233,0.962
185.263,0.962
185.293,0.958
185.323,0.960
185.353,0.958
185.383,0.960
185.413,0.958
185.443,0.958
185.473,0.962
185.503,0.962
185.533,0.957
185.563,0.960
185.593,0.960
185.623,0.963
185.653,0.962
185.683,0.956
185.713,0.960
185.743,0.959
185.773,0.960
185.803,0.958
185.833,0.960
185.863,0.958
185.893,0.958
185.923,0.961
185.953,0.961
185.983,0.962
186.013,0.960
186.043,0.960
186.073,0.958
186.103,0.962
186.133,0.958
186.163,0.962
186.193,0.959
186.223,0.958
186.253,0.962
186.283,0.964
186.313,0.960
186.343,0.960
186.373,0.958
186.403,0.961
186.433,0.960
186.463,0.958
186.493,0.959
186.523,0.958
186.553,0.957
186.583,0.962
186.613,0.962
186.643,0.961
186.673,0.960
186.703,0.961
186.733,0.960
186.763,0.962
186.793,0.960
186.823,0.958
186.853,0.962
186.883,0.958
186.913,0.961
186.943,0.960
186.973,0.960
187.003,0.961
187.033,0.960
187.063,0.959
187.093,0.958
187.123,0.961
187.153,0.962
187.183,0.960
187.213,0.958
187.243,0.959
187.273,0.963
187.303,0.959
187.333,0.962
187.363,0.962
187.393,0.960
187.423,0.964
187.453,0.962
187.483,0.962
187.513,0.960
187.543,0.958
187.573,0.961
187.603,0.959
187.633,0.961
187.663,0.959
187.693,0.960
187.723,0.960
187.753,0.957
187.783,0.961
187.813,0.962
187.843,0.961
187.873,0.960
187.903,0.959
187.933,0.961
187.963,0.958
187.993,0.961
188.023,0.960
188.053,0.957
188.083,0.961
188.113,0.962
188.143,0.960
188.173,0.959
188.203,0.959
188.233,0.963
188.263,0.957
188.293,0.960
188.323,0.956
188.353,0.962
188.383,0.962
188.413,0.961
188.443,0.961
188.473,0.962
188.503,0.962
188.533,0.965
188.563,0.963
188.593,0.960
188.623,0.962
188.653,0.959
188.683,0.962
188.713,0.960
188.743,0.964
188.773,0.962
188.803,0.962
188.833,0.960
188.863,0.964
188.893,0.960
188.923,0.964
188.953,0.961
188.983,0.961
189.013,0.960
189.043,0.962
189.073,0.961
189.103,0.960
189.133,0.958
189.163,0.960
189.193,0.965
189.223,0.958
189.253,0.962
189.283,0.962
189.313,0.960
189.343,0.962
189.373,0.958
189.403,0.962
189.433,0.962
189.463,0.958
189.493,0.961
189.523,0.960
189.553,0.961
189.583,0.959
189.613,0.962
189.643,0.958
189.673,0.960
189.703,0.959
189.733,0.960
189.763,0.962
189.793,0.958
189.823,0.960
189.853,0.962
189.883,0.960
189.913,0.957
189.943,0.959
189.973,0.960
190.003,0.959
190.033,0.963
190.063,0.961
190.093,0.962
190.123,0.958
190.153,0.958
190.183,0.964
190.213,0.960
190.243,0.960
190.273,0.960
190.303,0.962
190.333,0.958
190.363,0.958
190.393,0.962
190.423,0.959
190.453,0.961
190.483,0.964
190.513,0.961
190.543,0.961
190.573,0.960
190.603,0.959
190.633,0.962
190.663,0.959
190.693,0.960
190.723,0.956
190.753,0.958
190.783,0.963
190.813,0.957
190.843,0.963
190.873,0.962
190.903,0.960
190.933,0.962
190.963,0.960
190.993,0.962
191.023,0.959
191.053,0.958
191.083,0.958
191.113,0.959
191.143,0.961
191.173,0.957
191.203,0.960
191.233,0.960
191.263,0.960
191.293,0.963
191.323,0.959
191.353,0.958
191.383,0.958
191.413,0.962
191.443,0.959
191.473,0.960
191.503,0.960
191.533,0.960
191.563,0.962
191.593,0.958
191.623,0.960
191.653,0.958
191.683,0.961
191.713,0.960
191.743,0.958
191.773,0.960
191.803,0.960
191.833,0.962
191.863,0.960
191.893,0.960
191.923,0.963
191.953,0.960
191.983,0.964
192.013,0.958
192.043,0.958
192.073,0.960
192.103,0.960
192.133,0.961
192.163,0.962
192.193,0.960
192.223,0.959
192.253,0.962
192.283,0.962
192.313,0.961
192.343,0.964
192.373,0.961
192.403,0.962
192.433,0.964
192.463,0.957
192.493,0.960
192.523,0.960
192.553,0.959
192.583,0.961
192.613,0.960
192.643,0.960
192.673,0.960
192.703,0.961
192.733,0.958
192.763,0.962
192.793,0.957
192.823,0.963
192.853,0.958
192.883,0.964
192.913,0.964
192.943,0.961
192.973,0.964
193.003,0.960
193.033,0.960
193.063,0.962
193.093,0.960
193.123,0.960
193.153,0.962
193.183,0.960
193.213,0.962
193.243,0.960
193.273,0.962
193.303,0.961
193.333,0.962
193.363,0.958
193.393,0.958
193.423,0.961
193.453,0.960
193.483,0.964
193.513,0.960
193.543,0.958
193.573,0.964
193.603,0.958
193.633,0.961
193.663,0.960
193.693,0.959
193.723,0.963
193.753,0.960
193.783,0.960
193.813,0.961
193.843,0.958
193.873,0.955
193.903,0.960
193.933,0.963
193.963,0.960
193.993,0.961
194.023,0.957
194.053,0.959
194.083,0.960
194.113,0.959
194.143,0.960
194.173,0.960
194.203,0.962
194.233,0.960
194.263,0.962
194.293,0.957
194.323,0.962
194.353,0.960
194.383,0.960
194.413,0.962
194.443,0.960
194.473,0.960
194.503,0.958
194.533,0.961
194.563,0.957
194.593,0.958
194.623,0.960
194.653,0.958
194.683,0.959
194.713,0.958
194.743,0.958
194.773,0.962
194.803,0.962
194.833,0.964
194.863,0.960
194.893,0.962
194.923,0.960
194.953,0.960
194.983,0.962
195.013,0.960
195.043,0.958
195.073,0.962
195.103,0.963
195.133,0.962
195.163,0.960
195.193,0.961
