df_hash,22ZHK4.2N6TLG
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.06LR
person_label,V87
date_time_start,2025-11-04_14-58-38.258000_+03
date_time_start_unix,1762253918.258
date_time_end,2025-11-04_15-07-26.934000_+03
length_difference_noticed,no

time,temperature
15.209,34.000
16.184,34.031
17.208,34.062
18.478,34.062
19.207,34.094
20.182,34.125
21.205,34.156
22.229,34.219
23.204,34.250
24.425,34.250
25.203,34.281
26.178,34.344
27.213,34.344
28.177,34.406
29.201,34.406
30.176,34.406
31.199,34.438
32.223,34.438
33.257,34.469
34.173,34.500
35.197,34.562
36.172,34.562
37.195,34.594
38.170,34.656
39.293,34.656
40.317,34.688
41.191,34.719
42.215,34.719
43.190,34.719
44.213,34.719
45.188,34.750
46.211,34.750
47.186,34.781
48.209,34.750
49.184,34.781
50.209,34.906
51.182,34.906
52.206,34.906
53.181,34.906
54.212,34.969
55.179,34.938
56.202,34.969
57.469,34.938
58.200,35.000
59.175,35.000
60.227,34.875
61.271,34.875
62.197,34.938
63.223,34.969
64.195,34.969
65.170,34.969
66.193,34.969
67.168,35.000
68.240,35.000
69.166,35.031
70.190,35.094
71.239,35.094
72.190,35.094
73.163,35.125
74.186,35.125
75.162,35.156
76.185,35.188
77.403,35.188
78.183,35.219
79.158,35.188
80.230,35.188
81.205,35.156
82.180,35.156
83.155,35.156
84.223,35.156
85.201,35.125
86.176,35.125
87.208,35.125
88.476,35.125
89.154,35.125
90.220,35.125
91.196,35.156
92.227,35.188
93.195,35.125
94.170,35.156
95.193,35.188
96.168,35.219
97.191,35.312
98.167,35.312
99.189,35.344
100.254,35.375
101.192,35.312
102.309,35.312
103.187,35.438
104.161,35.469
105.185,35.438
106.160,35.438
107.183,35.375
108.215,35.406
109.181,35.406
110.156,35.375
111.189,35.406
112.154,35.438
113.178,35.406
114.154,35.406
115.181,35.438
116.349,35.438
117.177,35.438
118.250,35.469
119.179,35.500
120.148,35.500
121.172,35.531
122.195,35.531
123.173,35.531
124.145,35.500
125.197,35.500
126.143,35.531
127.166,35.531
128.204,35.469
129.165,35.438
130.140,35.438
131.167,35.406
132.142,35.438
133.192,35.469
134.137,35.531
135.161,35.531
136.477,35.531
137.159,35.562
138.134,35.625
139.401,35.625
140.194,35.625
141.156,35.656
142.187,35.594
143.154,35.594
144.177,35.531
145.153,35.531
146.176,35.562
147.202,35.594
148.175,35.562
149.150,35.562
150.416,35.594
151.148,35.625
152.172,35.625
153.146,35.656
154.170,35.750
155.145,35.688
156.169,35.656
157.144,35.656
158.177,35.688
159.339,35.688
160.170,35.688
161.472,35.656
162.164,35.688
163.139,35.719
164.162,35.688
165.137,35.750
166.161,35.781
167.136,35.781
168.208,35.812
169.134,35.844
170.158,35.844
171.155,35.812
172.205,35.812
173.131,35.781
174.155,35.781
175.130,35.781
176.351,35.719
177.128,35.719
178.398,35.719
179.126,35.688
180.163,35.719
181.129,35.750
182.346,35.750
183.127,35.750
184.147,35.781
185.122,35.781
186.145,35.812
187.169,35.781
188.144,35.781
189.216,35.719
190.148,35.719
191.166,35.688
192.141,35.719
193.165,35.688
194.140,35.656
195.163,35.688
196.138,35.688
197.193,35.750
198.185,35.719
199.211,35.844
200.207,35.844
201.159,35.812
202.134,35.812
203.161,35.875
204.375,35.875
205.156,35.875
206.131,35.906
207.154,35.875
208.129,35.875
209.152,35.844
210.131,35.812
211.203,35.875
212.188,35.875
213.150,35.906
214.225,35.906
215.148,35.906
216.123,35.906
217.147,35.875
218.122,35.906
219.145,35.875
220.120,35.875
221.387,35.906
222.119,35.875
223.142,35.875
224.361,35.844
225.238,35.844
226.116,35.844
227.139,35.844
228.163,35.875
229.168,35.938
230.113,35.938
231.138,35.938
232.357,35.969
233.135,35.969
234.111,36.000
235.382,35.969
236.131,36.000
237.190,36.031
238.156,36.000
239.131,36.000
240.182,35.969
241.129,35.938
242.153,35.969
243.423,35.969
244.151,35.938
245.126,36.000
246.272,36.031
247.125,36.000
248.154,36.000
249.124,35.969
250.195,36.031
251.122,36.031
252.195,35.969
253.121,36.000
254.144,36.000
255.119,36.000
256.149,35.969
257.141,36.000
258.141,36.000
259.116,36.000
260.140,36.000
261.312,36.000
262.139,36.000
263.382,35.969
264.137,36.000
265.112,36.000
266.137,35.969
267.130,36.000
268.136,36.000
269.120,36.000
270.133,36.031
271.111,36.031
272.329,36.031
273.106,36.031
274.324,35.969
275.105,36.000
276.134,36.000
277.152,35.969
278.140,35.969
279.102,35.969
280.131,35.938
281.105,35.938
282.124,35.969
283.125,35.969
284.123,36.000
285.146,36.000
286.126,36.000
287.196,35.969
288.141,35.969
289.148,35.938
290.167,35.969
291.142,35.938
292.117,35.906
293.193,35.875
294.120,35.906
295.142,35.938
296.114,35.938
297.137,35.969
298.113,35.969
299.137,36.000
300.132,35.969
301.183,36.000
302.158,36.031
303.134,36.000
304.352,35.969
305.181,35.938
306.130,35.969
307.131,35.969
308.548,35.969
309.129,36.031
310.104,36.000
311.128,36.000
312.103,36.000
313.127,36.031
314.150,36.062
315.125,36.062
316.100,36.031
317.151,36.062
318.099,36.031
319.147,36.031
320.254,36.031
321.121,36.062
322.101,36.062
323.125,36.031
324.146,36.000
325.118,36.000
326.093,36.031
327.117,36.031
328.114,36.062
