df_hash,22ZHK4.2N6TLG
329.133,36.062
330.090,36.062
331.114,36.031
332.161,36.062
333.129,36.094
334.136,36.125
335.160,36.125
336.150,36.062
337.110,36.062
338.133,36.062
339.108,36.031
340.146,36.062
341.107,36.062
342.131,36.062
343.154,36.062
344.132,36.031
345.104,36.000
346.128,36.062
347.108,36.062
348.126,36.094
349.109,36.125
350.125,36.125
351.248,36.125
352.124,36.094
353.098,36.094
354.122,36.094
355.097,36.094
356.121,36.094
357.296,36.062
358.168,36.031
359.094,36.000
360.118,36.000
361.385,36.031
362.120,36.000
363.092,36.031
364.115,36.031
365.090,36.031
366.162,36.062
367.089,36.031
368.112,36.031
369.087,36.062
370.111,36.062
371.088,36.062
372.109,36.062
373.085,36.094
374.108,36.125
375.131,36.125
376.351,36.094
377.087,36.125
378.106,36.125
379.098,36.125
380.104,36.125
381.128,36.125
382.103,36.156
383.175,36.062
384.150,36.062
385.125,36.031
386.100,36.031
387.124,35.938
388.099,35.938
389.122,36.000
390.102,36.000
391.169,36.031
392.250,36.000
393.290,36.062
394.094,36.062
395.118,36.094
396.096,36.125
397.147,36.250
398.194,36.250
399.115,36.156
400.090,36.188
401.119,36.156
402.090,36.188
403.362,36.156
404.091,36.156
405.111,36.156
406.137,36.125
407.110,36.125
408.085,36.125
409.111,36.156
410.083,36.156
411.155,36.125
412.082,36.094
413.106,36.094
414.084,36.125
415.105,36.125
416.088,36.125
417.157,36.125
418.078,36.125
419.102,36.094
420.174,36.094
421.100,36.094
422.076,36.125
423.123,36.156
424.078,36.156
425.119,36.188
426.128,36.188
427.096,36.219
428.085,36.219
429.097,36.219
430.070,36.188
431.130,36.219
432.117,36.188
433.092,36.188
434.213,36.094
435.090,36.125
436.114,36.125
437.089,36.125
438.113,36.125
439.088,36.156
440.113,36.219
441.108,36.219
442.110,36.250
443.085,36.219
444.130,36.312
445.327,36.250
446.107,36.219
447.082,36.219
448.105,36.188
449.524,36.156
450.104,36.125
451.102,36.156
452.103,36.125
453.083,36.156
454.102,36.188
455.100,36.219
456.100,36.219
457.087,36.250
458.099,36.281
459.123,36.281
460.098,36.281
461.073,36.281
462.096,36.281
463.089,36.281
464.516,36.250
465.097,36.250
466.094,36.281
467.069,36.281
468.092,36.312
469.067,36.250
470.094,36.281
471.066,36.250
472.089,36.281
473.064,36.250
474.285,36.250
475.070,36.281
476.087,36.281
477.062,36.312
478.085,36.312
479.109,36.344
480.084,36.312
481.108,36.281
482.108,36.281
483.106,36.312
484.081,36.344
485.105,36.250
486.080,36.250
487.104,36.250
488.186,36.250
489.151,36.281
490.080,36.312
491.106,36.344
492.076,36.344
493.122,36.312
494.234,36.344
495.098,36.406
496.316,36.406
497.098,36.375
498.072,36.375
499.106,36.375
500.170,36.312
501.094,36.281
502.069,36.312
503.093,36.312
504.119,36.281
505.091,36.250
506.092,36.219
507.095,36.219
508.065,36.188
509.089,36.188
510.086,36.250
511.087,36.281
512.062,36.250
513.086,36.250
514.109,36.281
515.084,36.312
516.059,36.344
517.083,36.375
518.085,36.375
519.082,36.375
520.057,36.344
521.324,36.344
522.209,36.375
523.080,36.375
