df_hash,22ZHK4.2N6TLG
118.018,1.046
118.048,1.042
118.078,1.043
118.108,1.044
118.138,1.039
118.168,1.045
118.198,1.043
118.228,1.040
118.258,1.044
118.288,1.043
118.318,1.043
118.348,1.042
118.378,1.044
118.408,1.044
118.438,1.044
118.468,1.042
118.498,1.046
118.528,1.044
118.558,1.043
118.588,1.045
118.618,1.042
118.648,1.046
118.678,1.043
118.708,1.045
118.738,1.042
118.768,1.041
118.798,1.048
118.828,1.042
118.858,1.042
118.888,1.043
118.918,1.046
118.948,1.043
118.978,1.042
119.008,1.041
119.038,1.045
119.068,1.040
119.098,1.042
119.128,1.047
119.158,1.043
119.188,1.039
119.218,1.044
119.248,1.042
119.278,1.039
119.308,1.042
119.338,1.038
119.368,1.038
119.398,1.043
119.428,1.043
119.458,1.043
119.488,1.040
119.518,1.039
119.548,1.044
119.578,1.045
119.608,1.041
119.638,1.042
119.668,1.039
119.698,1.045
119.728,1.041
119.758,1.043
119.788,1.041
119.818,1.044
119.848,1.045
119.878,1.042
119.908,1.040
119.938,1.039
119.968,1.042
119.998,1.039
120.028,1.045
120.058,1.041
120.088,1.040
120.118,1.042
120.148,1.044
120.178,1.043
120.208,1.042
120.238,1.045
120.268,1.043
120.298,1.044
120.328,1.045
120.358,1.044
120.388,1.044
120.418,1.042
120.448,1.046
120.478,1.041
120.508,1.044
120.538,1.042
120.568,1.040
120.598,1.047
120.628,1.042
120.658,1.044
120.688,1.044
120.718,1.042
120.748,1.043
120.778,1.047
120.808,1.044
120.838,1.040
120.868,1.043
120.898,1.044
120.928,1.042
120.958,1.041
120.988,1.043
121.018,1.042
121.048,1.043
121.078,1.042
121.108,1.045
121.138,1.043
121.168,1.046
121.198,1.042
121.228,1.041
121.258,1.042
121.288,1.041
121.318,1.040
121.348,1.041
121.378,1.044
121.408,1.041
121.438,1.044
121.468,1.040
121.498,1.044
121.528,1.043
121.558,1.046
121.588,1.045
121.618,1.042
121.648,1.045
121.678,1.043
121.708,1.044
121.738,1.043
121.768,1.046
121.798,1.041
121.828,1.045
121.858,1.044
121.888,1.044
121.918,1.044
121.948,1.043
121.978,1.041
122.008,1.044
122.038,1.044
122.068,1.046
122.098,1.043
122.128,1.042
122.158,1.041
122.188,1.045
122.218,1.043
122.248,1.041
122.278,1.043
122.308,1.045
122.338,1.043
122.368,1.040
122.398,1.040
122.428,1.047
122.458,1.042
122.488,1.042
122.518,1.042
122.548,1.042
122.578,1.046
122.608,1.044
122.638,1.039
122.668,1.044
122.698,1.045
122.728,1.040
122.758,1.046
122.788,1.042
122.818,1.039
122.848,1.044
122.878,1.043
122.908,1.044
122.938,1.043
122.968,1.041
122.998,1.041
123.028,1.038
123.058,1.040
123.088,1.046
123.118,1.042
123.148,1.047
123.178,1.044
123.208,1.038
123.238,1.040
123.268,1.043
123.298,1.045
123.328,1.041
123.358,1.042
123.388,1.043
123.418,1.039
123.448,1.042
123.478,1.047
123.508,1.040
123.538,1.043
123.568,1.044
123.598,1.042
123.628,1.042
123.658,1.045
123.688,1.040
123.718,1.042
123.748,1.044
123.778,1.041
123.808,1.042
123.838,1.038
123.868,1.042
123.898,1.043
123.928,1.046
123.958,1.041
123.988,1.041
124.018,1.044
124.048,1.043
124.078,1.043
124.108,1.042
124.138,1.046
124.168,1.044
124.198,1.046
124.228,1.044
124.258,1.045
124.288,1.045
124.318,1.045
124.348,1.039
124.378,1.043
124.408,1.042
124.438,1.044
124.468,1.042
124.498,1.041
124.528,1.043
124.558,1.042
124.588,1.044
124.618,1.045
124.648,1.044
124.678,1.041
124.708,1.046
124.738,1.045
124.768,1.045
124.798,1.043
124.828,1.041
124.858,1.044
124.888,1.043
124.918,1.042
124.948,1.042
124.978,1.046
125.008,1.046
125.038,1.045
125.068,1.041
125.098,1.042
125.128,1.043
125.158,1.042
125.188,1.048
125.218,1.040
125.248,1.042
125.278,1.043
125.308,1.041
125.338,1.045
125.368,1.043
125.398,1.042
125.428,1.042
125.458,1.043
125.488,1.045
125.518,1.044
125.548,1.042
125.578,1.043
125.608,1.045
125.638,1.046
125.668,1.040
125.698,1.043
125.728,1.044
125.758,1.044
125.788,1.041
125.818,1.047
125.848,1.041
125.878,1.045
125.908,1.046
125.938,1.043
125.968,1.048
125.998,1.041
126.028,1.043
126.058,1.046
126.088,1.047
126.118,1.041
126.148,1.047
126.178,1.046
126.208,1.039
126.238,1.044
126.268,1.045
126.298,1.040
126.328,1.040
126.358,1.047
126.388,1.045
126.418,1.041
126.448,1.042
126.478,1.045
126.508,1.045
126.538,1.045
126.568,1.039
126.598,1.044
126.628,1.042
126.658,1.043
126.688,1.045
126.718,1.043
126.748,1.042
126.778,1.042
126.808,1.043
126.838,1.046
126.868,1.047
126.898,1.040
126.928,1.043
126.958,1.041
126.988,1.039
127.018,1.044
127.048,1.043
127.078,1.042
127.108,1.043
127.138,1.041
127.168,1.044
127.198,1.045
127.228,1.044
127.258,1.044
127.288,1.044
127.318,1.044
127.348,1.043
127.378,1.043
127.408,1.044
127.438,1.042
127.468,1.041
127.498,1.044
127.528,1.045
127.558,1.044
127.588,1.042
127.618,1.046
127.648,1.042
127.678,1.044
127.708,1.049
127.738,1.047
127.768,1.040
127.798,1.042
127.828,1.045
127.858,1.043
127.888,1.043
127.918,1.046
127.948,1.042
127.978,1.042
128.008,1.043
128.038,1.041
128.068,1.044
128.098,1.043
128.128,1.042
128.158,1.046
128.188,1.045
128.218,1.045
128.248,1.045
128.278,1.043
128.308,1.044
128.338,1.043
128.368,1.046
128.398,1.047
128.428,1.042
128.458,1.044
128.488,1.047
128.518,1.042
128.548,1.046
128.578,1.045
128.608,1.045
128.638,1.045
128.668,1.042
128.698,1.045
128.728,1.044
128.758,1.045
128.788,1.043
128.818,1.046
128.848,1.045
128.878,1.040
128.908,1.043
128.938,1.044
128.968,1.042
128.998,1.045
129.028,1.044
129.058,1.045
129.088,1.043
129.118,1.044
129.148,1.043
129.178,1.041
129.208,1.038
129.238,1.044
129.268,1.047
129.298,1.047
129.328,1.045
129.358,1.042
129.388,1.049
129.418,1.039
129.448,1.044
129.478,1.044
129.508,1.047
129.538,1.042
129.568,1.044
129.598,1.045
129.628,1.041
129.658,1.044
129.688,1.043
129.718,1.046
129.748,1.044
129.778,1.045
129.808,1.046
129.838,1.048
129.868,1.039
129.898,1.042
129.928,1.042
129.958,1.046
129.988,1.045
130.018,1.043
130.048,1.042
130.078,1.046
130.108,1.043
130.138,1.042
130.168,1.045
130.198,1.045
130.228,1.045
130.258,1.042
130.288,1.045
130.318,1.043
130.348,1.043
130.378,1.046
130.408,1.043
130.438,1.043
130.468,1.045
130.498,1.044
130.528,1.044
130.558,1.046
130.588,1.045
130.618,1.038
130.648,1.044
130.678,1.043
130.708,1.045
130.738,1.045
130.768,1.042
130.798,1.045
130.828,1.044
130.858,1.045
130.888,1.046
130.918,1.043
130.948,1.042
130.978,1.047
131.008,1.044
131.038,1.048
131.068,1.047
131.098,1.041
131.128,1.040
131.158,1.043
131.188,1.041
131.218,1.042
131.248,1.042
131.278,1.045
131.308,1.045
131.338,1.045
131.368,1.046
131.398,1.043
131.428,1.043
131.458,1.048
131.488,1.046
131.518,1.044
131.548,1.046
131.578,1.046
131.608,1.046
131.638,1.044
131.668,1.043
131.698,1.045
131.728,1.048
131.758,1.042
131.788,1.044
131.818,1.042
131.848,1.040
131.878,1.044
131.908,1.049
131.938,1.045
131.968,1.044
131.998,1.047
132.028,1.042
132.058,1.043
132.088,1.043
132.118,1.044
132.148,1.039
132.178,1.046
132.208,1.047
132.238,1.041
132.268,1.042
132.298,1.045
132.328,1.046
132.358,1.042
132.388,1.046
132.418,1.043
132.448,1.045
132.478,1.044
132.508,1.044
132.538,1.045
132.568,1.044
132.598,1.044
132.628,1.042
132.658,1.044
132.688,1.046
132.718,1.048
132.748,1.047
132.778,1.044
132.808,1.046
132.838,1.042
132.868,1.041
132.898,1.045
132.928,1.046
132.958,1.045
132.988,1.047
133.018,1.046
133.048,1.042
133.078,1.044
133.108,1.046
133.138,1.040
133.168,1.045
133.198,1.046
133.228,1.043
133.258,1.046
133.288,1.048
133.318,1.045
133.348,1.047
133.378,1.040
133.408,1.042
133.438,1.042
133.468,1.045
133.498,1.044
133.528,1.045
133.558,1.046
133.588,1.046
133.618,1.045
133.648,1.045
133.678,1.045
133.708,1.044
133.738,1.050
133.768,1.043
133.798,1.045
133.828,1.043
133.858,1.041
133.888,1.043
133.918,1.046
133.948,1.043
133.978,1.046
134.008,1.045
134.038,1.045
134.068,1.045
134.098,1.043
134.128,1.045
134.158,1.040
134.188,1.039
134.218,1.044
134.248,1.045
134.278,1.044
134.308,1.042
134.338,1.041
134.368,1.040
134.398,1.044
134.428,1.050
134.458,1.045
134.488,1.039
134.518,1.038
134.548,1.044
134.578,1.048
134.608,1.045
134.638,1.048
134.668,1.042
134.698,1.042
134.728,1.044
134.758,1.045
134.788,1.043
134.818,1.048
134.848,1.046
134.878,1.043
134.908,1.045
134.938,1.047
134.968,1.044
134.998,1.044
135.028,1.041
135.058,1.044
135.088,1.043
135.118,1.044
135.148,1.042
135.178,1.038
135.208,1.044
135.238,1.044
135.268,1.046
135.298,1.040
135.328,1.042
135.358,1.049
135.388,1.044
135.418,1.041
135.448,1.043
135.478,1.041
135.508,1.045
135.538,1.045
135.568,1.045
135.598,1.043
135.628,1.042
135.658,1.041
135.688,1.042
135.718,1.045
135.748,1.048
135.778,1.050
135.808,1.047
135.838,1.044
135.868,1.046
135.898,1.042
135.928,1.042
135.958,1.048
135.988,1.046
136.018,1.043
136.048,1.046
136.078,1.046
136.108,1.041
136.138,1.046
136.168,1.042
136.198,1.044
136.228,1.044
136.258,1.047
136.288,1.043
136.318,1.046
136.348,1.044
136.378,1.039
136.408,1.045
136.438,1.043
136.468,1.043
136.498,1.044
136.528,1.045
136.558,1.044
136.588,1.043
136.618,1.044
136.648,1.045
136.678,1.047
136.708,1.044
136.738,1.039
136.768,1.038
136.798,1.051
136.828,1.045
136.858,1.047
136.888,1.044
136.918,1.043
136.948,1.044
136.978,1.040
137.008,1.046
137.038,1.046
137.068,1.051
137.098,1.044
137.128,1.045
137.158,1.045
137.188,1.042
137.218,1.045
137.248,1.045
137.278,1.046
137.308,1.046
137.338,1.047
137.368,1.043
137.398,1.047
137.428,1.041
137.458,1.044
137.488,1.044
137.518,1.041
137.548,1.037
137.578,1.043
137.608,1.044
137.638,1.048
137.668,1.044
137.698,1.043
137.728,1.043
137.758,1.044
137.788,1.045
137.818,1.047
137.848,1.042
137.878,1.045
137.908,1.043
137.938,1.043
137.968,1.038
137.998,1.048
138.028,1.047
138.058,1.043
138.088,1.043
138.118,1.041
138.148,1.044
138.178,1.043
138.208,1.044
138.238,1.048
138.268,1.045
138.298,1.043
138.328,1.044
138.358,1.043
138.388,1.044
138.418,1.045
138.448,1.042
138.478,1.041
138.508,1.040
138.538,1.041
138.568,1.048
138.598,1.041
138.628,1.043
138.658,1.042
138.688,1.044
138.718,1.048
138.748,1.042
138.778,1.045
138.808,1.045
138.838,1.043
138.868,1.046
138.898,1.043
138.928,1.044
138.958,1.048
138.988,1.042
139.018,1.045
139.048,1.044
139.078,1.041
139.108,1.049
139.138,1.047
139.168,1.040
139.198,1.041
139.228,1.044
139.258,1.043
139.288,1.037
139.318,1.042
139.348,1.045
139.378,1.041
139.408,1.044
139.438,1.045
139.468,1.042
139.498,1.039
139.528,1.043
139.558,1.045
139.588,1.047
139.618,1.048
139.648,1.041
139.678,1.048
139.708,1.044
139.738,1.045
139.768,1.045
139.798,1.045
139.828,1.037
139.858,1.047
139.888,1.041
139.918,1.042
139.948,1.048
139.978,1.046
140.008,1.040
140.038,1.047
140.068,1.044
140.098,1.045
140.128,1.043
140.158,1.047
140.188,1.045
140.218,1.042
140.248,1.046
140.278,1.042
140.308,1.046
140.338,1.041
140.368,1.046
140.398,1.046
140.428,1.040
140.458,1.043
140.488,1.046
140.518,1.043
140.548,1.041
140.578,1.044
140.608,1.044
140.638,1.050
140.668,1.043
140.698,1.045
140.728,1.044
140.758,1.044
140.788,1.044
140.818,1.046
140.848,1.041
140.878,1.041
140.908,1.045
140.938,1.043
140.968,1.042
140.998,1.045
141.028,1.043
141.058,1.043
141.088,1.044
141.118,1.039
141.148,1.045
141.178,1.044
141.208,1.046
141.238,1.045
141.268,1.045
141.298,1.042
141.328,1.045
141.358,1.042
141.388,1.045
141.418,1.043
141.448,1.046
141.478,1.045
141.508,1.044
141.538,1.044
141.568,1.047
141.598,1.048
141.628,1.047
141.658,1.042
141.688,1.042
141.718,1.043
141.748,1.044
141.778,1.044
141.808,1.044
141.838,1.047
141.868,1.045
141.898,1.044
141.928,1.045
141.958,1.047
141.988,1.046
142.018,1.045
142.048,1.044
142.078,1.045
142.108,1.044
142.138,1.040
142.168,1.041
142.198,1.043
142.228,1.047
142.258,1.047
142.288,1.046
142.318,1.044
142.348,1.045
142.378,1.046
142.408,1.047
142.438,1.044
142.468,1.043
142.498,1.044
142.528,1.046
142.558,1.043
142.588,1.044
142.618,1.046
142.648,1.044
142.678,1.045
142.708,1.041
142.738,1.045
142.768,1.044
142.798,1.043
142.828,1.048
142.858,1.043
142.888,1.043
142.918,1.047
142.948,1.044
142.978,1.043
143.008,1.046
143.038,1.045
143.068,1.045
143.098,1.045
143.128,1.043
143.158,1.043
143.188,1.043
143.218,1.044
143.248,1.047
143.278,1.044
143.308,1.045
143.338,1.045
143.368,1.045
143.398,1.044
143.428,1.046
143.458,1.050
143.488,1.045
143.518,1.043
143.548,1.046
143.578,1.044
143.608,1.041
143.638,1.044
143.668,1.045
143.698,1.043
143.728,1.045
143.758,1.044
143.788,1.042
143.818,1.044
143.848,1.045
143.878,1.043
143.908,1.045
143.938,1.047
143.968,1.042
143.998,1.048
144.028,1.047
144.058,1.046
144.088,1.046
144.118,1.045
144.148,1.047
144.178,1.044
144.208,1.043
144.238,1.045
144.268,1.046
144.298,1.044
144.328,1.040
144.358,1.044
144.388,1.046
144.418,1.045
144.448,1.046
144.478,1.045
144.508,1.047
144.538,1.043
144.568,1.041
144.598,1.046
144.628,1.044
144.658,1.047
144.688,1.045
144.718,1.044
144.748,1.044
144.778,1.042
144.808,1.045
144.838,1.046
144.868,1.044
144.898,1.043
144.928,1.046
144.958,1.044
144.988,1.044
145.018,1.048
145.048,1.043
145.078,1.049
145.108,1.046
145.138,1.045
145.168,1.043
145.198,1.045
145.228,1.045
145.258,1.047
145.288,1.045
145.318,1.044
145.348,1.045
145.378,1.047
145.408,1.042
145.438,1.044
145.468,1.047
145.498,1.045
145.528,1.044
145.558,1.045
145.588,1.044
145.618,1.045
145.648,1.042
145.678,1.046
145.708,1.046
145.738,1.043
145.768,1.043
145.798,1.045
145.828,1.043
145.858,1.043
145.888,1.043
145.918,1.046
145.948,1.045
145.978,1.045
146.008,1.047
146.038,1.045
146.068,1.042
146.098,1.044
146.128,1.045
146.158,1.045
146.188,1.045
146.218,1.046
146.248,1.043
146.278,1.041
146.308,1.043
146.338,1.045
146.368,1.044
146.398,1.044
146.428,1.047
146.458,1.045
146.488,1.044
146.518,1.044
146.548,1.048
146.578,1.047
146.608,1.042
146.638,1.043
146.668,1.044
146.698,1.048
146.728,1.049
146.758,1.045
146.788,1.043
146.818,1.044
146.848,1.046
146.878,1.044
146.908,1.042
146.938,1.045
146.968,1.044
146.998,1.047
147.028,1.044
147.058,1.045
147.088,1.050
147.118,1.048
147.148,1.044
147.178,1.047
147.208,1.045
147.238,1.044
147.268,1.045
147.298,1.044
147.328,1.047
147.358,1.048
147.388,1.045
147.418,1.046
147.448,1.043
147.478,1.043
147.508,1.046
147.538,1.046
147.568,1.048
147.598,1.045
147.628,1.043
147.658,1.048
147.688,1.043
147.718,1.049
147.748,1.046
147.778,1.049
147.808,1.045
147.838,1.044
147.868,1.045
147.898,1.046
147.928,1.045
147.958,1.043
147.988,1.045
148.018,1.046
148.048,1.046
148.078,1.045
148.108,1.045
148.138,1.044
148.168,1.046
148.198,1.047
148.228,1.044
148.258,1.046
148.288,1.044
148.318,1.044
148.348,1.047
148.378,1.045
148.408,1.047
148.438,1.045
148.468,1.047
148.498,1.045
148.528,1.045
148.558,1.046
148.588,1.044
148.618,1.049
148.648,1.047
148.678,1.045
148.708,1.041
148.738,1.048
148.768,1.045
148.798,1.046
148.828,1.044
148.858,1.045
148.888,1.044
148.918,1.049
148.948,1.046
148.978,1.044
149.008,1.047
149.038,1.046
149.068,1.045
149.098,1.043
149.128,1.043
149.158,1.051
149.188,1.044
149.218,1.047
149.248,1.047
149.278,1.047
149.308,1.045
149.338,1.046
149.368,1.044
149.398,1.045
149.428,1.046
149.458,1.050
149.488,1.041
149.518,1.050
149.548,1.046
149.578,1.043
149.608,1.042
149.638,1.044
149.668,1.043
149.698,1.043
149.728,1.044
149.758,1.044
149.788,1.046
149.818,1.042
149.848,1.048
149.878,1.045
149.908,1.044
149.938,1.042
149.968,1.042
149.998,1.046
150.028,1.047
150.058,1.047
150.088,1.042
150.118,1.045
150.148,1.045
150.178,1.045
150.208,1.047
150.238,1.046
150.268,1.049
150.298,1.045
150.328,1.048
150.358,1.043
150.388,1.043
150.418,1.050
150.448,1.046
150.478,1.045
150.508,1.044
150.538,1.046
150.568,1.049
150.598,1.047
150.628,1.045
150.658,1.049
150.688,1.046
150.718,1.045
150.748,1.045
150.778,1.042
150.808,1.044
150.838,1.044
150.868,1.045
150.898,1.047
150.928,1.044
150.958,1.045
150.988,1.044
151.018,1.042
151.048,1.048
151.078,1.049
151.108,1.042
151.138,1.045
151.168,1.045
151.198,1.041
151.228,1.046
151.258,1.046
151.288,1.045
151.318,1.044
151.348,1.044
151.378,1.047
151.408,1.044
151.438,1.049
151.468,1.044
151.498,1.046
151.528,1.049
151.558,1.045
151.588,1.044
151.618,1.047
151.648,1.046
151.678,1.043
151.708,1.045
151.738,1.047
151.768,1.046
151.798,1.050
151.828,1.046
151.858,1.045
151.888,1.047
151.918,1.045
151.948,1.044
151.978,1.049
152.008,1.044
152.038,1.044
152.068,1.042
152.098,1.046
152.128,1.045
152.158,1.048
152.188,1.046
152.218,1.039
152.248,1.047
152.278,1.049
152.308,1.049
152.338,1.043
152.368,1.045
152.398,1.046
152.428,1.044
152.458,1.047
152.488,1.047
152.518,1.047
152.548,1.045
152.578,1.040
152.608,1.042
152.638,1.049
152.668,1.047
152.698,1.045
152.728,1.046
152.758,1.046
152.788,1.046
152.818,1.046
152.848,1.046
152.878,1.041
152.908,1.047
152.938,1.049
152.968,1.041
152.998,1.043
153.028,1.044
153.058,1.045
153.088,1.045
153.118,1.047
153.148,1.044
153.178,1.045
153.208,1.045
153.238,1.046
153.268,1.045
153.298,1.046
153.328,1.043
153.358,1.044
153.388,1.046
153.418,1.047
153.448,1.049
153.478,1.043
153.508,1.045
153.538,1.048
153.568,1.044
153.598,1.046
153.628,1.045
153.658,1.043
153.688,1.046
153.718,1.046
153.748,1.042
153.778,1.044
153.808,1.045
153.838,1.046
153.868,1.044
153.898,1.046
153.928,1.047
153.958,1.043
153.988,1.044
154.018,1.045
154.048,1.045
154.078,1.050
154.108,1.047
154.138,1.045
154.168,1.042
154.198,1.047
154.228,1.045
154.258,1.047
154.288,1.044
154.318,1.047
154.348,1.044
154.378,1.046
154.408,1.048
154.438,1.041
154.468,1.047
154.498,1.046
154.528,1.045
154.558,1.045
154.588,1.044
154.618,1.046
154.648,1.045
154.678,1.046
154.708,1.047
154.738,1.046
154.768,1.047
154.798,1.048
154.828,1.045
154.858,1.046
154.888,1.047
154.918,1.045
154.948,1.049
154.978,1.043
155.008,1.044
155.038,1.047
155.068,1.048
155.098,1.045
155.128,1.045
155.158,1.046
155.188,1.046
155.218,1.046
155.248,1.046
155.278,1.048
155.308,1.045
155.338,1.046
155.368,1.046
155.398,1.045
155.428,1.046
155.458,1.046
155.488,1.044
155.518,1.046
155.548,1.044
155.578,1.046
155.608,1.047
155.638,1.048
155.668,1.047
155.698,1.048
155.728,1.043
155.758,1.049
155.788,1.048
155.818,1.046
155.848,1.045
155.878,1.050
155.908,1.046
155.938,1.045
155.968,1.047
155.998,1.047
156.028,1.046
156.058,1.044
156.088,1.047
156.118,1.042
156.148,1.046
156.178,1.048
156.208,1.043
156.238,1.047
156.268,1.046
156.298,1.046
156.328,1.044
156.358,1.044
156.388,1.046
156.418,1.044
156.448,1.045
156.478,1.044
156.508,1.045
156.538,1.047
156.568,1.047
156.598,1.045
156.628,1.043
156.658,1.044
156.688,1.046
156.718,1.044
156.748,1.045
156.778,1.047
156.808,1.045
156.838,1.047
156.868,1.047
156.898,1.043
156.928,1.046
156.958,1.050
156.988,1.041
157.018,1.045
157.048,1.048
157.078,1.045
157.108,1.046
157.138,1.045
157.168,1.046
157.198,1.044
157.228,1.044
157.258,1.050
157.288,1.047
157.318,1.047
157.348,1.051
157.378,1.044
157.408,1.048
157.438,1.048
157.468,1.045
157.498,1.046
157.528,1.046
157.558,1.045
157.588,1.044
157.618,1.048
157.648,1.050
157.678,1.044
157.708,1.042
157.738,1.048
157.768,1.043
157.798,1.043
157.828,1.047
157.858,1.048
157.888,1.045
157.918,1.045
157.948,1.045
157.978,1.044
158.008,1.047
158.038,1.046
158.068,1.044
158.098,1.045
158.128,1.049
158.158,1.044
158.188,1.047
158.218,1.046
158.248,1.045
158.278,1.048
158.308,1.047
158.338,1.046
158.368,1.046
158.398,1.046
158.428,1.048
158.458,1.045
158.488,1.048
158.518,1.046
158.548,1.045
158.578,1.046
158.608,1.046
158.638,1.041
158.668,1.048
158.698,1.042
158.728,1.043
158.758,1.047
158.788,1.044
158.818,1.047
158.848,1.045
158.878,1.044
158.908,1.044
158.938,1.047
158.968,1.047
158.998,1.046
159.028,1.042
159.058,1.045
159.088,1.044
159.118,1.048
159.148,1.047
159.178,1.043
159.208,1.046
159.238,1.049
159.268,1.047
159.298,1.046
159.328,1.044
159.358,1.045
159.388,1.043
159.418,1.049
159.448,1.043
159.478,1.043
159.508,1.049
159.538,1.046
159.568,1.046
159.598,1.048
159.628,1.047
159.658,1.046
159.688,1.045
159.718,1.044
159.748,1.046
159.778,1.047
159.808,1.047
159.838,1.042
159.868,1.045
159.898,1.047
159.928,1.045
159.958,1.045
159.988,1.045
160.018,1.044
160.048,1.046
160.078,1.048
160.108,1.049
160.138,1.046
160.168,1.047
160.198,1.048
160.228,1.042
160.258,1.046
160.288,1.044
160.318,1.045
160.348,1.043
160.378,1.048
160.408,1.047
160.438,1.043
160.468,1.044
160.498,1.046
160.528,1.046
160.558,1.046
160.588,1.047
160.618,1.044
160.648,1.043
160.678,1.046
160.708,1.050
160.738,1.045
160.768,1.043
160.798,1.048
160.828,1.044
160.858,1.045
160.888,1.051
160.918,1.044
160.948,1.045
160.978,1.048
161.008,1.047
161.038,1.045
161.068,1.048
161.098,1.048
161.128,1.047
161.158,1.046
161.188,1.047
161.218,1.048
161.248,1.049
161.278,1.047
161.308,1.047
161.338,1.048
161.368,1.046
161.398,1.043
161.428,1.046
161.458,1.051
161.488,1.047
161.518,1.047
161.548,1.045
161.578,1.047
161.608,1.048
161.638,1.051
161.668,1.046
161.698,1.043
161.728,1.046
161.758,1.045
161.788,1.044
161.818,1.046
161.848,1.041
161.878,1.046
161.908,1.048
161.938,1.048
161.968,1.048
161.998,1.048
162.028,1.045
162.058,1.046
162.088,1.047
162.118,1.049
162.148,1.047
162.178,1.048
162.208,1.046
162.238,1.048
162.268,1.044
162.298,1.050
162.328,1.046
162.358,1.044
162.388,1.043
162.418,1.045
162.448,1.047
162.478,1.044
162.508,1.046
162.538,1.047
162.568,1.048
162.598,1.045
162.628,1.045
162.658,1.048
162.688,1.049
162.718,1.042
162.748,1.046
162.778,1.043
162.808,1.043
162.838,1.047
162.868,1.046
162.898,1.044
162.928,1.043
162.958,1.045
162.988,1.046
163.018,1.042
163.048,1.047
163.078,1.048
163.108,1.046
163.138,1.046
163.168,1.043
163.198,1.046
163.228,1.044
163.258,1.049
163.288,1.044
163.318,1.045
163.348,1.047
163.378,1.045
163.408,1.044
163.438,1.044
163.468,1.045
163.498,1.047
163.528,1.050
163.558,1.045
163.588,1.048
163.618,1.046
163.648,1.045
163.678,1.045
163.708,1.045
163.738,1.048
163.768,1.047
163.798,1.047
163.828,1.045
163.858,1.047
163.888,1.048
163.918,1.049
163.948,1.045
163.978,1.043
164.008,1.047
164.038,1.049
164.068,1.047
164.098,1.048
164.128,1.046
164.158,1.044
164.188,1.046
164.218,1.047
164.248,1.046
164.278,1.050
164.308,1.045
164.338,1.045
164.368,1.045
164.398,1.042
164.428,1.046
164.458,1.046
164.488,1.045
164.518,1.048
164.548,1.047
164.578,1.044
164.608,1.046
164.638,1.049
164.668,1.045
164.698,1.048
164.728,1.049
164.758,1.050
164.788,1.048
164.818,1.044
164.848,1.046
164.878,1.051
164.908,1.046
164.938,1.049
164.968,1.046
164.998,1.048
165.028,1.049
165.058,1.046
165.088,1.042
165.118,1.045
165.148,1.047
165.178,1.045
165.208,1.046
165.238,1.044
165.268,1.051
165.298,1.044
165.328,1.044
165.358,1.044
165.388,1.045
165.418,1.048
165.448,1.050
165.478,1.048
165.508,1.048
165.538,1.048
165.568,1.048
165.598,1.047
165.628,1.043
165.658,1.046
165.688,1.046
165.718,1.047
165.748,1.045
165.778,1.050
165.808,1.048
165.838,1.046
165.868,1.050
165.898,1.049
165.928,1.046
165.958,1.048
165.988,1.050
166.018,1.044
166.048,1.045
166.078,1.047
166.108,1.047
166.138,1.048
166.168,1.049
166.198,1.047
166.228,1.046
166.258,1.051
166.288,1.046
166.318,1.048
166.348,1.047
166.378,1.045
166.408,1.047
166.438,1.047
166.468,1.050
166.498,1.047
166.528,1.048
166.558,1.045
166.588,1.045
166.618,1.047
166.648,1.049
166.678,1.044
166.708,1.050
166.738,1.046
166.768,1.043
166.798,1.051
166.828,1.047
166.858,1.045
166.888,1.046
166.918,1.049
166.948,1.049
166.978,1.047
167.008,1.045
167.038,1.047
167.068,1.045
167.098,1.049
167.128,1.050
167.158,1.048
167.188,1.042
167.218,1.047
167.248,1.050
167.278,1.051
167.308,1.048
167.338,1.047
167.368,1.048
167.398,1.046
167.428,1.051
167.458,1.045
167.488,1.050
167.518,1.046
167.548,1.045
167.578,1.045
167.608,1.046
167.638,1.046
167.668,1.048
167.698,1.046
167.728,1.049
167.758,1.047
167.788,1.047
167.818,1.048
167.848,1.047
167.878,1.045
167.908,1.048
167.938,1.047
167.968,1.047
167.998,1.044
168.028,1.050
168.058,1.051
168.088,1.050
168.118,1.047
168.148,1.046
168.178,1.047
168.208,1.047
168.238,1.050
168.268,1.046
168.298,1.045
168.328,1.048
168.358,1.049
168.388,1.044
168.418,1.045
168.448,1.049
168.478,1.047
168.508,1.047
168.538,1.046
168.568,1.047
168.598,1.046
168.628,1.045
168.658,1.049
168.688,1.049
168.718,1.050
168.748,1.047
168.778,1.044
168.808,1.046
168.838,1.050
168.868,1.047
168.898,1.047
168.928,1.047
168.958,1.047
168.988,1.047
169.018,1.053
169.048,1.051
169.078,1.047
169.108,1.049
169.138,1.047
169.168,1.045
169.198,1.046
169.228,1.046
169.258,1.047
169.288,1.045
169.318,1.047
169.348,1.045
169.378,1.044
169.408,1.047
169.438,1.049
169.468,1.049
169.498,1.045
169.528,1.048
169.558,1.048
169.588,1.047
169.618,1.048
169.648,1.047
169.678,1.047
169.708,1.045
169.738,1.047
169.768,1.048
169.798,1.047
169.828,1.051
169.858,1.044
169.888,1.049
169.918,1.050
169.948,1.045
169.978,1.049
170.008,1.049
170.038,1.043
170.068,1.047
170.098,1.049
170.128,1.046
170.158,1.045
170.188,1.048
170.218,1.047
170.248,1.048
170.278,1.051
170.308,1.045
170.338,1.048
170.368,1.046
170.398,1.049
