Time (s),Resistance (Ω),Conductance (µS),Stage
1,86.8157,11518.653884032496,callibration
2,83.6323,11957.102698359366,callibration
3,83.0577,12039.822918284519,callibration
4,83.4677,11980.682347782436,callibration
5,86.6454,11541.293594351231,callibration
6,86.6454,11541.293594351231,callibration
7,86.9863,11496.063173166349,callibration
8,88.1029,11350.3641764346,callibration
9,84.6258,11816.727286477646,callibration
10,86.901,11507.347441341297,callibration
11,86.9863,11496.063173166349,callibration
12,85.0429,11758.77116137855,callibration
13,85.462,11701.106924715079,callibration
14,86.901,11507.347441341297,callibration
15,87.1572,11473.52140729624,callibration
16,84.1277,11886.691303815509,callibration
17,85.7143,11666.664722222547,callibration
18,85.0429,11758.77116137855,callibration
19,86.6454,11541.293594351231,callibration
20,86.901,11507.347441341297,Normal stage
21,83.9623,11910.10727433622,Normal stage
22,84.0449,11898.401925637369,Normal stage
23,84.1277,11886.691303815509,Normal stage
24,87.7579,11394.985522670893,Normal stage
25,85.546,11689.617281930188,Normal stage
26,84.9594,11770.3279448772,Normal stage
27,84.2934,11863.32500527918,Normal stage
28,82.8125,12075.471698113208,Normal stage
29,83.3035,12004.29753851879,Normal stage
30,83.7971,11933.587200511713,Normal stage
31,85.8829,11643.761447272971,Normal stage
32,83.0577,12039.822918284519,Normal stage
33,86.0518,11620.907406933964,Normal stage
34,82.8941,12063.584742460562,Normal stage
35,85.9673,11632.329967324786,Normal stage
36,88.0165,11361.50608124613,Normal stage
37,89.5833,11162.794851272503,Normal stage
38,82.7309,12087.382102696814,Normal stage
39,84.2105,11875.003710938661,Normal stage
40,84.1277,11886.691303815509,Normal stage
41,82.9759,12051.692117831804,Normal stage
42,84.4595,11839.994316802728,Normal stage
43,86.0518,11620.907406933964,Normal stage
44,85.378,11712.619175900114,Normal stage
45,86.3057,11586.720228212042,Normal stage
46,86.9863,11496.063173166349,Normal stage
47,83.3035,12004.29753851879,Normal stage
48,84.7924,11793.509795689235,Normal stage
49,86.3905,11575.346826329283,Normal stage
50,83.9623,11910.10727433622,Normal stage
51,86.6454,11541.293594351231,Normal stage
52,82.0809,12183.10228079858,Normal stage
53,82.1619,12171.091466969483,Normal stage
54,83.1395,12027.977074675697,Normal stage
55,82.4866,12123.18121973751,Normal stage
56,81.4355,12279.656906386035,Normal stage
57,86.0518,11620.907406933964,Normal stage
58,84.2934,11863.32500527918,Normal stage
59,81.677,12243.348800763984,Normal stage
60,85.6301,11678.13654310809,Normal stage
61,84.0449,11898.401925637369,Normal stage
62,82.7309,12087.382102696814,Normal stage
63,86.4754,11563.982357988516,Normal stage
64,83.55,11968.88090963495,Normal stage
65,85.6301,11678.13654310809,Normal stage
66,83.7971,11933.587200511713,Normal stage
67,84.0449,11898.401925637369,Normal stage
68,83.8797,11921.835676570136,Normal stage
69,86.901,11507.347441341297,Normal stage
70,84.7924,11793.509795689235,Normal stage
71,83.8797,11921.835676570136,Normal stage
72,87.1572,11473.52140729624,Normal stage
73,82.8125,12075.471698113208,Normal stage
74,82.243,12159.08952737619,Normal stage
75,82.4053,12135.141793064282,Normal stage
76,86.7305,11529.969272631886,Normal stage
77,82.0809,12183.10228079858,Normal stage
78,83.7147,11945.333376336534,Normal stage
79,85.1266,11747.20945039506,Normal stage
80,85.0429,11758.77116137855,Normal stage
81,82.7309,12087.382102696814,Normal stage
82,84.6258,11816.727286477646,Normal stage
83,86.3905,11575.346826329283,Normal stage
84,86.4754,11563.982357988516,Normal stage
85,82,12195.121951219513,Normal stage
86,82.0809,12183.10228079858,Normal stage
87,82.9759,12051.692117831804,Normal stage
88,83.8797,11921.835676570136,Normal stage
89,86.1364,11609.493779633232,Normal stage
90,81.8384,12219.20272146083,Normal stage
91,84.7091,11805.107125444609,Normal stage
92,81.5965,12255.427622508318,Normal stage
93,83.4677,11980.682347782436,Normal stage
94,84.2105,11875.003710938661,Normal stage
95,85.378,11712.619175900114,Normal stage
96,86.8157,11518.653884032496,Normal stage
97,84.2105,11875.003710938661,Normal stage
98,84.2105,11875.003710938661,Normal stage
99,83.8797,11921.835676570136,Normal stage
100,81.677,12243.348800763984,Normal stage
101,83.4677,11980.682347782436,Normal stage
102,86.0518,11620.907406933964,Normal stage
103,84.2105,11875.003710938661,Normal stage
104,85.9673,11632.329967324786,Normal stage
105,85.546,11689.617281930188,Normal stage
106,81.677,12243.348800763984,Normal stage
107,81.8384,12219.20272146083,Normal stage
108,85.2941,11724.140356718694,Normal stage
109,82.9759,12051.692117831804,Normal stage
110,86.3057,11586.720228212042,Normal stage
111,82.0809,12183.10228079858,Normal stage
112,82.8941,12063.584742460562,Normal stage
113,83.0577,12039.822918284519,Normal stage
114,81.8384,12219.20272146083,Normal stage
115,85.7985,11655.215417518953,Normal stage
116,86.8157,11518.653884032496,Normal stage
117,81.677,12243.348800763984,Normal stage
118,85.7143,11666.664722222547,Normal stage
119,86.4754,11563.982357988516,Normal stage
120,84.2105,11875.003710938661,Normal stage
121,84.6258,11816.727286477646,Normal stage
122,85.1266,11747.20945039506,Normal stage
123,85.378,11712.619175900114,Normal stage
124,84.4595,11839.994316802728,Normal stage
125,81.677,12243.348800763984,Normal stage
126,84.7091,11805.107125444609,Normal stage
127,82.8125,12075.471698113208,Normal stage
128,84.4595,11839.994316802728,Normal stage
129,86.4754,11563.982357988516,Normal stage
130,83.0577,12039.822918284519,Normal stage
131,83.55,11968.88090963495,Normal stage
132,81.7577,12231.263844261764,Normal stage
133,81.5965,12255.427622508318,Normal stage
134,83.7147,11945.333376336534,Normal stage
135,84.0449,11898.401925637369,Normal stage
136,86.8157,11518.653884032496,Normal stage
137,83.9623,11910.10727433622,Normal stage
138,82.4053,12135.141793064282,Normal stage
139,81.7577,12231.263844261764,Normal stage
140,84.9594,11770.3279448772,Normal stage
141,85.9673,11632.329967324786,Normal stage
142,84.3764,11851.655202165533,Normal stage
143,81.677,12243.348800763984,Normal stage
144,84.2934,11863.32500527918,Normal stage
145,86.6454,11541.293594351231,Normal stage
146,81.5965,12255.427622508318,Normal stage
147,82,12195.121951219513,Normal stage
148,84.2105,11875.003710938661,Normal stage
149,83.4677,11980.682347782436,Normal stage
150,85.1266,11747.20945039506,Normal stage
151,81.1947,12316.074817691304,Normal stage
152,83.7147,11945.333376336534,Normal stage
153,86.1364,11609.493779633232,Normal stage
154,81.5965,12255.427622508318,Normal stage
155,84.7924,11793.509795689235,Normal stage
156,82.8941,12063.584742460562,Normal stage
157,85.7143,11666.664722222547,Normal stage
158,82.4866,12123.18121973751,Normal stage
159,82.1619,12171.091466969483,Normal stage
160,84.2105,11875.003710938661,Normal stage
161,82.8941,12063.584742460562,Normal stage
162,84.3764,11851.655202165533,Normal stage
163,83.1395,12027.977074675697,Normal stage
164,86.0518,11620.907406933964,Normal stage
165,82.568,12111.229532022091,Normal stage
166,81.7577,12231.263844261764,Normal stage
167,82.4866,12123.18121973751,Normal stage
168,85.6301,11678.13654310809,Normal stage
169,85.6301,11678.13654310809,Normal stage
170,84.7924,11793.509795689235,Normal stage
171,85.2103,11735.670452985143,Normal stage
172,83.3035,12004.29753851879,Normal stage
173,81.5965,12255.427622508318,Normal stage
174,81.5965,12255.427622508318,Normal stage
175,84.4595,11839.994316802728,Normal stage
176,84.4595,11839.994316802728,Normal stage
177,81.3552,12291.7772926623,Normal stage
178,85.2941,11724.140356718694,Normal stage
179,82.8941,12063.584742460562,Normal stage
180,81.5965,12255.427622508318,Normal stage
181,86.221,11598.10255042275,Normal stage
182,82.568,12111.229532022091,Normal stage
183,84.4595,11839.994316802728,Normal stage
184,85.546,11689.617281930188,Normal stage
185,84.4595,11839.994316802728,Normal stage
186,85.6301,11678.13654310809,Normal stage
187,85.7985,11655.215417518953,Normal stage
188,84.0449,11898.401925637369,Normal stage
189,81.7577,12231.263844261764,Normal stage
190,83.9623,11910.10727433622,Normal stage
191,85.2941,11724.140356718694,Normal stage
192,84.7924,11793.509795689235,Normal stage
193,82.8941,12063.584742460562,Normal stage
194,84.4595,11839.994316802728,Normal stage
195,82.568,12111.229532022091,Normal stage
196,81.516,12267.530300799843,Normal stage
197,85.6301,11678.13654310809,Normal stage
198,86.3905,11575.346826329283,Normal stage
199,86.1364,11609.493779633232,Normal stage
200,86.1364,11609.493779633232,Normal stage
201,85.2941,11724.140356718694,Normal stage
202,84.0449,11898.401925637369,Normal stage
203,82.1619,12171.091466969483,Normal stage
204,82.3241,12147.11123474171,Normal stage
205,84.5426,11828.356355257587,Normal stage
206,83.7971,11933.587200511713,Normal stage
207,83.3856,11992.478317599203,Normal stage
208,82.1619,12171.091466969483,Normal stage
209,81.8384,12219.20272146083,Normal stage
210,81.3552,12291.7772926623,Normal stage
211,81.5965,12255.427622508318,Normal stage
212,84.1277,11886.691303815509,Normal stage
213,81.1146,12328.236840223586,Normal stage
214,82.4866,12123.18121973751,Normal stage
215,85.6301,11678.13654310809,Normal stage
216,85.6301,11678.13654310809,Normal stage
217,81.5965,12255.427622508318,Normal stage
218,83.9623,11910.10727433622,Normal stage
219,74.6269,13399.993836002834,Normal stage
220,113.3924,8818.933191289716,Normal stage
221,113.1702,8836.248411684348,Normal stage
222,113.0593,8844.915898117182,Normal stage
223,113.5037,8810.285479680399,Normal stage
224,113.1702,8836.248411684348,Normal stage
225,113.3924,8818.933191289716,Normal stage
226,113.0593,8844.915898117182,Normal stage
227,112.8379,8862.270566892861,Normal stage
228,113.1702,8836.248411684348,Normal stage
229,113.1702,8836.248411684348,Normal stage
230,113.0593,8844.915898117182,Normal stage
231,113.3924,8818.933191289716,Normal stage
232,112.0663,8923.289160077562,Normal stage
233,85.462,11701.106924715079,Normal stage
234,84.7924,11793.509795689235,Normal stage
235,85.2941,11724.140356718694,Normal stage
236,83.7971,11933.587200511713,Normal stage
237,83.1395,12027.977074675697,Normal stage
238,85.7143,11666.664722222547,Normal stage
239,85.2103,11735.670452985143,Normal stage
240,85.2941,11724.140356718694,Normal stage
241,84.6258,11816.727286477646,Normal stage
242,81.1947,12316.074817691304,Normal stage
243,82.4053,12135.141793064282,Normal stage
244,82.4866,12123.18121973751,Normal stage
245,84.7924,11793.509795689235,Normal stage
246,83.3856,11992.478317599203,Normal stage
247,84.3764,11851.655202165533,Normal stage
248,84.8759,11781.907467255134,Normal stage
249,83.9623,11910.10727433622,Normal stage
250,84.7091,11805.107125444609,Normal stage
251,84.7091,11805.107125444609,Normal stage
252,80.317,12450.66424293736,Normal stage
253,81.1947,12316.074817691304,Normal stage
254,80.7149,12389.286240830379,Normal stage
255,82.3241,12147.11123474171,Normal stage
261,95.279,10495.492186106068,Stress
261,97.4446,10262.241314552064,Stress
261,95.279,10495.492186106068,Stress
261,95.4654,10474.999319125045,Stress
261,98.4012,10162.477693361463,Stress
261,95.7457,10444.333270319188,Stress
262,95.4654,10474.999319125045,Stress
263,94.9072,10536.608392197852,Stress
264,95.6522,10454.542603306563,Stress
265,95.4654,10474.999319125045,Stress
266,95.7457,10444.333270319188,Stress
267,98.4012,10162.477693361463,Stress
268,95.6522,10454.542603306563,Stress
269,98.7864,10122.85091874995,Stress
270,96.4971,10363.005727633266,Stress
271,98.4973,10152.562557552339,Stress
272,95.4654,10474.999319125045,Stress
273,96.3087,10383.27793854553,Stress
274,97.3494,10272.27697345849,Stress
275,97.5398,10252.225245489533,Stress
276,96.0268,10413.759492141777,Stress
277,104.955,9527.892906483732,Stress
278,106.1934,9416.781080556797,Stress
279,103.7313,9640.29179235197,Stress
280,104.6477,9555.871748734085,Stress
281,104.8524,9537.216124762046,Stress
282,103.2258,9687.500605468787,Stress
283,103.125,9696.969696969696,Stress
284,103.9343,9621.462789473735,Stress
285,104.2394,9593.301573109591,Stress
286,103.7313,9640.29179235197,Stress
287,106.5053,9389.204105335602,Stress
288,106.4012,9398.390243719055,Stress
289,107.9736,9261.52318714945,Stress
290,112.3963,8897.090028764293,Stress
