df_hash,22ZHK4.KZN26T
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.3H5E
person_label,V37
date_time_start,2025-10-27_12-49-40.600000_+03
date_time_start_unix,1761554980.6
date_time_end,2025-10-27_13-00-01.553000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
4.776,-0.666,0.664,-0.361
4.786,-0.668,0.668,-0.365
4.796,-0.668,0.668,-0.363
4.806,-0.666,0.672,-0.363
4.816,-0.664,0.670,-0.363
4.826,-0.666,0.668,-0.365
4.836,-0.662,0.672,-0.367
4.846,-0.668,0.678,-0.363
4.856,-0.666,0.676,-0.363
4.866,-0.662,0.674,-0.361
4.876,-0.664,0.668,-0.365
4.886,-0.664,0.668,-0.365
4.896,-0.664,0.664,-0.359
4.905,-0.664,0.662,-0.363
4.915,-0.668,0.660,-0.361
4.925,-0.670,0.668,-0.367
4.935,-0.674,0.672,-0.365
4.945,-0.670,0.670,-0.365
4.955,-0.670,0.672,-0.365
4.965,-0.672,0.668,-0.369
4.975,-0.666,0.664,-0.369
4.985,-0.664,0.668,-0.365
4.995,-0.662,0.668,-0.365
5.005,-0.660,0.668,-0.361
5.015,-0.662,0.668,-0.359
5.025,-0.664,0.670,-0.361
5.034,-0.664,0.672,-0.361
5.044,-0.664,0.670,-0.361
5.054,-0.664,0.670,-0.361
5.064,-0.664,0.670,-0.361
5.074,-0.664,0.668,-0.361
5.084,-0.666,0.668,-0.365
5.094,-0.668,0.664,-0.363
5.104,-0.672,0.662,-0.367
5.114,-0.670,0.666,-0.365
5.124,-0.670,0.662,-0.365
5.134,-0.672,0.666,-0.365
5.144,-0.670,0.666,-0.365
5.154,-0.670,0.672,-0.367
5.164,-0.668,0.670,-0.361
5.173,-0.666,0.672,-0.361
5.183,-0.662,0.670,-0.359
5.193,-0.656,0.660,-0.363
5.203,-0.660,0.662,-0.363
5.213,-0.664,0.664,-0.363
5.223,-0.666,0.672,-0.361
5.233,-0.666,0.674,-0.365
5.243,-0.672,0.678,-0.365
5.253,-0.670,0.674,-0.365
5.263,-0.666,0.676,-0.365
5.273,-0.666,0.668,-0.361
5.283,-0.662,0.662,-0.363
5.293,-0.664,0.664,-0.363
5.303,-0.664,0.662,-0.361
5.312,-0.664,0.666,-0.365
5.322,-0.664,0.666,-0.363
5.332,-0.666,0.668,-0.363
5.342,-0.668,0.670,-0.365
5.352,-0.668,0.664,-0.363
5.362,-0.666,0.662,-0.365
5.372,-0.666,0.664,-0.363
5.382,-0.666,0.662,-0.365
5.392,-0.666,0.662,-0.361
5.402,-0.670,0.668,-0.367
5.412,-0.668,0.670,-0.367
5.422,-0.666,0.666,-0.365
5.432,-0.664,0.670,-0.365
5.441,-0.662,0.670,-0.365
5.451,-0.664,0.666,-0.367
5.461,-0.666,0.670,-0.367
5.471,-0.668,0.666,-0.365
5.481,-0.666,0.670,-0.363
5.491,-0.664,0.670,-0.363
5.501,-0.666,0.670,-0.365
5.511,-0.664,0.668,-0.365
5.521,-0.666,0.668,-0.363
5.531,-0.664,0.666,-0.363
5.541,-0.668,0.664,-0.361
5.551,-0.664,0.666,-0.363
5.561,-0.666,0.666,-0.363
5.571,-0.666,0.670,-0.361
5.580,-0.666,0.666,-0.363
5.590,-0.666,0.668,-0.365
5.600,-0.668,0.668,-0.363
5.610,-0.668,0.666,-0.361
5.620,-0.664,0.670,-0.361
5.630,-0.662,0.668,-0.361
5.640,-0.666,0.666,-0.361
5.650,-0.664,0.668,-0.363
5.660,-0.664,0.672,-0.361
5.670,-0.664,0.668,-0.363
5.680,-0.664,0.668,-0.363
5.690,-0.668,0.672,-0.361
5.700,-0.662,0.666,-0.363
5.709,-0.666,0.668,-0.363
5.719,-0.666,0.672,-0.361
5.729,-0.666,0.674,-0.363
5.739,-0.664,0.670,-0.361
5.749,-0.664,0.668,-0.361
5.759,-0.666,0.664,-0.361
5.769,-0.666,0.660,-0.361
5.779,-0.668,0.662,-0.363
5.789,-0.670,0.664,-0.363
5.799,-0.674,0.666,-0.363
5.809,-0.674,0.670,-0.367
5.819,-0.670,0.674,-0.363
5.829,-0.670,0.672,-0.363
5.839,-0.670,0.670,-0.367
5.848,-0.670,0.666,-0.365
5.858,-0.666,0.664,-0.367
5.868,-0.664,0.662,-0.361
5.878,-0.664,0.668,-0.359
5.888,-0.662,0.668,-0.363
5.898,-0.660,0.668,-0.363
5.908,-0.666,0.666,-0.357
5.918,-0.664,0.672,-0.357
5.928,-0.666,0.670,-0.359
5.938,-0.664,0.668,-0.361
5.948,-0.668,0.664,-0.365
5.958,-0.666,0.664,-0.363
5.968,-0.668,0.664,-0.367
5.978,-0.672,0.660,-0.365
5.987,-0.670,0.664,-0.365
5.997,-0.672,0.666,-0.367
6.007,-0.674,0.666,-0.369
6.017,-0.672,0.664,-0.365
6.027,-0.672,0.670,-0.367
6.037,-0.666,0.672,-0.365
6.047,-0.662,0.670,-0.363
6.057,-0.656,0.660,-0.359
6.067,-0.656,0.662,-0.363
6.077,-0.662,0.666,-0.361
6.087,-0.664,0.670,-0.363
6.097,-0.666,0.678,-0.367
6.107,-0.664,0.678,-0.365
6.116,-0.664,0.676,-0.363
6.126,-0.664,0.672,-0.365
6.136,-0.660,0.666,-0.365
6.146,-0.658,0.666,-0.365
6.156,-0.662,0.666,-0.365
6.166,-0.662,0.668,-0.363
6.176,-0.664,0.670,-0.367
6.186,-0.664,0.672,-0.365
6.196,-0.664,0.670,-0.363
6.206,-0.666,0.670,-0.367
6.216,-0.668,0.670,-0.365
6.226,-0.668,0.668,-0.365
6.236,-0.666,0.668,-0.365
6.246,-0.664,0.668,-0.367
6.255,-0.664,0.668,-0.365
6.265,-0.662,0.668,-0.365
6.275,-0.664,0.668,-0.365
6.285,-0.666,0.668,-0.369
6.295,-0.664,0.668,-0.365
6.305,-0.664,0.670,-0.367
6.315,-0.662,0.670,-0.365
6.325,-0.664,0.672,-0.365
6.335,-0.666,0.670,-0.367
6.345,-0.662,0.672,-0.365
6.355,-0.664,0.670,-0.367
6.365,-0.662,0.672,-0.365
6.375,-0.666,0.670,-0.363
6.385,-0.660,0.670,-0.363
6.394,-0.662,0.666,-0.367
6.404,-0.664,0.666,-0.363
6.414,-0.662,0.668,-0.367
6.424,-0.668,0.666,-0.365
6.434,-0.666,0.664,-0.361
6.444,-0.668,0.668,-0.361
6.454,-0.666,0.668,-0.363
6.464,-0.666,0.666,-0.367
6.474,-0.666,0.668,-0.363
6.484,-0.664,0.670,-0.363
6.494,-0.660,0.670,-0.361
6.504,-0.666,0.668,-0.363
6.514,-0.664,0.672,-0.363
6.523,-0.666,0.674,-0.359
6.533,-0.660,0.674,-0.363
6.543,-0.664,0.672,-0.363
6.553,-0.662,0.674,-0.365
6.563,-0.662,0.674,-0.363
6.573,-0.664,0.670,-0.365
6.583,-0.668,0.668,-0.365
6.593,-0.670,0.670,-0.367
6.603,-0.670,0.674,-0.367
6.613,-0.668,0.670,-0.365
6.623,-0.670,0.672,-0.367
6.633,-0.670,0.668,-0.367
6.643,-0.670,0.666,-0.367
6.653,-0.666,0.666,-0.363
6.662,-0.666,0.662,-0.363
6.672,-0.668,0.660,-0.363
6.682,-0.666,0.662,-0.363
6.692,-0.666,0.664,-0.363
6.702,-0.670,0.668,-0.361
6.712,-0.668,0.666,-0.359
6.722,-0.668,0.668,-0.361
6.732,-0.668,0.674,-0.357
6.742,-0.666,0.672,-0.357
6.752,-0.666,0.674,-0.359
6.762,-0.662,0.672,-0.361
6.772,-0.668,0.672,-0.359
6.782,-0.666,0.674,-0.359
6.792,-0.660,0.672,-0.357
6.801,-0.664,0.674,-0.361
6.811,-0.658,0.680,-0.359
6.821,-0.658,0.680,-0.354
6.831,-0.658,0.682,-0.359
6.841,-0.656,0.672,-0.359
6.851,-0.660,0.672,-0.359
6.861,-0.656,0.672,-0.359
6.871,-0.660,0.672,-0.357
6.881,-0.666,0.674,-0.359
6.891,-0.668,0.678,-0.359
6.901,-0.668,0.676,-0.363
6.911,-0.668,0.672,-0.363
6.921,-0.670,0.670,-0.363
6.930,-0.666,0.664,-0.363
6.940,-0.668,0.664,-0.365
6.950,-0.668,0.662,-0.363
6.960,-0.670,0.666,-0.361
6.970,-0.670,0.664,-0.363
6.980,-0.670,0.668,-0.359
6.990,-0.670,0.666,-0.363
7.000,-0.664,0.668,-0.361
7.010,-0.670,0.666,-0.359
7.020,-0.666,0.666,-0.359
7.030,-0.666,0.668,-0.357
7.040,-0.664,0.670,-0.361
7.050,-0.664,0.670,-0.359
7.060,-0.666,0.670,-0.361
7.069,-0.664,0.670,-0.361
