df_hash,22ZHK4.KZN26T
14.166,1.002
14.196,1.020
14.226,1.015
14.256,1.006
14.286,1.010
14.316,1.015
14.346,1.012
14.376,1.012
14.406,1.013
14.436,1.012
14.466,1.009
14.496,1.011
14.526,1.011
14.556,1.013
14.586,1.013
14.616,1.010
14.646,1.014
14.676,1.015
14.706,1.020
14.736,1.013
14.766,1.009
14.796,1.008
14.826,1.014
14.856,1.015
14.886,1.017
14.916,1.016
14.946,1.012
14.976,1.004
15.006,1.018
15.036,1.014
15.066,1.009
15.096,1.014
15.126,1.015
15.156,1.014
15.186,1.013
15.216,1.014
15.246,1.012
15.276,1.012
15.306,1.010
15.336,1.015
15.366,1.010
15.396,1.015
15.426,1.010
15.456,1.012
15.486,1.015
15.516,1.016
15.546,1.011
15.576,1.010
15.606,1.013
15.636,1.011
15.666,1.012
15.696,1.019
15.726,1.011
15.756,1.005
15.786,1.020
15.816,1.016
15.846,1.007
15.876,1.013
15.906,1.012
15.936,1.014
15.966,1.018
15.996,1.013
16.026,1.012
16.056,1.010
16.086,1.012
16.116,1.013
16.146,1.013
16.176,1.010
16.206,1.014
16.236,1.012
16.266,1.015
16.296,1.008
16.326,1.013
16.356,1.016
16.386,1.014
16.416,1.010
16.446,1.012
16.476,1.014
16.506,1.011
16.536,1.014
16.566,1.021
16.596,1.008
16.626,1.011
16.656,1.017
16.686,1.017
16.716,1.010
16.746,1.011
16.776,1.017
16.806,1.017
16.836,1.014
16.866,1.017
16.896,1.010
16.926,1.012
16.956,1.010
16.986,1.012
17.016,1.013
17.046,1.013
17.076,1.014
17.106,1.015
17.136,1.010
17.166,1.014
17.196,1.009
17.226,1.014
17.256,1.018
17.286,1.020
17.316,1.011
17.346,1.011
17.376,1.011
17.406,1.011
17.436,1.015
17.466,1.020
17.496,1.010
17.526,1.004
17.556,1.018
17.586,1.015
17.616,1.010
17.646,1.011
17.676,1.013
17.706,1.011
17.736,1.007
17.766,1.007
17.796,1.018
17.826,1.013
17.856,1.014
17.886,1.012
17.916,1.013
17.946,1.011
17.976,1.011
18.006,1.010
18.036,1.014
18.066,1.011
18.096,1.016
18.126,1.018
18.156,1.011
18.186,1.008
18.216,1.012
18.246,1.015
18.276,1.017
18.306,1.015
18.336,1.013
18.366,1.008
18.396,1.013
18.426,1.021
18.456,1.009
18.486,1.008
18.516,1.014
18.546,1.011
18.576,1.013
18.606,1.014
18.636,1.013
18.666,1.015
18.696,1.014
18.726,1.013
18.756,1.010
18.786,1.016
18.816,1.015
18.846,1.012
18.876,1.010
18.906,1.015
18.936,1.016
18.966,1.017
18.996,1.011
19.026,1.009
19.056,1.013
19.086,1.014
19.116,1.013
19.146,1.014
19.176,1.015
19.206,1.004
19.236,1.019
19.266,1.015
19.296,1.009
19.326,1.012
19.356,1.013
19.386,1.011
19.416,1.016
19.446,1.015
19.476,1.015
19.506,1.008
19.536,1.015
19.566,1.012
19.596,1.012
19.626,1.012
19.656,1.014
19.686,1.012
19.716,1.015
19.746,1.010
19.776,1.011
19.806,1.019
19.836,1.009
19.866,1.011
19.896,1.012
19.926,1.012
19.956,1.011
19.986,1.013
20.016,1.015
20.046,1.012
20.076,1.010
20.106,1.021
20.136,1.015
20.166,1.012
20.196,1.010
20.226,1.015
20.256,1.013
20.286,1.016
20.316,1.011
20.346,1.012
20.376,1.011
20.406,1.012
20.436,1.012
20.466,1.014
20.496,1.017
20.526,1.007
20.556,1.013
20.586,1.009
20.616,1.012
20.646,1.016
20.676,1.018
20.706,1.011
20.736,1.011
20.766,1.014
20.796,1.016
20.826,1.014
20.856,1.016
20.886,1.011
20.916,1.002
20.946,1.018
20.976,1.015
21.006,1.009
21.036,1.011
21.066,1.008
21.096,1.017
21.126,1.012
21.156,1.010
21.186,1.012
21.216,1.013
21.246,1.012
21.276,1.017
21.306,1.011
21.336,1.014
21.366,1.011
21.396,1.010
21.426,1.016
21.456,1.018
21.486,1.012
21.516,1.010
21.546,1.014
21.576,1.012
21.606,1.013
21.636,1.015
21.666,1.014
21.696,1.010
21.726,1.018
21.756,1.015
21.786,1.006
21.816,1.016
21.846,1.013
21.876,1.013
21.906,1.011
21.936,1.017
21.966,1.013
21.996,1.013
22.026,1.013
22.056,1.016
22.086,1.010
22.116,1.014
22.146,1.018
22.176,1.008
22.206,1.011
22.236,1.018
22.266,1.016
22.296,1.010
22.326,1.008
22.356,1.012
22.386,1.013
22.416,1.014
22.446,1.019
22.476,1.013
22.506,1.008
22.536,1.018
22.566,1.016
22.596,1.011
22.626,1.011
22.656,1.015
22.686,1.012
22.716,1.014
22.746,1.014
22.776,1.012
22.806,1.009
22.836,1.016
22.866,1.014
22.896,1.017
22.926,1.008
22.956,1.013
22.986,1.009
23.016,1.012
23.046,1.021
23.076,1.014
23.106,1.010
23.136,1.011
23.166,1.012
23.196,1.019
23.226,1.014
23.256,1.012
23.286,1.009
23.316,1.017
23.346,1.022
23.376,1.014
23.406,1.010
23.436,1.011
23.466,1.014
23.496,1.016
23.526,1.014
23.556,1.015
23.586,1.014
23.616,1.013
23.646,1.013
23.676,1.016
23.706,1.015
23.736,1.011
23.766,1.013
23.796,1.013
23.826,1.013
23.856,1.022
23.886,1.014
23.916,1.006
23.946,1.010
23.976,1.016
24.006,1.013
24.036,1.015
24.066,1.017
24.096,1.009
24.126,1.008
24.156,1.021
24.186,1.015
24.216,1.011
24.246,1.014
24.276,1.017
24.306,1.013
24.336,1.013
24.366,1.015
24.396,1.011
24.426,1.013
24.456,1.015
24.486,1.018
24.516,1.013
24.546,1.015
24.576,1.011
24.606,1.014
24.636,1.020
24.666,1.020
24.696,1.013
24.726,1.009
24.756,1.014
24.786,1.014
24.816,1.014
24.846,1.015
24.876,1.012
24.906,1.002
24.936,1.022
24.966,1.018
24.996,1.009
25.026,1.013
25.056,1.017
25.086,1.014
25.116,1.019
25.146,1.016
25.176,1.012
25.206,1.012
25.236,1.013
25.266,1.016
25.296,1.016
25.326,1.012
25.356,1.015
25.386,1.013
25.416,1.015
25.446,1.014
25.476,1.015
25.506,1.014
25.536,1.021
25.566,1.018
25.596,1.009
25.626,1.014
25.656,1.014
25.686,1.013
25.716,1.018
25.746,1.011
25.776,1.010
25.806,1.013
25.836,1.021
25.866,1.016
25.896,1.013
25.926,1.014
25.956,1.015
25.986,1.016
26.016,1.014
26.046,1.013
26.076,1.015
26.106,1.013
26.136,1.011
26.166,1.017
26.196,1.013
26.226,1.013
26.256,1.015
26.286,1.014
26.316,1.013
26.346,1.010
26.376,1.014
26.406,1.010
26.436,1.021
26.466,1.018
26.496,1.011
26.526,1.013
26.556,1.014
26.586,1.012
26.616,1.015
26.646,1.016
26.676,1.011
26.706,1.008
26.736,1.014
26.766,1.016
26.796,1.007
26.826,1.014
26.856,1.015
26.886,1.018
26.916,1.019
26.946,1.018
26.976,1.014
27.006,1.009
27.036,1.015
27.066,1.016
27.096,1.011
27.126,1.009
27.156,1.015
27.186,1.014
27.216,1.013
27.246,1.019
27.276,1.014
27.306,1.014
27.336,1.010
27.366,1.013
27.396,1.014
27.426,1.016
27.456,1.015
27.486,1.010
27.516,1.014
27.546,1.020
27.576,1.010
27.606,1.012
27.636,1.013
27.666,1.010
27.696,1.016
27.726,1.016
27.756,1.016
27.786,1.011
27.816,1.015
27.846,1.016
27.876,1.011
27.906,1.014
27.936,1.014
27.966,1.016
27.996,1.010
28.026,1.012
28.056,1.016
28.086,1.019
28.116,1.013
28.146,1.011
28.176,1.015
28.206,1.015
28.236,1.013
28.266,1.019
28.296,1.011
28.326,1.005
28.356,1.017
28.386,1.020
28.416,1.011
28.446,1.011
28.476,1.013
28.506,1.017
28.536,1.015
28.566,1.015
28.596,1.012
28.626,1.012
28.656,1.016
28.686,1.017
28.716,1.015
28.746,1.015
28.776,1.013
28.806,1.016
28.836,1.013
28.866,1.019
28.896,1.012
28.926,1.012
28.956,1.019
28.986,1.017
29.016,1.016
29.046,1.015
29.076,1.013
29.106,1.014
29.136,1.014
29.166,1.015
29.196,1.014
29.226,1.009
29.256,1.021
29.286,1.018
29.316,1.011
29.346,1.013
29.376,1.020
29.406,1.017
29.436,1.018
29.466,1.016
29.496,1.013
29.526,1.015
29.556,1.012
29.586,1.012
29.616,1.016
29.646,1.013
29.676,1.015
29.706,1.010
29.736,1.017
29.766,1.016
29.796,1.017
29.826,1.019
29.856,1.015
29.886,1.010
29.916,1.014
29.946,1.013
29.976,1.017
30.006,1.017
30.036,1.009
30.066,1.007
30.096,1.020
30.126,1.020
30.156,1.013
30.186,1.014
30.216,1.016
30.246,1.015
30.276,1.015
30.306,1.014
30.336,1.015
30.366,1.012
30.396,1.010
30.426,1.020
30.456,1.015
30.486,1.016
30.516,1.014
30.546,1.015
30.576,1.018
30.606,1.020
30.636,1.013
30.666,1.014
30.696,1.016
30.726,1.016
30.756,1.013
30.786,1.016
30.816,1.015
30.846,1.005
30.876,1.021
30.906,1.021
30.936,1.011
30.966,1.013
30.996,1.018
31.026,1.014
31.056,1.019
31.086,1.014
31.116,1.015
31.146,1.013
31.176,1.015
31.206,1.017
31.236,1.013
31.266,1.015
31.296,1.014
31.326,1.019
31.356,1.015
31.386,1.021
31.416,1.021
31.446,1.014
31.476,1.016
31.506,1.015
31.536,1.014
31.566,1.010
31.596,1.017
31.626,1.017
31.656,1.009
31.686,1.013
31.716,1.020
31.746,1.014
31.776,1.010
31.806,1.014
31.836,1.019
31.866,1.016
31.896,1.016
31.926,1.016
31.956,1.013
31.986,1.015
32.016,1.015
32.046,1.016
32.076,1.015
32.106,1.018
32.136,1.018
32.166,1.016
32.196,1.010
32.226,1.015
32.256,1.020
32.286,1.015
32.316,1.013
32.346,1.012
32.376,1.015
32.406,1.017
32.436,1.017
32.466,1.018
32.496,1.012
32.526,1.009
32.556,1.024
32.586,1.014
32.616,1.010
32.646,1.014
32.676,1.017
32.706,1.016
32.736,1.014
32.766,1.015
32.796,1.013
32.826,1.014
32.856,1.015
32.886,1.019
32.916,1.015
32.946,1.010
32.976,1.017
33.006,1.015
33.036,1.018
33.066,1.021
33.096,1.013
33.126,1.012
33.156,1.014
33.186,1.015
33.216,1.014
33.246,1.012
33.276,1.013
33.306,1.012
33.336,1.023
33.366,1.021
33.396,1.013
33.426,1.017
33.456,1.013
33.486,1.014
33.516,1.017
33.546,1.015
33.576,1.014
33.606,1.012
33.636,1.016
33.666,1.012
33.696,1.015
33.726,1.015
33.756,1.015
33.786,1.012
33.816,1.012
33.846,1.016
33.876,1.022
33.906,1.012
33.936,1.014
33.966,1.016
33.996,1.016
34.026,1.012
34.056,1.020
34.086,1.011
34.116,1.009
34.146,1.021
34.176,1.020
34.206,1.015
34.236,1.012
34.266,1.018
34.296,1.015
34.326,1.015
34.356,1.016
34.386,1.012
34.416,1.014
34.446,1.015
34.476,1.016
34.506,1.015
34.536,1.016
34.566,1.016
34.596,1.015
34.626,1.017
34.656,1.015
34.686,1.017
34.716,1.013
34.746,1.014
34.776,1.021
34.806,1.015
34.836,1.011
34.866,1.015
34.896,1.016
34.926,1.016
34.956,1.019
34.986,1.017
35.016,1.011
35.046,1.013
35.076,1.021
35.106,1.015
35.136,1.014
35.166,1.016
35.196,1.014
35.226,1.017
35.256,1.014
35.286,1.017
35.316,1.014
35.346,1.014
35.376,1.015
35.406,1.019
35.436,1.018
35.466,1.014
35.496,1.016
35.526,1.017
35.556,1.018
35.586,1.013
35.616,1.014
35.646,1.014
35.676,1.017
35.706,1.021
35.736,1.017
35.766,1.011
35.796,1.014
35.826,1.019
35.856,1.019
35.886,1.017
35.916,1.018
35.946,1.012
35.976,1.011
36.006,1.018
36.036,1.013
36.066,1.012
36.096,1.019
36.126,1.017
36.156,1.017
36.186,1.015
36.216,1.017
36.246,1.016
36.276,1.016
36.306,1.016
36.336,1.017
36.366,1.016
36.396,1.013
36.426,1.015
36.456,1.019
36.486,1.017
36.516,1.020
36.546,1.017
36.576,1.013
36.606,1.015
36.636,1.016
36.666,1.020
36.696,1.018
36.726,1.015
36.756,1.013
36.786,1.013
36.816,1.022
36.846,1.014
36.876,1.009
36.906,1.016
36.936,1.013
36.966,1.017
36.996,1.015
37.026,1.017
37.056,1.016
37.086,1.016
37.116,1.019
37.146,1.014
37.176,1.020
37.206,1.018
37.236,1.017
37.266,1.012
37.296,1.014
37.326,1.019
37.356,1.019
37.386,1.010
37.416,1.012
37.446,1.020
37.476,1.016
37.506,1.017
37.536,1.017
37.566,1.017
37.596,1.008
37.626,1.020
37.656,1.021
37.686,1.013
37.716,1.014
37.746,1.016
37.776,1.017
37.806,1.018
37.836,1.015
37.866,1.017
37.896,1.015
37.926,1.014
37.956,1.017
37.986,1.012
38.016,1.018
38.046,1.016
38.076,1.018
38.106,1.018
38.136,1.014
38.166,1.017
38.196,1.022
38.226,1.016
38.256,1.010
38.286,1.017
38.316,1.016
38.346,1.014
38.376,1.018
38.406,1.021
38.436,1.014
38.466,1.011
38.496,1.022
38.526,1.018
38.556,1.013
38.586,1.018
38.616,1.017
38.646,1.015
38.676,1.015
38.706,1.016
38.736,1.019
38.766,1.019
38.796,1.016
38.826,1.016
38.856,1.012
38.886,1.016
38.916,1.012
38.946,1.015
38.976,1.018
39.006,1.016
39.036,1.009
39.066,1.019
39.096,1.016
39.126,1.018
39.156,1.019
39.186,1.013
39.216,1.010
39.246,1.014
39.276,1.023
39.306,1.014
39.336,1.013
39.366,1.017
39.396,1.015
39.426,1.018
39.456,1.017
39.486,1.017
39.516,1.014
39.546,1.016
39.576,1.018
39.606,1.012
39.636,1.015
39.666,1.015
39.696,1.016
39.726,1.021
39.756,1.014
39.786,1.015
39.816,1.016
39.846,1.018
39.876,1.017
39.906,1.021
39.936,1.017
39.966,1.008
39.996,1.019
40.026,1.023
40.056,1.011
40.086,1.013
40.116,1.016
40.146,1.017
40.176,1.019
40.206,1.018
40.236,1.018
40.266,1.014
40.296,1.014
40.326,1.018
40.356,1.018
40.386,1.020
40.416,1.018
40.446,1.019
40.476,1.014
40.506,1.014
40.536,1.018
40.566,1.014
40.596,1.010
40.626,1.015
40.656,1.019
40.686,1.017
40.716,1.020
40.746,1.019
40.776,1.017
40.806,1.008
40.836,1.022
40.866,1.017
40.896,1.012
40.926,1.017
40.956,1.017
40.986,1.019
41.016,1.019
41.046,1.018
41.076,1.016
41.106,1.015
41.136,1.014
41.166,1.018
41.196,1.014
41.226,1.015
41.256,1.016
41.286,1.015
41.316,1.016
41.346,1.013
41.376,1.016
41.406,1.022
41.436,1.018
41.466,1.010
41.496,1.016
41.526,1.016
41.556,1.015
41.586,1.021
41.616,1.021
41.646,1.014
41.676,1.008
41.706,1.025
41.736,1.016
41.766,1.016
41.796,1.018
41.826,1.016
41.856,1.015
41.886,1.019
41.916,1.019
41.946,1.016
41.976,1.013
42.006,1.016
42.036,1.019
42.066,1.015
42.096,1.010
42.126,1.019
42.156,1.018
42.186,1.018
42.216,1.020
42.246,1.015
42.276,1.013
42.306,1.015
42.336,1.018
42.366,1.018
42.396,1.021
42.426,1.021
42.456,1.014
42.486,1.019
42.516,1.021
42.546,1.013
42.576,1.016
42.606,1.017
42.636,1.013
42.666,1.019
42.696,1.017
42.726,1.017
42.756,1.014
42.786,1.017
42.816,1.018
42.846,1.016
42.876,1.017
42.906,1.022
42.936,1.013
42.966,1.016
42.996,1.021
43.026,1.020
43.056,1.013
43.086,1.015
43.116,1.014
43.146,1.014
43.176,1.017
43.206,1.019
43.236,1.018
43.266,1.016
43.296,1.021
43.326,1.016
43.356,1.012
43.386,1.014
43.416,1.017
43.446,1.016
43.476,1.019
43.506,1.014
43.536,1.013
43.566,1.017
43.596,1.015
43.626,1.016
43.656,1.016
43.686,1.017
43.716,1.015
43.746,1.019
43.776,1.017
43.806,1.015
43.836,1.021
43.866,1.018
43.896,1.012
43.926,1.015
43.956,1.016
43.986,1.021
44.016,1.017
44.046,1.017
44.076,1.014
44.106,1.016
44.136,1.022
44.166,1.016
44.196,1.015
44.226,1.015
44.256,1.016
44.286,1.017
44.316,1.017
44.346,1.015
44.376,1.016
44.406,1.017
44.436,1.019
44.466,1.015
44.496,1.017
44.526,1.017
44.556,1.012
44.586,1.019
44.616,1.016
44.646,1.021
44.676,1.021
44.706,1.011
44.736,1.016
44.766,1.019
44.796,1.017
44.826,1.019
44.856,1.020
44.886,1.014
44.916,1.013
44.946,1.021
44.976,1.019
45.006,1.007
45.036,1.012
45.066,1.015
45.096,1.015
45.126,1.019
45.156,1.019
45.186,1.015
45.216,1.016
45.246,1.016
45.276,1.019
45.306,1.012
45.336,1.017
45.366,1.013
45.396,1.014
45.426,1.019
45.456,1.018
45.486,1.013
45.516,1.014
45.546,1.017
45.576,1.015
45.606,1.020
45.636,1.017
45.666,1.012
45.696,1.016
45.726,1.021
45.756,1.017
45.786,1.013
45.816,1.018
45.846,1.015
45.876,1.021
45.906,1.020
45.936,1.014
45.966,1.016
45.996,1.016
46.026,1.017
46.056,1.019
46.086,1.017
46.116,1.015
46.146,1.013
46.176,1.014
46.206,1.013
46.236,1.018
46.266,1.020
46.296,1.015
46.326,1.013
46.356,1.016
46.386,1.015
46.416,1.016
46.446,1.021
46.476,1.017
46.506,1.013
46.536,1.017
46.566,1.021
46.596,1.016
46.626,1.013
46.656,1.015
46.686,1.015
46.716,1.016
46.746,1.017
46.776,1.016
46.806,1.016
46.836,1.017
46.866,1.019
46.896,1.017
46.926,1.016
46.956,1.013
46.986,1.016
47.016,1.017
47.046,1.013
47.076,1.009
47.106,1.013
47.136,1.021
47.166,1.021
47.196,1.015
47.226,1.013
47.256,1.016
47.286,1.016
47.316,1.018
47.346,1.021
47.376,1.011
47.406,1.006
47.436,1.020
47.466,1.021
47.496,1.015
47.526,1.016
47.556,1.021
47.586,1.015
47.616,1.015
47.646,1.019
47.676,1.017
47.706,1.014
47.736,1.019
47.766,1.017
47.796,1.017
47.826,1.010
47.856,1.019
47.886,1.014
47.916,1.018
47.946,1.021
47.976,1.013
48.006,1.012
48.036,1.017
48.066,1.017
48.096,1.013
48.126,1.020
48.156,1.019
48.186,1.013
48.216,1.016
48.246,1.021
48.276,1.014
48.306,1.013
48.336,1.019
48.366,1.015
48.396,1.019
48.426,1.017
48.456,1.014
48.486,1.015
48.516,1.017
48.546,1.018
48.576,1.017
48.606,1.021
48.636,1.015
48.666,1.017
48.696,1.021
48.726,1.019
48.756,1.013
48.786,1.016
48.816,1.016
48.846,1.018
48.876,1.016
48.906,1.018
48.936,1.014
48.966,1.015
48.996,1.022
49.026,1.015
49.056,1.011
49.086,1.018
49.116,1.014
49.146,1.020
49.176,1.017
49.206,1.020
49.236,1.016
49.266,1.016
49.296,1.020
49.326,1.016
49.356,1.019
49.386,1.015
49.416,1.014
49.446,1.012
49.476,1.017
49.506,1.022
49.536,1.016
49.566,1.014
49.596,1.017
49.626,1.017
49.656,1.013
49.686,1.018
49.716,1.013
49.746,1.010
49.776,1.017
49.806,1.020
49.836,1.013
49.866,1.014
49.896,1.017
49.926,1.017
49.956,1.017
49.986,1.017
50.016,1.020
50.046,1.019
50.076,1.022
50.106,1.020
50.136,1.022
50.166,1.035
50.196,1.046
50.226,1.023
50.256,1.008
50.286,0.997
50.316,0.998
50.346,1.007
50.376,1.012
50.406,1.013
50.436,1.015
50.466,1.017
50.496,1.017
50.526,1.015
50.556,1.012
50.586,1.002
50.616,1.008
50.646,1.020
50.676,1.019
50.706,1.017
50.736,1.029
50.766,1.045
50.796,1.035
50.826,1.030
50.856,1.018
50.886,1.012
50.916,1.009
50.946,1.010
50.976,1.006
51.006,1.005
51.036,1.013
51.066,1.017
51.096,1.020
51.126,1.012
51.156,1.014
51.186,1.021
51.216,1.021
51.246,1.022
51.276,1.021
51.306,1.022
51.336,1.015
51.366,1.017
51.396,1.016
51.426,1.013
51.456,1.016
51.486,1.016
51.516,1.044
51.546,1.082
51.576,1.057
51.606,1.005
51.636,0.982
51.666,0.963
51.696,0.981
51.726,1.008
51.756,1.025
51.786,1.021
51.816,1.017
51.846,1.015
51.876,1.009
51.906,1.008
51.936,1.025
51.966,1.023
51.996,1.025
52.026,1.028
52.056,1.025
52.086,1.017
52.116,1.019
52.146,1.010
52.176,1.006
52.206,0.994
52.236,1.006
52.266,1.021
52.296,1.048
52.326,1.047
52.356,1.033
52.386,1.025
52.416,1.022
52.446,1.022
52.476,1.019
52.506,1.010
52.536,1.004
52.566,1.000
52.596,1.005
52.626,1.020
52.656,1.019
52.686,1.021
52.716,1.022
52.746,1.027
52.776,1.025
52.806,1.023
52.836,1.019
52.866,1.011
52.896,1.020
52.926,1.021
52.956,1.013
52.986,1.006
53.016,1.013
53.046,1.012
53.076,1.010
53.106,1.021
53.136,1.035
53.166,1.027
53.196,1.010
53.226,1.026
53.256,1.036
53.286,1.025
53.316,1.019
53.346,1.015
53.376,1.004
53.406,1.015
53.436,1.019
53.466,1.007
53.496,1.004
53.526,1.008
53.556,1.007
53.586,1.023
53.616,1.032
53.646,1.025
53.676,1.006
53.706,1.008
53.736,1.013
53.766,1.013
53.796,1.022
53.826,1.029
53.856,1.023
53.886,1.010
53.916,1.024
53.946,1.025
53.976,1.023
54.006,1.022
54.036,1.022
54.066,1.014
54.096,1.009
54.126,1.025
54.156,1.027
54.186,1.015
54.216,1.017
54.246,1.026
54.276,1.011
54.306,1.006
54.336,1.020
54.366,1.019
54.396,1.011
54.426,1.019
54.456,1.025
54.486,1.019
54.516,1.011
54.546,1.021
54.576,1.026
54.606,1.019
54.636,1.008
54.666,1.005
54.696,1.012
54.726,1.016
54.756,1.019
54.786,1.018
54.816,1.013
54.846,1.000
54.876,1.013
54.906,1.032
54.936,1.031
54.966,1.035
54.996,1.031
55.026,1.021
55.056,1.051
55.086,1.033
55.116,1.005
55.146,1.004
55.176,1.006
55.206,1.000
55.236,0.999
55.266,1.013
55.296,1.014
55.326,1.019
55.356,1.039
55.386,1.049
55.416,1.031
55.446,1.022
55.476,1.012
55.506,1.011
55.536,1.012
55.566,1.016
55.596,1.021
55.626,1.028
55.656,1.044
55.686,1.039
55.716,1.058
55.746,1.075
55.776,1.071
55.806,1.022
55.836,0.991
55.866,0.987
55.896,0.980
55.926,0.980
55.956,1.005
55.986,1.028
56.016,1.012
56.046,0.998
56.076,1.032
56.106,1.039
56.136,1.024
56.166,1.026
56.196,1.018
56.226,1.024
56.256,1.030
56.286,1.024
56.316,1.016
56.346,1.012
56.376,1.019
56.406,1.031
56.436,1.036
56.466,1.029
56.496,1.017
56.526,1.008
56.556,1.006
56.586,0.999
