df_hash,22ZHK4.KZN26T
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.3H5E
person_label,V37
date_time_start,2025-10-27_12-49-40.600000_+03
date_time_start_unix,1761554980.6
date_time_end,2025-10-27_13-00-01.553000_+03
length_difference_noticed,no

time,temperature
5.509,34.906
6.484,34.906
7.509,35.000
8.483,35.000
9.507,35.062
10.631,35.062
11.505,35.094
12.483,35.094
13.504,35.062
14.485,35.062
15.749,34.969
16.478,35.000
17.502,35.000
18.477,35.000
19.549,35.000
20.524,35.031
21.597,35.031
22.474,35.062
23.507,35.062
24.473,35.062
25.497,35.125
26.523,35.156
27.497,35.125
28.471,35.156
29.496,35.156
30.469,35.125
31.493,35.156
32.570,35.156
33.492,35.188
34.467,35.219
35.639,35.188
36.466,35.188
37.509,35.250
38.467,35.250
39.488,35.281
40.463,35.312
41.540,35.281
42.462,35.281
43.485,35.281
44.704,35.312
45.533,35.344
46.705,35.281
47.483,35.281
48.507,35.281
49.582,35.312
50.505,35.375
51.529,35.406
52.504,35.438
53.479,35.500
54.503,35.500
55.478,35.531
56.516,35.594
57.477,35.594
58.501,35.594
59.573,35.594
60.648,35.562
61.474,35.594
62.498,35.594
63.580,35.594
64.497,35.625
65.472,35.625
66.495,35.625
67.533,35.625
68.543,35.656
69.492,35.656
70.493,35.688
71.468,35.625
72.492,35.625
73.516,35.625
74.508,35.562
75.466,35.625
76.490,35.656
77.611,35.625
78.491,35.688
79.463,35.656
80.487,35.688
81.462,35.719
82.485,35.750
83.515,35.781
84.585,35.844
85.460,35.812
86.539,35.781
87.458,35.812
88.775,35.812
89.462,35.812
90.481,35.812
91.511,35.875
92.480,35.844
93.506,35.812
94.503,35.812
95.551,35.812
96.478,35.812
97.501,35.812
98.476,35.844
99.499,35.781
100.475,35.812
101.498,35.844
102.522,35.844
103.559,35.844
104.472,35.844
105.496,35.875
106.471,35.906
107.494,35.938
108.470,35.938
109.494,36.031
110.469,36.000
111.493,36.031
112.467,36.000
113.491,36.031
114.860,36.062
115.490,36.031
116.464,36.000
117.495,36.000
118.464,35.969
119.589,35.938
120.463,35.938
121.486,35.938
122.512,35.938
123.484,35.938
124.483,35.906
125.533,35.875
126.459,35.875
127.482,35.906
128.507,35.906
129.874,35.875
130.456,35.875
131.529,35.875
132.458,35.875
133.479,35.906
134.515,35.938
135.721,36.000
136.599,36.031
137.476,36.031
138.451,36.031
139.474,36.062
140.450,36.062
141.522,36.062
142.497,36.062
143.473,36.062
144.496,36.062
145.523,36.000
146.544,36.031
147.470,36.000
148.494,36.062
149.517,36.062
150.541,36.094
151.516,36.125
152.491,36.125
153.529,36.125
154.490,36.125
155.514,36.156
156.489,36.156
157.483,36.188
158.488,36.125
159.566,36.125
160.538,36.094
161.487,36.062
162.485,36.094
163.460,36.062
164.512,36.094
165.459,36.125
166.483,36.062
167.458,36.094
168.514,36.094
169.456,36.125
170.491,36.125
171.603,36.125
172.576,36.125
173.454,36.125
174.478,36.125
175.452,36.125
176.477,36.188
177.451,36.188
178.475,36.188
179.461,36.219
180.522,36.219
181.741,36.281
182.473,36.281
183.448,36.312
184.472,36.281
185.495,36.281
186.470,36.281
187.445,36.281
188.469,36.312
189.444,36.281
190.468,36.250
191.492,36.219
192.713,36.250
193.490,36.125
194.465,36.125
195.638,36.031
196.464,36.062
197.490,36.000
198.512,36.000
199.487,36.031
200.469,36.062
201.485,36.000
202.461,36.000
203.484,36.094
204.463,36.094
205.483,36.188
206.611,36.188
207.604,36.188
208.554,36.219
209.480,36.219
210.455,36.219
211.479,36.281
212.454,36.281
213.478,36.281
214.453,36.250
215.477,36.281
216.452,36.281
217.476,36.312
218.648,36.312
219.475,36.312
220.645,36.312
221.521,36.344
222.448,36.344
223.477,36.344
224.644,36.375
225.471,36.344
226.446,36.312
227.510,36.375
228.885,36.344
229.468,36.344
230.450,36.344
231.466,36.344
232.496,36.312
233.469,36.281
234.592,36.281
235.464,36.281
236.439,36.312
237.470,36.281
238.438,36.281
239.513,36.312
240.486,36.312
241.461,36.281
242.484,36.312
243.459,36.375
244.483,36.406
245.458,36.375
246.482,36.375
247.461,36.375
248.481,36.500
249.748,36.469
250.479,36.562
251.551,36.594
252.569,36.594
253.453,36.562
254.720,36.562
255.461,36.594
256.475,36.594
257.466,36.562
258.479,36.500
259.449,36.438
260.566,36.344
261.548,36.344
262.573,36.344
263.477,36.375
264.470,36.344
265.594,36.312
266.470,36.312
267.445,36.312
268.470,36.312
269.443,36.375
270.504,36.375
271.511,36.375
272.466,36.375
273.441,36.375
274.465,36.406
275.590,36.375
276.463,36.375
277.440,36.375
278.483,36.375
279.437,36.375
280.461,36.344
281.436,36.344
282.460,36.344
283.437,36.312
284.481,36.312
285.433,36.312
286.704,36.344
287.432,36.344
288.457,36.375
289.480,36.406
290.454,36.406
291.527,36.375
292.475,36.375
293.479,36.406
294.452,36.438
295.476,36.438
296.500,36.438
297.475,36.594
298.450,36.562
299.474,36.531
300.449,36.562
301.734,36.562
302.603,36.562
303.471,36.562
304.446,36.500
305.469,36.500
306.445,36.469
307.469,36.344
308.444,36.344
309.516,36.344
310.442,36.344
311.466,36.406
312.492,36.406
313.465,36.406
314.440,36.406
315.463,36.406
316.440,36.438
317.463,36.438
318.440,36.438
