df_hash,22ZHK4.KZN26T
319.509,36.469
320.484,36.438
321.459,36.438
322.436,36.438
323.507,36.438
324.534,36.469
325.464,36.469
326.432,36.438
327.604,36.406
328.431,36.406
329.455,36.406
330.446,36.406
331.453,36.375
332.480,36.375
333.458,36.406
334.428,36.406
335.487,36.406
336.443,36.438
337.450,36.469
338.717,36.438
339.449,36.469
340.473,36.438
341.448,36.438
342.471,36.469
343.446,36.438
344.665,36.500
345.445,36.500
346.468,36.531
347.593,36.500
348.468,36.594
349.455,36.594
350.515,36.625
351.441,36.688
352.520,36.656
353.586,36.688
354.464,36.625
355.488,36.594
356.463,36.562
357.437,36.625
358.466,36.562
359.436,36.562
360.465,36.562
361.435,36.531
362.459,36.500
363.484,36.500
364.458,36.562
365.481,36.594
366.558,36.594
367.440,36.594
368.517,36.562
369.585,36.531
370.602,36.562
371.429,36.531
372.459,36.562
373.428,36.531
374.462,36.469
375.470,36.469
376.459,36.438
377.624,36.438
378.595,36.406
379.424,36.438
380.457,36.406
381.423,36.406
382.450,36.438
383.470,36.406
384.473,36.438
385.469,36.438
386.444,36.438
387.516,36.438
388.739,36.438
389.467,36.344
390.442,36.375
391.465,36.312
392.489,36.281
393.469,36.281
394.488,36.312
395.512,36.344
396.486,36.344
397.510,36.344
398.437,36.344
399.460,36.406
400.436,36.375
401.460,36.406
402.512,36.438
403.461,36.406
404.825,36.375
405.457,36.375
406.432,36.375
407.455,36.375
408.479,36.438
409.454,36.438
410.675,36.438
411.453,36.438
412.428,36.469
413.466,36.500
414.427,36.469
415.843,36.469
416.430,36.500
417.547,36.469
418.473,36.438
419.475,36.438
420.423,36.406
421.447,36.438
422.471,36.406
423.446,36.406
424.427,36.438
425.444,36.438
426.419,36.406
427.443,36.406
428.488,36.469
429.441,36.531
430.715,36.562
431.441,36.562
432.438,36.562
433.442,36.594
434.463,36.594
435.487,36.594
436.468,36.531
437.437,36.531
438.461,36.500
439.436,36.469
440.560,36.438
441.459,36.438
442.458,36.406
443.470,36.406
444.485,36.406
445.457,36.406
446.466,36.438
447.431,36.469
448.454,36.469
449.450,36.438
450.453,36.438
451.574,36.469
452.452,36.469
453.427,36.469
454.451,36.469
455.431,36.500
456.689,36.500
457.425,36.531
458.643,36.562
459.451,36.594
460.447,36.625
461.568,36.625
462.446,36.625
463.423,36.594
464.500,36.531
465.420,36.562
466.492,36.500
467.518,36.500
468.442,36.469
469.465,36.438
470.440,36.406
471.513,36.406
472.686,36.406
473.425,36.406
474.438,36.406
475.611,36.375
476.437,36.406
477.436,36.438
478.436,36.438
479.460,36.438
480.435,36.469
481.676,36.469
482.433,36.469
483.457,36.469
484.476,36.500
485.456,36.500
486.587,36.500
487.455,36.500
488.432,36.500
489.453,36.500
490.429,36.531
491.452,36.500
492.427,36.500
493.466,36.562
494.426,36.531
495.450,36.531
496.522,36.531
497.448,36.531
498.428,36.531
499.447,36.531
500.475,36.531
501.446,36.500
502.453,36.469
503.494,36.469
504.420,36.469
505.443,36.500
506.418,36.500
507.442,36.531
508.417,36.500
509.441,36.500
510.416,36.531
511.586,36.531
512.564,36.531
513.439,36.531
514.609,36.562
515.437,36.562
516.412,36.531
517.441,36.531
518.411,36.500
519.435,36.500
520.464,36.469
521.433,36.500
522.563,36.500
523.432,36.500
524.412,36.531
525.626,36.500
526.411,36.531
527.500,36.562
528.651,36.625
529.435,36.625
530.406,36.625
531.437,36.625
532.442,36.625
533.426,36.625
534.473,36.562
535.425,36.562
536.448,36.531
537.476,36.500
538.448,36.500
539.669,36.531
540.457,36.531
541.421,36.531
542.445,36.500
543.420,36.531
544.444,36.562
545.467,36.594
546.491,36.562
547.564,36.562
548.441,36.531
549.416,36.531
550.440,36.500
551.442,36.531
552.485,36.531
553.414,36.531
554.438,36.562
555.413,36.562
556.459,36.562
557.460,36.562
558.495,36.531
559.414,36.500
560.434,36.531
561.409,36.531
562.433,36.500
563.408,36.500
564.431,36.469
565.406,36.500
566.430,36.531
567.466,36.531
568.429,36.562
569.404,36.562
570.428,36.562
571.403,36.562
572.426,36.562
573.648,36.562
574.425,36.594
575.449,36.594
576.429,36.562
577.399,36.562
578.423,36.562
579.595,36.594
580.422,36.562
581.445,36.562
582.420,36.562
583.445,36.500
584.419,36.469
585.454,36.375
586.418,36.344
587.441,36.281
588.417,36.188
589.443,36.125
590.416,36.000
591.439,35.875
592.414,35.750
593.439,35.719
594.432,35.562
595.460,35.406
596.414,35.281
597.437,35.156
598.414,35.062
599.461,34.906
600.409,34.875
601.434,34.781
602.408,34.688
603.497,34.562
604.601,34.469
605.431,34.375
606.407,34.312
607.429,34.219
608.501,34.062
609.428,34.000
610.443,33.906
611.427,33.812
612.412,33.750
613.426,33.688
614.449,33.625
615.450,33.562
