Time,Resistance (Ohms),Stage
27,-31544.53,Calibration (20s)
29,-30969.47,Calibration (20s)
30,-31130.44,Calibration (20s)
31,-30887.83,Calibration (20s)
31,-30969.47,Calibration (20s)
33,-30957.73,Calibration (20s)
34,-30993.02,Calibration (20s)
35,-30841.71,Calibration (20s)
35,-30993.02,Calibration (20s)
36,-30993.02,Calibration (20s)
38,-30946.02,Calibration (20s)
39,-30969.47,Calibration (20s)
40,-30981.23,Calibration (20s)
40,-30993.02,Calibration (20s)
42,-30998.93,Calibration (20s)
43,-31333.7,Calibration (20s)
44,-30993.02,Calibration (20s)
44,-30998.93,Calibration (20s)
46,-31240.39,Calibration (20s)
47,-30946.02,Calibration (20s)
48,-30951.87,Calibration (20s)
48,-30957.73,Calibration (20s)
50,-30940.17,Calibration (20s)
51,-31422.2,Calibration (20s)
52,-30940.17,Calibration (20s)
53,-30928.5,Calibration (20s)
53,-33350.72,Calibration (20s)
55,-33473.68,Calibration (20s)
56,-38483.75,Calibration (20s)
57,-36176.93,Calibration (20s)
58,-33960.46,Calibration (20s)
59,-34037.01,Calibration (20s)
60,-32626.39,Calibration (20s)
61,-33429.51,Calibration (20s)
61,-33204.38,Calibration (20s)
63,-33455.98,Calibration (20s)
64,-33170.42,Calibration (20s)
65,-33931.97,Calibration (20s)
66,-33979.52,Calibration (20s)
67,-34017.8,Calibration (20s)
68,-33969.99,Calibration (20s)
69,-34065.93,Calibration (20s)
70,-34075.6,Calibration (20s)
70,-34094.98,Calibration (20s)
72,-34232.11,Calibration (20s)
73,-34173.01,Calibration (20s)
74,-34163.21,Calibration (20s)
74,-34056.28,Calibration (20s)
76,-34008.21,Calibration (20s)
77,-34382.02,Calibration (20s)
78,-34712.64,Calibration (20s)
78,-34670.49,Calibration (20s)
80,-34597.29,Calibration (20s)
81,-34535.13,Calibration (20s)
82,-34524.82,Calibration (20s)
83,-35058.82,Calibration (20s)
83,-34514.53,Calibration (20s)
85,-35058.82,Calibration (20s)
86,-34412.39,Calibration (20s)
87,-34422.54,Calibration (20s)
87,-34453.07,Calibration (20s)
89,-34787,Calibration (20s)
90,-34493.98,Calibration (20s)
91,-34545.45,Calibration (20s)
92,-34576.51,Calibration (20s)
93,-34607.7,Calibration (20s)
94,-33913.04,Calibration (20s)
95,-34702.08,Calibration (20s)
95,-34607.7,Calibration (20s)
97,-34691.54,Calibration (20s)
98,-34702.08,Calibration (20s)
99,-34723.22,Calibration (20s)
100,-34733.81,Calibration (20s)
101,-34776.34,Calibration (20s)
0,-34723.22,Calibration (20s)
1,-34819.1,Calibration (20s)
2,-34894.55,Calibration (20s)
3,-34948.91,Calibration (20s)
4,-34862.12,Calibration (20s)
5,-34981.71,Calibration (20s)
6,-35238.09,Calibration (20s)
7,-35003.66,Calibration (20s)
8,-34992.68,Calibration (20s)
9,-34948.91,Calibration (20s)
10,-35014.66,Calibration (20s)
11,-34948.91,Calibration (20s)
12,-34981.71,Calibration (20s)
13,-34992.68,Calibration (20s)
14,-34938,Calibration (20s)
15,-34927.11,Calibration (20s)
16,-34938,Calibration (20s)
17,-35025.68,Calibration (20s)
18,-35047.76,Calibration (20s)
19,-34251.91,Calibration (20s)
20,-35047.76,Normal - Watch Video (4 min)
21,-35069.91,Normal - Watch Video (4 min)
22,-35025.68,Normal - Watch Video (4 min)
23,-35058.82,Normal - Watch Video (4 min)
24,-35014.66,Normal - Watch Video (4 min)
25,-35025.68,Normal - Watch Video (4 min)
26,-36596.43,Normal - Watch Video (4 min)
27,-35092.11,Normal - Watch Video (4 min)
29,-35238.09,Normal - Watch Video (4 min)
29,-35181.62,Normal - Watch Video (4 min)
30,-35159.14,Normal - Watch Video (4 min)
31,-35226.77,Normal - Watch Video (4 min)
32,-35238.09,Normal - Watch Video (4 min)
33,-36164.17,Normal - Watch Video (4 min)
34,-35238.09,Normal - Watch Video (4 min)
35,-35238.09,Normal - Watch Video (4 min)
36,-35249.44,Normal - Watch Video (4 min)
37,-35226.77,Normal - Watch Video (4 min)
38,-35295,Normal - Watch Video (4 min)
39,-35329.34,Normal - Watch Video (4 min)
40,-34321.68,Normal - Watch Video (4 min)
41,-35421.69,Normal - Watch Video (4 min)
42,-35363.84,Normal - Watch Video (4 min)
43,-35410.08,Normal - Watch Video (4 min)
44,-35375.37,Normal - Watch Video (4 min)
45,-35398.5,Normal - Watch Video (4 min)
46,-35421.69,Normal - Watch Video (4 min)
47,-36113.3,Normal - Watch Video (4 min)
48,-35456.61,Normal - Watch Video (4 min)
49,-35456.61,Normal - Watch Video (4 min)
50,-35433.31,Normal - Watch Video (4 min)
51,-35433.31,Normal - Watch Video (4 min)
52,-35456.61,Normal - Watch Video (4 min)
53,-35503.41,Normal - Watch Video (4 min)
54,-35538.7,Normal - Watch Video (4 min)
55,-35456.61,Normal - Watch Video (4 min)
56,-35479.97,Normal - Watch Video (4 min)
57,-35433.31,Normal - Watch Video (4 min)
58,-35306.43,Normal - Watch Video (4 min)
59,-35503.41,Normal - Watch Video (4 min)
60,-35003.66,Normal - Watch Video (4 min)
61,-35574.14,Normal - Watch Video (4 min)
62,-35729.65,Normal - Watch Video (4 min)
63,-35586,Normal - Watch Video (4 min)
