Time,Resistance (Ohms),Stage
333,-55992.97,Calibration (20s)
334,-55992.97,Calibration (20s)
335,-56247.79,Calibration (20s)
336,-58066.91,Calibration (20s)
337,-71200,Calibration (20s)
338,-71200,Calibration (20s)
339,-73333.34,Calibration (20s)
340,-72919.9,Calibration (20s)
341,-72919.9,Calibration (20s)
342,-72378.52,Calibration (20s)
343,-72378.52,Calibration (20s)
344,-71586.9,Calibration (20s)
345,-71586.9,Calibration (20s)
346,-71200,Calibration (20s)
347,-70945.27,Calibration (20s)
348,-70319.41,Calibration (20s)
349,-69951.22,Calibration (20s)
350,-69708.73,Calibration (20s)
351,-69468.6,Calibration (20s)
352,-69230.77,Calibration (20s)
353,-69230.77,Calibration (20s)
354,-69230.77,Calibration (20s)
355,-68646.08,Calibration (20s)
356,-68416.08,Calibration (20s)
357,-67962.53,Calibration (20s)
358,-67738.93,Calibration (20s)
359,-67407.41,Calibration (20s)
360,-67407.41,Calibration (20s)
361,-67517.4,Calibration (20s)
362,-67407.41,Calibration (20s)
363,-67407.41,Calibration (20s)
364,-68416.08,Calibration (20s)
365,-68878.28,Calibration (20s)
366,-68995.22,Calibration (20s)
367,-68301.89,Calibration (20s)
368,-68188.23,Calibration (20s)
369,-68416.08,Calibration (20s)
370,-68188.23,Calibration (20s)
371,-69588.38,Calibration (20s)
372,-68878.28,Calibration (20s)
373,-71200,Calibration (20s)
374,-73194.8,Calibration (20s)
375,-74179.89,Calibration (20s)
376,-74036.94,Calibration (20s)
377,-73753.28,Calibration (20s)
378,-74036.94,Calibration (20s)
379,-73194.8,Calibration (20s)
380,-76418.73,Calibration (20s)
381,-77366.95,Calibration (20s)
382,-77206.7,Calibration (20s)
383,-77366.95,Calibration (20s)
384,-76263.73,Calibration (20s)
385,-76418.73,Calibration (20s)
386,-76574.59,Calibration (20s)
387,-76574.59,Calibration (20s)
0,-77047.35,Calibration (20s)
1,-76418.73,Calibration (20s)
2,-76731.3,Calibration (20s)
3,-77047.35,Calibration (20s)
5,-77366.95,Calibration (20s)
6,-78347.58,Calibration (20s)
7,-82822.09,Calibration (20s)
8,-83800.62,Calibration (20s)
8,-84200.63,Calibration (20s)
9,-85222.93,Calibration (20s)
10,-84000,Calibration (20s)
11,-83405.57,Calibration (20s)
12,-83015.38,Calibration (20s)
13,-83015.38,Calibration (20s)
15,-84402.52,Calibration (20s)
15,-84402.52,Calibration (20s)
16,-86493.51,Calibration (20s)
17,-86928.1,Calibration (20s)
18,-87368.42,Calibration (20s)
19,-87368.42,Calibration (20s)
21,-86928.1,Normal - Watch Video (4 min)
21,-86493.51,Normal - Watch Video (4 min)
22,-87590.76,Normal - Watch Video (4 min)
24,-87368.42,Normal - Watch Video (4 min)
24,-88494.98,Normal - Watch Video (4 min)
25,-88494.98,Normal - Watch Video (4 min)
26,-88039.87,Normal - Watch Video (4 min)
28,-87368.42,Normal - Watch Video (4 min)
28,-87590.76,Normal - Watch Video (4 min)
29,-87368.42,Normal - Watch Video (4 min)
30,-87814.57,Normal - Watch Video (4 min)
31,-87368.42,Normal - Watch Video (4 min)
32,-87814.57,Normal - Watch Video (4 min)
33,-87814.57,Normal - Watch Video (4 min)
34,-87368.42,Normal - Watch Video (4 min)
35,-87368.42,Normal - Watch Video (4 min)
36,-91859.65,Normal - Watch Video (4 min)
37,-93669.06,Normal - Watch Video (4 min)
38,-93405.02,Normal - Watch Video (4 min)
39,-91859.65,Normal - Watch Video (4 min)
40,-91859.65,Normal - Watch Video (4 min)
41,-91859.65,Normal - Watch Video (4 min)
42,-91859.65,Normal - Watch Video (4 min)
43,-91358.88,Normal - Watch Video (4 min)
45,-90378.01,Normal - Watch Video (4 min)
45,-90620.69,Normal - Watch Video (4 min)
46,-90620.69,Normal - Watch Video (4 min)
47,-91111.11,Normal - Watch Video (4 min)
48,-90378.01,Normal - Watch Video (4 min)
49,-90378.01,Normal - Watch Video (4 min)
51,-90865.05,Normal - Watch Video (4 min)
51,-90136.98,Normal - Watch Video (4 min)
52,-91111.11,Normal - Watch Video (4 min)
53,-89897.61,Normal - Watch Video (4 min)
54,-91111.11,Normal - Watch Video (4 min)
55,-89423.73,Normal - Watch Video (4 min)
56,-91358.88,Normal - Watch Video (4 min)
57,-89659.87,Normal - Watch Video (4 min)
58,-90865.05,Normal - Watch Video (4 min)
59,-90865.05,Normal - Watch Video (4 min)
60,-89897.61,Normal - Watch Video (4 min)
61,-88494.98,Normal - Watch Video (4 min)
62,-89897.61,Normal - Watch Video (4 min)
63,-88494.98,Normal - Watch Video (4 min)
65,-89423.73,Normal - Watch Video (4 min)
65,-89659.87,Normal - Watch Video (4 min)
66,-89897.61,Normal - Watch Video (4 min)
67,-90620.69,Normal - Watch Video (4 min)
68,-90136.98,Normal - Watch Video (4 min)
69,-89659.87,Normal - Watch Video (4 min)
70,-90136.98,Normal - Watch Video (4 min)
72,-90378.01,Normal - Watch Video (4 min)
72,-88724.84,Normal - Watch Video (4 min)
73,-89189.19,Normal - Watch Video (4 min)
74,-88956.23,Normal - Watch Video (4 min)
75,-94472.73,Normal - Watch Video (4 min)
76,-98167.94,Normal - Watch Video (4 min)
78,-102248.99,Normal - Watch Video (4 min)
79,-103934.43,Normal - Watch Video (4 min)
79,-106050.42,Normal - Watch Video (4 min)
80,-108658.01,Normal - Watch Video (4 min)
81,-107148.94,Normal - Watch Video (4 min)
82,-105690.37,Normal - Watch Video (4 min)
83,-105333.34,Normal - Watch Video (4 min)
84,-102914.98,Normal - Watch Video (4 min)
85,-101920,Normal - Watch Video (4 min)
87,-101593.63,Normal - Watch Video (4 min)
87,-99688.72,Normal - Watch Video (4 min)
88,-100000,Normal - Watch Video (4 min)
90,-100313.73,Normal - Watch Video (4 min)
90,-100000,Normal - Watch Video (4 min)
92,-98467.43,Normal - Watch Video (4 min)
93,-98167.94,Normal - Watch Video (4 min)
93,-98467.43,Normal - Watch Video (4 min)
94,-98769.23,Normal - Watch Video (4 min)
95,-99379.84,Normal - Watch Video (4 min)
96,-99688.72,Normal - Watch Video (4 min)
97,-99073.36,Normal - Watch Video (4 min)
98,-99688.72,Normal - Watch Video (4 min)
99,-98467.43,Normal - Watch Video (4 min)
100,-100313.73,Normal - Watch Video (4 min)
101,-100313.73,Normal - Watch Video (4 min)
102,-100948.62,Normal - Watch Video (4 min)
103,-98167.94,Normal - Watch Video (4 min)
104,-98467.43,Normal - Watch Video (4 min)
105,-98167.94,Normal - Watch Video (4 min)
106,-96704.12,Normal - Watch Video (4 min)
107,-97870.72,Normal - Watch Video (4 min)
108,-98167.94,Normal - Watch Video (4 min)
109,-96417.91,Normal - Watch Video (4 min)
111,-96417.91,Normal - Watch Video (4 min)
111,-95294.12,Normal - Watch Video (4 min)
112,-95571.95,Normal - Watch Video (4 min)
113,-96704.12,Normal - Watch Video (4 min)
115,-96704.12,Normal - Watch Video (4 min)
115,-97870.72,Normal - Watch Video (4 min)
116,-96417.91,Normal - Watch Video (4 min)
117,-98467.43,Normal - Watch Video (4 min)
118,-97870.72,Normal - Watch Video (4 min)
119,-95851.85,Normal - Watch Video (4 min)
120,-96704.12,Normal - Watch Video (4 min)
121,-99073.36,Normal - Watch Video (4 min)
122,-102248.99,Normal - Watch Video (4 min)
123,-101593.63,Normal - Watch Video (4 min)
124,-101920,Normal - Watch Video (4 min)
126,-101593.63,Normal - Watch Video (4 min)
126,-100948.62,Normal - Watch Video (4 min)
127,-100948.62,Normal - Watch Video (4 min)
128,-101593.63,Normal - Watch Video (4 min)
129,-100313.73,Normal - Watch Video (4 min)
130,-101920,Normal - Watch Video (4 min)
131,-100629.92,Normal - Watch Video (4 min)
132,-100948.62,Normal - Watch Video (4 min)
133,-101269.84,Normal - Watch Video (4 min)
134,-100629.92,Normal - Watch Video (4 min)
135,-100948.62,Normal - Watch Video (4 min)
136,-101593.63,Normal - Watch Video (4 min)
138,-100948.62,Normal - Watch Video (4 min)
139,-101593.63,Normal - Watch Video (4 min)
139,-100313.73,Normal - Watch Video (4 min)
141,-100948.62,Normal - Watch Video (4 min)
142,-100313.73,Normal - Watch Video (4 min)
143,-100313.73,Normal - Watch Video (4 min)
143,-100948.62,Normal - Watch Video (4 min)
144,-100313.73,Normal - Watch Video (4 min)
145,-100948.62,Normal - Watch Video (4 min)
146,-100313.73,Normal - Watch Video (4 min)
148,-101593.63,Normal - Watch Video (4 min)
148,-100948.62,Normal - Watch Video (4 min)
149,-101269.84,Normal - Watch Video (4 min)
150,-101920,Normal - Watch Video (4 min)
151,-100313.73,Normal - Watch Video (4 min)
152,-102248.99,Normal - Watch Video (4 min)
153,-107521.37,Normal - Watch Video (4 min)
154,-112669.68,Normal - Watch Video (4 min)
156,-111838.56,Normal - Watch Video (4 min)
156,-110220.27,Normal - Watch Video (4 min)
157,-109043.48,Normal - Watch Video (4 min)
158,-108275.86,Normal - Watch Video (4 min)
159,-108658.01,Normal - Watch Video (4 min)
160,-109043.48,Normal - Watch Video (4 min)
161,-109043.48,Normal - Watch Video (4 min)
162,-109043.48,Normal - Watch Video (4 min)
163,-108658.01,Normal - Watch Video (4 min)
164,-107148.94,Normal - Watch Video (4 min)
165,-106779.66,Normal - Watch Video (4 min)
166,-106050.42,Normal - Watch Video (4 min)
167,-109043.48,Normal - Watch Video (4 min)
169,-120886.7,Normal - Watch Video (4 min)
169,-118937.2,Normal - Watch Video (4 min)
