df_hash,22ZHK4.DL526H
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.VAEV
person_label,V69
date_time_start,2025-11-03_11-46-34.998000_+03
date_time_start_unix,1762155994.998
date_time_end,2025-11-03_11-55-22.325000_+03
length_difference_noticed,no

time,temperature
4.499,34.156
5.505,34.156
6.529,34.156
7.505,34.188
8.527,34.156
9.502,34.188
10.526,34.188
11.550,34.188
12.524,34.188
13.506,34.219
14.523,34.281
15.748,34.281
16.522,34.312
17.497,34.312
18.520,34.312
19.645,34.344
20.522,34.344
21.692,34.375
22.518,34.406
23.493,34.438
24.722,34.406
25.492,34.438
26.515,34.438
27.491,34.438
28.515,34.438
29.640,34.406
30.514,34.406
31.492,34.406
32.518,34.406
33.488,34.375
34.511,34.375
35.486,34.375
36.559,34.406
37.489,34.406
38.557,34.469
39.508,34.469
40.897,34.438
41.482,34.406
42.557,34.406
43.530,34.438
44.602,34.500
45.480,34.531
46.508,34.531
47.479,34.531
48.551,34.531
49.481,34.562
50.518,34.594
51.476,34.594
52.500,34.594
53.475,34.625
54.794,34.594
55.522,34.625
56.497,34.594
57.521,34.562
58.521,34.562
59.519,34.562
60.495,34.594
61.519,34.625
62.542,34.656
63.517,34.688
64.492,34.688
65.614,34.688
66.491,34.719
67.515,34.750
68.636,34.781
69.955,34.750
70.489,34.750
71.512,34.719
72.536,34.719
73.511,34.656
74.561,34.625
75.510,34.625
76.582,34.625
77.509,34.656
78.532,34.656
79.508,34.688
80.875,34.688
81.532,34.719
82.481,34.688
83.505,34.688
84.626,34.688
85.505,34.719
86.479,34.719
87.507,34.688
88.478,34.719
89.504,34.719
90.723,34.688
91.523,34.688
92.475,34.750
93.548,34.750
94.523,34.781
95.498,34.750
96.477,34.750
97.505,34.750
98.471,34.750
99.495,34.750
100.502,34.781
101.494,34.781
102.469,34.812
103.493,34.812
104.516,34.812
105.738,34.812
106.515,34.812
107.490,34.812
108.514,34.844
109.537,34.875
110.513,34.906
111.489,34.938
112.511,34.969
113.486,34.969
114.510,35.000
115.494,35.000
116.509,35.094
117.484,35.125
118.507,35.094
119.486,35.094
120.507,35.000
121.578,35.000
122.505,34.969
123.480,34.969
124.504,35.000
125.479,34.969
126.524,34.906
127.479,34.906
128.501,34.938
129.476,34.938
130.580,34.969
131.479,34.969
132.547,34.969
133.489,34.969
134.515,34.969
135.622,35.000
136.499,35.000
137.472,35.000
138.495,35.031
139.470,35.031
140.542,35.062
141.518,35.062
142.493,35.062
143.468,35.031
144.541,35.000
145.488,34.969
146.590,35.000
147.468,35.000
148.489,34.969
149.561,34.969
150.538,34.938
151.463,34.969
152.506,35.000
153.510,35.000
154.487,35.031
155.509,35.062
156.484,35.062
157.559,35.062
158.493,35.094
159.510,35.125
160.776,35.125
161.505,35.156
162.480,35.125
163.555,35.125
164.479,35.094
165.520,35.062
166.724,35.031
167.501,35.062
168.476,35.062
169.504,35.031
170.578,35.031
171.499,35.000
172.474,35.000
173.498,35.000
174.524,35.031
175.499,35.062
176.472,35.094
177.523,35.094
178.470,35.062
179.493,35.062
180.473,35.125
181.592,35.094
182.479,35.094
183.498,35.125
184.466,35.094
185.490,35.094
186.465,35.094
187.489,35.062
188.513,35.094
189.488,35.125
190.468,35.094
191.486,35.125
192.463,35.156
193.485,35.156
194.509,35.062
195.484,35.062
196.626,35.094
197.485,35.094
198.458,35.094
199.559,35.062
200.486,35.094
201.483,35.125
202.504,35.062
203.492,35.062
204.503,35.125
205.477,35.125
206.501,35.000
207.476,35.000
208.552,34.969
209.478,35.000
210.498,35.000
211.474,35.000
212.497,35.031
213.473,35.031
214.496,35.062
215.471,35.094
216.495,35.219
217.470,35.250
218.494,35.219
219.470,35.219
220.498,35.188
221.760,35.188
222.491,35.156
223.466,35.156
224.490,35.125
225.467,35.125
226.489,35.062
227.465,35.094
228.488,35.094
229.462,35.125
230.486,35.125
231.461,35.094
232.510,35.156
233.460,35.156
234.484,35.219
235.461,35.219
236.680,35.188
237.457,35.156
238.491,35.219
239.456,35.188
240.479,35.188
241.504,35.156
242.482,35.125
243.454,35.125
244.477,35.125
245.452,35.125
246.773,35.125
247.451,35.156
248.475,35.156
249.742,35.156
250.522,35.156
251.500,35.188
252.472,35.188
253.496,35.125
254.471,35.125
255.495,35.156
256.470,35.219
257.501,35.156
258.517,35.156
259.492,35.188
260.467,35.188
261.491,35.188
262.466,35.219
263.693,35.219
264.490,35.219
265.488,35.156
266.463,35.156
267.488,35.188
268.463,35.188
269.486,35.156
270.461,35.125
271.487,35.156
272.606,35.156
273.484,35.219
274.471,35.219
275.487,35.281
276.457,35.250
277.481,35.250
278.651,35.219
279.480,35.219
280.552,35.219
281.479,35.156
282.502,35.125
283.477,35.125
284.452,35.125
285.476,35.125
286.451,35.125
287.475,35.125
288.450,35.094
289.477,35.125
290.472,35.125
291.631,35.188
292.447,35.156
293.488,35.156
294.562,35.125
295.470,35.156
296.493,35.156
297.468,35.156
298.453,35.188
299.470,35.188
300.518,35.188
301.466,35.219
302.489,35.219
303.469,35.219
304.491,35.156
305.564,35.125
306.489,35.125
307.462,35.188
308.486,35.188
309.465,35.188
310.485,35.188
311.460,35.156
312.483,35.188
313.459,35.188
314.487,35.250
315.457,35.250
316.481,35.219
317.456,35.219
