df_hash,22ZHK4.DL526H
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.VAEV
person_label,V69
date_time_start,2025-11-03_11-46-34.998000_+03
date_time_start_unix,1762155994.998
date_time_end,2025-11-03_11-55-22.325000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
4.438,-0.545,0.881,0.125
4.448,-0.549,0.881,0.125
4.458,-0.557,0.881,0.125
4.468,-0.559,0.881,0.121
4.478,-0.561,0.881,0.123
4.488,-0.564,0.879,0.123
4.498,-0.557,0.879,0.129
4.508,-0.557,0.881,0.129
4.518,-0.555,0.881,0.131
4.528,-0.559,0.881,0.135
4.537,-0.553,0.885,0.127
4.547,-0.551,0.885,0.127
4.557,-0.547,0.879,0.129
4.567,-0.549,0.887,0.129
4.577,-0.551,0.885,0.133
4.587,-0.547,0.885,0.133
4.597,-0.553,0.877,0.127
4.607,-0.553,0.877,0.127
4.617,-0.557,0.879,0.131
4.627,-0.559,0.883,0.125
4.637,-0.553,0.881,0.129
4.647,-0.553,0.887,0.127
4.657,-0.553,0.889,0.127
4.666,-0.551,0.891,0.125
4.676,-0.553,0.885,0.127
4.686,-0.555,0.883,0.125
4.696,-0.555,0.881,0.121
4.706,-0.551,0.879,0.125
4.716,-0.551,0.879,0.129
4.726,-0.551,0.879,0.129
4.736,-0.549,0.881,0.125
4.746,-0.553,0.881,0.135
4.756,-0.545,0.885,0.127
4.766,-0.549,0.883,0.131
4.776,-0.551,0.885,0.127
4.786,-0.555,0.881,0.127
4.795,-0.553,0.883,0.125
4.805,-0.559,0.881,0.129
4.815,-0.553,0.881,0.125
4.825,-0.559,0.881,0.127
4.835,-0.555,0.881,0.125
4.845,-0.559,0.881,0.127
4.855,-0.559,0.883,0.125
4.865,-0.553,0.883,0.123
4.875,-0.549,0.885,0.125
4.885,-0.557,0.885,0.131
4.895,-0.549,0.885,0.125
4.905,-0.553,0.885,0.125
4.915,-0.551,0.885,0.125
4.924,-0.553,0.885,0.129
4.934,-0.549,0.883,0.127
4.944,-0.549,0.881,0.127
4.954,-0.553,0.879,0.127
4.964,-0.553,0.883,0.127
4.974,-0.551,0.885,0.123
4.984,-0.551,0.883,0.127
4.994,-0.555,0.887,0.127
5.004,-0.555,0.883,0.129
5.014,-0.555,0.883,0.129
5.024,-0.559,0.885,0.127
5.034,-0.543,0.881,0.131
5.044,-0.551,0.883,0.125
5.053,-0.547,0.877,0.127
5.063,-0.547,0.879,0.131
5.073,-0.553,0.883,0.131
5.083,-0.551,0.883,0.121
5.093,-0.549,0.885,0.125
5.103,-0.555,0.885,0.125
5.113,-0.555,0.885,0.125
5.123,-0.562,0.885,0.125
5.133,-0.555,0.889,0.129
5.143,-0.559,0.889,0.125
5.153,-0.555,0.889,0.125
5.163,-0.553,0.883,0.125
5.173,-0.561,0.885,0.135
5.183,-0.555,0.881,0.123
5.192,-0.553,0.879,0.123
5.202,-0.555,0.877,0.127
5.212,-0.559,0.879,0.129
5.222,-0.555,0.875,0.123
5.232,-0.551,0.875,0.129
5.242,-0.553,0.881,0.131
5.252,-0.557,0.881,0.125
5.262,-0.551,0.883,0.127
5.272,-0.553,0.881,0.129
5.282,-0.553,0.883,0.129
5.292,-0.553,0.883,0.129
5.302,-0.557,0.881,0.125
5.312,-0.557,0.879,0.125
5.321,-0.555,0.881,0.125
5.331,-0.561,0.885,0.135
5.341,-0.555,0.883,0.127
5.351,-0.553,0.879,0.125
5.361,-0.555,0.877,0.125
5.371,-0.557,0.881,0.127
5.381,-0.557,0.885,0.127
5.391,-0.553,0.885,0.131
5.401,-0.551,0.885,0.127
5.411,-0.551,0.889,0.127
5.421,-0.553,0.889,0.125
5.431,-0.557,0.885,0.123
5.441,-0.551,0.885,0.125
5.450,-0.555,0.887,0.125
5.460,-0.553,0.881,0.123
5.470,-0.551,0.883,0.123
5.480,-0.551,0.883,0.125
5.490,-0.545,0.883,0.127
5.500,-0.543,0.885,0.123
5.510,-0.543,0.885,0.125
5.520,-0.545,0.885,0.125
5.530,-0.541,0.883,0.127
5.540,-0.545,0.881,0.123
5.550,-0.551,0.879,0.129
5.560,-0.557,0.879,0.117
5.570,-0.553,0.875,0.123
5.579,-0.557,0.877,0.123
5.589,-0.557,0.881,0.123
5.599,-0.561,0.885,0.123
5.609,-0.557,0.883,0.123
5.619,-0.557,0.889,0.123
5.629,-0.557,0.885,0.121
5.639,-0.555,0.889,0.123
5.649,-0.557,0.889,0.121
5.659,-0.553,0.887,0.121
5.669,-0.557,0.885,0.123
5.679,-0.557,0.885,0.125
5.689,-0.557,0.883,0.123
5.699,-0.557,0.883,0.125
5.708,-0.561,0.883,0.123
5.718,-0.557,0.883,0.121
5.728,-0.557,0.883,0.123
5.738,-0.555,0.881,0.125
5.748,-0.557,0.879,0.125
5.758,-0.559,0.879,0.125
5.768,-0.557,0.881,0.125
5.778,-0.553,0.879,0.127
5.788,-0.553,0.879,0.131
5.798,-0.555,0.873,0.125
5.808,-0.557,0.877,0.135
5.818,-0.553,0.877,0.127
5.828,-0.547,0.877,0.125
5.838,-0.551,0.881,0.127
5.847,-0.553,0.883,0.127
5.857,-0.559,0.883,0.125
5.867,-0.559,0.885,0.127
5.877,-0.559,0.885,0.127
5.887,-0.557,0.883,0.127
5.897,-0.559,0.881,0.125
5.907,-0.557,0.883,0.123
5.917,-0.557,0.885,0.125
5.927,-0.553,0.881,0.125
5.937,-0.553,0.881,0.125
5.947,-0.555,0.885,0.127
5.957,-0.555,0.881,0.125
5.967,-0.551,0.881,0.125
5.976,-0.547,0.883,0.125
5.986,-0.551,0.885,0.125
5.996,-0.551,0.883,0.125
6.006,-0.551,0.885,0.127
6.016,-0.551,0.887,0.129
6.026,-0.555,0.881,0.127
6.036,-0.553,0.881,0.127
6.046,-0.555,0.883,0.131
6.056,-0.553,0.877,0.129
6.066,-0.555,0.879,0.129
6.076,-0.553,0.883,0.131
6.086,-0.551,0.885,0.131
6.096,-0.553,0.881,0.129
6.105,-0.549,0.879,0.129
6.115,-0.557,0.881,0.129
6.125,-0.557,0.887,0.135
6.135,-0.557,0.887,0.133
6.145,-0.553,0.885,0.127
6.155,-0.555,0.885,0.127
6.165,-0.553,0.887,0.129
6.175,-0.562,0.889,0.133
6.185,-0.561,0.883,0.125
6.195,-0.559,0.879,0.129
6.205,-0.559,0.879,0.125
6.215,-0.559,0.877,0.125
6.225,-0.557,0.875,0.129
6.234,-0.553,0.879,0.131
6.244,-0.553,0.879,0.129
6.254,-0.551,0.879,0.127
6.264,-0.549,0.879,0.125
6.274,-0.555,0.881,0.131
6.284,-0.555,0.881,0.121
6.294,-0.553,0.881,0.125
6.304,-0.559,0.881,0.121
6.314,-0.557,0.881,0.123
6.324,-0.557,0.885,0.119
6.334,-0.555,0.881,0.125
6.344,-0.559,0.885,0.121
6.354,-0.557,0.883,0.123
