df_hash,22ZHK4.DL526H
259.648,1.100
259.678,1.099
259.708,1.081
259.738,1.069
259.768,1.068
259.798,1.063
259.828,1.054
259.858,1.055
259.888,1.050
259.918,1.046
259.948,1.062
259.978,1.065
260.008,1.066
260.038,1.066
260.068,1.060
260.098,1.059
260.128,1.057
260.158,1.061
260.188,1.060
260.218,1.055
260.248,1.050
260.278,1.057
260.308,1.062
260.338,1.066
260.368,1.057
260.398,1.060
260.428,1.051
260.458,1.067
260.488,1.071
260.518,1.070
260.548,1.072
260.578,1.069
260.608,1.070
260.638,1.048
260.668,1.044
260.698,1.056
260.728,1.058
260.758,1.044
260.788,1.032
260.818,1.046
260.848,1.062
260.878,1.072
260.908,1.080
260.938,1.072
260.968,1.067
260.998,1.063
261.028,1.062
261.058,1.071
261.088,1.070
261.118,1.085
261.148,1.089
261.178,1.101
261.208,1.113
261.238,1.095
261.268,1.074
261.298,1.067
261.328,1.059
261.358,1.059
261.388,1.055
261.418,1.032
261.448,1.026
261.478,1.048
261.508,1.063
261.538,1.083
261.568,1.055
261.598,1.041
261.628,1.031
261.658,1.061
261.688,1.079
261.718,1.081
261.748,1.075
261.778,1.061
261.808,1.067
261.838,1.060
261.868,1.072
261.898,1.057
261.928,1.049
261.958,1.043
261.988,1.051
262.018,1.043
262.048,1.053
262.078,1.075
262.108,1.080
262.138,1.066
262.168,1.054
262.198,1.055
262.228,1.057
262.258,1.054
262.288,1.057
262.318,1.055
262.348,1.069
262.378,1.083
262.408,1.070
262.438,1.064
262.468,1.055
262.498,1.062
262.528,1.075
262.558,1.078
262.588,1.069
262.618,1.056
262.648,1.062
262.678,1.062
262.708,1.058
262.738,1.058
262.768,1.066
262.798,1.056
262.828,1.065
262.858,1.061
262.888,1.052
262.918,1.054
262.948,1.056
262.978,1.062
263.008,1.050
263.038,1.052
263.068,1.074
263.098,1.086
263.128,1.114
263.158,1.128
263.188,1.093
263.218,1.045
263.248,1.032
263.278,1.046
263.308,1.082
263.338,1.054
263.368,1.042
263.398,1.045
263.428,1.057
263.458,1.062
263.488,1.061
263.518,1.073
263.548,1.086
263.578,1.077
263.608,1.057
263.638,1.047
263.668,1.058
263.698,1.081
263.728,1.095
263.758,1.090
263.788,1.097
263.818,1.096
263.848,1.081
263.878,1.061
263.908,1.050
263.938,1.048
263.968,1.057
263.998,1.058
264.028,1.068
264.058,1.080
264.088,1.068
264.118,1.062
264.148,1.062
264.178,1.062
264.208,1.060
264.238,1.062
264.268,1.068
264.298,1.061
264.328,1.066
264.358,1.055
264.388,1.065
264.418,1.062
264.448,1.060
264.478,1.053
264.508,1.046
264.538,1.039
264.568,1.043
264.598,1.091
264.628,1.110
264.658,1.080
264.688,1.090
264.718,1.086
264.748,1.067
264.778,1.061
264.808,1.053
264.838,1.046
264.868,1.045
264.898,1.060
264.928,1.065
264.958,1.075
264.988,1.084
265.018,1.082
265.048,1.075
265.078,1.069
265.108,1.064
265.138,1.065
265.168,1.067
265.198,1.067
265.228,1.075
265.258,1.075
265.288,1.060
265.318,1.063
265.348,1.067
265.378,1.069
265.408,1.068
265.438,1.067
265.468,1.066
265.498,1.067
265.528,1.065
265.558,1.063
265.588,1.070
265.618,1.073
265.648,1.065
265.678,1.060
265.708,1.060
265.738,1.070
265.768,1.066
265.798,1.068
265.828,1.069
265.858,1.065
265.888,1.064
265.918,1.061
265.948,1.063
265.978,1.074
266.008,1.072
266.038,1.068
266.068,1.067
266.098,1.066
266.128,1.054
266.158,1.059
266.188,1.065
266.218,1.066
266.248,1.067
266.278,1.062
266.308,1.062
266.338,1.065
266.368,1.062
266.398,1.063
266.428,1.073
266.458,1.060
266.488,1.062
266.518,1.075
266.548,1.070
266.578,1.064
266.608,1.059
266.638,1.066
266.668,1.065
266.698,1.060
266.728,1.068
266.758,1.065
266.788,1.063
266.818,1.064
266.848,1.060
266.878,1.058
266.908,1.067
266.938,1.071
266.968,1.069
266.998,1.070
267.028,1.067
267.058,1.067
267.088,1.070
267.118,1.065
267.148,1.066
267.178,1.065
267.208,1.065
267.238,1.067
267.268,1.065
267.298,1.064
267.328,1.068
267.358,1.067
267.388,1.069
267.418,1.066
267.448,1.070
267.478,1.068
267.508,1.070
267.538,1.068
267.568,1.062
267.598,1.073
267.628,1.081
267.658,1.054
267.688,1.042
267.718,1.037
267.748,1.064
267.778,1.068
267.808,1.066
267.838,1.049
267.868,1.049
267.898,1.060
267.928,1.068
267.958,1.063
267.988,1.073
268.018,1.083
268.048,1.079
268.078,1.076
268.108,1.072
268.138,1.061
268.168,1.046
268.198,1.039
268.228,0.984
268.258,0.939
268.288,0.968
268.318,1.014
268.348,1.064
268.378,1.103
268.408,1.141
268.438,1.177
268.468,1.174
268.498,1.165
268.528,1.130
268.558,1.092
268.588,1.041
268.618,1.033
268.648,1.045
268.678,1.101
268.708,1.156
268.738,1.143
268.768,1.117
268.798,1.065
268.828,1.048
268.858,0.908
268.888,0.905
268.918,0.979
268.948,1.035
268.978,1.044
269.008,1.066
269.038,1.065
269.068,1.059
269.098,1.065
269.128,1.065
269.158,1.064
269.188,1.068
269.218,1.062
269.248,1.079
269.278,1.087
269.308,1.094
269.338,1.096
269.368,1.098
269.398,1.091
269.428,1.088
269.458,1.081
269.488,1.082
269.518,1.080
269.548,1.077
269.578,1.075
269.608,1.085
269.638,1.079
269.668,1.082
269.698,1.075
269.728,1.075
269.758,1.077
269.788,1.076
269.818,1.071
269.848,1.072
269.878,1.075
269.908,1.077
269.938,1.077
269.968,1.076
269.998,1.079
270.028,1.070
270.058,1.072
270.088,1.078
270.118,1.077
270.148,1.075
270.178,1.070
270.208,1.071
270.238,1.073
270.268,1.076
270.298,1.090
270.328,1.084
270.358,1.085
270.388,1.075
270.418,1.062
270.448,1.059
270.478,1.067
270.508,1.076
270.538,1.077
270.568,1.075
270.598,1.069
270.628,1.071
270.658,1.065
270.688,1.073
270.718,1.071
270.748,1.066
270.778,1.074
270.808,1.074
270.838,1.075
270.868,1.069
270.898,1.070
270.928,1.073
270.958,1.073
270.988,1.066
271.018,1.069
271.048,1.079
271.078,1.072
271.108,1.079
271.138,1.080
271.168,1.080
271.198,1.069
271.228,1.075
271.258,1.077
271.288,1.072
271.318,1.073
271.348,1.071
271.378,1.073
271.408,1.070
271.438,1.071
271.468,1.071
271.498,1.077
271.528,1.081
271.558,1.074
271.588,1.078
271.618,1.073
271.648,1.066
271.678,1.069
271.708,1.074
271.738,1.067
271.768,1.077
271.798,1.075
271.828,1.075
271.858,1.071
271.888,1.075
271.918,1.081
271.948,1.071
271.978,1.072
272.008,1.075
272.038,1.075
272.068,1.070
272.098,1.071
272.128,1.075
272.158,1.074
272.188,1.073
272.218,1.076
272.248,1.084
272.278,1.074
272.308,1.073
272.338,1.076
272.368,1.070
272.398,1.071
272.428,1.075
272.458,1.066
272.488,1.075
272.518,1.074
272.548,1.078
272.578,1.072
272.608,1.068
272.638,1.070
272.668,1.072
272.698,1.077
272.728,1.077
272.758,1.071
272.788,1.069
272.818,1.070
272.848,1.068
272.878,1.078
272.908,1.077
272.938,1.073
272.968,1.070
272.998,1.076
273.028,1.081
273.058,1.081
273.088,1.077
273.118,1.077
273.148,1.073
273.178,1.067
273.208,1.064
273.238,1.068
273.268,1.060
273.298,1.072
273.328,1.083
273.358,1.086
273.388,1.082
273.418,1.074
273.448,1.070
273.478,1.070
273.508,1.074
273.538,1.069
273.568,1.073
273.598,1.075
273.628,1.085
273.658,1.077
273.688,1.077
273.718,1.079
273.748,1.071
273.778,1.072
273.808,1.070
273.838,1.067
273.868,1.067
273.898,1.067
273.928,1.072
273.958,1.066
273.988,1.076
274.018,1.080
274.048,1.105
274.078,1.098
274.108,1.083
274.138,1.067
274.168,1.062
274.198,1.049
274.228,1.044
274.258,1.075
274.288,1.080
274.318,1.098
274.348,1.097
274.378,1.084
274.408,1.074
274.438,1.064
274.468,1.060
274.498,1.067
274.528,1.065
274.558,1.063
274.588,1.073
274.618,1.083
274.648,1.087
274.678,1.075
274.708,1.073
274.738,1.067
274.768,1.068
274.798,1.063
274.828,1.068
274.858,1.084
274.888,1.076
274.918,1.072
274.948,1.068
274.978,1.066
275.008,1.082
275.038,1.072
275.068,1.080
275.098,1.072
275.128,1.069
275.158,1.062
275.188,1.056
275.218,1.071
275.248,1.078
275.278,1.070
275.308,1.077
275.338,1.072
275.368,1.072
275.398,1.082
275.428,1.073
275.458,1.068
275.488,1.073
275.518,1.071
275.548,1.070
275.578,1.072
275.608,1.078
275.638,1.076
275.668,1.078
275.698,1.067
275.728,1.066
275.758,1.075
275.788,1.071
275.818,1.066
275.848,1.073
275.878,1.072
275.908,1.071
275.938,1.080
275.968,1.078
275.998,1.068
276.028,1.061
276.058,1.070
276.088,1.077
276.118,1.076
276.148,1.075
276.178,1.078
276.208,1.073
276.238,1.075
276.268,1.069
276.298,1.069
276.328,1.070
276.358,1.074
276.388,1.070
276.418,1.073
276.448,1.072
276.478,1.073
276.508,1.075
276.538,1.073
276.568,1.073
276.598,1.074
276.628,1.074
276.658,1.069
276.688,1.069
276.718,1.064
276.748,1.070
276.778,1.072
276.808,1.068
276.838,1.071
276.868,1.080
276.898,1.077
276.928,1.069
276.958,1.058
276.988,1.049
277.018,1.046
277.048,1.061
277.078,1.083
277.108,1.070
277.138,1.048
277.168,1.049
277.198,1.065
277.228,1.059
277.258,1.053
277.288,1.052
277.318,1.070
277.348,1.064
277.378,1.065
277.408,1.080
277.438,1.083
277.468,1.089
277.498,1.079
277.528,1.080
277.558,1.078
277.588,1.081
277.618,1.080
277.648,1.084
277.678,1.086
277.708,1.087
277.738,1.089
277.768,1.087
277.798,1.090
277.828,1.091
277.858,1.084
277.888,1.083
277.918,1.083
277.948,1.083
277.978,1.084
278.008,1.081
278.038,1.069
278.068,1.071
278.098,1.075
278.128,1.073
278.158,1.073
278.188,1.072
278.218,1.070
278.248,1.071
278.278,1.066
278.308,1.070
278.338,1.072
278.368,1.081
278.398,1.075
278.428,1.075
278.458,1.074
278.488,1.067
278.518,1.069
278.548,1.072
278.578,1.070
278.608,1.076
278.638,1.073
278.668,1.074
278.698,1.081
278.728,1.073
278.758,1.073
278.788,1.075
278.818,1.073
278.848,1.073
278.878,1.073
278.908,1.071
278.938,1.070
278.968,1.072
278.998,1.073
279.028,1.069
279.058,1.075
279.088,1.076
279.118,1.074
279.148,1.071
279.178,1.075
279.208,1.073
279.238,1.074
279.268,1.073
279.298,1.068
279.328,1.070
279.358,1.075
279.388,1.069
279.418,1.073
279.448,1.070
279.478,1.070
279.508,1.073
279.538,1.066
279.568,1.071
279.598,1.073
279.628,1.073
279.658,1.073
279.688,1.072
279.718,1.072
279.748,1.071
279.778,1.070
279.808,1.075
279.838,1.076
279.868,1.073
279.898,1.075
279.928,1.069
279.958,1.070
279.988,1.077
280.018,1.072
280.048,1.065
280.078,1.078
280.108,1.077
280.138,1.076
280.168,1.071
280.198,1.072
280.228,1.071
280.258,1.075
280.288,1.069
280.318,1.069
280.348,1.070
280.378,1.072
280.408,1.070
280.438,1.073
280.468,1.075
280.498,1.076
280.528,1.071
280.558,1.073
280.588,1.079
280.618,1.076
280.648,1.074
280.678,1.072
280.708,1.071
280.738,1.073
280.768,1.072
280.798,1.072
280.828,1.066
280.858,1.080
280.888,1.070
280.918,1.075
280.948,1.071
280.978,1.071
281.008,1.072
281.038,1.069
281.068,1.068
281.098,1.072
281.128,1.076
281.158,1.074
281.188,1.072
281.218,1.072
281.248,1.074
281.278,1.073
281.308,1.073
281.338,1.071
281.368,1.074
281.398,1.076
281.428,1.073
281.458,1.069
281.488,1.068
281.518,1.073
281.548,1.073
281.578,1.073
281.608,1.066
281.638,1.078
281.668,1.075
281.698,1.075
281.728,1.071
281.758,1.070
281.788,1.075
281.818,1.069
281.848,1.075
281.878,1.070
281.908,1.070
281.938,1.077
281.968,1.073
281.998,1.072
282.028,1.073
282.058,1.073
282.088,1.069
282.118,1.071
282.148,1.072
282.178,1.078
282.208,1.073
282.238,1.079
282.268,1.076
282.298,1.070
282.328,1.073
282.358,1.073
282.388,1.075
282.418,1.075
282.448,1.077
282.478,1.076
282.508,1.070
282.538,1.074
282.568,1.077
282.598,1.078
282.628,1.073
282.658,1.072
282.688,1.070
282.718,1.070
282.748,1.073
282.778,1.072
282.808,1.076
282.838,1.072
282.868,1.076
282.898,1.071
282.928,1.071
282.958,1.076
282.988,1.074
283.018,1.076
283.048,1.078
283.078,1.073
283.108,1.069
283.138,1.073
283.168,1.073
283.198,1.064
283.228,1.075
283.258,1.079
283.288,1.073
283.318,1.071
283.348,1.072
283.378,1.079
283.408,1.072
283.438,1.072
283.468,1.072
283.498,1.070
283.528,1.069
283.558,1.075
283.588,1.076
283.618,1.074
283.648,1.074
283.678,1.075
283.708,1.071
283.738,1.074
283.768,1.067
283.798,1.070
283.828,1.071
283.858,1.078
283.888,1.077
283.918,1.075
283.948,1.070
283.978,1.069
284.008,1.070
284.038,1.070
284.068,1.073
284.098,1.075
284.128,1.074
284.158,1.074
284.188,1.073
284.218,1.073
284.248,1.073
284.278,1.070
284.308,1.067
284.338,1.077
284.368,1.069
284.398,1.070
284.428,1.071
284.458,1.074
284.488,1.075
284.518,1.067
284.548,1.074
284.578,1.071
284.608,1.073
284.638,1.071
284.668,1.071
284.698,1.074
284.728,1.081
284.758,1.071
284.788,1.074
284.818,1.075
284.848,1.076
284.878,1.070
284.908,1.068
284.938,1.065
284.968,1.077
284.998,1.073
285.028,1.073
285.058,1.074
285.088,1.070
285.118,1.073
285.148,1.074
285.178,1.073
285.208,1.072
285.238,1.073
285.268,1.070
285.298,1.076
285.328,1.074
285.358,1.073
285.388,1.071
285.418,1.079
285.448,1.074
285.478,1.076
285.508,1.069
285.538,1.075
285.568,1.078
285.598,1.080
285.628,1.072
285.658,1.074
285.688,1.073
285.718,1.073
285.748,1.073
285.778,1.068
285.808,1.076
285.838,1.072
285.868,1.072
285.898,1.071
285.928,1.073
285.958,1.069
285.988,1.070
286.018,1.066
286.048,1.068
286.078,1.074
286.108,1.073
286.138,1.071
286.168,1.076
286.198,1.078
286.228,1.075
286.258,1.073
286.288,1.072
286.318,1.076
286.348,1.075
286.378,1.074
286.408,1.074
286.438,1.080
286.468,1.091
286.498,1.084
286.528,1.069
286.558,1.070
286.588,1.078
286.618,1.074
286.648,1.059
286.678,1.061
286.708,1.068
286.738,1.069
286.768,1.072
286.798,1.065
286.828,1.074
286.858,1.081
286.888,1.082
286.918,1.077
286.948,1.080
286.978,1.080
287.008,1.068
287.038,1.074
287.068,1.078
287.098,1.067
287.128,1.067
287.158,1.067
287.188,1.068
287.218,1.074
287.248,1.077
287.278,1.074
287.308,1.082
287.338,1.086
287.368,1.082
287.398,1.076
287.428,1.072
287.458,1.073
287.488,1.071
287.518,1.075
287.548,1.073
287.578,1.081
287.608,1.078
287.638,1.074
287.668,1.079
287.698,1.076
287.728,1.070
287.758,1.071
287.788,1.077
287.818,1.074
287.848,1.074
287.878,1.074
287.908,1.080
287.938,1.077
287.968,1.082
287.998,1.076
288.028,1.071
288.058,1.071
288.088,1.072
288.118,1.078
288.148,1.073
288.178,1.078
288.208,1.077
288.238,1.076
288.268,1.071
288.298,1.071
288.328,1.075
288.358,1.072
288.388,1.074
288.418,1.077
288.448,1.079
288.478,1.073
288.508,1.074
288.538,1.077
288.568,1.073
288.598,1.075
288.628,1.073
288.658,1.070
288.688,1.079
288.718,1.080
288.748,1.076
288.778,1.076
288.808,1.077
288.838,1.073
288.868,1.073
288.898,1.072
288.928,1.075
288.958,1.075
288.988,1.078
289.018,1.079
289.048,1.075
289.078,1.073
289.108,1.073
289.138,1.069
289.168,1.071
289.198,1.078
289.228,1.072
289.258,1.076
289.288,1.071
289.318,1.081
289.348,1.074
289.378,1.076
289.408,1.075
289.438,1.078
289.468,1.075
289.498,1.079
289.528,1.078
289.558,1.076
289.588,1.078
289.618,1.076
289.648,1.076
289.678,1.075
289.708,1.070
289.738,1.077
289.768,1.078
289.798,1.071
289.828,1.077
289.858,1.074
289.888,1.070
289.918,1.073
289.948,1.071
289.978,1.072
290.008,1.074
290.038,1.078
290.068,1.075
290.098,1.076
290.128,1.079
290.158,1.075
290.188,1.076
290.218,1.076
290.248,1.073
290.278,1.073
290.308,1.075
290.338,1.074
290.368,1.075
290.398,1.075
290.428,1.073
290.458,1.078
290.488,1.079
290.518,1.076
290.548,1.075
290.578,1.075
290.608,1.076
290.638,1.073
290.668,1.079
290.698,1.079
290.728,1.075
290.758,1.068
290.788,1.075
290.818,1.079
290.848,1.082
290.878,1.075
290.908,1.072
290.938,1.071
290.968,1.075
290.998,1.083
291.028,1.077
291.058,1.071
291.088,1.075
291.118,1.076
291.148,1.073
291.178,1.077
291.208,1.077
291.238,1.075
291.268,1.078
291.298,1.081
291.328,1.092
291.358,1.091
291.388,1.089
291.418,1.078
291.448,1.075
291.478,1.066
291.508,1.062
291.538,1.065
291.568,1.075
291.598,1.068
291.628,1.067
291.658,1.072
291.688,1.076
291.718,1.076
291.748,1.075
291.778,1.073
291.808,1.068
291.838,1.072
291.868,1.068
291.898,1.072
291.928,1.077
291.958,1.076
291.988,1.080
292.018,1.074
292.048,1.076
292.078,1.084
292.108,1.081
292.138,1.076
292.168,1.079
292.198,1.072
292.228,1.073
292.258,1.070
292.288,1.080
292.318,1.079
292.348,1.073
292.378,1.078
292.408,1.079
292.438,1.071
292.468,1.068
292.498,1.071
292.528,1.066
292.558,1.075
292.588,1.081
292.618,1.080
292.648,1.081
292.678,1.086
292.708,1.075
292.738,1.072
292.768,1.072
292.798,1.075
292.828,1.075
292.858,1.075
292.888,1.076
292.918,1.079
292.948,1.076
292.978,1.072
293.008,1.074
293.038,1.071
293.068,1.071
293.098,1.070
293.128,1.076
293.158,1.075
293.188,1.075
293.218,1.077
293.248,1.074
293.278,1.074
293.308,1.077
293.338,1.072
293.368,1.069
293.398,1.079
293.428,1.078
293.458,1.078
293.488,1.079
293.518,1.076
293.548,1.079
293.578,1.077
293.608,1.073
293.638,1.067
293.668,1.077
293.698,1.074
293.728,1.074
293.758,1.076
293.788,1.072
293.818,1.073
293.848,1.074
293.878,1.068
293.908,1.072
293.938,1.074
293.968,1.085
293.998,1.084
294.028,1.079
294.058,1.077
294.088,1.073
294.118,1.080
294.148,1.067
294.178,1.064
294.208,1.063
294.238,1.073
294.268,1.081
294.298,1.080
294.328,1.076
294.358,1.075
294.388,1.076
294.418,1.072
294.448,1.073
294.478,1.072
294.508,1.071
294.538,1.075
294.568,1.077
294.598,1.073
294.628,1.073
294.658,1.082
294.688,1.075
294.718,1.075
294.748,1.078
294.778,1.082
294.808,1.073
294.838,1.065
294.868,1.063
294.898,1.056
294.928,1.055
294.958,1.053
294.988,1.049
295.018,1.074
295.048,1.062
295.078,1.060
295.108,1.062
295.138,1.072
295.168,1.077
295.198,1.078
295.228,1.069
295.258,1.071
295.288,1.071
295.318,1.081
295.348,1.076
295.378,1.089
295.408,1.091
295.438,1.096
295.468,1.094
295.498,1.102
295.528,1.093
295.558,1.095
295.588,1.093
295.618,1.093
295.648,1.070
295.678,1.089
295.708,1.095
295.738,1.099
295.768,1.092
295.798,1.081
295.828,1.064
295.858,1.075
295.888,1.087
295.918,1.075
295.948,1.078
295.978,1.085
296.008,1.078
296.038,1.073
296.068,1.078
296.098,1.070
296.128,1.078
296.158,1.082
296.188,1.073
296.218,1.067
296.248,1.074
296.278,1.070
296.308,1.072
296.338,1.083
296.368,1.092
296.398,1.091
296.428,1.082
296.458,1.075
296.488,1.076
296.518,1.065
296.548,1.064
296.578,1.065
296.608,1.070
296.638,1.084
296.668,1.083
296.698,1.099
296.728,1.098
296.758,1.089
296.788,1.096
296.818,1.090
296.848,1.080
296.878,1.080
296.908,1.083
296.938,1.084
296.968,1.085
296.998,1.089
297.028,1.097
297.058,1.094
297.088,1.084
297.118,1.083
297.148,1.082
297.178,1.095
297.208,1.095
297.238,1.085
297.268,1.078
297.298,1.081
297.328,1.086
297.358,1.087
297.388,1.075
297.418,1.072
297.448,1.087
297.478,1.091
297.508,1.092
297.538,1.087
297.568,1.089
297.598,1.090
297.628,1.087
297.658,1.082
297.688,1.086
297.718,1.085
297.748,1.083
297.778,1.088
297.808,1.085
297.838,1.085
297.868,1.088
297.898,1.086
297.928,1.082
297.958,1.083
297.988,1.086
298.018,1.087
298.048,1.090
298.078,1.084
298.108,1.084
298.138,1.088
298.168,1.084
298.198,1.082
298.228,1.078
298.258,1.088
298.288,1.089
298.318,1.084
298.348,1.089
298.378,1.085
298.408,1.086
298.438,1.089
298.468,1.085
298.498,1.084
298.528,1.084
298.558,1.082
298.588,1.080
298.618,1.087
298.648,1.090
298.678,1.085
298.708,1.087
298.738,1.082
298.768,1.076
298.798,1.080
298.828,1.094
298.858,1.090
298.888,1.086
298.918,1.083
298.948,1.090
298.978,1.084
299.008,1.085
299.038,1.081
299.068,1.085
299.098,1.087
299.128,1.084
299.158,1.083
299.188,1.086
299.218,1.091
299.248,1.089
299.278,1.090
299.308,1.083
299.338,1.088
299.368,1.086
299.398,1.085
299.428,1.093
299.458,1.087
299.488,1.092
299.518,1.094
299.548,1.095
299.578,1.086
299.608,1.087
299.638,1.089
299.668,1.094
299.698,1.085
299.728,1.085
299.758,1.078
299.788,1.083
299.818,1.084
299.848,1.093
299.878,1.097
299.908,1.090
299.938,1.089
299.968,1.084
299.998,1.077
300.028,1.073
300.058,1.081
300.088,1.084
300.118,1.078
300.148,1.077
300.178,1.075
300.208,1.072
300.238,1.065
300.268,1.075
300.298,1.073
300.328,1.072
300.358,1.074
300.388,1.073
300.418,1.080
300.448,1.089
300.478,1.085
300.508,1.087
300.538,1.085
300.568,1.083
300.598,1.073
300.628,1.073
300.658,1.062
300.688,1.068
300.718,1.087
300.748,1.098
300.778,1.096
300.808,1.081
300.838,1.075
300.868,1.082
300.898,1.078
300.928,1.063
300.958,1.066
300.988,1.072
301.018,1.067
301.048,1.052
301.078,1.065
301.108,1.083
301.138,1.089
301.168,1.085
301.198,1.098
301.228,1.115
301.258,1.099
301.288,1.088
301.318,1.084
301.348,1.089
301.378,1.092
301.408,1.088
301.438,1.076
301.468,1.084
301.498,1.092
301.528,1.095
301.558,1.087
301.588,1.091
301.618,1.081
301.648,1.078
301.678,1.081
301.708,1.085
301.738,1.088
301.768,1.087
301.798,1.085
301.828,1.088
301.858,1.089
301.888,1.089
301.918,1.087
301.948,1.075
301.978,1.075
302.008,1.080
302.038,1.087
302.068,1.081
302.098,1.081
302.128,1.085
302.158,1.083
302.188,1.083
302.218,1.073
302.248,1.087
302.278,1.094
302.308,1.085
302.338,1.082
302.368,1.078
302.398,1.088
302.428,1.087
302.458,1.073
302.488,1.066
302.518,1.070
302.548,1.089
302.578,1.091
302.608,1.093
302.638,1.089
302.668,1.083
302.698,1.079
302.728,1.079
302.758,1.084
302.788,1.081
302.818,1.087
302.848,1.086
302.878,1.086
302.908,1.081
302.938,1.084
302.968,1.082
302.998,1.086
303.028,1.089
303.058,1.086
303.088,1.084
303.118,1.084
303.148,1.088
303.178,1.086
303.208,1.079
303.238,1.079
303.268,1.076
303.298,1.077
303.328,1.080
303.358,1.095
303.388,1.088
303.418,1.081
303.448,1.073
303.478,1.078
303.508,1.076
303.538,1.084
303.568,1.094
303.598,1.092
303.628,1.087
303.658,1.093
303.688,1.088
303.718,1.088
303.748,1.083
303.778,1.088
303.808,1.093
303.838,1.094
303.868,1.099
303.898,1.098
303.928,1.090
303.958,1.077
303.988,1.082
304.018,1.088
304.048,1.084
304.078,1.088
304.108,1.086
304.138,1.085
304.168,1.085
304.198,1.083
304.228,1.085
304.258,1.078
304.288,1.074
304.318,1.083
304.348,1.087
304.378,1.086
304.408,1.084
304.438,1.083
304.468,1.089
304.498,1.093
304.528,1.094
304.558,1.083
304.588,1.084
304.618,1.083
304.648,1.081
304.678,1.085
304.708,1.082
304.738,1.081
304.768,1.087
304.798,1.087
304.828,1.081
304.858,1.086
304.888,1.082
304.918,1.086
304.948,1.085
304.978,1.080
305.008,1.093
305.038,1.090
305.068,1.082
305.098,1.086
305.128,1.095
305.158,1.090
305.188,1.083
305.218,1.086
305.248,1.082
305.278,1.083
305.308,1.082
305.338,1.086
305.368,1.083
305.398,1.086
305.428,1.092
305.458,1.090
305.488,1.082
305.518,1.087
305.548,1.083
305.578,1.083
305.608,1.085
305.638,1.086
305.668,1.085
305.698,1.084
305.728,1.081
305.758,1.083
305.788,1.084
305.818,1.089
305.848,1.082
305.878,1.088
305.908,1.090
305.938,1.088
305.968,1.088
305.998,1.085
306.028,1.085
306.058,1.089
306.088,1.086
306.118,1.078
306.148,1.084
306.178,1.087
306.208,1.086
306.238,1.082
306.268,1.083
306.298,1.083
306.328,1.089
306.358,1.086
306.388,1.081
306.418,1.084
306.448,1.084
306.478,1.080
306.508,1.085
306.538,1.086
306.568,1.089
306.598,1.081
306.628,1.081
306.658,1.086
306.688,1.090
306.718,1.089
306.748,1.082
306.778,1.082
306.808,1.084
306.838,1.086
306.868,1.085
306.898,1.095
306.928,1.083
306.958,1.082
306.988,1.088
307.018,1.085
307.048,1.089
307.078,1.085
307.108,1.086
307.138,1.086
307.168,1.085
307.198,1.088
307.228,1.087
307.258,1.087
307.288,1.085
307.318,1.081
307.348,1.082
307.378,1.088
307.408,1.091
307.438,1.085
307.468,1.082
307.498,1.084
307.528,1.083
307.558,1.083
307.588,1.088
307.618,1.094
307.648,1.085
307.678,1.082
307.708,1.092
307.738,1.084
307.768,1.084
307.798,1.082
307.828,1.080
307.858,1.078
307.888,1.078
307.918,1.085
307.948,1.086
307.978,1.089
308.008,1.088
308.038,1.084
308.068,1.084
308.098,1.086
308.128,1.079
308.158,1.087
308.188,1.080
308.218,1.085
308.248,1.085
308.278,1.086
308.308,1.090
308.338,1.088
308.368,1.087
308.398,1.086
308.428,1.082
308.458,1.079
308.488,1.077
308.518,1.083
308.548,1.081
308.578,1.082
308.608,1.081
308.638,1.085
308.668,1.091
308.698,1.088
308.728,1.096
308.758,1.095
308.788,1.087
308.818,1.081
308.848,1.084
308.878,1.079
308.908,1.085
308.938,1.078
308.968,1.076
308.998,1.081
309.028,1.086
309.058,1.104
309.088,1.096
309.118,1.094
309.148,1.079
309.178,1.086
309.208,1.086
309.238,1.087
309.268,1.087
309.298,1.085
309.328,1.084
309.358,1.082
309.388,1.095
309.418,1.092
309.448,1.081
309.478,1.078
309.508,1.081
309.538,1.083
309.568,1.092
309.598,1.091
309.628,1.090
309.658,1.086
309.688,1.086
309.718,1.084
309.748,1.087
309.778,1.083
309.808,1.082
309.838,1.081
309.868,1.082
309.898,1.087
309.928,1.085
309.958,1.088
309.988,1.083
310.018,1.091
310.048,1.090
310.078,1.085
310.108,1.082
310.138,1.085
310.168,1.080
310.198,1.082
310.228,1.081
310.258,1.085
310.288,1.085
310.318,1.088
310.348,1.080
310.378,1.086
310.408,1.087
310.438,1.082
310.468,1.082
310.498,1.081
310.528,1.087
310.558,1.086
310.588,1.083
310.618,1.081
310.648,1.104
310.678,1.086
310.708,1.087
310.738,1.075
310.768,1.080
310.798,1.087
310.828,1.084
310.858,1.085
310.888,1.087
310.918,1.081
310.948,1.082
310.978,1.085
311.008,1.084
311.038,1.081
311.068,1.083
311.098,1.082
311.128,1.081
311.158,1.086
311.188,1.093
311.218,1.092
311.248,1.089
311.278,1.084
311.308,1.086
311.338,1.082
311.368,1.089
311.398,1.087
311.428,1.083
311.458,1.083
311.488,1.087
311.518,1.092
311.548,1.088
311.578,1.094
311.608,1.080
311.638,1.081
311.668,1.081
311.698,1.081
311.728,1.086
311.758,1.083
311.788,1.083
311.818,1.085
311.848,1.083
311.878,1.086
311.908,1.081
311.938,1.081
311.968,1.084
311.998,1.092
312.028,1.090
