Time (s),Resistance (Ω),Conductance (µS),Stage
1,76.8135,13018.544917234602,callibration
2,75.4499,13253.828036882753,callibration
3,74.9252,13346.644386668302,callibration
4,74.1812,13480.504494400197,callibration
5,78.9773,12661.866131154142,callibration
6,77.7344,12864.317470772272,callibration
7,76.8135,13018.544917234602,callibration
8,79.6053,12561.977657266538,callibration
9,74.9252,13346.644386668302,callibration
10,76.5847,13057.438365626555,callibration
11,74.7014,13386.62996945171,callibration
12,79.2907,12611.819545041222,callibration
13,77.6573,12877.089468729919,callibration
14,75.3747,13267.051145808871,callibration
15,75.1497,13306.773014396598,callibration
16,75.9777,13161.756673339678,callibration
17,76.9663,12992.6994022059,callibration
18,75,13333.333333333334,callibration
19,77.196,12954.039069381834,callibration
20,76.7372,13031.489290722102,Normal stage
21,77.3495,12928.331792707128,Normal stage
22,80.5556,12413.786254462755,Normal stage
23,76.5847,13057.438365626555,Normal stage
24,75.3747,13267.051145808871,Normal stage
25,79.8419,12524.752041221464,Normal stage
26,78.587,12724.750913000878,Normal stage
27,79.4479,12586.865102790633,Normal stage
28,75.3747,13267.051145808871,Normal stage
29,78.587,12724.750913000878,Normal stage
30,80.6352,12401.531837212533,Normal stage
31,79.8419,12524.752041221464,Normal stage
32,78.821,12686.974283503127,Normal stage
33,80.0791,12487.652833261112,Normal stage
34,80.5556,12413.786254462755,Normal stage
35,76.3566,13096.44483908398,Normal stage
36,78.1984,12787.985431926994,Normal stage
37,76.8135,13018.544917234602,Normal stage
38,76.3566,13096.44483908398,Normal stage
39,76.5847,13057.438365626555,Normal stage
40,76.5086,13070.426069749023,Normal stage
41,80.2377,12462.96940216382,Normal stage
42,77.4263,12915.508037966429,Normal stage
43,80.0791,12487.652833261112,Normal stage
44,80.476,12426.06491376311,Normal stage
45,78.8991,12674.41580448953,Normal stage
46,80.6352,12401.531837212533,Normal stage
47,76.129,13135.598786270672,Normal stage
48,76.7372,13031.489290722102,Normal stage
49,77.5802,12889.886852573209,Normal stage
50,81.0345,12340.422906292999,Normal stage
51,77.0428,12979.798242016126,Normal stage
52,80.7947,12377.049484681544,Normal stage
53,78.0435,12813.366904354623,Normal stage
54,78.1984,12787.985431926994,Normal stage
55,78.276,12775.307884920028,Normal stage
56,76.2048,13122.532963802803,Normal stage
57,79.0555,12649.341285552555,Normal stage
58,75.9021,13174.866044549492,Normal stage
59,77.3495,12928.331792707128,Normal stage
60,76.5847,13057.438365626555,Normal stage
61,80.1584,12475.29890816184,Normal stage
62,78.9773,12661.866131154142,Normal stage
63,81.5965,12255.427622508318,Normal stage
64,81.5965,12255.427622508318,Normal stage
65,81.1947,12316.074817691304,Normal stage
66,77.1194,12966.905862856816,Normal stage
67,77.9661,12826.087235349722,Normal stage
68,76.5086,13070.426069749023,Normal stage
69,79.6053,12561.977657266538,Normal stage
70,77.0428,12979.798242016126,Normal stage
71,79.1339,12636.809256210045,Normal stage
72,77.8116,12851.554266973048,Normal stage
73,77.8116,12851.554266973048,Normal stage
74,81.5965,12255.427622508318,Normal stage
75,80.8746,12364.821587989307,Normal stage
76,78.6649,12712.1498915018,Normal stage
77,78.1984,12787.985431926994,Normal stage
78,76.6609,13044.459431078947,Normal stage
79,76.6609,13044.459431078947,Normal stage
80,81.4355,12279.656906386035,Normal stage
81,81.0345,12340.422906292999,Normal stage
82,77.8116,12851.554266973048,Normal stage
83,79.0555,12649.341285552555,Normal stage
84,81.0345,12340.422906292999,Normal stage
85,76.5847,13057.438365626555,Normal stage
86,81.5965,12255.427622508318,Normal stage
87,78.587,12724.750913000878,Normal stage
88,78.276,12775.307884920028,Normal stage
89,80.7149,12389.286240830379,Normal stage
90,78.1984,12787.985431926994,Normal stage
91,81.5965,12255.427622508318,Normal stage
92,80.1584,12475.29890816184,Normal stage
93,80.0791,12487.652833261112,Normal stage
94,81.4355,12279.656906386035,Normal stage
95,79.0555,12649.341285552555,Normal stage
96,76.7372,13031.489290722102,Normal stage
97,79.6053,12561.977657266538,Normal stage
98,77.4263,12915.508037966429,Normal stage
99,77.0428,12979.798242016126,Normal stage
100,79.1339,12636.809256210045,Normal stage
101,79.0555,12649.341285552555,Normal stage
102,77.6573,12877.089468729919,Normal stage
103,81.4355,12279.656906386035,Normal stage
104,77.8116,12851.554266973048,Normal stage
105,77.9661,12826.087235349722,Normal stage
106,78.1209,12800.671779254975,Normal stage
107,80.2377,12462.96940216382,Normal stage
108,78.276,12775.307884920028,Normal stage
109,78.9773,12661.866131154142,Normal stage
110,76.5847,13057.438365626555,Normal stage
111,79.4479,12586.865102790633,Normal stage
112,76.7372,13031.489290722102,Normal stage
113,80.1584,12475.29890816184,Normal stage
114,80.2377,12462.96940216382,Normal stage
115,79.5265,12574.424877242178,Normal stage
116,76.4326,13083.422518663503,Normal stage
117,76.3566,13096.44483908398,Normal stage
118,79.8419,12524.752041221464,Normal stage
119,80.0791,12487.652833261112,Normal stage
120,78.3537,12762.639160626748,Normal stage
121,81.1947,12316.074817691304,Normal stage
122,79.8419,12524.752041221464,Normal stage
123,81.1146,12328.236840223586,Normal stage
124,81.516,12267.530300799843,Normal stage
125,78.1984,12787.985431926994,Normal stage
126,78.9773,12661.866131154142,Normal stage
127,76.5847,13057.438365626555,Normal stage
128,77.7344,12864.317470772272,Normal stage
129,77.6573,12877.089468729919,Normal stage
130,79.2123,12624.3020339013,Normal stage
131,78.587,12724.750913000878,Normal stage
132,79.0555,12649.341285552555,Normal stage
133,79.6841,12549.555055525507,Normal stage
134,79.8419,12524.752041221464,Normal stage
135,78.7429,12699.5576744062,Normal stage
136,77.8116,12851.554266973048,Normal stage
137,76.5847,13057.438365626555,Normal stage
138,76.5086,13070.426069749023,Normal stage
139,77.8888,12838.816363841785,Normal stage
140,76.5086,13070.426069749023,Normal stage
141,76.5847,13057.438365626555,Normal stage
142,80.2377,12462.96940216382,Normal stage
143,79.9209,12512.371607426843,Normal stage
144,79.9209,12512.371607426843,Normal stage
145,75.6757,13214.2814668381,Normal stage
146,80.2377,12462.96940216382,Normal stage
147,80.7149,12389.286240830379,Normal stage
148,76.4326,13083.422518663503,Normal stage
149,75.9021,13174.866044549492,Normal stage
150,75.6757,13214.2814668381,Normal stage
151,77.9661,12826.087235349722,Normal stage
152,76.6609,13044.459431078947,Normal stage
153,76.4326,13083.422518663503,Normal stage
154,77.6573,12877.089468729919,Normal stage
155,78.587,12724.750913000878,Normal stage
156,79.6053,12561.977657266538,Normal stage
157,76.5847,13057.438365626555,Normal stage
158,77.3495,12928.331792707128,Normal stage
159,80.1584,12475.29890816184,Normal stage
160,77.8116,12851.554266973048,Normal stage
161,78.6649,12712.1498915018,Normal stage
162,78.1984,12787.985431926994,Normal stage
163,79.0555,12649.341285552555,Normal stage
164,79.9209,12512.371607426843,Normal stage
165,81.2749,12303.921628940792,Normal stage
166,79.9209,12512.371607426843,Normal stage
167,77.4263,12915.508037966429,Normal stage
168,79.8419,12524.752041221464,Normal stage
169,80.317,12450.66424293736,Normal stage
170,80,12500,Normal stage
171,79.3693,12599.329967632322,Normal stage
172,80.6352,12401.531837212533,Normal stage
173,80.2377,12462.96940216382,Normal stage
174,75.7511,13201.128432458407,Normal stage
175,76.2048,13122.532963802803,Normal stage
176,76.5086,13070.426069749023,Normal stage
177,80.317,12450.66424293736,Normal stage
178,80.317,12450.66424293736,Normal stage
179,76.2048,13122.532963802803,Normal stage
180,80.476,12426.06491376311,Normal stage
181,76.5847,13057.438365626555,Normal stage
182,80.317,12450.66424293736,Normal stage
183,81.0345,12340.422906292999,Normal stage
184,79.5265,12574.424877242178,Normal stage
185,77.5802,12889.886852573209,Normal stage
186,79.2907,12611.819545041222,Normal stage
187,76.8135,13018.544917234602,Normal stage
188,79.0555,12649.341285552555,Normal stage
189,80.2377,12462.96940216382,Normal stage
190,76.6609,13044.459431078947,Normal stage
191,77.8116,12851.554266973048,Normal stage
192,78.6649,12712.1498915018,Normal stage
193,79.0555,12649.341285552555,Normal stage
194,75.2246,13293.523661142764,Normal stage
195,78.6649,12712.1498915018,Normal stage
196,78.821,12686.974283503127,Normal stage
197,80.0791,12487.652833261112,Normal stage
198,80.3965,12438.352415838997,Normal stage
199,81.2749,12303.921628940792,Normal stage
200,77.0428,12979.798242016126,Normal stage
201,77.5802,12889.886852573209,Normal stage
202,76.5847,13057.438365626555,Normal stage
203,76.129,13135.598786270672,Normal stage
204,76.6609,13044.459431078947,Normal stage
205,85.2941,11724.140356718694,Normal stage
206,84.3764,11851.655202165533,Normal stage
207,88.5359,11294.853274208543,Normal stage
208,85.7143,11666.664722222547,Normal stage
209,85.1266,11747.20945039506,Normal stage
210,79.2907,12611.819545041222,Normal stage
211,82.1619,12171.091466969483,Normal stage
