df_hash,22ZHK4.8FYAMK
13.792,1.027
13.822,1.023
13.852,1.023
13.882,1.027
13.912,1.027
13.942,1.021
13.972,1.028
14.002,1.026
14.032,1.024
14.062,1.024
14.092,1.028
14.122,1.025
14.152,1.028
14.182,1.026
14.212,1.021
14.242,1.024
14.272,1.025
14.302,1.025
14.332,1.022
14.362,1.025
14.392,1.024
14.422,1.027
14.452,1.026
14.482,1.027
14.512,1.032
14.542,1.028
14.572,1.027
14.602,1.027
14.632,1.025
14.662,1.023
14.692,1.026
14.722,1.023
14.752,1.026
14.782,1.028
14.812,1.027
14.842,1.025
14.872,1.028
14.902,1.022
14.932,1.030
14.962,1.027
14.992,1.027
15.022,1.023
15.052,1.025
15.082,1.027
15.112,1.024
15.142,1.026
15.172,1.024
15.202,1.028
15.232,1.028
15.262,1.026
15.292,1.024
15.322,1.025
15.352,1.026
15.382,1.028
15.412,1.027
15.442,1.027
15.472,1.028
15.502,1.026
15.532,1.028
15.562,1.022
15.592,1.024
15.622,1.029
15.652,1.027
15.682,1.028
15.712,1.030
15.742,1.023
15.772,1.024
15.802,1.027
15.832,1.025
15.862,1.026
15.892,1.029
15.922,1.022
15.952,1.025
15.982,1.030
16.012,1.025
16.042,1.025
16.072,1.028
16.102,1.024
16.132,1.031
16.162,1.021
16.192,1.029
16.222,1.027
16.252,1.029
16.282,1.023
16.312,1.022
16.342,1.028
16.372,1.027
16.402,1.025
16.432,1.024
16.462,1.028
16.492,1.028
16.522,1.023
16.552,1.025
16.582,1.028
16.612,1.024
16.642,1.027
16.672,1.027
16.702,1.026
16.732,1.026
16.762,1.019
16.792,1.032
16.822,1.028
16.852,1.026
16.882,1.023
16.912,1.029
16.942,1.025
16.972,1.026
17.002,1.029
17.032,1.029
17.062,1.027
17.092,1.027
17.122,1.026
17.152,1.029
17.182,1.027
17.212,1.028
17.242,1.025
17.272,1.027
17.302,1.027
17.332,1.030
17.362,1.031
17.392,1.024
17.422,1.028
17.452,1.028
17.482,1.027
17.512,1.029
17.542,1.025
17.572,1.028
17.602,1.026
17.632,1.030
17.662,1.023
17.692,1.025
17.722,1.024
17.752,1.030
17.782,1.025
17.812,1.027
17.842,1.029
17.872,1.028
17.902,1.029
17.932,1.025
17.962,1.026
17.992,1.022
18.022,1.028
18.052,1.024
18.082,1.027
18.112,1.027
18.142,1.024
18.172,1.031
18.202,1.025
18.232,1.024
18.262,1.026
18.292,1.030
18.322,1.027
18.352,1.027
18.382,1.025
18.412,1.022
18.442,1.032
18.472,1.029
18.502,1.025
18.532,1.025
18.562,1.026
18.592,1.027
18.622,1.028
18.652,1.032
18.682,1.025
18.712,1.028
18.742,1.030
18.772,1.024
18.802,1.024
18.832,1.028
18.862,1.026
18.892,1.027
18.922,1.030
18.952,1.022
18.982,1.027
19.012,1.030
19.042,1.030
19.072,1.027
19.102,1.025
19.132,1.026
19.162,1.027
19.192,1.025
19.222,1.021
19.252,1.031
19.282,1.028
19.312,1.026
19.342,1.024
19.372,1.028
19.402,1.023
19.432,1.027
19.462,1.030
19.492,1.028
19.522,1.032
19.552,1.024
19.582,1.029
19.612,1.026
19.642,1.029
19.672,1.026
19.702,1.024
19.732,1.026
19.762,1.027
19.792,1.028
19.822,1.032
19.852,1.027
19.882,1.027
19.912,1.027
19.942,1.029
19.972,1.026
20.002,1.024
20.032,1.026
20.062,1.028
20.092,1.027
20.122,1.024
20.152,1.026
20.182,1.028
20.212,1.030
20.242,1.021
20.272,1.028
20.302,1.030
20.332,1.030
20.362,1.025
20.392,1.028
20.422,1.028
20.452,1.029
20.482,1.025
20.512,1.026
20.542,1.029
20.572,1.027
20.602,1.030
20.632,1.027
20.662,1.026
20.692,1.029
20.722,1.026
20.752,1.024
20.782,1.029
20.812,1.031
20.842,1.031
20.872,1.029
20.902,1.024
20.932,1.032
20.962,1.027
20.992,1.026
21.022,1.028
21.052,1.028
21.082,1.027
21.112,1.029
21.142,1.028
21.172,1.023
21.202,1.030
21.232,1.026
21.262,1.020
21.292,1.026
21.322,1.032
21.352,1.034
21.382,1.031
21.412,1.027
21.442,1.025
21.472,1.031
21.502,1.031
21.532,1.028
21.562,1.028
21.592,1.028
21.622,1.029
21.652,1.026
21.682,1.022
21.712,1.027
21.742,1.026
21.772,1.028
21.802,1.035
21.832,1.025
21.862,1.032
21.892,1.024
21.922,1.023
21.952,1.027
21.982,1.026
22.012,1.026
22.042,1.025
22.072,1.030
22.102,1.028
22.132,1.028
22.162,1.024
22.192,1.032
22.222,1.029
22.252,1.027
22.282,1.027
22.312,1.027
22.342,1.029
22.372,1.030
22.402,1.023
22.432,1.023
22.462,1.030
22.492,1.029
22.522,1.022
22.552,1.026
22.582,1.028
22.612,1.024
22.642,1.027
22.672,1.029
22.702,1.027
22.732,1.027
22.762,1.024
22.792,1.030
22.822,1.028
22.852,1.027
22.882,1.025
22.912,1.028
22.942,1.027
22.972,1.029
23.002,1.029
23.032,1.021
23.062,1.031
23.092,1.028
23.122,1.024
23.152,1.027
23.182,1.026
23.212,1.025
23.242,1.027
23.272,1.029
23.302,1.030
23.332,1.023
23.362,1.027
23.392,1.032
23.422,1.028
23.452,1.029
23.482,1.029
23.512,1.026
23.542,1.027
23.572,1.026
23.602,1.031
23.632,1.026
23.662,1.030
23.692,1.027
23.722,1.024
23.752,1.024
23.782,1.028
23.812,1.026
23.842,1.026
23.872,1.030
23.902,1.030
23.932,1.027
23.962,1.021
23.992,1.032
24.022,1.030
24.052,1.029
24.082,1.025
24.112,1.028
24.142,1.027
24.172,1.029
24.202,1.030
24.232,1.025
24.262,1.031
24.292,1.032
24.322,1.031
24.352,1.026
24.382,1.030
24.412,1.028
24.442,1.025
24.472,1.027
24.502,1.026
24.532,1.032
24.562,1.026
24.592,1.024
24.622,1.027
24.652,1.029
24.682,1.030
24.712,1.030
24.742,1.027
24.772,1.029
24.802,1.030
24.832,1.030
24.862,1.023
24.892,1.030
24.922,1.031
24.952,1.029
24.982,1.024
25.012,1.027
25.042,1.028
25.072,1.027
25.102,1.025
25.132,1.025
25.162,1.027
25.192,1.030
25.222,1.029
25.252,1.026
25.282,1.029
25.312,1.029
25.342,1.026
25.372,1.023
25.402,1.023
25.432,1.030
25.462,1.026
25.492,1.029
25.522,1.021
25.552,1.026
25.582,1.030
25.612,1.029
25.642,1.025
25.672,1.028
25.702,1.030
25.732,1.023
25.762,1.028
25.792,1.030
25.822,1.027
25.852,1.028
25.882,1.027
25.912,1.022
25.942,1.030
25.972,1.030
26.002,1.030
26.032,1.027
26.062,1.028
26.092,1.026
26.122,1.029
26.152,1.025
26.182,1.022
26.212,1.027
26.242,1.031
26.272,1.026
26.302,1.029
26.332,1.027
26.362,1.025
26.392,1.031
26.422,1.027
26.452,1.031
26.482,1.029
26.512,1.029
26.542,1.021
26.572,1.027
26.602,1.032
26.632,1.032
26.662,1.027
26.692,1.026
26.722,1.029
26.752,1.029
26.782,1.027
26.812,1.025
26.842,1.030
26.872,1.029
26.902,1.028
26.932,1.028
26.962,1.028
26.992,1.030
27.022,1.029
27.052,1.027
27.082,1.029
27.112,1.027
27.142,1.021
27.172,1.027
27.202,1.028
27.232,1.026
27.262,1.028
27.292,1.028
27.322,1.029
27.352,1.027
27.382,1.027
27.412,1.028
27.442,1.025
27.472,1.030
27.502,1.026
27.532,1.025
27.562,1.027
27.592,1.026
27.622,1.033
27.652,1.031
27.682,1.029
27.712,1.028
27.742,1.025
27.772,1.032
27.802,1.034
27.832,1.026
27.862,1.029
27.892,1.029
27.922,1.027
27.952,1.029
27.982,1.029
28.012,1.024
28.042,1.029
28.072,1.031
28.102,1.024
28.132,1.026
28.162,1.028
28.192,1.031
28.222,1.025
28.252,1.026
28.282,1.029
28.312,1.028
28.342,1.030
28.372,1.030
28.402,1.028
28.432,1.025
28.462,1.029
28.492,1.029
28.522,1.030
28.552,1.027
28.582,1.029
28.612,1.031
28.642,1.025
28.672,1.026
28.702,1.029
28.732,1.027
28.762,1.030
28.792,1.025
28.822,1.029
28.852,1.026
28.882,1.030
28.912,1.033
28.942,1.030
28.972,1.028
29.002,1.023
29.032,1.029
29.062,1.031
29.092,1.029
29.122,1.028
29.152,1.032
29.182,1.032
29.212,1.026
29.242,1.023
29.272,1.034
29.302,1.028
29.332,1.025
29.362,1.027
29.392,1.026
29.422,1.032
29.452,1.029
29.482,1.026
29.512,1.026
29.542,1.026
29.572,1.029
29.602,1.031
29.632,1.026
29.662,1.022
29.692,1.030
29.722,1.030
29.752,1.026
29.782,1.027
29.812,1.027
29.842,1.027
29.872,1.027
29.902,1.027
29.932,1.029
29.962,1.028
29.992,1.032
30.022,1.029
30.052,1.024
30.082,1.028
30.112,1.031
30.142,1.026
30.172,1.025
30.202,1.031
30.232,1.029
30.262,1.031
30.292,1.029
30.322,1.025
30.352,1.028
30.382,1.028
30.412,1.028
30.442,1.027
30.472,1.028
30.502,1.032
30.532,1.029
30.562,1.029
30.592,1.027
30.622,1.029
30.652,1.031
30.682,1.029
30.712,1.029
30.742,1.024
30.772,1.027
30.802,1.024
30.832,1.032
30.862,1.031
30.892,1.025
30.922,1.026
30.952,1.031
30.982,1.029
31.012,1.030
31.042,1.030
31.072,1.034
31.102,1.030
31.132,1.028
31.162,1.024
31.192,1.029
31.222,1.029
31.252,1.034
31.282,1.031
31.312,1.024
31.342,1.028
31.372,1.029
31.402,1.030
31.432,1.027
31.462,1.032
31.492,1.032
31.522,1.030
31.552,1.028
31.582,1.030
31.612,1.030
31.642,1.032
31.672,1.030
31.702,1.030
31.732,1.025
31.762,1.028
31.792,1.031
31.822,1.027
31.852,1.028
31.882,1.021
31.912,1.028
31.942,1.029
31.972,1.030
32.002,1.028
32.032,1.029
32.062,1.029
32.092,1.029
32.122,1.029
32.152,1.026
32.182,1.030
32.212,1.028
32.242,1.025
32.272,1.026
32.302,1.027
32.332,1.027
32.362,1.029
32.392,1.026
32.422,1.027
32.452,1.032
32.482,1.032
32.512,1.028
32.542,1.030
32.572,1.023
32.602,1.029
32.632,1.028
32.662,1.028
32.692,1.026
32.722,1.027
32.752,1.031
32.782,1.028
32.812,1.030
32.842,1.023
32.872,1.030
32.902,1.030
32.932,1.027
32.962,1.026
32.992,1.026
33.022,1.031
33.052,1.028
33.082,1.027
33.112,1.028
33.142,1.029
33.172,1.030
33.202,1.029
33.232,1.025
33.262,1.029
33.292,1.032
33.322,1.031
33.352,1.028
33.382,1.027
33.412,1.031
33.442,1.030
33.472,1.022
33.502,1.029
33.532,1.030
33.562,1.033
33.592,1.025
33.622,1.028
33.652,1.028
33.682,1.028
33.712,1.026
33.742,1.025
33.772,1.028
33.802,1.032
33.832,1.025
33.862,1.027
33.892,1.022
33.922,1.030
33.952,1.032
33.982,1.028
34.012,1.027
34.042,1.025
34.072,1.030
34.102,1.031
34.132,1.032
34.162,1.027
34.192,1.030
34.222,1.033
34.252,1.026
34.282,1.026
34.312,1.027
34.342,1.025
34.372,1.030
34.402,1.029
34.432,1.027
34.462,1.028
34.492,1.027
34.522,1.032
34.552,1.028
34.582,1.030
34.612,1.030
34.642,1.027
34.672,1.031
34.702,1.027
34.732,1.025
34.762,1.026
34.792,1.029
34.822,1.028
34.852,1.026
34.882,1.026
34.912,1.029
34.942,1.027
34.972,1.026
35.002,1.027
35.032,1.031
35.062,1.027
35.092,1.033
35.122,1.030
35.152,1.028
35.182,1.031
35.212,1.026
35.242,1.029
35.272,1.029
35.302,1.024
35.332,1.021
35.362,1.035
35.392,1.028
35.422,1.028
35.452,1.027
35.482,1.028
35.512,1.029
35.542,1.030
35.572,1.026
35.602,1.031
35.632,1.023
35.662,1.030
35.692,1.030
35.722,1.029
35.752,1.026
35.782,1.029
35.812,1.029
35.842,1.028
35.872,1.028
35.902,1.023
35.932,1.031
35.962,1.030
35.992,1.028
36.022,1.025
36.052,1.026
36.082,1.026
36.112,1.031
36.142,1.030
36.172,1.029
36.202,1.027
36.232,1.030
36.262,1.034
36.292,1.032
36.322,1.030
36.352,1.027
36.382,1.028
36.412,1.026
36.442,1.031
36.472,1.027
36.502,1.026
36.532,1.030
36.562,1.027
36.592,1.027
36.622,1.031
36.652,1.030
36.682,1.029
36.712,1.026
36.742,1.029
36.772,1.030
36.802,1.030
36.832,1.027
36.862,1.028
36.892,1.031
36.922,1.030
36.952,1.031
36.982,1.026
37.012,1.027
37.042,1.029
37.072,1.029
37.102,1.029
37.132,1.030
37.162,1.029
37.192,1.032
37.222,1.029
37.252,1.029
37.282,1.030
37.312,1.027
37.342,1.027
37.372,1.030
37.402,1.031
37.432,1.026
37.462,1.029
37.492,1.034
37.522,1.029
37.552,1.028
37.582,1.024
37.612,1.030
37.642,1.030
37.672,1.032
37.702,1.026
37.732,1.030
37.762,1.030
37.792,1.029
37.822,1.028
37.852,1.022
37.882,1.035
37.912,1.029
37.942,1.027
37.972,1.030
38.002,1.029
38.032,1.030
38.062,1.028
38.092,1.028
38.122,1.029
38.152,1.029
38.182,1.029
38.212,1.032
38.242,1.033
38.272,1.030
38.302,1.030
38.332,1.029
38.362,1.028
38.392,1.034
38.422,1.029
38.452,1.026
38.482,1.031
38.512,1.028
38.542,1.028
38.572,1.036
38.602,1.033
38.632,1.030
38.662,1.030
38.692,1.028
38.722,1.029
38.752,1.031
38.782,1.029
38.812,1.028
38.842,1.028
38.872,1.028
38.902,1.031
38.932,1.033
38.962,1.033
38.992,1.030
39.022,1.027
39.052,1.031
39.082,1.032
39.112,1.031
39.142,1.032
39.172,1.029
39.202,1.033
39.232,1.027
39.262,1.029
39.292,1.032
39.322,1.030
39.352,1.032
39.382,1.030
39.412,1.027
39.442,1.028
39.472,1.026
39.502,1.031
39.532,1.027
39.562,1.028
39.592,1.029
39.622,1.033
39.652,1.032
39.682,1.028
39.712,1.026
39.742,1.029
39.772,1.029
39.802,1.029
39.832,1.028
39.862,1.030
39.892,1.027
39.922,1.029
39.952,1.030
39.982,1.031
40.012,1.028
40.042,1.034
40.072,1.028
40.102,1.025
40.132,1.029
40.162,1.030
40.192,1.026
40.222,1.028
40.252,1.028
40.282,1.031
40.312,1.032
40.342,1.029
40.372,1.026
40.402,1.031
40.432,1.032
40.462,1.033
40.492,1.026
40.522,1.026
40.552,1.024
40.582,1.027
40.612,1.030
40.642,1.031
40.672,1.030
40.702,1.035
40.732,1.029
40.762,1.026
40.792,1.030
40.822,1.028
40.852,1.028
40.882,1.029
40.912,1.030
40.942,1.028
40.972,1.027
41.002,1.027
41.032,1.033
41.062,1.032
41.092,1.032
41.122,1.025
41.152,1.026
41.182,1.028
41.212,1.030
41.242,1.027
41.272,1.026
41.302,1.034
41.332,1.029
41.362,1.031
41.392,1.029
41.422,1.032
41.452,1.030
41.482,1.030
41.512,1.032
41.542,1.027
41.572,1.031
41.602,1.027
41.632,1.031
41.662,1.034
41.692,1.032
41.722,1.026
41.752,1.027
41.782,1.030
41.812,1.027
41.842,1.027
41.872,1.024
41.902,1.032
41.932,1.035
41.962,1.027
41.992,1.027
42.022,1.026
42.052,1.030
42.082,1.029
42.112,1.030
42.142,1.028
42.172,1.028
42.202,1.024
42.232,1.032
42.262,1.033
42.292,1.030
42.322,1.029
42.352,1.026
42.382,1.030
42.412,1.030
42.442,1.029
42.472,1.032
42.502,1.028
42.532,1.032
42.562,1.029
42.592,1.027
42.622,1.029
42.652,1.030
42.682,1.028
42.712,1.031
42.742,1.031
42.772,1.029
42.802,1.029
42.832,1.027
42.862,1.029
42.892,1.029
42.922,1.032
42.952,1.026
42.982,1.027
43.012,1.030
43.042,1.032
43.072,1.030
43.102,1.025
43.132,1.031
43.162,1.030
43.192,1.031
43.222,1.027
43.252,1.029
43.282,1.031
43.312,1.028
43.342,1.028
43.372,1.031
43.402,1.032
43.432,1.035
43.462,1.024
43.492,1.033
43.522,1.024
43.552,1.028
43.582,1.025
43.612,1.030
43.642,1.035
43.672,1.027
43.702,1.025
43.732,1.030
43.762,1.029
43.792,1.032
43.822,1.029
43.852,1.027
43.882,1.029
43.912,1.027
43.942,1.028
43.972,1.029
44.002,1.029
44.032,1.033
44.062,1.036
44.092,1.028
44.122,1.029
44.152,1.030
44.182,1.028
44.212,1.031
44.242,1.031
44.272,1.029
44.302,1.032
44.332,1.030
44.362,1.028
44.392,1.034
44.422,1.028
44.452,1.030
44.482,1.030
44.512,1.030
44.542,1.028
44.572,1.030
44.602,1.025
44.632,1.028
44.662,1.030
44.692,1.028
44.722,1.030
44.752,1.030
44.782,1.031
44.812,1.031
44.842,1.023
44.872,1.031
44.902,1.033
44.932,1.030
44.962,1.028
44.992,1.031
45.022,1.031
45.052,1.030
45.082,1.029
45.112,1.029
45.142,1.030
45.172,1.034
45.202,1.025
45.232,1.030
45.262,1.031
45.292,1.032
45.322,1.030
45.352,1.031
45.382,1.029
45.412,1.032
45.442,1.032
45.472,1.032
45.502,1.030
45.532,1.026
45.562,1.035
45.592,1.030
45.622,1.032
45.652,1.029
45.682,1.028
45.712,1.028
45.742,1.031
45.772,1.025
45.802,1.026
45.832,1.031
45.862,1.032
45.892,1.026
45.922,1.030
45.952,1.030
45.982,1.030
46.012,1.029
46.042,1.028
46.072,1.031
46.102,1.034
46.132,1.028
46.162,1.027
46.192,1.028
46.222,1.032
46.252,1.031
46.282,1.029
46.312,1.027
46.342,1.028
46.372,1.030
46.402,1.030
46.432,1.033
46.462,1.030
46.492,1.036
46.522,1.028
46.552,1.026
46.582,1.031
46.612,1.029
46.642,1.028
46.672,1.033
46.702,1.031
46.732,1.026
46.762,1.030
46.792,1.029
46.822,1.036
46.852,1.031
46.882,1.030
46.912,1.030
46.942,1.029
46.972,1.028
47.002,1.029
47.032,1.028
47.062,1.028
47.092,1.030
47.122,1.034
47.152,1.028
47.182,1.030
47.212,1.025
47.242,1.029
47.272,1.028
47.302,1.027
47.332,1.030
47.362,1.028
47.392,1.032
47.422,1.031
47.452,1.030
47.482,1.025
47.512,1.030
47.542,1.032
47.572,1.028
47.602,1.028
47.632,1.024
47.662,1.034
47.692,1.032
47.722,1.027
47.752,1.030
47.782,1.032
47.812,1.031
47.842,1.031
47.872,1.029
47.902,1.027
47.932,1.030
47.962,1.031
47.992,1.031
48.022,1.030
48.052,1.030
48.082,1.028
48.112,1.032
48.142,1.031
48.172,1.029
48.202,1.027
48.232,1.035
48.262,1.030
48.292,1.027
48.322,1.028
48.352,1.032
48.382,1.030
48.412,1.027
48.442,1.029
48.472,1.025
48.502,1.035
48.532,1.034
48.562,1.030
48.592,1.030
48.622,1.026
48.652,1.031
48.682,1.032
48.712,1.027
48.742,1.024
48.772,1.034
48.802,1.030
48.832,1.030
48.862,1.030
48.892,1.028
48.922,1.029
48.952,1.030
48.982,1.030
49.012,1.028
49.042,1.023
49.072,1.031
49.102,1.033
49.132,1.028
49.162,1.031
49.192,1.031
49.222,1.026
49.252,1.032
49.282,1.030
49.312,1.029
49.342,1.033
49.372,1.034
49.402,1.029
49.432,1.030
49.462,1.029
49.492,1.026
49.522,1.030
49.552,1.029
49.582,1.029
49.612,1.029
49.642,1.026
49.672,1.033
49.702,1.035
49.732,1.030
49.762,1.026
49.792,1.027
49.822,1.031
49.852,1.032
49.882,1.033
49.912,1.026
49.942,1.034
49.972,1.030
50.002,1.028
50.032,1.033
50.062,1.028
50.092,1.031
50.122,1.030
50.152,1.029
50.182,1.031
50.212,1.033
50.242,1.028
50.272,1.028
50.302,1.029
50.332,1.033
50.362,1.032
50.392,1.028
50.422,1.029
50.452,1.028
50.482,1.030
50.512,1.037
50.542,1.033
50.572,1.031
50.602,1.030
50.632,1.029
50.662,1.029
50.692,1.029
50.722,1.029
50.752,1.030
50.782,1.028
50.812,1.034
50.842,1.030
50.872,1.028
50.902,1.028
50.932,1.028
50.962,1.028
50.992,1.029
51.022,1.030
51.052,1.028
51.082,1.030
51.112,1.027
51.142,1.028
51.172,1.034
51.202,1.027
51.232,1.034
51.262,1.031
51.292,1.028
51.322,1.029
51.352,1.030
51.382,1.029
51.412,1.030
51.442,1.030
51.472,1.031
51.502,1.030
51.532,1.033
51.562,1.032
51.592,1.028
51.622,1.030
51.652,1.029
51.682,1.034
51.712,1.031
51.742,1.028
51.772,1.029
51.802,1.027
51.832,1.032
51.862,1.033
51.892,1.028
51.922,1.034
51.952,1.030
51.982,1.027
52.012,1.029
52.042,1.030
52.072,1.030
52.102,1.033
52.132,1.029
52.162,1.032
52.192,1.029
52.222,1.030
52.252,1.029
52.282,1.027
52.312,1.033
52.342,1.032
52.372,1.034
52.402,1.031
52.432,1.034
52.462,1.030
52.492,1.031
52.522,1.033
52.552,1.032
52.582,1.030
52.612,1.030
52.642,1.029
52.672,1.028
52.702,1.034
52.732,1.033
52.762,1.025
52.792,1.030
52.822,1.032
52.852,1.029
52.882,1.026
52.912,1.028
52.942,1.035
52.972,1.030
53.002,1.026
53.032,1.028
53.062,1.030
53.092,1.032
53.122,1.032
53.152,1.028
53.182,1.030
53.212,1.031
53.242,1.033
53.272,1.027
53.302,1.026
53.332,1.033
53.362,1.030
53.392,1.027
53.422,1.028
53.452,1.034
53.482,1.030
53.512,1.028
53.542,1.026
53.572,1.033
53.602,1.032
53.632,1.031
53.662,1.029
53.692,1.028
53.722,1.027
53.752,1.031
53.782,1.026
53.812,1.031
53.842,1.031
53.872,1.031
53.902,1.027
53.932,1.030
53.962,1.032
53.992,1.029
54.022,1.032
54.052,1.033
54.082,1.030
54.112,1.028
54.142,1.027
54.172,1.032
54.202,1.033
54.232,1.030
54.262,1.030
54.292,1.030
54.322,1.032
54.352,1.029
54.382,1.034
54.412,1.028
54.442,1.034
54.472,1.031
54.502,1.029
54.532,1.031
54.562,1.032
54.592,1.029
54.622,1.032
54.652,1.030
54.682,1.030
54.712,1.029
54.742,1.032
54.772,1.030
54.802,1.034
54.832,1.032
54.862,1.030
54.892,1.030
54.922,1.029
54.952,1.030
54.982,1.032
55.012,1.030
55.042,1.035
55.072,1.030
55.102,1.030
55.132,1.030
55.162,1.031
55.192,1.030
55.222,1.031
55.252,1.030
55.282,1.030
55.312,1.029
55.342,1.027
55.372,1.031
55.402,1.034
55.432,1.033
55.462,1.030
55.492,1.026
55.522,1.031
55.552,1.033
55.582,1.030
55.612,1.030
55.642,1.037
55.672,1.029
55.702,1.030
55.732,1.032
55.762,1.028
55.792,1.031
55.822,1.031
55.852,1.035
55.882,1.031
55.912,1.029
55.942,1.030
55.972,1.022
56.002,1.033
56.032,1.032
56.062,1.032
56.092,1.027
56.122,1.030
56.152,1.031
56.182,1.028
