df_hash,22ZHK4.UNGTKH
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.7KWE
person_label,V152
date_time_start,2026-06-08_18-35-23.944000_+03
date_time_start_unix,1780925723.944
date_time_end,2026-06-08_18-48-41.887000_+03
length_difference_noticed,no

time,battery
16.510,85
26.596,85
36.540,85
46.523,85
56.481,85
66.521,85
76.612,85
86.537,85
96.508,85
106.497,85
116.491,85
126.485,85
136.478,85
146.570,85
156.612,85
166.606,85
176.502,85
186.496,85
196.499,85
206.490,85
216.478,85
226.472,85
236.482,85
246.459,85
256.453,85
266.544,85
276.497,85
286.484,85
296.477,85
306.481,85
316.563,85
326.510,85
336.456,85
346.447,85
356.489,85
366.500,84
376.623,84
386.471,84
396.465,84
406.458,84
416.501,84
426.550,84
436.440,84
446.483,84
456.476,84
466.471,84
476.507,84
486.454,84
496.447,84
506.437,84
516.428,84
526.468,84
536.411,84
546.417,84
556.443,84
566.440,84
576.426,84
586.417,84
596.414,84
606.401,84
616.393,84
626.385,84
636.380,84
646.445,84
656.409,84
666.503,84
676.394,84
686.386,84
696.382,84
706.472,84
716.407,84
726.354,84
736.346,84
746.387,84
756.379,84
766.376,84
776.364,83
786.454,83
