df_hash,22ZHK4.UNGTKH
329.580,36.375
330.554,36.375
331.578,36.375
332.555,36.375
333.871,36.375
334.551,36.375
335.575,36.344
336.605,36.344
337.575,36.312
338.571,36.312
339.573,36.312
340.548,36.344
341.572,36.344
342.595,36.375
343.573,36.375
344.840,36.344
345.569,36.375
346.593,36.375
347.568,36.344
348.592,36.375
349.567,36.375
350.590,36.344
351.716,36.375
352.598,36.375
353.564,36.375
354.588,36.406
355.807,36.375
356.587,36.375
357.565,36.375
358.589,36.375
359.763,36.344
360.584,36.375
361.805,36.375
362.586,36.375
363.580,36.375
364.582,36.375
365.705,36.375
366.580,36.375
367.556,36.375
368.579,36.375
369.629,36.438
370.580,36.406
371.553,36.375
372.625,36.375
373.552,36.375
374.576,36.375
375.551,36.375
376.627,36.375
377.598,36.375
378.573,36.375
379.555,36.344
380.577,36.375
381.795,36.375
382.574,36.375
383.743,36.438
384.569,36.438
385.643,36.469
386.568,36.500
387.543,36.469
388.589,36.469
389.549,36.500
390.571,36.500
391.541,36.500
392.568,36.500
393.588,36.438
394.760,36.438
395.636,36.344
396.564,36.375
397.586,36.312
398.566,36.312
399.635,36.312
400.806,36.312
401.583,36.344
402.630,36.344
403.584,36.375
404.557,36.375
405.581,36.500
406.802,36.469
407.581,36.531
408.554,36.562
409.578,36.531
410.654,36.562
411.612,36.562
412.552,36.562
413.576,36.531
414.551,36.531
415.578,36.531
416.566,36.531
417.623,36.562
418.549,36.531
419.572,36.562
420.575,36.562
421.580,36.562
422.646,36.531
423.575,36.562
424.550,36.562
425.568,36.562
426.695,36.562
427.567,36.562
428.602,36.594
429.574,36.562
430.556,36.562
431.565,36.562
432.540,36.594
433.634,36.594
434.592,36.562
435.563,36.594
436.976,36.562
437.561,36.594
438.536,36.562
439.764,36.562
440.563,36.562
441.572,36.562
442.632,36.531
443.606,36.531
444.581,36.531
445.556,36.531
446.580,36.531
447.850,36.531
448.586,36.562
449.554,36.594
450.586,36.594
451.943,36.562
452.576,36.594
453.593,36.625
454.575,36.625
455.551,36.594
456.674,36.625
457.795,36.594
458.573,36.594
459.571,36.594
460.572,36.625
461.693,36.594
462.570,36.562
463.702,36.594
464.818,36.625
465.558,36.625
466.568,36.688
467.546,36.656
468.722,36.625
469.545,36.625
470.585,36.594
471.546,36.594
472.810,36.594
473.542,36.531
474.564,36.562
475.585,36.531
476.559,36.531
477.535,36.531
478.558,36.531
479.538,36.531
480.557,36.594
481.531,36.562
482.611,36.562
483.530,36.594
484.553,36.562
485.577,36.562
486.551,36.500
487.672,36.531
488.550,36.562
489.770,36.531
490.548,36.531
491.627,36.500
492.568,36.531
493.570,36.500
494.544,36.531
495.592,36.438
496.543,36.500
497.717,36.500
498.686,36.469
499.564,36.531
500.539,36.531
501.563,36.562
502.635,36.562
503.566,36.625
504.552,36.625
505.559,36.688
506.585,36.625
507.558,36.625
508.532,36.625
509.556,36.594
510.585,36.625
511.618,36.625
512.554,36.656
513.649,36.625
514.528,36.625
515.577,36.625
516.525,36.656
517.844,36.625
518.524,36.625
519.596,36.625
520.918,36.594
521.545,36.625
522.573,36.594
523.790,36.562
524.519,36.562
525.542,36.562
526.539,36.562
527.540,36.594
528.808,36.594
529.539,36.594
530.562,36.562
531.644,36.531
532.522,36.625
533.536,36.625
534.577,36.594
535.534,36.625
536.514,36.625
537.678,36.625
538.664,36.594
539.532,36.562
540.562,36.594
541.529,36.594
542.556,36.562
543.678,36.531
544.551,36.531
545.720,36.562
546.549,36.562
547.572,36.562
548.553,36.625
549.544,36.656
550.545,36.656
551.520,36.625
552.543,36.625
553.580,36.625
554.591,36.625
555.517,36.625
556.640,36.594
557.527,36.594
558.543,36.562
559.611,36.531
560.537,36.562
561.545,36.562
562.535,36.531
563.521,36.562
564.588,36.562
565.508,36.562
566.562,36.531
567.512,36.531
568.677,36.531
569.505,36.531
570.726,36.531
571.524,36.594
572.527,36.594
573.573,36.500
574.525,36.531
575.500,36.531
576.531,36.562
577.499,36.562
578.522,36.594
579.497,36.562
580.569,36.562
581.496,36.531
582.582,36.531
583.494,36.594
584.517,36.594
585.496,36.594
586.518,36.594
587.538,36.562
588.539,36.594
589.593,36.594
590.512,36.594
591.536,36.594
592.514,36.625
593.533,36.594
594.660,36.625
595.532,36.625
596.507,36.625
597.531,36.688
598.551,36.656
599.532,36.656
600.606,36.625
601.527,36.594
602.508,36.594
603.526,36.594
604.501,36.562
605.562,36.531
606.499,36.531
607.522,36.531
608.498,36.531
609.545,36.531
610.496,36.562
611.523,36.562
612.494,36.562
613.517,36.562
614.521,36.562
615.516,36.594
616.588,36.562
617.518,36.562
618.490,36.562
619.513,36.594
620.538,36.594
621.520,36.594
622.546,36.594
623.801,36.594
624.632,36.594
625.508,36.594
626.585,36.625
627.508,36.625
628.481,36.625
629.504,36.594
630.551,36.562
631.505,36.594
632.495,36.562
633.501,36.562
634.524,36.562
635.597,36.594
636.523,36.531
637.570,36.531
638.521,36.531
639.518,36.531
640.520,36.500
641.495,36.500
642.518,36.469
643.496,36.500
644.614,36.469
645.491,36.500
646.515,36.531
647.588,36.562
648.513,36.594
649.488,36.625
650.512,36.688
651.652,36.688
652.510,36.688
653.485,36.688
654.510,36.719
655.581,36.688
656.702,36.719
657.482,36.688
658.505,36.656
659.480,36.656
660.529,36.656
661.527,36.656
662.700,36.625
663.477,36.625
664.501,36.625
665.555,36.625
666.507,36.625
667.674,36.688
668.497,36.656
669.527,36.656
670.496,36.625
671.717,36.625
672.494,36.656
673.469,36.656
674.497,36.656
675.763,36.656
676.589,36.594
677.468,36.594
678.489,36.625
679.498,36.594
680.500,36.594
681.563,36.594
682.491,36.625
683.461,36.625
684.484,36.625
685.459,36.625
686.483,36.688
687.506,36.688
688.481,36.688
689.505,36.719
690.772,36.688
691.503,36.688
692.480,36.656
693.551,36.656
694.525,36.688
695.500,36.688
696.475,36.656
697.499,36.688
698.522,36.656
699.643,36.625
700.478,36.656
701.593,36.656
702.470,36.688
703.494,36.688
704.522,36.688
705.885,36.656
706.487,36.656
707.688,36.625
708.466,36.656
709.489,36.656
710.907,36.625
711.488,36.625
712.617,36.625
713.486,36.562
714.461,36.531
715.484,36.562
716.705,36.531
717.485,36.562
718.458,36.531
719.484,36.531
720.510,36.500
721.516,36.500
722.554,36.500
723.498,36.531
724.459,36.594
725.566,36.625
726.795,36.656
727.475,36.656
728.450,36.625
729.473,36.625
730.457,36.656
731.473,36.688
732.447,36.688
733.470,36.688
734.445,36.656
735.469,36.656
736.492,36.625
737.565,36.656
738.541,36.688
739.466,36.688
740.502,36.688
741.661,36.688
742.488,36.719
743.463,36.719
744.486,36.719
745.461,36.719
746.485,36.719
747.460,36.688
748.483,36.719
749.458,36.719
750.535,36.719
751.461,36.688
752.480,36.625
753.455,36.625
754.478,36.625
755.453,36.625
756.530,36.625
757.533,36.625
758.475,36.594
759.455,36.625
760.476,36.625
761.448,36.656
762.483,36.719
763.473,36.719
764.471,36.688
765.466,36.688
766.507,36.750
767.590,36.750
768.487,36.812
769.443,36.750
770.467,36.719
771.459,36.656
772.569,36.594
773.439,36.500
774.463,36.375
775.443,36.250
776.461,36.094
777.444,35.938
778.516,35.719
779.454,35.594
780.499,35.438
781.433,35.250
782.617,35.125
783.432,34.781
784.457,34.312
785.479,33.781
786.459,33.219
787.482,32.594
788.452,32.062
789.476,31.531
790.464,30.953
791.480,30.438
792.595,29.859
