df_hash,22ZHK4.UNGTKH
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.7KWE
person_label,V152
date_time_start,2026-06-08_18-35-23.944000_+03
date_time_start_unix,1780925723.944
date_time_end,2026-06-08_18-48-41.887000_+03
length_difference_noticed,no

time,acc_mag
228.743,1.050
228.773,1.046
228.803,1.045
228.833,1.049
228.863,1.044
228.893,1.047
228.923,1.053
228.953,1.053
228.983,1.057
229.013,1.051
229.043,1.049
229.073,1.062
229.103,1.053
229.133,1.041
229.163,1.052
229.193,1.048
229.223,1.055
229.253,1.048
229.283,1.050
229.313,1.059
229.343,1.053
229.373,1.053
229.403,1.053
229.433,1.052
229.463,1.045
229.493,1.047
229.523,1.042
229.553,1.047
229.583,1.054
229.613,1.060
229.643,1.053
229.673,1.053
229.703,1.054
229.733,1.053
229.763,1.046
229.793,1.049
229.823,1.055
229.853,1.054
229.883,1.058
229.913,1.049
229.943,1.052
229.973,1.055
230.003,1.054
230.033,1.041
230.063,1.046
230.093,1.051
230.123,1.051
230.153,1.053
230.183,1.049
230.213,1.047
230.243,1.049
230.273,1.059
230.303,1.052
230.333,1.058
230.363,1.057
230.393,1.048
230.423,1.051
230.453,1.050
230.483,1.053
230.513,1.054
230.543,1.049
230.573,1.035
230.603,1.045
230.633,1.053
230.663,1.062
230.693,1.044
230.723,1.033
230.753,1.045
230.783,1.063
230.813,1.058
230.843,1.054
230.873,1.049
230.903,1.058
230.933,1.060
230.963,1.062
230.993,1.048
231.023,1.043
231.053,1.049
231.083,1.049
231.113,1.050
231.143,1.050
231.173,1.051
231.203,1.053
231.233,1.053
231.263,1.052
231.293,1.044
231.323,1.046
231.353,1.055
231.383,1.052
231.413,1.052
231.443,1.048
231.473,1.050
231.503,1.054
231.533,1.050
231.563,1.047
231.593,1.044
231.623,1.053
231.653,1.056
231.683,1.055
231.713,1.051
231.743,1.049
231.773,1.056
231.803,1.053
231.833,1.048
231.863,1.049
231.893,1.054
231.923,1.050
231.953,1.048
231.983,1.055
232.013,1.050
232.043,1.048
232.073,1.052
232.103,1.064
232.133,1.049
232.163,1.051
232.193,1.049
232.223,1.050
232.253,1.047
232.283,1.049
232.313,1.043
232.343,1.051
232.373,1.054
232.403,1.053
232.433,1.055
232.463,1.053
232.493,1.060
232.523,1.054
232.553,1.053
232.583,1.048
232.613,1.048
232.643,1.050
232.673,1.054
232.703,1.057
232.733,1.050
232.763,1.047
232.793,1.042
232.823,1.048
232.853,1.062
232.883,1.053
232.913,1.055
232.943,1.051
232.973,1.052
233.003,1.047
233.033,1.054
233.063,1.051
233.093,1.045
233.123,1.053
233.153,1.053
233.183,1.051
233.213,1.055
233.243,1.049
233.273,1.049
233.303,1.048
233.333,1.056
233.363,1.054
233.393,1.049
233.423,1.053
233.453,1.055
233.483,1.053
233.513,1.046
233.543,1.048
233.573,1.046
233.603,1.060
233.633,1.063
233.663,1.055
233.693,1.049
233.723,1.054
233.753,1.054
233.783,1.055
233.813,1.056
233.843,1.045
233.873,1.051
233.903,1.057
233.933,1.053
233.963,1.052
233.993,1.049
234.023,1.057
234.053,1.051
234.083,1.051
234.113,1.048
234.143,1.051
234.173,1.058
234.203,1.053
234.233,1.057
234.263,1.049
234.293,1.047
234.323,1.048
234.353,1.051
234.383,1.059
234.413,1.053
234.443,1.050
234.473,1.051
234.503,1.052
234.533,1.051
234.563,1.054
234.593,1.040
234.623,1.048
234.653,1.061
234.683,1.056
234.713,1.052
234.743,1.046
234.773,1.053
234.803,1.050
234.833,1.055
234.863,1.051
234.893,1.045
234.923,1.050
234.953,1.042
234.983,1.041
235.013,1.046
235.043,1.042
235.073,1.038
235.103,1.057
235.133,1.064
235.163,1.064
235.193,1.059
235.223,1.062
235.253,1.051
235.283,1.054
235.313,1.058
235.343,1.062
235.373,1.064
235.403,1.062
235.433,1.053
235.463,1.051
235.493,1.046
235.523,1.044
235.553,1.054
235.583,1.058
235.613,1.061
235.643,1.052
235.673,1.059
235.703,1.056
235.733,1.053
235.763,1.048
235.793,1.054
235.823,1.052
235.853,1.049
235.883,1.044
235.913,1.047
235.943,1.055
235.973,1.060
236.003,1.060
236.033,1.056
236.063,1.061
236.093,1.054
236.123,1.058
236.153,1.056
236.183,1.053
236.213,1.050
236.243,1.048
236.273,1.055
236.303,1.057
236.333,1.062
236.363,1.064
236.393,1.051
236.423,1.041
236.453,1.056
236.483,1.064
236.513,1.058
236.543,1.048
236.573,1.048
236.603,1.055
236.633,1.055
236.663,1.059
236.693,1.047
236.723,1.047
236.753,1.059
236.783,1.060
236.813,1.054
236.843,1.046
236.873,1.054
236.903,1.055
236.933,1.055
236.963,1.055
236.993,1.077
237.023,1.073
237.053,1.073
237.083,1.053
237.113,1.056
237.143,1.062
237.173,1.050
237.203,1.036
237.233,1.057
237.263,1.048
237.293,1.054
237.323,1.059
237.353,1.097
237.383,1.090
237.413,1.063
237.443,1.181
237.473,1.154
237.503,1.021
237.533,1.015
237.563,1.015
237.593,1.023
237.623,0.988
237.653,1.041
237.683,1.019
237.713,1.035
237.743,1.065
237.773,1.021
237.803,1.036
237.833,1.042
237.863,1.086
237.893,1.015
237.923,1.010
237.953,1.009
237.983,1.049
238.013,1.065
238.043,0.980
238.073,0.962
238.103,1.062
238.133,1.090
238.163,1.006
238.193,1.070
238.223,1.129
238.253,1.062
238.283,0.943
238.313,1.051
238.343,1.078
238.373,0.865
238.403,1.013
238.433,1.131
238.463,1.143
238.493,1.156
238.523,1.100
238.553,1.001
238.583,0.928
238.613,0.978
238.643,1.019
238.673,1.040
238.703,1.094
238.733,1.083
238.763,1.061
238.793,1.036
238.823,1.037
238.853,1.052
238.883,1.069
238.913,1.062
238.943,1.036
238.973,1.044
239.003,1.055
239.033,1.055
239.063,1.048
239.093,1.051
239.123,1.059
239.153,1.058
239.183,1.052
239.213,1.075
239.243,1.070
239.273,1.025
239.303,1.041
239.333,1.053
239.363,1.061
239.393,1.039
239.423,1.062
239.453,1.055
239.483,1.061
239.513,1.041
239.543,1.059
239.573,1.066
239.603,1.059
239.633,1.062
239.663,1.062
239.693,1.062
239.723,1.066
239.753,1.034
239.783,1.069
239.813,1.057
239.843,1.025
239.873,1.052
239.903,1.069
239.933,1.031
239.963,1.043
239.993,1.045
240.023,1.045
240.053,1.064
240.083,1.034
240.113,1.075
240.143,1.066
240.173,1.085
240.203,1.068
240.233,1.056
240.263,1.072
240.293,1.063
240.323,1.009
240.353,1.031
240.383,1.015
240.413,1.057
240.443,1.068
240.473,1.052
240.503,1.062
240.533,1.069
240.563,1.092
240.593,1.078
240.623,1.062
240.653,1.068
240.683,1.055
240.713,1.008
240.743,1.039
240.773,1.071
240.803,1.059
240.833,1.090
240.863,1.076
240.893,1.065
240.923,1.066
240.953,1.060
240.983,1.051
241.013,1.041
241.043,0.938
241.073,1.101
241.103,1.062
241.133,1.053
241.163,1.055
241.193,1.059
241.223,1.070
241.253,1.062
241.283,1.063
241.313,1.066
241.343,1.065
241.373,1.056
241.403,1.051
241.433,1.055
241.463,1.065
241.493,1.060
241.523,1.066
241.553,1.070
241.583,1.081
241.613,1.069
241.643,1.054
241.673,1.069
241.703,1.042
241.733,1.038
241.763,1.021
241.793,1.001
241.823,1.005
241.853,1.018
241.883,1.042
241.913,1.086
241.943,1.092
241.973,1.052
242.003,1.082
242.033,1.092
242.063,1.064
242.093,1.058
242.123,1.067
242.153,1.055
242.183,1.050
242.213,1.033
242.243,1.040
242.273,1.038
242.303,1.031
242.333,1.048
242.363,1.075
242.393,1.080
242.423,1.058
242.453,1.042
242.483,1.032
242.513,1.030
242.543,1.024
242.573,1.013
242.603,1.033
242.633,1.051
242.663,1.045
242.693,1.059
242.723,1.062
242.753,1.055
242.783,1.036
242.813,1.044
242.843,1.061
242.873,1.049
242.903,1.047
242.933,1.043
242.963,1.046
242.993,1.060
243.023,1.054
243.053,1.040
243.083,1.039
243.113,1.043
243.143,1.051
243.173,1.042
243.203,1.055
243.233,1.047
243.263,1.054
243.293,1.054
243.323,1.045
243.353,1.046
243.383,1.047
243.413,1.045
243.443,1.052
243.473,1.050
243.503,1.045
243.533,1.045
243.563,1.042
243.593,1.045
243.623,1.053
243.653,1.054
243.683,1.047
243.713,1.051
243.743,1.040
243.773,1.050
243.803,1.050
243.833,1.052
243.863,1.045
243.893,1.038
243.923,1.043
243.953,1.051
243.983,1.047
244.013,1.047
244.043,1.058
244.073,1.054
244.103,1.049
244.133,1.040
244.163,1.036
244.193,1.055
244.223,1.057
244.253,1.057
244.283,1.042
244.313,1.047
244.343,1.038
244.373,1.047
244.403,1.058
244.433,1.049
244.463,1.038
244.493,1.049
244.523,1.055
244.553,1.049
244.583,1.046
244.613,1.048
244.643,1.053
244.673,1.049
244.703,1.047
244.733,1.039
244.763,1.051
244.793,1.063
244.823,1.052
244.853,1.045
244.883,1.032
244.913,1.048
244.943,1.065
244.973,1.058
245.003,1.086
245.033,1.102
245.063,1.064
245.093,1.040
245.123,1.022
245.153,1.002
245.183,1.001
245.213,1.047
245.243,1.056
245.273,1.029
245.303,1.042
245.333,1.044
245.363,1.014
245.393,1.037
245.423,1.067
245.453,1.064
245.483,1.070
245.513,1.064
245.543,1.049
245.573,1.042
245.603,1.025
245.633,1.030
245.663,1.036
245.693,1.051
245.723,1.055
245.753,1.084
245.783,1.099
245.813,1.116
245.843,1.081
245.873,1.049
245.903,0.997
245.933,0.967
245.963,0.972
245.993,0.998
246.023,1.062
246.053,1.076
246.083,1.062
246.113,1.064
246.143,1.062
246.173,1.063
246.203,1.035
246.233,1.033
246.263,1.056
246.293,1.051
246.323,1.033
246.353,1.033
246.383,1.063
246.413,1.062
246.443,1.055
246.473,1.048
246.503,1.046
246.533,1.044
246.563,1.055
246.593,1.040
246.623,1.048
246.653,1.056
246.683,1.050
246.713,1.046
246.743,1.045
246.773,1.049
246.803,1.048
246.833,1.046
246.863,1.046
246.893,1.043
246.923,1.045
246.953,1.050
246.983,1.041
247.013,1.051
247.043,1.051
247.073,1.058
247.103,1.055
247.133,1.034
247.163,1.045
247.193,1.043
247.223,1.044
247.253,1.043
247.283,1.043
247.313,1.047
247.343,1.043
247.373,1.043
247.403,1.034
247.433,1.046
247.463,1.045
247.493,1.045
247.523,1.037
247.553,1.044
247.583,1.028
247.613,1.051
247.643,1.054
247.673,1.025
247.703,1.034
247.733,1.064
247.763,1.062
247.793,1.036
247.823,1.042
247.853,1.063
247.883,1.057
247.913,1.038
247.943,1.051
247.973,1.058
248.003,1.051
248.033,1.039
248.063,1.042
248.093,1.042
248.123,1.043
248.153,1.045
248.183,1.044
248.213,1.039
248.243,1.038
248.273,1.048
248.303,1.046
248.333,1.053
248.363,1.046
248.393,1.059
248.423,1.048
248.453,1.045
248.483,1.049
248.513,1.044
248.543,1.029
248.573,1.036
248.603,1.049
248.633,1.058
248.663,1.032
248.693,1.028
248.723,1.039
248.753,1.045
248.783,1.048
248.813,1.040
248.843,1.045
248.873,1.051
248.903,1.055
248.933,1.062
248.963,1.033
248.993,1.036
249.023,1.045
249.053,1.039
249.083,1.047
249.113,1.058
249.143,1.043
249.173,1.047
249.203,1.045
249.233,1.045
249.263,1.051
249.293,1.042
249.323,1.043
249.353,1.047
249.383,1.049
249.413,1.038
249.443,1.040
249.473,1.032
249.503,1.041
249.533,1.065
249.563,1.058
249.593,1.043
249.623,1.043
249.653,1.027
249.683,1.027
249.713,0.972
249.743,1.019
249.773,1.057
249.803,1.052
249.833,1.030
249.863,1.060
249.893,1.069
249.923,1.048
249.953,1.041
249.983,1.063
250.013,1.062
250.043,1.060
250.073,1.056
250.103,1.046
250.133,1.044
250.163,1.048
250.193,1.046
250.223,1.045
250.253,1.037
250.283,1.023
250.313,1.036
250.343,1.058
250.373,1.056
250.403,1.038
250.433,1.024
250.463,1.036
250.493,1.043
250.523,1.035
250.553,1.040
250.583,1.043
250.613,1.047
250.643,1.042
250.673,1.045
250.703,1.045
250.733,1.041
250.763,1.051
250.793,1.048
250.823,1.040
250.853,1.042
250.883,1.057
250.913,1.049
250.943,1.045
250.973,1.035
251.003,1.040
251.033,1.046
251.063,1.046
251.093,1.041
251.123,1.050
251.153,1.052
251.183,1.051
251.213,1.045
251.243,1.040
251.273,1.040
251.303,1.044
251.333,1.048
251.363,1.038
251.393,1.048
251.423,1.050
251.453,1.043
251.483,1.045
251.513,1.042
251.543,1.048
251.573,1.040
251.603,1.045
251.633,1.050
251.663,1.060
251.693,1.036
251.723,1.039
251.753,1.041
251.783,1.043
251.813,1.050
251.843,1.041
251.873,1.034
251.903,1.044
251.933,1.053
251.963,1.044
251.993,1.043
252.023,1.042
252.053,1.041
252.083,1.044
252.113,1.045
252.143,1.047
252.173,1.042
252.203,1.045
252.233,1.052
252.263,1.049
252.293,1.044
252.323,1.043
252.353,1.037
252.383,1.040
252.413,1.046
252.443,1.054
252.473,1.047
252.503,1.046
252.533,1.043
252.563,1.045
252.593,1.044
252.623,1.048
252.653,1.036
252.683,1.043
252.713,1.051
252.743,1.051
252.773,1.042
252.803,1.045
252.833,1.050
252.863,1.043
252.893,1.042
252.923,1.041
252.953,1.048
252.983,1.042
253.013,1.046
253.043,1.053
253.073,1.043
253.103,1.041
253.133,1.040
253.163,1.042
253.193,1.047
253.223,1.053
253.253,1.042
253.283,1.046
253.313,1.051
253.343,1.040
253.373,1.041
253.403,1.050
253.433,1.042
253.463,1.050
253.493,1.042
253.523,1.046
253.553,1.044
253.583,1.045
253.613,1.041
253.643,1.043
253.673,1.045
253.703,1.047
253.733,1.044
253.763,1.043
253.793,1.048
253.823,1.049
253.853,1.048
253.883,1.043
253.913,1.043
253.943,1.041
253.973,1.051
254.003,1.052
254.033,1.047
254.063,1.040
254.093,1.038
254.123,1.049
254.153,1.049
254.183,1.034
254.213,1.038
254.243,1.050
254.273,1.050
254.303,1.046
254.333,1.037
254.363,1.044
254.393,1.045
254.423,1.046
254.453,1.043
254.483,1.048
254.513,1.048
254.543,1.044
254.573,1.051
254.603,1.048
254.633,1.038
254.663,1.039
254.693,1.047
254.723,1.054
254.753,1.048
254.783,1.045
254.813,1.042
254.843,1.035
254.873,1.046
254.903,1.050
254.933,1.040
254.963,1.045
254.993,1.052
255.023,1.053
255.053,1.042
255.083,1.038
255.113,1.043
255.143,1.041
255.173,1.037
255.203,1.038
255.233,1.051
255.263,1.044
255.293,1.050
255.323,1.050
255.353,1.041
255.383,1.042
255.413,1.049
255.443,1.058
255.473,1.046
255.503,1.038
255.533,1.042
255.563,1.045
255.593,1.042
255.623,1.045
255.653,1.037
255.683,1.050
255.713,1.057
255.743,1.044
255.773,1.041
255.803,1.038
255.833,1.046
255.863,1.045
255.893,1.041
255.923,1.052
255.953,1.050
255.983,1.042
256.013,1.045
256.043,1.034
256.073,1.035
256.103,1.054
256.133,1.059
256.163,1.043
256.193,1.042
256.223,1.046
256.253,1.043
256.283,1.043
256.313,1.045
256.343,1.043
256.373,1.044
256.403,1.044
256.433,1.047
256.463,1.041
256.493,1.043
256.523,1.047
256.553,1.047
256.583,1.047
256.613,1.036
256.643,1.046
256.673,1.045
256.703,1.044
256.733,1.040
256.763,1.035
256.793,1.046
256.823,1.050
256.853,1.040
256.883,1.040
256.913,1.040
256.943,1.051
256.973,1.046
257.003,1.051
257.033,1.039
257.063,1.045
257.093,1.046
257.123,1.054
257.153,1.042
257.183,1.041
257.213,1.052
257.243,1.055
257.273,1.045
257.303,1.041
257.333,1.043
257.363,1.040
257.393,1.047
257.423,1.040
257.453,1.047
257.483,1.055
257.513,1.051
257.543,1.044
257.573,1.037
257.603,1.046
257.633,1.042
257.663,1.039
257.693,1.042
257.723,1.040
257.753,1.048
257.783,1.054
257.813,1.054
257.843,1.047
257.873,1.038
257.903,1.039
257.933,1.042
257.963,1.043
257.993,1.044
258.023,1.050
258.053,1.047
258.083,1.038
258.113,1.037
258.143,1.043
258.173,1.051
258.203,1.053
258.233,1.034
258.263,1.042
258.293,1.040
258.323,1.048
258.353,1.052
258.383,1.035
258.413,1.028
258.443,1.051
258.473,1.056
258.503,1.049
258.533,1.036
258.563,1.049
258.593,1.048
258.623,1.038
258.653,1.039
258.683,1.052
258.713,1.039
258.743,1.030
258.773,1.030
258.803,1.026
258.833,1.042
258.863,1.049
258.893,1.056
258.923,1.046
258.953,1.056
258.983,1.062
259.013,1.051
259.043,1.044
259.073,1.034
259.103,1.032
259.133,1.044
259.163,1.049
259.193,1.047
259.223,1.040
259.253,1.046
259.283,1.050
259.313,1.045
259.343,1.037
259.373,1.044
259.403,1.035
259.433,1.045
259.463,1.059
259.493,1.059
259.523,1.043
259.553,1.036
259.583,1.050
259.613,1.050
259.643,1.042
259.673,1.043
259.703,1.042
259.733,1.046
259.763,1.045
259.793,1.035
259.823,1.036
259.853,1.045
259.883,1.055
259.913,1.049
259.943,1.049
259.973,1.045
260.003,1.040
260.033,1.047
260.063,1.042
260.093,1.041
260.123,1.043
260.153,1.054
260.183,1.044
260.213,1.050
260.243,1.047
260.273,1.037
260.303,1.045
260.333,1.057
260.363,1.039
260.393,1.031
260.423,1.042
260.453,1.046
260.483,1.050
260.513,1.051
260.543,1.032
260.573,1.035
260.603,1.051
260.633,1.047
260.663,1.045
260.693,1.051
260.723,1.047
260.753,1.037
260.783,1.042
260.813,1.040
260.843,1.045
260.873,1.047
260.903,1.047
260.933,1.045
260.963,1.055
260.993,1.046
261.023,1.037
261.053,1.044
261.083,1.059
261.113,1.047
261.143,1.037
261.173,1.049
261.203,1.051
261.233,1.046
261.263,1.039
261.293,1.047
261.323,1.078
261.353,1.085
261.383,1.056
261.413,1.068
261.443,1.047
261.473,1.040
261.503,1.067
261.533,1.025
261.563,1.012
261.593,1.015
261.623,1.041
261.653,1.050
261.683,1.030
261.713,1.044
261.743,1.065
261.773,1.053
261.803,0.999
261.833,1.028
261.863,1.025
261.893,1.067
261.923,1.010
261.953,1.014
261.983,1.024
262.013,1.001
262.043,1.075
262.073,1.091
262.103,1.071
262.133,1.035
262.163,1.063
262.193,1.062
262.223,1.059
262.253,1.057
262.283,1.058
262.313,1.058
262.343,1.046
262.373,1.038
262.403,1.038
262.433,1.038
262.463,1.047
262.493,1.053
262.523,1.038
262.553,1.037
262.583,1.045
262.613,1.048
262.643,1.045
262.673,1.030
262.703,1.042
262.733,1.045
262.763,1.061
262.793,1.061
262.823,1.052
262.853,1.056
262.883,1.074
262.913,1.062
262.943,1.081
262.973,1.053
263.003,1.045
263.033,1.035
263.063,1.021
263.093,1.009
263.123,1.020
263.153,1.027
263.183,1.045
263.213,1.047
263.243,1.050
263.273,1.044
263.303,1.044
263.333,1.042
263.363,1.041
263.393,1.041
263.423,1.044
263.453,1.038
263.483,1.036
263.513,1.044
263.543,1.036
263.573,1.047
263.603,1.052
263.633,1.050
263.663,1.046
263.693,1.049
263.723,1.043
263.753,1.041
263.783,1.039
263.813,1.045
263.843,1.046
263.873,1.052
263.903,1.047
263.933,1.046
263.963,1.046
263.993,1.058
264.023,1.051
264.053,1.048
264.083,1.045
264.113,1.044
264.143,1.042
264.173,1.040
264.203,1.040
264.233,1.043
264.263,1.047
264.293,1.046
264.323,1.046
264.353,1.045
264.383,1.048
264.413,1.044
264.443,1.046
264.473,1.041
264.503,1.045
264.533,1.053
264.563,1.045
264.593,1.043
264.623,1.041
264.653,1.054
264.683,1.048
264.713,1.047
264.743,1.042
264.773,1.046
264.803,1.042
264.833,1.043
264.863,1.045
264.893,1.043
264.923,1.043
264.953,1.051
264.983,1.049
265.013,1.054
265.043,1.051
265.073,1.046
265.103,1.044
265.133,1.041
265.163,1.040
265.193,1.043
265.223,1.043
265.253,1.046
265.283,1.045
265.313,1.045
265.343,1.052
265.373,1.057
265.403,1.048
265.433,1.045
265.463,1.042
265.493,1.052
265.523,1.050
265.553,1.038
265.583,1.029
265.613,1.033
265.643,1.049
265.673,1.057
265.703,1.051
265.733,1.043
265.763,1.049
265.793,1.046
265.823,1.042
265.853,1.038
265.883,1.045
265.913,1.042
265.943,1.045
265.973,1.045
266.003,1.045
266.033,1.059
266.063,1.091
266.093,1.111
266.123,1.093
266.153,1.074
266.183,1.106
266.213,1.114
266.243,1.131
266.273,1.094
266.303,1.116
266.333,1.125
266.363,1.113
266.393,1.099
266.423,1.062
266.453,1.055
266.483,1.013
266.513,1.005
266.543,1.017
266.573,1.000
266.603,0.987
266.633,0.988
266.663,0.942
266.693,0.904
266.723,0.956
266.753,0.968
266.783,1.078
266.813,1.068
266.843,1.007
266.873,1.041
266.903,1.028
266.933,0.990
266.963,0.982
266.993,0.990
267.023,1.018
267.053,1.007
267.083,1.064
267.113,1.124
267.143,1.074
267.173,1.097
267.203,1.147
267.233,1.122
267.263,1.099
267.293,1.070
267.323,1.018
267.353,1.060
267.383,1.021
267.413,0.989
267.443,0.963
267.473,0.989
267.503,1.021
267.533,1.040
267.563,1.085
267.593,1.135
267.623,1.117
267.653,1.104
267.683,1.049
267.713,1.046
267.743,1.050
267.773,1.018
267.803,0.998
267.833,0.990
267.863,1.045
267.893,1.059
267.923,1.098
267.953,1.130
267.983,1.124
268.013,1.087
268.043,1.046
268.073,1.023
268.103,1.017
268.133,1.003
268.163,1.022
268.193,1.020
268.223,1.028
268.253,1.051
268.283,1.036
268.313,1.042
268.343,1.050
268.373,1.063
268.403,1.068
268.433,1.089
268.463,1.079
268.493,1.062
268.523,1.065
268.553,1.049
268.583,1.038
268.613,1.031
268.643,1.038
268.673,1.032
268.703,1.021
268.733,1.021
268.763,1.040
268.793,1.028
268.823,1.030
268.853,1.039
268.883,1.069
268.913,1.076
268.943,1.088
268.973,1.081
269.003,1.061
269.033,1.050
269.063,1.054
269.093,1.052
269.123,1.036
269.153,1.029
269.183,1.034
269.213,1.036
269.243,1.037
269.273,1.044
269.303,1.045
269.333,1.061
269.363,1.058
269.393,1.060
269.423,1.052
269.453,1.052
269.483,1.048
269.513,1.032
269.543,1.035
269.573,1.047
269.603,1.052
269.633,1.040
269.663,1.035
269.693,1.042
269.723,1.051
269.753,1.049
269.783,1.038
269.813,1.040
269.843,1.049
269.873,1.048
269.903,1.046
269.933,1.048
269.963,1.059
269.993,1.053
270.023,1.052
270.053,1.043
270.083,1.041
270.113,1.033
270.143,1.045
270.173,1.036
270.203,1.046
270.233,1.057
270.263,1.051
270.293,1.054
270.323,1.048
270.353,1.049
270.383,1.049
270.413,1.046
270.443,1.049
270.473,1.047
270.503,1.050
270.533,1.043
270.563,1.042
270.593,1.050
270.623,1.053
270.653,1.044
270.683,1.045
270.713,1.052
270.743,1.047
270.773,1.055
270.803,1.041
270.833,1.044
270.863,1.047
270.893,1.050
270.923,1.062
270.953,1.096
270.983,1.090
271.013,1.093
271.043,1.104
271.073,1.115
271.103,1.102
271.133,1.093
271.163,1.062
271.193,0.992
271.223,0.986
271.253,0.996
271.283,1.038
271.313,1.009
271.343,1.011
271.373,0.974
271.403,1.009
271.433,1.004
271.463,1.038
271.493,1.013
271.523,1.021
271.553,1.011
271.583,0.989
271.613,1.037
271.643,1.027
271.673,1.044
271.703,1.057
271.733,1.075
271.763,1.023
271.793,1.044
271.823,1.034
271.853,1.058
271.883,1.014
271.913,1.061
271.943,1.079
271.973,1.109
272.003,1.070
272.033,1.046
272.063,1.067
272.093,1.116
272.123,1.075
272.153,1.034
272.183,1.085
272.213,1.107
272.243,1.052
272.273,1.062
272.303,1.067
272.333,1.017
272.363,1.044
272.393,1.057
272.423,1.058
272.453,0.989
272.483,1.027
272.513,1.053
272.543,1.060
272.573,1.067
272.603,1.043
272.633,1.048
272.663,1.040
272.693,1.025
272.723,1.012
272.753,1.024
272.783,0.984
272.813,1.045
272.843,1.090
272.873,1.065
272.903,1.053
272.933,1.053
272.963,1.047
272.993,1.030
273.023,1.010
273.053,1.016
273.083,1.041
273.113,1.053
273.143,1.057
273.173,1.091
273.203,1.062
273.233,1.056
273.263,1.021
273.293,1.024
273.323,1.028
273.353,1.021
273.383,1.020
273.413,1.053
273.443,1.088
273.473,1.119
273.503,1.012
273.533,0.922
273.563,0.940
273.593,1.064
273.623,1.110
273.653,1.021
273.683,1.044
273.713,1.094
273.743,1.086
273.773,1.071
273.803,1.101
273.833,1.082
273.863,1.047
273.893,1.026
273.923,1.038
273.953,1.037
273.983,1.038
274.013,1.051
274.043,1.016
274.073,1.015
274.103,1.042
274.133,1.029
274.163,1.047
274.193,1.048
274.223,1.037
274.253,1.040
274.283,1.044
274.313,1.012
274.343,0.982
274.373,1.021
274.403,1.042
274.433,1.102
274.463,1.133
274.493,1.091
274.523,1.054
274.553,1.043
274.583,1.040
274.613,1.021
274.643,1.054
274.673,1.090
274.703,1.121
274.733,1.071
274.763,1.043
274.793,1.073
274.823,1.025
274.853,1.047
274.883,1.028
274.913,1.024
274.943,1.031
274.973,1.044
275.003,1.039
275.033,1.043
275.063,1.033
275.093,1.041
275.123,1.053
275.153,1.045
275.183,1.016
275.213,1.043
275.243,1.057
275.273,1.055
275.303,1.022
275.333,1.022
275.363,1.058
275.393,1.040
275.423,1.061
275.453,1.063
275.483,1.157
275.513,0.866
275.543,0.893
275.573,1.067
275.603,1.048
275.633,1.063
275.663,1.073
275.693,0.993
275.723,1.030
275.753,0.979
275.783,1.072
275.813,1.135
275.843,1.122
275.873,1.105
275.903,1.093
275.933,1.051
275.963,1.025
275.993,1.018
276.023,1.021
276.053,1.031
276.083,1.020
276.113,0.981
276.143,1.013
276.173,1.061
276.203,1.079
276.233,1.054
276.263,1.041
276.293,1.039
276.323,1.030
276.353,1.024
276.383,1.034
276.413,1.024
276.443,1.024
276.473,1.036
276.503,1.044
276.533,1.041
276.563,1.027
276.593,1.050
276.623,1.061
276.653,1.042
276.683,1.019
276.713,1.030
276.743,1.039
276.773,1.054
276.803,1.038
276.833,1.041
276.863,1.038
276.893,1.038
276.923,1.041
276.953,1.030
276.983,1.022
277.013,1.056
277.043,1.097
277.073,1.093
277.103,1.092
277.133,1.140
277.163,1.153
277.193,1.118
277.223,1.042
277.253,1.121
277.283,1.018
277.313,0.976
277.343,0.966
277.373,0.997
277.403,1.026
277.433,1.012
277.463,0.984
277.493,1.028
277.523,1.005
277.553,0.980
277.583,0.967
277.613,0.957
277.643,0.955
277.673,1.082
277.703,1.069
277.733,1.064
277.763,1.085
277.793,1.092
277.823,1.063
277.853,1.062
277.883,1.053
277.913,0.985
277.943,0.994
277.973,1.018
278.003,0.977
278.033,1.009
278.063,1.093
278.093,1.096
278.123,1.102
278.153,1.064
278.183,1.077
278.213,1.058
278.243,1.071
278.273,1.079
278.303,1.089
278.333,1.065
278.363,1.053
278.393,1.040
278.423,1.044
278.453,1.051
278.483,1.046
278.513,1.041
278.543,1.042
278.573,1.056
278.603,1.058
278.633,1.057
278.663,1.055
278.693,1.063
278.723,1.050
278.753,1.060
278.783,1.064
278.813,1.047
278.843,1.048
278.873,1.042
278.903,1.047
278.933,1.051
278.963,1.058
278.993,1.042
279.023,1.055
279.053,1.053
279.083,1.037
279.113,1.049
279.143,1.058
279.173,1.045
279.203,1.091
279.233,1.099
279.263,1.146
279.293,1.140
279.323,1.086
279.353,1.013
279.383,1.013
279.413,1.026
279.443,1.054
279.473,1.016
279.503,0.999
279.533,1.044
279.563,1.019
279.593,1.019
279.623,1.023
279.653,0.998
279.683,1.017
279.713,1.044
279.743,1.019
279.773,1.018
279.803,1.082
279.833,1.094
279.863,1.091
279.893,1.092
279.923,1.041
279.953,1.037
279.983,1.037
280.013,1.016
280.043,1.026
280.073,1.054
280.103,1.046
280.133,1.036
280.163,1.048
280.193,1.045
280.223,1.019
280.253,1.030
280.283,1.051
280.313,1.067
280.343,1.041
280.373,1.030
280.403,1.053
280.433,1.059
280.463,1.038
280.493,1.041
280.523,1.046
280.553,1.042
280.583,1.044
280.613,1.035
