df_hash,22ZHK4.UNGTKH
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.7KWE
person_label,V152
date_time_start,2026-06-08_18-35-23.944000_+03
date_time_start_unix,1780925723.944
date_time_end,2026-06-08_18-48-41.887000_+03
length_difference_noticed,no

time,heart_rate
24.352,88
25.229,88
26.107,89
27.326,89
28.203,89
29.081,89
30.327,89
31.198,88
32.130,88
33.275,87
34.151,88
35.126,87
36.247,87
37.124,87
38.347,87
39.221,86
40.391,85
41.045,84
42.198,84
43.121,84
43.998,84
45.240,84
46.094,84
46.972,84
48.191,84
49.068,85
49.946,85
51.165,86
52.055,85
53.215,85
54.139,85
55.024,85
55.952,87
57.112,88
57.990,88
58.946,88
60.086,88
61.115,87
61.890,87
63.070,87
63.937,87
64.912,87
66.033,87
66.960,87
67.837,87
69.007,88
69.933,87
70.813,87
72.031,87
72.929,87
73.837,87
75.003,87
75.887,88
76.762,88
77.986,88
78.928,87
80.025,86
80.952,85
81.829,85
82.951,85
83.925,85
84.802,85
85.729,85
86.914,85
87.777,85
88.703,85
89.872,85
90.753,87
91.682,85
92.846,86
93.772,85
94.650,85
95.820,85
96.746,86
97.629,85
98.794,84
99.729,83
100.651,81
101.816,80
103.038,81
103.608,81
104.822,80
105.668,81
106.545,81
107.764,82
108.641,83
109.557,82
110.739,82
111.715,82
112.541,77
113.711,79
114.593,78
115.515,78
116.694,77
117.637,78
118.489,77
119.857,80
120.574,81
121.475,83
122.633,83
123.608,83
124.485,83
126.050,83
126.533,83
127.410,84
128.678,85
129.507,86
130.433,86
131.607,86
132.480,85
133.358,84
134.577,84
135.464,84
136.382,84
137.550,84
138.432,84
139.305,85
140.529,85
141.402,85
142.328,84
143.498,84
144.571,84
145.302,85
146.472,85
147.404,86
148.383,86
149.447,87
150.323,86
151.249,86
152.419,86
153.346,86
154.223,86
155.588,86
156.319,86
157.198,86
158.367,86
159.383,90
160.171,91
161.638,89
162.270,91
163.167,90
164.363,90
165.241,89
166.128,88
167.337,88
168.214,88
169.092,88
170.311,87
171.189,86
172.069,85
173.284,85
174.185,85
175.095,85
176.258,85
177.136,85
178.065,85
179.232,85
180.110,85
181.038,85
182.354,85
183.181,85
184.354,85
185.205,89
186.158,90
186.989,92
188.202,92
189.080,91
189.957,91
191.127,91
192.053,91
192.931,91
194.153,91
195.054,91
195.905,91
197.125,90
198.004,88
198.878,87
200.097,86
201.034,86
201.853,87
203.071,88
203.948,88
204.985,87
206.045,86
206.922,85
207.848,84
209.042,84
209.899,84
210.822,84
211.992,84
212.919,84
213.844,85
215.118,84
215.893,84
216.819,83
217.964,83
218.867,83
219.767,83
220.920,83
221.845,83
222.717,83
223.985,83
224.863,83
225.691,82
226.911,82
228.082,82
228.673,84
229.884,85
230.761,86
231.639,86
232.858,86
233.735,85
234.661,84
235.831,83
236.713,83
237.646,83
238.829,83
239.735,83
240.609,83
241.779,83
242.656,83
243.583,83
244.899,83
245.679,83
246.706,83
247.726,83
248.653,83
249.532,85
250.704,86
251.675,87
252.504,87
253.674,85
254.604,84
255.478,83
256.699,83
257.581,83
258.495,84
259.670,85
260.548,84
261.445,84
262.653,84
263.591,84
264.399,84
265.621,84
266.547,84
267.520,84
268.645,84
269.474,84
270.395,84
271.566,84
272.449,84
273.392,84
274.595,84
275.468,77
276.368,81
277.525,79
278.440,80
279.317,79
280.487,79
281.437,79
282.291,79
283.460,79
284.389,79
285.265,79
286.434,83
287.370,80
288.241,81
289.408,80
290.334,87
291.212,87
292.431,88
293.308,87
294.186,87
295.404,87
296.331,86
297.186,86
298.378,85
299.262,85
300.140,85
301.352,85
302.229,85
303.107,85
304.326,85
305.350,85
306.343,85
307.309,85
308.182,84
309.103,83
310.273,81
311.151,80
312.077,80
313.247,81
314.130,83
315.051,84
316.232,86
317.147,87
318.025,87
319.195,87
320.121,87
321.007,87
322.194,87
323.134,87
323.998,87
325.199,87
326.068,87
326.946,87
328.165,87
329.058,87
329.972,87
331.138,87
332.016,87
332.942,86
334.139,86
334.990,86
335.920,86
337.086,86
338.015,86
338.892,86
340.060,80
340.991,83
341.864,82
343.283,82
344.106,81
345.133,81
346.007,81
346.934,81
347.863,81
349.031,81
349.913,81
350.800,81
352.014,81
352.891,82
353.759,83
354.980,84
355.855,85
356.784,86
357.951,86
358.829,85
359.773,85
360.930,85
361.906,85
362.730,85
363.899,87
364.776,85
365.998,85
366.921,85
367.799,85
368.676,85
370.139,85
370.821,82
371.650,86
372.820,86
373.746,87
374.673,86
375.794,86
376.720,86
377.601,88
378.768,88
379.697,89
380.818,89
381.799,89
382.668,89
383.545,90
384.774,89
385.654,89
386.519,89
387.738,86
388.616,85
389.495,83
390.739,84
391.589,83
392.515,83
393.709,83
394.764,83
395.489,83
396.659,83
397.537,83
398.469,83
399.879,82
400.510,82
401.539,82
402.642,82
403.509,82
404.410,82
405.584,82
406.461,82
407.384,79
408.558,79
409.481,79
410.358,80
411.537,82
412.454,83
413.332,83
414.502,83
415.428,83
416.306,83
417.524,83
418.402,83
419.279,83
420.531,83
421.376,83
422.299,83
423.475,83
424.349,83
425.276,83
426.543,83
427.323,83
428.493,83
429.421,83
430.428,83
431.177,83
432.393,83
433.612,83
434.148,83
435.367,83
436.245,83
437.173,83
438.341,83
