df_hash,22ZHK4.UNGTKH
439.218,83
440.145,83
441.315,85
442.192,85
443.118,85
444.338,84
445.166,84
446.141,83
447.558,82
448.188,81
449.090,81
450.236,81
451.162,80
452.044,80
453.213,80
454.136,80
455.016,80
456.183,80
457.110,80
457.987,84
459.208,85
460.154,86
460.965,86
462.180,85
463.129,85
463.938,85
465.154,85
466.080,85
466.909,85
468.172,85
469.007,88
469.937,86
471.101,86
471.978,85
472.904,85
474.074,84
474.951,84
475.877,83
477.047,83
477.927,83
478.853,84
480.020,85
480.899,84
481.872,84
482.994,84
483.919,84
484.807,84
486.015,84
487.087,84
487.769,84
489.329,84
489.914,84
490.753,83
491.912,81
492.840,82
493.715,82
494.933,83
495.819,84
496.688,85
498.105,86
498.784,86
499.714,86
500.882,85
501.762,84
502.638,84
503.863,84
504.730,84
505.662,86
506.826,87
507.703,86
508.581,86
509.799,86
510.727,86
511.650,86
512.772,86
513.655,86
514.576,86
516.138,88
516.634,86
517.549,86
518.718,86
519.599,86
520.522,86
521.691,86
522.669,86
523.645,86
524.664,89
525.546,87
526.471,87
527.637,87
528.811,87
529.460,87
530.611,87
531.538,86
532.515,86
533.584,79
534.535,83
535.387,81
536.605,82
537.580,81
538.361,81
539.627,81
540.465,81
541.337,81
542.560,81
543.429,81
544.313,83
545.525,83
546.403,82
547.328,82
548.498,82
549.375,82
550.301,82
551.471,82
552.348,82
553.327,82
554.444,82
555.350,82
556.296,82
557.515,78
558.349,87
559.221,88
560.390,92
561.326,88
562.204,89
563.364,88
564.241,88
565.167,88
566.340,88
567.263,88
568.154,88
569.310,88
570.246,88
571.127,91
572.380,89
573.212,91
574.110,89
575.256,89
576.182,88
577.152,88
578.278,88
579.217,88
580.081,88
581.251,88
582.128,88
583.006,88
584.224,88
585.101,88
585.979,88
587.197,88
588.076,88
588.952,88
590.170,88
591.048,82
591.925,86
593.144,84
594.021,84
594.947,82
596.138,83
596.994,82
597.935,82
599.149,82
599.967,82
600.895,82
602.063,85
602.940,83
603.866,83
605.036,83
605.941,87
606.840,84
608.009,85
608.936,84
609.813,89
610.985,90
611.909,92
612.786,90
614.348,90
614.887,90
615.784,90
616.929,90
617.855,90
618.789,90
619.951,90
620.828,90
621.705,90
622.924,85
623.809,87
624.682,86
625.942,86
626.774,86
627.652,86
628.871,86
629.748,86
630.629,79
631.844,76
632.721,78
633.598,77
634.817,77
635.694,77
636.594,77
637.790,77
638.667,77
639.593,77
640.763,72
641.663,66
642.567,63
643.738,63
644.619,64
645.540,64
646.710,63
647.593,63
648.517,63
649.696,63
650.560,63
651.493,63
652.656,63
653.778,63
654.459,63
655.691,63
656.705,63
657.433,63
658.602,62
659.528,62
660.406,62
661.576,62
662.616,62
663.379,62
664.549,62
665.516,62
666.405,62
667.690,62
668.448,62
669.340,62
670.544,62
671.431,62
672.299,62
673.517,62
674.438,62
675.282,62
676.491,62
677.368,31
679.465,42
680.488,37
753.919,94
754.776,94
755.653,94
756.915,93
757.744,92
758.621,89
759.886,88
760.775,86
761.741,86
762.813,86
763.691,86
764.632,86
765.788,86
766.664,84
767.593,83
768.760,83
769.637,83
770.563,83
771.733,83
772.610,83
773.543,83
774.706,83
775.590,83
776.510,83
777.680,83
778.675,83
779.483,83
780.653,83
781.584,83
782.458,86
783.631,84
784.802,84
785.430,84
786.619,84
787.526,84
788.403,84
789.576,84
790.499,84
791.383,83
792.606,83
