Time (s),Resistance,Stage
0,0.8930227451943282,Relaxation
1,0.6409221082155621,Relaxation
2,0.7810975724923388,Relaxation
3,0.8301252236980655,Relaxation
4,0.7007049735339808,Relaxation
5,0.8930227451943282,Relaxation
6,0.8859983898461146,Relaxation
7,0.7890214419612713,Relaxation
8,0.7704220397486081,Relaxation
9,0.8046608288751117,Relaxation
10,0.7784403463955688,Relaxation
11,0.7093548288090056,Relaxation
12,0.6919748466576323,Relaxation
13,0.590273678941926,Relaxation
14,0.743168060402019,Relaxation
15,0.5870197279264899,Relaxation
16,0.5967497084252126,Relaxation
17,0.6409221082155621,Relaxation
18,0.6316235875739562,Relaxation
19,0.6440019406840083,Relaxation
20,0.6562232919855889,Relaxation
21,0.6652880806115753,Relaxation
22,0.689046703906394,Relaxation
23,0.7007049735339808,Relaxation
24,0.7292297231574124,Relaxation
25,0.7292297231574124,Relaxation
26,0.6253747975502996,Relaxation
27,0.4133420845118306,Relaxation
28,0.4877756975366064,Relaxation
29,0.5538829026211038,Relaxation
30,0.5935170057748335,Relaxation
31,0.6190858717259808,Relaxation
32,0.6095754576661739,Relaxation
33,0.5471223811390067,Relaxation
34,0.6347335218928987,Relaxation
35,0.7757754472780841,Relaxation
36,0.5265663586440711,Relaxation
37,0.5471223811390067,Relaxation
38,0.5437250036594408,Relaxation
39,0.5870197279264899,Relaxation
40,0.5999717868930641,Relaxation
41,0.6347335218928987,Relaxation
42,1.0,Relaxation
43,0.6501320940027668,Relaxation
44,0.6948941359234304,Relaxation
45,0.6562232919855889,Relaxation
46,0.6831626774828714,Relaxation
47,0.6948941359234304,Relaxation
48,0.7035971121110958,Relaxation
49,0.7376181054957716,Relaxation
50,0.7292297231574124,Relaxation
51,0.7459309380917077,Relaxation
52,0.6531824148530792,Relaxation
53,0.6531824148530792,Relaxation
54,0.6562232919855889,Relaxation
55,0.6190858717259808,Relaxation
56,0.7122204069297999,Relaxation
57,0.6802067938105872,Relaxation
58,0.6772420566528632,Relaxation
59,0.7122204069297999,Relaxation
60,0.9601782029549393,Under Stress
61,0.756897455390238,Under Stress
62,0.7810975724923388,Under Stress
63,0.7207640203795428,Under Stress
64,0.37808396409498485,Under Stress
65,0.11000042496730113,Under Stress
66,0.0,Under Stress
67,0.04304446574527452,Under Stress
68,0.2825200324863894,Under Stress
69,0.2911592635788856,Under Stress
70,0.4399910756866763,Under Stress
71,0.47330260977141464,Under Stress
72,0.4949375770253233,Under Stress
73,0.4623148441078284,Under Stress
74,0.5300215788951796,Under Stress
75,0.4623148441078284,Under Stress
76,0.5055883200098212,Under Stress
77,0.4805636482970616,Under Stress
78,0.5091149583768135,Under Stress
79,0.5403164117649837,Under Stress
80,0.5870197279264899,Under Stress
81,0.5672693726066079,Under Stress
82,0.5870197279264899,Under Stress
83,0.6316235875739562,Under Stress
84,0.6095754576661739,Under Stress
85,0.5837551527285262,Under Stress
86,0.5771935395526512,Under Stress
87,0.6347335218928987,Under Stress
88,0.5935170057748335,Under Stress
89,0.47330260977141464,Under Stress
90,0.4769396215902276,Under Stress
91,0.4985002195664389,Under Stress
92,0.5265663586440711,Under Stress
93,0.4133420845118306,Under Stress
94,0.40560531870186645,Under Stress
95,0.1923868288467805,Under Stress
96,0.2562057030611812,Under Stress
97,0.06922304172706696,Under Stress
98,0.45492572515948065,Under Stress
99,0.47330260977141464,Under Stress
100,0.4769396215902276,Under Stress
101,0.3938956988587266,Under Stress
102,0.3498549208852543,Under Stress
103,0.1348179251207616,Under Stress
104,0.2063564484066088,Under Stress
105,0.3416554129029514,Under Stress
106,0.4133420845118306,Under Stress
107,0.45492572515948065,Under Stress
108,0.4623148441078284,Under Stress
109,0.4949375770253233,Under Stress
110,0.4949375770253233,Under Stress
111,0.5126286116318274,Under Stress
112,0.4949375770253233,Under Stress
113,0.47330260977141464,Under Stress
114,0.4769396215902276,Under Stress
115,0.6562232919855889,Under Stress
116,0.5300215788951796,Under Stress
117,0.5471223811390067,Under Stress
118,0.5403164117649837,Under Stress
119,0.590273678941926,Under Stress
