Time (s),Resistance,Stage
0,0.8363906464168646,Relaxation
1,0.8921820709150964,Relaxation
2,0.8489496400991284,Relaxation
3,0.818381399716125,Relaxation
4,0.7780217454482116,Relaxation
5,0.6986390911749916,Relaxation
6,0.7320954037760327,Relaxation
7,0.7611627955615088,Relaxation
8,0.8209854094916188,Relaxation
9,0.7835484768166027,Relaxation
10,0.7350583935613345,Relaxation
11,0.5985501577795181,Relaxation
12,0.6536332991105726,Relaxation
13,0.6300364505180392,Relaxation
14,0.6300364505180392,Relaxation
15,0.7467839293077836,Relaxation
16,0.7752413672331164,Relaxation
17,0.7640021713608246,Relaxation
18,0.8052027753212794,Relaxation
19,0.8287340710424562,Relaxation
20,0.8991007082519517,Relaxation
21,0.8968032361891806,Relaxation
22,0.7496841756305016,Relaxation
23,0.7724491270698709,Relaxation
24,0.8287340710424562,Relaxation
25,0.6828882969707396,Relaxation
26,0.6536332991105726,Relaxation
27,0.6334542523679415,Relaxation
28,0.5544233985043331,Relaxation
29,0.6986390911749916,Relaxation
30,0.5544233985043331,Relaxation
31,0.6231533990256345,Relaxation
32,0.7231293317571509,Relaxation
33,0.7140455767263582,Relaxation
34,0.818381399716125,Relaxation
35,0.7971656811364746,Relaxation
36,0.8338487557908939,Relaxation
37,0.8464576945180008,Relaxation
38,0.8489496400991284,Relaxation
39,0.7835484768166027,Relaxation
40,0.8921820709150964,Relaxation
41,0.9013897520884052,Relaxation
42,0.7611627955615088,Relaxation
43,0.6300364505180392,Relaxation
44,0.6892306933527204,Relaxation
45,0.7525722478485393,Relaxation
46,0.807860163863449,Relaxation
47,0.7048422657444731,Relaxation
48,0.7752413672331164,Relaxation
49,0.8131421645121103,Relaxation
50,0.7583112456575125,Relaxation
51,0.7780217454482116,Relaxation
52,0.8209854094916188,Relaxation
53,0.8563671035713517,Relaxation
54,0.8588200295861961,Relaxation
55,0.8968032361891806,Relaxation
56,0.8489496400991284,Relaxation
57,0.8131421645121103,Relaxation
58,0.7807908860282171,Relaxation
59,0.9127051141540825,Relaxation
60,0.8968032361891806,Under Stress
61,0.9216062576146683,Under Stress
62,0.9454150604912532,Under Stress
63,0.9013897520884052,Under Stress
64,0.65030851990669,Under Stress
65,0.7467839293077836,Under Stress
66,0.8464576945180008,Under Stress
67,0.8921820709150964,Under Stress
68,0.9193933799716,Under Stress
69,0.9621400952264711,Under Stress
70,1.0,Under Stress
71,0.9682886424031558,Under Stress
72,0.7496841756305016,Under Stress
73,0.49550447772934847,Under Stress
74,0.4319459744449935,Under Stress
75,0.0,Under Stress
76,0.49957094084914705,Under Stress
77,0.5985501577795181,Under Stress
78,0.660237594821448,Under Stress
79,0.6828882969707396,Under Stress
80,0.65030851990669,Under Stress
81,0.6266030408416241,Under Stress
82,0.660237594821448,Under Stress
83,0.6334542523679415,Under Stress
84,0.7201145239878247,Under Stress
85,0.686066674761926,Under Stress
86,0.6892306933527204,Under Stress
87,0.6334542523679415,Under Stress
88,0.5076426844088112,Under Stress
89,0.5116482770052077,Under Stress
90,0.584122282950541,Under Stress
91,0.4005405302478116,Under Stress
92,0.5076426844088112,Under Stress
93,0.6162060432879947,Under Stress
94,0.660237594821448,Under Stress
95,0.5235458109998342,Under Stress
96,0.6469684450328247,Under Stress
97,0.6231533990256345,Under Stress
98,0.37267088306897317,Under Stress
99,0.28853189974406274,Under Stress
100,0.5619560477362251,Under Stress
101,0.6300364505180392,Under Stress
102,0.6334542523679415,Under Stress
103,0.7109914372342182,Under Stress
104,0.7231293317571509,Under Stress
105,0.7467839293077836,Under Stress
106,0.7467839293077836,Under Stress
107,0.7525722478485393,Under Stress
108,0.8105063147705291,Under Stress
109,0.7380085849288954,Under Stress
110,0.7668296852119902,Under Stress
111,0.7807908860282171,Under Stress
112,0.7496841756305016,Under Stress
113,0.818381399716125,Under Stress
114,0.8209854094916188,Under Stress
115,0.7807908860282171,Under Stress
116,0.8489496400991284,Under Stress
117,0.8968032361891806,Under Stress
118,0.8921820709150964,Under Stress
119,0.8312965639994244,Under Stress
