Time (s),Resistance,Stage
0,0.8286972477064227,Relaxation
1,0.8180501529051984,Relaxation
2,0.9231412844036688,Relaxation
3,0.7751486238532106,Relaxation
4,0.7589333333333332,Relaxation
5,0.7589333333333332,Relaxation
6,0.7589333333333332,Relaxation
7,0.7317431192660551,Relaxation
8,0.9179596330275238,Relaxation
9,0.7589333333333332,Relaxation
10,0.6767559633027536,Relaxation
11,0.7643449541284391,Relaxation
12,0.7643449541284391,Relaxation
13,0.7643449541284391,Relaxation
14,0.7751486238532106,Relaxation
15,0.7098470948012232,Relaxation
16,0.7426446483180422,Relaxation
17,0.7535070336391417,Relaxation
18,0.7371938837920486,Relaxation
19,0.7262825688073378,Relaxation
20,0.7098470948012232,Relaxation
21,0.7317431192660551,Relaxation
22,0.7317431192660551,Relaxation
23,0.7208122324159003,Relaxation
24,0.7208122324159003,Relaxation
25,0.7043522935779801,Relaxation
26,0.7043522935779801,Relaxation
27,0.6878189602446463,Relaxation
28,0.6321810397553501,Relaxation
29,0.6209516819571864,Relaxation
30,0.6712171253822644,Relaxation
31,0.6601051987767567,Relaxation
32,0.6545370030581036,Relaxation
33,0.7589333333333332,Relaxation
34,1.0,Relaxation
35,0.9437993883792046,Relaxation
36,0.9231412844036688,Relaxation
37,0.9283180428134556,Relaxation
38,0.8971498470948026,Relaxation
39,0.8814678899082569,Relaxation
40,0.912768195718655,Relaxation
41,0.8551779816513746,Relaxation
42,0.8604525993883806,Relaxation
43,0.8393100917431175,Relaxation
44,0.8393100917431175,Relaxation
45,0.7912954128440363,Relaxation
46,0.8233785932721707,Relaxation
47,0.7859229357798145,Relaxation
48,0.7589333333333332,Relaxation
49,0.6878189602446463,Relaxation
50,0.7589333333333332,Relaxation
51,0.6988477064220168,Relaxation
52,0.6433712538226297,Relaxation
53,0.7589333333333332,Relaxation
54,0.7262825688073378,Relaxation
55,0.6767559633027536,Relaxation
56,0.7317431192660551,Relaxation
57,0.6377785932721708,Relaxation
58,0.7535070336391417,Relaxation
59,0.39506788990825603,Relaxation
60,0.6767559633027536,Under Stress
61,0.6767559633027536,Under Stress
62,0.6433712538226297,Under Stress
63,0.9075718654434244,Under Stress
64,0.6545370030581036,Under Stress
65,0.6767559633027536,Under Stress
66,0.6433712538226297,Under Stress
67,0.6153247706422017,Under Stress
68,0.6767559633027536,Under Stress
69,0.5813822629969405,Under Stress
70,0.5870629969418949,Under Stress
71,0.5298984709480102,Under Stress
72,0.4601443425076444,Under Stress
73,0.4188574923547405,Under Stress
74,0.39506788990825603,Under Stress
75,0.37713027522935877,Under Stress
76,0.3409957186544324,Under Stress
77,0.3651229357798171,Under Stress
78,0.3409957186544324,Under Stress
79,0.33494311926605547,Under Stress
80,0.3288807339449548,Under Stress
81,0.3890984709480128,Under Stress
82,0.2677137614678896,Under Stress
83,0.1678336391437319,Under Stress
84,0.19931987767584125,Under Stress
85,0.0,Under Stress
86,0.17415045871559548,Under Stress
87,0.1615070336391446,Under Stress
88,0.11693700305810298,Under Stress
89,0.14246360856268928,Under Stress
90,0.12333211009174198,Under Stress
91,0.14246360856268928,Under Stress
92,0.14246360856268928,Under Stress
93,0.19304220183486182,Under Stress
94,0.19304220183486182,Under Stress
95,0.18045749235473893,Under Stress
96,0.19931987767584125,Under Stress
97,0.2180892966360862,Under Stress
98,0.2118458715596326,Under Stress
99,0.24297981651375977,Under Stress
100,0.19931987767584125,Under Stress
101,0.2800244648318057,Under Stress
102,0.19304220183486182,Under Stress
103,0.19931987767584125,Under Stress
104,0.19931987767584125,Under Stress
105,0.13609785932721782,Under Stress
106,0.06537981651376275,Under Stress
107,0.205587767584097,Under Stress
108,0.17415045871559548,Under Stress
109,0.23055657492354598,Under Stress
110,0.19931987767584125,Under Stress
111,0.18675474006116222,Under Stress
112,0.18675474006116222,Under Stress
113,0.1678336391437319,Under Stress
114,0.18675474006116222,Under Stress
115,0.37713027522935877,Under Stress
116,0.18675474006116222,Under Stress
117,0.18675474006116222,Under Stress
118,0.18675474006116222,Under Stress
119,0.2180892966360862,Under Stress
