Time (s),Resistance,Stage
0,0.6966010800306448,Relaxation
1,0.7345030551039854,Relaxation
2,0.7626212231627323,Relaxation
3,0.781220920455183,Relaxation
4,0.8089018442737826,Relaxation
5,0.8226470093615114,Relaxation
6,0.8363249061046018,Relaxation
7,0.8454136068912675,Relaxation
8,0.7904740549731847,Relaxation
9,0.8635013173384157,Relaxation
10,0.9171029766242503,Relaxation
11,0.9347534428312484,Relaxation
12,0.9522955322607763,Relaxation
13,0.8814769138778326,Relaxation
14,0.908234766522786,Relaxation
15,0.8725003269988981,Relaxation
16,0.9259412896836525,Relaxation
17,0.8635013173384157,Relaxation
18,0.9171029766242503,Relaxation
19,0.943535698936785,Relaxation
20,0.8993441336397765,Relaxation
21,0.9956948259431594,Relaxation
22,0.9522955322607763,Relaxation
23,0.9653829624231562,Relaxation
24,0.9610254685427058,Relaxation
25,0.9610254685427058,Relaxation
26,0.9037913186464105,Relaxation
27,0.9171029766242503,Relaxation
28,0.943535698936785,Relaxation
29,0.9740755274025066,Relaxation
30,0.9347534428312484,Relaxation
31,0.9566642375319995,Relaxation
32,0.6822654483622028,Relaxation
33,0.9740755274025066,Relaxation
34,0.9956948259431594,Relaxation
35,1.0,Relaxation
36,0.9956948259431594,Relaxation
37,0.9784143356316677,Relaxation
38,0.9913859147560578,Relaxation
39,0.9740755274025066,Relaxation
40,0.9870657921781861,Relaxation
41,0.9740755274025066,Relaxation
42,0.9740755274025066,Relaxation
43,0.9784143356316677,Relaxation
44,0.9956948259431594,Relaxation
45,0.9171029766242503,Relaxation
46,0.7013659211091806,Relaxation
47,0.5249920585982011,Relaxation
48,0.5174841639105331,Relaxation
49,0.4276809238185985,Relaxation
50,0.4276809238185985,Relaxation
51,0.4690210587290018,Relaxation
52,0.519943195620084,Relaxation
53,0.5249920585982011,Relaxation
54,0.5550983799540338,Relaxation
55,0.6822654483622028,Relaxation
56,0.6144477455761718,Relaxation
57,0.6144477455761718,Relaxation
58,0.6339779883027827,Relaxation
59,0.6291085075770325,Relaxation
60,0.6339779883027827,Under Stress
61,0.6582170151540638,Under Stress
62,0.570043163854476,Under Stress
63,0.6388399947680161,Under Stress
64,0.406805314199225,Under Stress
65,0.17334678700226053,Under Stress
66,0.0,Under Stress
67,0.017747631593698448,Under Stress
68,0.10508810284582366,Under Stress
69,0.17334678700226053,Under Stress
70,0.19019003307360224,Under Stress
71,0.2785918493189086,Under Stress
72,0.29490068576340267,Under Stress
73,0.3272754451856414,Under Stress
74,0.34867799017134565,Under Stress
75,0.3752303006521286,Under Stress
76,0.6291085075770325,Under Stress
77,0.43806640880467806,Under Stress
78,0.43806640880467806,Under Stress
79,0.4276809238185985,Under Stress
80,0.4328792720070259,Under Stress
81,0.4792720070258048,Under Stress
82,0.49967300110245205,Under Stress
83,0.5799652446886044,Under Stress
84,0.47415213857278826,Under Stress
85,0.494586766821756,Under Stress
86,0.4792720070258048,Under Stress
87,0.4690210587290018,Under Stress
88,0.30572715211988793,Under Stress
89,0.38579143076031924,Under Stress
90,0.4894893211502873,Under Stress
91,0.5249920585982011,Under Stress
92,0.5501018367995212,Under Stress
93,0.5799652446886044,Under Stress
94,0.5600874488480295,Under Stress
95,0.5898574284806682,Under Stress
96,0.5898574284806682,Under Stress
97,0.5750098099669265,Under Stress
98,0.6095446306781009,Under Stress
99,0.545094082254236,Under Stress
100,0.49967300110245205,Under Stress
101,0.5249920585982011,Under Stress
102,0.570043163854476,Under Stress
103,0.5600874488480295,Under Stress
104,0.5898574284806682,Under Stress
105,0.6339779883027827,Under Stress
106,0.648545322047199,Under Stress
107,0.663041650316721,Under Stress
108,0.6822654483622028,Under Stress
109,0.6822654483622028,Under Stress
110,0.7061232879271996,Under Stress
111,0.7532783975185445,Under Stress
112,0.7532783975185445,Under Stress
113,0.7719341517648608,Under Stress
114,0.7997010295793855,Under Stress
115,0.7579535474708968,Under Stress
116,0.7719341517648608,Under Stress
117,0.7719341517648608,Under Stress
118,0.7626212231627323,Under Stress
119,0.7719341517648608,Under Stress
