Time (s),Resistance,Stage
0,0.26804415510897295,Relaxation
1,0.2750596417451772,Relaxation
2,0.2750596417451772,Relaxation
3,0.26804415510897295,Relaxation
4,0.28206501961101393,Relaxation
5,0.26804415510897295,Relaxation
6,0.296045449031581,Relaxation
7,0.26101350531721185,Relaxation
8,0.2539727467550832,Relaxation
9,0.28206501961101393,Relaxation
10,0.23985584893453388,Relaxation
11,0.26101350531721185,Relaxation
12,0.28206501961101393,Relaxation
13,0.24692187942258695,Relaxation
14,0.26804415510897295,Relaxation
15,0.2750596417451772,Relaxation
16,0.26804415510897295,Relaxation
17,0.23985584893453388,Relaxation
18,0.26804415510897295,Relaxation
19,0.26804415510897295,Relaxation
20,0.28206501961101393,Relaxation
21,0.28206501961101393,Relaxation
22,0.296045449031581,Relaxation
23,0.14694614047147128,Relaxation
24,0.26804415510897295,Relaxation
25,0.31692511422910524,Relaxation
26,0.3030154462011221,Relaxation
27,0.2890602887064831,Relaxation
28,0.2890602887064831,Relaxation
29,0.2750596417451772,Relaxation
30,0.33078929279042524,Relaxation
31,0.296045449031581,Relaxation
32,0.32386478508753996,Relaxation
33,0.33078929279042524,Relaxation
34,0.3652551453641194,Relaxation
35,0.35150216327685724,Relaxation
36,0.4669746472039158,Relaxation
37,0.3583811815130793,Relaxation
38,0.3926246411386505,Relaxation
39,0.41302919412882616,Relaxation
40,0.39943795236747426,Relaxation
41,0.3926246411386505,Relaxation
42,0.26101350531721185,Relaxation
43,0.42658505519388606,Relaxation
44,0.61180805466823,Relaxation
45,0.39943795236747426,Relaxation
46,0.4936870729044529,Relaxation
47,0.44009037240710086,Relaxation
48,1.0,Relaxation
49,0.0,Relaxation
50,0.44009037240710086,Relaxation
51,0.6053333872467762,Relaxation
52,0.5069801059399123,Relaxation
53,0.4736717075734925,Relaxation
54,0.48035360478751227,Relaxation
55,0.5069801059399123,Relaxation
56,0.5069801059399123,Relaxation
57,0.5069801059399123,Relaxation
58,0.5202327038938978,Relaxation
59,0.5069801059399123,Relaxation
60,0.5334398123812237,Under Stress
61,0.572808418583965,Under Stress
62,0.61180805466823,Under Stress
63,0.572808418583965,Under Stress
64,0.5597276697262538,Under Stress
65,0.813695362096155,Under Stress
66,0.6053333872467762,Under Stress
67,0.5988486110549514,Under Stress
68,0.6053333872467762,Under Stress
69,0.61180805466823,Under Stress
70,0.618272613319316,Under Stress
71,0.61180805466823,Under Stress
72,0.6247220088148491,Under Stress
73,0.6247220088148491,Under Stress
74,0.6053333872467762,Under Stress
75,0.6247220088148491,Under Stress
76,0.6053333872467762,Under Stress
77,0.6504336662488365,Under Stress
78,0.6950436698879949,Under Stress
79,0.61180805466823,Under Stress
80,0.6504336662488365,Under Stress
81,0.6376005822651725,Under Stress
82,0.6950436698879949,Under Stress
83,0.6440247058347811,Under Stress
84,0.5923537260927588,Under Stress
85,0.7766062836116631,Under Stress
86,0.6376005822651725,Under Stress
87,0.5923537260927588,Under Stress
88,0.5793336298572639,Under Stress
89,0.6053333872467762,Under Stress
90,0.618272613319316,Under Stress
91,0.6053333872467762,Under Stress
92,0.6053333872467762,Under Stress
93,0.61180805466823,Under Stress
94,0.6440247058347811,Under Stress
95,0.6053333872467762,Under Stress
96,0.7703893898346207,Under Stress
97,0.6376005822651725,Under Stress
98,0.6053333872467762,Under Stress
99,0.6376005822651725,Under Stress
100,0.618272613319316,Under Stress
101,0.6632313695362084,Under Stress
102,0.6504336662488365,Under Stress
103,0.6376005822651725,Under Stress
104,0.61180805466823,Under Stress
105,0.6504336662488365,Under Stress
106,0.6504336662488365,Under Stress
107,0.6887004164813415,Under Stress
108,0.7013768145242808,Under Stress
109,0.6440247058347811,Under Stress
110,0.6376005822651725,Under Stress
111,0.6504336662488365,Under Stress
112,0.7013768145242808,Under Stress
113,0.6504336662488365,Under Stress
114,0.7391684525494335,Under Stress
115,0.28206501961101393,Under Stress
116,0.6504336662488365,Under Stress
117,0.6440247058347811,Under Stress
118,0.6823470543043132,Under Stress
119,0.6504336662488365,Under Stress
