Time (s),Resistance,Stage
0,1.0,Relaxation
1,0.9734338543016926,Relaxation
2,0.9983976287915263,Relaxation
3,1.0,Relaxation
4,0.9362422340839229,Relaxation
5,0.9002426993444688,Relaxation
6,0.8874642374356506,Relaxation
7,0.8896227223065812,Relaxation
8,0.8708965640161477,Relaxation
9,0.8652205589607794,Relaxation
10,0.8571407077515649,Relaxation
11,0.8617771101070332,Relaxation
12,0.8524519346505686,Relaxation
13,0.8256873009332989,Relaxation
14,0.8417060942187328,Relaxation
15,0.8617771101070332,Relaxation
16,0.8617771101070332,Relaxation
17,0.8404949122254732,Relaxation
18,0.8453185182956188,Relaxation
19,0.8465158119143735,Relaxation
20,0.8269410160734788,Relaxation
21,0.8129464533720974,Relaxation
22,0.7984898128773009,Relaxation
23,0.7652283133032112,Relaxation
24,0.7779888360616274,Relaxation
25,0.7821643179882226,Relaxation
26,0.7491377634161699,Relaxation
27,0.7386031420132588,Relaxation
28,0.7386031420132588,Relaxation
29,0.7401224723158403,Relaxation
30,0.7022610273693567,Relaxation
31,0.6906419553905412,Relaxation
32,0.7247060872745456,Relaxation
33,0.7446518184511686,Relaxation
34,0.7136127481389579,Relaxation
35,0.7849266578089701,Relaxation
36,0.7944639203177661,Relaxation
37,0.7971518994666865,Relaxation
38,0.8077440997555646,Relaxation
39,0.8064339630939595,Relaxation
40,0.8090504749824081,Relaxation
41,0.8064339630939595,Relaxation
42,0.762343871523277,Relaxation
43,0.7120071941779935,Relaxation
44,0.7278292354912781,Relaxation
45,0.7231367009555202,Relaxation
46,0.7215623958371913,Relaxation
47,0.20680889133735794,Relaxation
48,0.09530347255657191,Relaxation
49,0.07798929900744428,Relaxation
50,0.10382196492722495,Relaxation
51,0.046765629050775866,Relaxation
52,0.10804692418799319,Relaxation
53,0.16882360838487448,Relaxation
54,0.26035436187548633,Relaxation
55,0.18042213714306865,Relaxation
56,0.267202777211955,Relaxation
57,0.2534396874189844,Relaxation
58,0.21783683937631942,Relaxation
59,0.28070430261842155,Relaxation
60,0.0,Under Stress
61,0.15704510944039132,Under Stress
62,0.2534396874189844,Under Stress
63,0.20680889133735794,Under Stress
64,0.18805669234472785,Under Stress
65,0.20680889133735794,Under Stress
66,0.32600412947668594,Under Stress
67,0.3353345130735898,Under Stress
68,0.3322385629235953,Under Stress
69,0.33841628550794434,Under Stress
70,0.33841628550794434,Under Stress
71,0.38588240944779834,Under Stress
72,0.31654412105107216,Under Stress
73,0.3037245727010111,Under Stress
74,0.3004822159364469,Under Stress
75,0.3353345130735898,Under Stress
76,0.08235314201325865,Under Stress
77,0.2972245240917005,Under Stress
78,0.3004822159364469,Under Stress
79,0.267202777211955,Under Stress
80,0.3322385629235953,Under Stress
81,0.3353345130735898,Under Stress
82,0.37433162197696396,Under Stress
83,0.36257424493537277,Under Stress
84,0.38301388143031756,Under Stress
85,0.40283288118958555,Under Stress
86,0.20309606588644852,Under Stress
87,0.3101641490129995,Under Stress
88,0.2322879823895411,Under Stress
89,0.3353345130735898,Under Stress
90,0.33841628550794434,Under Stress
91,0.37141188057849717,Under Stress
92,0.43544336320877014,Under Stress
93,0.30695188372652893,Under Stress
94,0.30695188372652893,Under Stress
95,0.36553304738713405,Under Stress
96,0.36553304738713405,Under Stress
97,0.5888465357764527,Under Stress
98,0.3972318154883154,Under Stress
99,0.41114362662493986,Under Stress
100,0.41114362662493986,Under Stress
101,0.4247585737565277,Under Stress
102,0.5286060007036777,Under Stress
103,0.32600412947668594,Under Stress
104,0.3353345130735898,Under Stress
105,0.3322385629235953,Under Stress
106,0.33841628550794434,Under Stress
107,0.33841628550794434,Under Stress
108,0.38588240944779834,Under Stress
109,0.31654412105107216,Under Stress
110,0.3037245727010111,Under Stress
111,0.3004822159364469,Under Stress
112,0.3353345130735898,Under Stress
113,0.08235314201325865,Under Stress
114,0.2972245240917005,Under Stress
115,0.3004822159364469,Under Stress
116,0.267202777211955,Under Stress
117,0.3322385629235953,Under Stress
118,0.3353345130735898,Under Stress
119,0.37433162197696396,Under Stress
