Time (s),Resistance,Stage
0,0.9552025179060347,Relaxation
1,1.0,Relaxation
2,0.9505676670002261,Relaxation
3,0.9492339217677371,Relaxation
4,0.9300919431835369,Relaxation
5,0.906354037178333,Relaxation
6,0.9597851423638771,Relaxation
7,0.949901040735151,Relaxation
8,0.9512333078606221,Relaxation
9,0.9571728345609011,Relaxation
10,0.9404559368907426,Relaxation
11,0.9397730514484708,Relaxation
12,0.9370301775255797,Relaxation
13,0.949901040735151,Relaxation
14,0.9115008058146757,Relaxation
15,0.906354037178333,Relaxation
16,0.9571728345609011,Relaxation
17,0.9216125359241593,Relaxation
18,0.9041294861163869,Relaxation
19,0.906354037178333,Relaxation
20,0.9085677487888143,Relaxation
21,0.9279881041947196,Relaxation
22,0.8951150041165279,Relaxation
23,0.9335753487223979,Relaxation
24,0.8981406891821782,Relaxation
25,0.8935945246974436,Relaxation
26,0.8988940310589697,Relaxation
27,0.9070930906872852,Relaxation
28,0.8897691837351073,Relaxation
29,0.8554435971606548,Relaxation
30,0.941137836928336,Relaxation
31,0.9272845252541971,Relaxation
32,0.9776120984044817,Relaxation
33,0.9314887543154564,Relaxation
34,0.9100369871646112,Relaxation
35,0.9107696355431526,Relaxation
36,0.9107696355431526,Relaxation
37,0.8981406891821782,Relaxation
38,0.9681605894296625,Relaxation
39,0.892068132850288,Relaxation
40,0.9187479645234607,Relaxation
41,0.9048724812440535,Relaxation
42,0.9107696355431526,Relaxation
43,0.892068132850288,Relaxation
44,0.8281094567808898,Relaxation
45,0.8661002560574056,Relaxation
46,0.9158641777315292,Relaxation
47,0.8579248461413769,Relaxation
48,0.906354037178333,Relaxation
49,0.8620310274371152,Relaxation
50,0.8988940310589697,Relaxation
51,0.9018931101982978,Relaxation
52,0.8603927921589379,Relaxation
53,0.9122314833838598,Relaxation
54,0.892068132850288,Relaxation
55,0.8661002560574056,Relaxation
56,0.8773023364437631,Relaxation
57,0.8874584097637834,Relaxation
58,0.8445327038568246,Relaxation
59,0.8709351441129705,Relaxation
60,0.8350949905475055,Under Stress
61,0.8165329226166632,Under Stress
62,0.8951150041165279,Under Stress
63,0.8749250476566336,Under Stress
64,0.8428309099768774,Under Stress
65,0.8644768018494075,Under Stress
66,0.8554435971606548,Under Stress
67,0.8636628575848814,Under Stress
68,0.8820184832355565,Under Stress
69,0.8741298260810012,Under Stress
70,0.8796663222677311,Under Stress
71,0.834227834430335,Under Stress
72,0.8428309099768774,Under Stress
73,0.8316155266273586,Under Stress
74,0.7839027247917467,Under Stress
75,0.8219112613524775,Under Stress
76,0.834227834430335,Under Stress
77,0.7024880975432383,Under Stress
78,0.7013573456745412,Under Stress
79,0.743765714125234,Under Stress
80,0.7013573456745412,Under Stress
81,0.674663225633529,Under Stress
82,0.6805791026215213,Under Stress
83,0.658977061257189,Under Stress
84,0.623617785174882,Under Stress
85,0.6170658294668516,Under Stress
86,0.5501322166727515,Under Stress
87,0.504204968114768,Under Stress
88,0.4881177440342367,Under Stress
89,0.48321141413947327,Under Stress
90,0.5996739295918504,Under Stress
91,0.49460121411710445,Under Stress
92,0.5089526478562767,Under Stress
93,0.46826528867676387,Under Stress
94,0.48321141413947327,Under Stress
95,0.39740730175012806,Under Stress
96,0.3992726728067233,Under Stress
97,0.46826528867676387,Under Stress
98,0.4546849340985985,Under Stress
99,0.0,Under Stress
100,0.2797913701214461,Under Stress
101,0.2320780755834949,Under Stress
102,0.34101505550538197,Under Stress
103,0.248318530091549,Under Stress
104,0.19853490032385332,Under Stress
105,0.19853490032385332,Under Stress
106,0.3389880780814959,Under Stress
107,0.23441939709985554,Under Stress
108,0.37847127274375586,Under Stress
109,0.40852365192944684,Under Stress
110,0.4029881411473953,Under Stress
111,0.3430366132035357,Under Stress
112,0.2178793795695061,Under Stress
113,0.2709325820608061,Under Stress
114,0.3099890964972312,Under Stress
115,0.21548730971219784,Under Stress
116,0.355047218128687,Under Stress
117,0.22737424635018405,Under Stress
118,0.3955370036701395,Under Stress
119,0.355047218128687,Under Stress
