Time (s),Resistance,Stage
0,1.0,Relaxation
1,0.9627854280749836,Relaxation
2,0.9759128241463361,Relaxation
3,0.9170887852167271,Relaxation
4,0.8965191677046394,Relaxation
5,0.9614549750799918,Relaxation
6,0.9156439964174783,Relaxation
7,0.8965191677046394,Relaxation
8,0.9170887852167271,Relaxation
9,0.929928609416766,Relaxation
10,0.929928609416766,Relaxation
11,0.797412979192616,Relaxation
12,0.8182342220921028,Relaxation
13,0.8283871548921,Relaxation
14,0.7065675525381682,Relaxation
15,0.6668553496163688,Relaxation
16,0.7146390539924851,Relaxation
17,0.7592278522019169,Relaxation
18,0.786735574199606,Relaxation
19,0.797412979192616,Relaxation
20,0.8165252482905933,Relaxation
21,0.807910651766055,Relaxation
22,0.7045346272912634,Relaxation
23,0.7106156463351044,Relaxation
24,0.7573512725055307,Relaxation
25,0.7740460322877382,Relaxation
26,0.786735574199606,Relaxation
27,0.7648246764383358,Relaxation
28,0.7885277013133025,Relaxation
29,0.7920967973848283,Relaxation
30,0.7226135432492503,Relaxation
31,0.7004497208300778,Relaxation
32,0.6775318884290433,Relaxation
33,0.7421398465474918,Relaxation
34,0.6942755874001943,Relaxation
35,0.6754097466076047,Relaxation
36,0.7065675525381682,Relaxation
37,0.7535816556863874,Relaxation
38,0.7497899512686943,Relaxation
39,0.7592278522019169,Relaxation
40,0.7920967973848283,Relaxation
41,0.7343987928910849,Relaxation
42,0.7478860868917465,Relaxation
43,0.7703734276661466,Relaxation
44,0.768529329732333,Relaxation
45,0.7004497208300778,Relaxation
46,0.7849382500038978,Relaxation
47,0.7592278522019169,Relaxation
48,0.7648246764383358,Relaxation
49,0.6014955469668963,Relaxation
50,0.5967592728935793,Relaxation
51,0.6270023923900859,Relaxation
52,0.6668553496163688,Relaxation
53,0.6963401282293368,Relaxation
54,0.7065675525381682,Relaxation
55,0.61320197419822,Relaxation
56,0.4149666433952883,Relaxation
57,0.4028444496030295,Relaxation
58,0.5112192007927282,Relaxation
59,0.5943794424223947,Relaxation
60,0.4357562707125372,Under Stress
61,0.47299379641643857,Under Stress
62,0.5501687319293129,Under Stress
63,0.5501687319293129,Under Stress
64,0.4673770500323086,Under Stress
65,0.4923412334754447,Under Stress
66,0.4645537352294598,Under Stress
67,0.39978596683915185,Under Stress
68,0.4531591329188372,Under Stress
69,0.4701904037613015,Under Stress
70,0.5501687319293129,Under Stress
71,0.5165288862480012,Under Stress
72,0.5165288862480012,Under Stress
73,0.31267550979043635,Under Stress
74,0.368561465022772,Under Stress
75,0.43868266097528436,Under Stress
76,0.21205220642116787,Under Stress
77,0.3092722872531169,Under Stress
78,0.4149666433952883,Under Stress
79,0.4502847134762068,Under Stress
80,0.14913589849752357,Under Stress
81,0.2744890835292344,Under Stress
82,0.29898119868964224,Under Stress
83,0.43868266097528436,Under Stress
84,0.456023158197444,Under Stress
85,0.3525016154263254,Under Stress
86,0.3621742512304091,Under Stress
87,0.4269112702188146,Under Stress
88,0.38431988386254073,Under Stress
89,0.30242513170271995,Under Stress
90,0.368561465022772,Under Stress
91,0.3092722872531169,Under Stress
92,0.37805220295644676,Under Stress
93,0.31267550979043635,Under Stress
94,0.31267550979043635,Under Stress
95,0.368561465022772,Under Stress
96,0.3717373152220798,Under Stress
97,0.38431988386254073,Under Stress
98,0.4119527689186776,Under Stress
99,0.4089280671878762,Under Stress
100,0.3967157906407481,Under Stress
101,0.3967157906407481,Under Stress
102,0.4239415709393031,Under Stress
103,0.4328186201054313,Under Stress
104,0.49506623681023887,Under Stress
105,0.4269112702188146,Under Stress
106,0.368561465022772,Under Stress
107,0.35573809824910296,Under Stress
108,0.38431988386254073,Under Stress
109,0.4328186201054313,Under Stress
110,0.09904468970821852,Under Stress
111,0.12441641099910415,Under Stress
112,0.07299518230497505,Under Stress
113,0.0,Under Stress
114,0.24564441218403915,Under Stress
115,0.16925553532543247,Under Stress
116,0.0,Under Stress
117,0.12858100605113576,Under Stress
118,0.2493014255595957,Under Stress
119,0.260183249111732,Under Stress
