Time (s),Resistance,Stage
0,0.9783503878305705,Relaxation
1,0.9674717537693039,Relaxation
2,0.9529059033141878,Relaxation
3,0.9272568724869048,Relaxation
4,0.8753290235066773,Relaxation
5,0.908804642124697,Relaxation
6,0.9198878224968637,Relaxation
7,0.8565753564757747,Relaxation
8,0.8565753564757747,Relaxation
9,0.833929926740124,Relaxation
10,0.841498140243409,Relaxation
11,0.8034848232020105,Relaxation
12,0.833929926740124,Relaxation
13,0.8377140334917665,Relaxation
14,0.8073066095372395,Relaxation
15,0.799657654069125,Relaxation
16,0.799657654069125,Relaxation
17,0.799657654069125,Relaxation
18,0.7843112979539987,Relaxation
19,0.799657654069125,Relaxation
20,0.7881546154798492,Relaxation
21,0.7919925502080454,Relaxation
22,0.7843112979539987,Relaxation
23,0.7727544313881691,Relaxation
24,0.8301404371908252,Relaxation
25,0.799657654069125,Relaxation
26,0.7572788881293159,Relaxation
27,0.7881546154798492,Relaxation
28,0.7919925502080454,Relaxation
29,0.7766085145093304,Relaxation
30,0.7727544313881691,Relaxation
31,0.7766085145093304,Relaxation
32,0.7843112979539987,Relaxation
33,0.7766085145093304,Relaxation
34,0.7339229291031719,Relaxation
35,0.7688895826716972,Relaxation
36,0.7533978910198786,Relaxation
37,0.7611545024410986,Relaxation
38,0.7572788881293159,Relaxation
39,0.7495115111127851,Relaxation
40,0.7456197484080372,Relaxation
41,0.7339229291031719,Relaxation
42,0.737830840200885,Relaxation
43,0.737830840200885,Relaxation
44,0.7456197484080372,Relaxation
45,0.7456197484080372,Relaxation
46,0.7339229291031719,Relaxation
47,0.7456197484080372,Relaxation
48,0.5284884565904279,Relaxation
49,0.7339229291031719,Relaxation
50,0.7495115111127851,Relaxation
51,0.7533978910198786,Relaxation
52,0.7495115111127851,Relaxation
53,0.8603379320367956,Relaxation
54,0.7261017241100896,Relaxation
55,0.7182643707240399,Relaxation
56,0.698584862496433,Relaxation
57,0.7143349284357055,Relaxation
58,0.66684788752106,Relaxation
59,0.7261017241100896,Relaxation
60,0.698584862496433,Under Stress
61,0.694633889017477,Under Stress
62,0.6708311577859482,Under Stress
63,0.698584862496433,Under Stress
64,0.6787815499227575,Under Stress
65,0.6307777604332082,Under Stress
66,0.6186664657088882,Under Stress
67,0.6307777604332082,Under Stress
68,0.5861543678711574,Under Stress
69,0.5118286978474184,Under Stress
70,0.4698213449458229,Under Stress
71,0.4782669544669147,Under Stress
72,0.474046841105196,Under Stress
73,0.474046841105196,Under Stress
74,0.482481685030979,Under Stress
75,0.40152440829596814,Under Stress
76,0.25174268074088785,Under Stress
77,0.142035881729171,Under Stress
78,0.1093892139500588,Under Stress
79,0.07171501316094184,Under Stress
80,0.1093892139500588,Under Stress
81,0.1093892139500588,Under Stress
82,0.04320233398106432,Under Stress
83,0.15131044208917424,Under Stress
84,0.05272988583086115,Under Stress
85,0.17898340483482955,Under Stress
86,0.18816107483703806,Under Stress
87,0.17898340483482955,Under Stress
88,0.1973118308509687,Under Stress
89,0.1927418356416558,Under Stress
90,0.23821571023323768,Under Stress
91,0.1927418356416558,Under Stress
92,0.17898340483482955,Under Stress
93,0.0,Under Stress
94,0.20188182606027769,Under Stress
95,0.22009183052800066,Under Stress
96,0.27864590342184575,Under Stress
97,0.28756519913660034,Under Stress
98,0.2920167727974931,Under Stress
99,0.3362364555354,Under Stress
100,0.3362364555354,Under Stress
101,0.3362364555354,Under Stress
102,0.3493920130048404,Under Stress
103,0.39288501805928494,Under Stress
104,0.38423486222729303,Under Stress
105,0.39720740457645665,Under Stress
106,0.40152440829596814,Under Stress
107,0.38423486222729303,Under Stress
108,0.39288501805928494,Under Stress
109,0.39720740457645665,Under Stress
110,0.4058306464201708,Under Stress
111,0.41013688454437347,Under Stress
112,0.42729186067166525,Under Stress
113,0.4058306464201708,Under Stress
114,0.4058306464201708,Under Stress
115,0.4058306464201708,Under Stress
116,0.42729186067166525,Under Stress
117,0.42729186067166525,Under Stress
118,1.0,Under Stress
119,0.41872782960215726,Under Stress
