Time (s),Resistance,Stage
0,0.8961239943497484,Relaxation
1,0.9344920112394857,Relaxation
2,0.9294610904497929,Relaxation
3,0.9319796017365679,Relaxation
4,0.9218658949944019,Relaxation
5,0.9469594811043012,Relaxation
6,0.9592705927577927,Relaxation
7,0.9665835807098203,Relaxation
8,0.9568207265394036,Relaxation
9,0.9690090397927834,Relaxation
10,0.9762495690615152,Relaxation
11,1.0,Relaxation
12,1.0,Relaxation
13,0.9858202170404521,Relaxation
14,0.978651383732034,Relaxation
15,0.973842415330122,Relaxation
16,0.9394977621707707,Relaxation
17,0.9344920112394857,Relaxation
18,0.9494337544581157,Relaxation
19,0.9714283970918899,Relaxation
20,0.9858202170404521,Relaxation
21,0.9617143571923252,Relaxation
22,0.9690090397927834,Relaxation
23,0.9444783432436471,Relaxation
24,0.9690090397927834,Relaxation
25,0.9617143571923252,Relaxation
26,0.906500077797744,Relaxation
27,0.906500077797744,Relaxation
28,0.9218658949944019,Relaxation
29,0.9269357146561795,Relaxation
30,0.9218658949944019,Relaxation
31,0.8961239943497484,Relaxation
32,0.8315427140124417,Relaxation
33,0.811920902575868,Relaxation
34,0.8370823710311709,Relaxation
35,0.8670291634759419,Relaxation
36,0.8803569848645253,Relaxation
37,0.8830021081663226,Relaxation
38,0.8723811906410841,Relaxation
39,0.8803569848645253,Relaxation
40,0.8697086093119325,Relaxation
41,0.8562396841716674,Relaxation
42,0.8398411400572956,Relaxation
43,0.8453357964200833,Relaxation
44,0.8562396841716674,Relaxation
45,0.8723811906410841,Relaxation
46,0.8723811906410841,Relaxation
47,0.8175650526431403,Relaxation
48,0.7919253568780836,Relaxation
49,0.7832394675583406,Relaxation
50,0.7597239552983316,Relaxation
51,0.7861423912280753,Relaxation
52,0.7832394675583406,Relaxation
53,0.7597239552983316,Relaxation
54,0.744761618559186,Relaxation
55,0.7477713234464097,Relaxation
56,0.8315427140124417,Relaxation
57,0.8370823710311709,Relaxation
58,0.8370823710311709,Relaxation
59,0.8315427140124417,Relaxation
60,0.8370823710311709,Under Stress
61,0.8480724464797286,Under Stress
62,0.8643420904101315,Under Stress
63,0.8398411400572956,Under Stress
64,0.8231786937911297,Under Stress
65,0.8562396841716674,Under Stress
66,0.6859587275339943,Under Stress
67,0.6795831261269232,Under Stress
68,0.4773791617979515,Under Stress
69,0.5148128430346611,Under Stress
70,0.543941233719678,Under Stress
71,0.610366778227615,Under Stress
72,0.620516332949938,Under Stress
73,0.6238799413008393,Under Stress
74,0.6069635082816461,Under Stress
75,0.6069635082816461,Under Stress
76,0.6035503229369106,Under Stress
77,0.640549252073844,Under Stress
78,0.6922984809609088,Under Stress
79,0.7295902957229546,Under Stress
80,0.71110265336071,Under Stress
81,0.744761618559186,Under Stress
82,0.7142054104517456,Under Stress
83,0.6922984809609088,Under Stress
84,0.6035503229369106,Under Stress
85,0.6372344579937943,Under Stress
86,0.6438541307551261,Under Stress
87,0.610366778227615,Under Stress
88,0.610366778227615,Under Stress
89,0.640549252073844,Under Stress
90,0.5932497490641386,Under Stress
91,0.5582422896333744,Under Stress
92,0.543941233719678,Under Stress
93,0.41098946527017155,Under Stress
94,0.38668529744670826,Under Stress
95,0.32380946569729685,Under Stress
96,0.3702188709869328,Under Stress
97,0.42693418921021564,Under Stress
98,0.48495910279370197,Under Stress
99,0.4999778810335201,Under Stress
100,0.4811752340796834,Under Stress
101,0.4697519319773134,Under Stress
102,0.4999778810335201,Under Stress
103,0.533101414698587,Under Stress
104,0.5475328962422162,Under Stress
105,0.5546834241990644,Under Stress
106,0.543941233719678,Under Stress
107,0.5546834241990644,Under Stress
108,0.5511131179200239,Under Stress
109,0.5511131179200239,Under Stress
110,0.543941233719678,Under Stress
111,0.5653279861367473,Under Stress
112,0.4962405384214074,Under Stress
113,0.4999778810335201,Under Stress
114,0.5221616789668457,Under Stress
115,0.41098946527017155,Under Stress
116,0.12489817648189441,Under Stress
117,0.0,Under Stress
118,0.0428574043621654,Under Stress
119,0.0741824372355257,Under Stress
