Time (s),Resistance,Stage
0,1.0,Relaxation
1,0.9944703334894691,Relaxation
2,0.990296748749519,Relaxation
3,0.9837809954079327,Relaxation
4,0.9801168561905079,Relaxation
5,0.9500268968415946,Relaxation
6,0.9851646536293224,Relaxation
7,0.9868065633521254,Relaxation
8,0.9851646536293224,Relaxation
9,0.9837809954079327,Relaxation
10,0.9886971839085267,Relaxation
11,0.9745807856700738,Relaxation
12,0.9772304774411561,Relaxation
13,0.9582303028338658,Relaxation
14,0.9468332563109557,Relaxation
15,0.944666871246466,Relaxation
16,0.9310043735466819,Relaxation
17,0.9152216257925289,Relaxation
18,0.9182428808320926,Relaxation
19,0.9186701197785101,Relaxation
20,0.9152216257925289,Relaxation
21,0.8924612518192616,Relaxation
22,0.8944323799287353,Relaxation
23,0.9067423245980895,Relaxation
24,0.9081089925891229,Relaxation
25,0.9049031975090753,Relaxation
26,0.8541281554778594,Relaxation
27,0.8565346255666895,Relaxation
28,0.8675837644495374,Relaxation
29,0.8801688201565819,Relaxation
30,0.8709471765896583,Relaxation
31,0.8715022343459857,Relaxation
32,0.8796385942753903,Relaxation
33,0.8758847989193168,Relaxation
34,0.8410032025277281,Relaxation
35,0.8178372848252673,Relaxation
36,0.8097793413436606,Relaxation
37,0.7870451061863258,Relaxation
38,0.7828894265352895,Relaxation
39,0.7895035925188617,Relaxation
40,0.7975160544607458,Relaxation
41,0.7496919540542349,Relaxation
42,0.711491250815531,Relaxation
43,0.7047473056108536,Relaxation
44,0.7070136716462854,Relaxation
45,0.7318001959365642,Relaxation
46,0.7244963572946116,Relaxation
47,0.744845556192181,Relaxation
48,0.7266037993291734,Relaxation
49,0.6037937093280024,Relaxation
50,0.6085358133144854,Relaxation
51,0.6591678760225506,Relaxation
52,0.6785240613028422,Relaxation
53,0.6722128441959281,Relaxation
54,0.6370398000066915,Relaxation
55,0.635602295824481,Relaxation
56,0.6578313983639191,Relaxation
57,0.6578313983639191,Relaxation
58,0.6604986031416765,Relaxation
59,0.6722128441959281,Relaxation
60,0.7828894265352895,Under Stress
61,0.6564887780835438,Under Stress
62,0.6370398000066915,Under Stress
63,0.6238570802733492,Under Stress
64,0.5292856679826689,Under Stress
65,0.46001506118574026,Under Stress
66,0.47627248983722836,Under Stress
67,0.5390355770195894,Under Stress
68,0.5824163401057263,Under Stress
69,0.542862561060274,Under Stress
70,0.521292940846814,Under Stress
71,0.5273038229586631,Under Stress
72,0.504768504190575,Under Stress
73,0.5172301846864179,Under Stress
74,0.5292856679826689,Under Stress
75,0.49187945405423494,Under Stress
76,0.4670646998427489,Under Stress
77,0.4852679019522559,Under Stress
78,0.5026506066296401,Under Stress
79,0.5172301846864179,Under Stress
80,0.5503957678120347,Under Stress
81,0.46001506118574026,Under Stress
82,0.37616121689780346,Under Stress
83,0.37616121689780346,Under Stress
84,0.45524485797212977,Under Stress
85,0.4962246401207821,Under Stress
86,0.2541491449470532,Under Stress
87,0.14137034833631665,Under Stress
88,0.25038045046589824,Under Stress
89,0.3207473192030379,Under Stress
90,0.0,Under Stress
91,0.43808995307559756,Under Stress
92,0.4095965526038442,Under Stress
93,0.4014780977633538,Under Stress
94,0.3304623329206885,Under Stress
95,0.35843361054418926,Under Stress
96,0.3847650695501613,Under Stress
97,0.3174634997574318,Under Stress
98,0.1859806813239205,Under Stress
99,0.27975995679776494,Under Stress
100,0.34929953201063957,Under Stress
101,0.37616121689780346,Under Stress
102,0.4122685930625492,Under Stress
103,0.4095965526038442,Under Stress
104,0.40690765260886297,Under Stress
105,0.39040817852183934,Under Stress
106,0.3207473192030379,Under Stress
107,0.37616121689780346,Under Stress
108,0.40690765260886297,Under Stress
109,0.3819159386135134,Under Stress
110,0.3673857629188484,Under Stress
111,0.40690765260886297,Under Stress
112,0.4095965526038442,Under Stress
113,0.42795332025695487,Under Stress
114,0.5720703353714639,Under Stress
115,0.3673857629188484,Under Stress
116,0.3819159386135134,Under Stress
117,0.39040817852183934,Under Stress
118,0.41492377398497743,Under Stress
119,0.2725770101795005,Under Stress
