Time (s),Resistance,Stage
0,1.0,Relaxation
1,0.9829109766951376,Relaxation
2,0.9564893753038834,Relaxation
3,0.953846442843708,Relaxation
4,0.9564893753038834,Relaxation
5,0.9455830062263029,Relaxation
6,0.9224382384821769,Relaxation
7,0.8813500112160948,Relaxation
8,0.9289905106158268,Relaxation
9,0.9297889909271709,Relaxation
10,0.9597186738360649,Relaxation
11,0.9111253295693229,Relaxation
12,0.8542470731772701,Relaxation
13,0.841038788753451,Relaxation
14,0.839664505728978,Relaxation
15,0.8791560215081946,Relaxation
16,0.8969333572636596,Relaxation
17,0.9111253295693229,Relaxation
18,0.9257514957865652,Relaxation
19,0.9257514957865652,Relaxation
20,0.9164535475795111,Relaxation
21,0.9329386158232938,Relaxation
22,0.9419833922074501,Relaxation
23,0.9215980030069697,Relaxation
24,0.8989017793978028,Relaxation
25,0.8665537848863648,Relaxation
26,0.847761718925563,Relaxation
27,0.8605072584725364,Relaxation
28,0.8326388755324408,Relaxation
29,0.7966122909463943,Relaxation
30,0.7572282523610353,Relaxation
31,0.7860689127623015,Relaxation
32,0.8464365156581366,Relaxation
33,0.8689149945583755,Relaxation
34,0.9065375930509841,Relaxation
35,0.9046634439121022,Relaxation
36,0.9224382384821769,Relaxation
37,0.8979206327013489,Relaxation
38,0.8949402208559171,Relaxation
39,0.8959399032575706,Relaxation
40,0.871244414499426,Relaxation
41,0.839664505728978,Relaxation
42,0.842403006690692,Relaxation
43,0.8791560215081946,Relaxation
44,0.8939342602315349,Relaxation
45,0.8791560215081946,Relaxation
46,0.8146532124021408,Relaxation
47,0.7612958431090079,Relaxation
48,0.8208336244070195,Relaxation
49,0.847761718925563,Relaxation
50,0.8735426924626549,Relaxation
51,0.8856529854892334,Relaxation
52,0.8979206327013489,Relaxation
53,0.8802566039179899,Relaxation
54,0.8677383758955313,Relaxation
55,0.8382801576172729,Relaxation
56,0.839664505728978,Relaxation
57,0.841038788753451,Relaxation
58,0.8605072584725364,Relaxation
59,0.8567774958999719,Relaxation
60,0.8567774958999719,Under Stress
61,0.839664505728978,Under Stress
62,0.7194646429928508,Under Stress
63,0.6833440345473656,Under Stress
64,0.6833440345473656,Under Stress
65,0.5206430454681845,Under Stress
66,0.31969313043844827,Under Stress
67,0.303708476407884,Under Stress
68,0.3573040693745606,Under Stress
69,0.303708476407884,Under Stress
70,0.29550014863443186,Under Stress
71,0.29550014863443186,Under Stress
72,0.3783908257427463,Under Stress
73,0.3573040693745606,Under Stress
74,0.5061807607950304,Under Stress
75,0.6283622498638972,Under Stress
76,0.6749076478419309,Under Stress
77,0.6777493408613544,Under Stress
78,0.6447441758771351,Under Stress
79,0.6383024702215426,Under Stress
80,0.6915207718985156,Under Stress
81,0.6805613368907272,Under Stress
82,0.6661992048182469,Under Stress
83,0.6915207718985156,Under Stress
84,0.6994497685876999,Under Stress
85,0.7242278209574451,Under Stress
86,0.7312032751993163,Under Stress
87,0.7121439363280588,Under Stress
88,0.5810074594254909,Under Stress
89,0.5770460503650987,Under Stress
90,0.6317135252948101,Under Stress
91,0.6888232786931969,Under Stress
92,0.7121439363280588,Under Stress
93,0.5390322089767224,Under Stress
94,0.47536973500020496,Under Stress
95,0.5061807607950304,Under Stress
96,0.6000985880277083,Under Stress
97,0.6691330282648578,Under Stress
98,0.7020396351176674,Under Stress
99,0.663233591640676,Under Stress
100,0.5810074594254909,Under Stress
101,0.6145629654417722,Under Stress
102,0.6805613368907272,Under Stress
103,0.694190710681858,Under Stress
104,0.573034814140192,Under Stress
105,0.4699722074041773,Under Stress
106,0.4911030109857936,Under Stress
107,0.5061807607950304,Under Stress
108,0.08098892372029157,Under Stress
109,0.0,Under Stress
110,0.29550014863443186,Under Stress
111,0.173547715040838,Under Stress
112,0.261132459836565,Under Stress
113,0.4113216984246745,Under Stress
114,0.4589372344149848,Under Stress
115,0.3851912371556782,Under Stress
116,0.39188182949802036,Under Stress
117,0.29550014863443186,Under Stress
118,0.27863161053254587,Under Stress
119,0.4175991239188627,Under Stress
