Time (s),Resistance,Stage
0,0.788395893134056,Relaxation
1,0.6993561185298276,Relaxation
2,0.7132405112966963,Relaxation
3,0.6852746783283423,Relaxation
4,0.7581540795028446,Relaxation
5,0.7819959911610148,Relaxation
6,0.8238669151561767,Relaxation
7,0.8421153290485178,Relaxation
8,0.8380907593860402,Relaxation
9,0.8814130453681018,Relaxation
10,0.8678507175258791,Relaxation
11,0.9060712963982543,Relaxation
12,0.917226830574807,Relaxation
13,0.9373190454624859,Relaxation
14,0.9498688144285086,Relaxation
15,0.9692307947055507,Relaxation
16,0.9245863038786053,Relaxation
17,0.8928782255133376,Relaxation
18,0.9391231057987416,Relaxation
19,0.9569600382835017,Relaxation
20,0.9847544896595634,Relaxation
21,1.0,Relaxation
22,0.948087108212987,Relaxation
23,0.920914432565483,Relaxation
24,0.9569600382835017,Relaxation
25,0.9498688144285086,Relaxation
26,0.9355116734046405,Relaxation
27,0.9004413696949325,Relaxation
28,0.8909781252509661,Relaxation
29,0.8619757234248832,Relaxation
30,0.8299902883764367,Relaxation
31,0.8238669151561767,Relaxation
32,0.7625330033754725,Relaxation
33,0.7040066035728509,Relaxation
34,0.7798524793617648,Relaxation
35,0.8010681957989154,Relaxation
36,0.8279535795984704,Relaxation
37,0.8540830629450643,Relaxation
38,0.8619757234248832,Relaxation
39,0.7862672840819619,Relaxation
40,0.8052550398193122,Relaxation
41,0.7668920569185587,Relaxation
42,0.8299902883764367,Relaxation
43,0.8279535795984704,Relaxation
44,0.8135724285930733,Relaxation
45,0.7223899701199921,Relaxation
46,0.7603456112651519,Relaxation
47,0.8279535795984704,Relaxation
48,0.9004413696949325,Relaxation
49,0.8833346718208092,Relaxation
50,0.8909781252509661,Relaxation
51,0.8501106528976324,Relaxation
52,0.7493357928385678,Relaxation
53,0.7733946222608955,Relaxation
54,0.8360722650768194,Relaxation
55,0.852099341712541,Relaxation
56,0.7603456112651519,Relaxation
57,0.6442722533202081,Relaxation
58,0.4323767149543271,Relaxation
59,0.4293746393328203,Relaxation
60,0.48794160772492146,Under Stress
61,0.5105267210396154,Under Stress
62,0.49363197334726455,Under Stress
63,0.4706933337528182,Under Stress
64,0.37393062440026775,Under Stress
65,0.4472695269454084,Under Stress
66,0.4793510019199707,Under Stress
67,0.46488374615322803,Under Stress
68,0.4964659790980694,Under Stress
69,0.5755821799572952,Under Stress
70,0.5299118833677887,Under Stress
71,0.532653160914068,Under Stress
72,0.5650111646414108,Under Stress
73,0.5161011764063017,Under Stress
74,0.5650111646414108,Under Stress
75,0.6467303786705257,Under Stress
76,0.68763510789175,Under Stress
77,0.6368614483317617,Under Stress
78,0.6516292428328138,Under Stress
79,0.6442722533202081,Under Stress
80,0.6092226478704388,Under Stress
81,0.5299118833677887,Under Stress
82,0.5489542825113776,Under Stress
83,0.6491835364384589,Under Stress
84,0.6467303786705257,Under Stress
85,0.524408630015292,Under Stress
86,0.532653160914068,Under Stress
87,0.5105267210396154,Under Stress
88,0.5703099191857138,Under Stress
89,0.5964120808291891,Under Stress
90,0.6015551844587528,Under Stress
91,0.5755821799572952,Under Stress
92,0.5299118833677887,Under Stress
93,0.6041168011087644,Under Stress
94,0.5989861164351635,Under Stress
95,0.5161011764063017,Under Stress
96,0.6516292428328138,Under Stress
97,0.6243903327535063,Under Stress
98,0.5543333463042427,Under Stress
99,0.4822222645386649,Under Stress
100,0.4706933337528182,Under Stress
101,0.5703099191857138,Under Stress
102,0.4472695269454084,Under Stress
103,0.49363197334726455,Under Stress
104,0.4142417275264501,Under Stress
105,0.2752148272399034,Under Stress
106,0.01692703697785511,Under Stress
107,0.0,Under Stress
108,0.09450328729764307,Under Stress
109,0.12969778056698322,Under Stress
110,0.10634186405217291,Under Stress
111,0.050149400040237525,Under Stress
112,0.15641757828702815,Under Stress
113,0.2190414056271119,Under Stress
114,0.285463777631142,Under Stress
115,0.3386872832374726,Under Stress
116,0.40506411906963796,Under Stress
117,0.35483937736322396,Under Stress
118,0.36123762347546967,Under Stress
119,0.41728437173743654,Under Stress
