Time (s),Resistance,Stage
0,0.26729747360346595,Relaxation
1,0.3697284787532901,Relaxation
2,0.1303829750966203,Relaxation
3,0.0,Relaxation
4,0.10172458442465218,Relaxation
5,0.14252980570971494,Relaxation
6,0.22537279673768038,Relaxation
7,0.2597464752719957,Relaxation
8,0.17056536604394582,Relaxation
9,0.4256537260005438,Relaxation
10,0.31926119209726567,Relaxation
11,0.38388147866478245,Relaxation
12,0.32656141926643634,Relaxation
13,0.3082534853913504,Relaxation
14,0.38388147866478245,Relaxation
15,0.4359402607364477,Relaxation
16,0.4731248709266069,Relaxation
17,0.442761891961882,Relaxation
18,0.5322429431683703,Relaxation
19,0.5418935353488988,Relaxation
20,0.516031325087934,Relaxation
21,0.49306527589744914,Relaxation
22,0.5386826810551398,Relaxation
23,0.5418935353488988,Relaxation
24,0.5418935353488988,Relaxation
25,0.4897577189986197,Relaxation
26,0.49306527589744914,Relaxation
27,0.5418935353488988,Relaxation
28,0.6293110513048297,Relaxation
29,0.6830891729140922,Relaxation
30,0.6653647327238329,Relaxation
31,0.4764652083695285,Relaxation
32,0.45632484207972807,Relaxation
33,0.5418935353488988,Relaxation
34,0.5354652706525624,Relaxation
35,0.6504413900261915,Relaxation
36,0.6534375317561517,Relaxation
37,0.6353770909889555,Relaxation
38,0.6444327162942243,Relaxation
39,0.6594134249440267,Relaxation
40,0.6474403312146177,Relaxation
41,0.6384010961813944,Relaxation
42,0.5418935353488988,Relaxation
43,0.6140435128942269,Relaxation
44,0.6594134249440267,Relaxation
45,0.6772034262224681,Relaxation
46,0.6414201842922186,Relaxation
47,0.6293110513048297,Relaxation
48,0.6048125116780687,Relaxation
49,0.5418935353488988,Relaxation
50,0.6414201842922186,Relaxation
51,0.6623915373747365,Relaxation
52,0.69187599775781,Relaxation
53,0.7265397841073366,Relaxation
54,0.7379244670703042,Relaxation
55,0.7660239494655134,Relaxation
56,0.6623915373747365,Relaxation
57,0.796345952750124,Relaxation
58,0.831416217846383,Relaxation
59,0.796345952750124,Relaxation
60,0.8180253655850177,Under Stress
61,0.834079637053815,Under Stress
62,0.8420436702408385,Under Stress
63,0.8812344497293966,Under Stress
64,0.8786546209093969,Under Stress
65,0.700615290812596,Under Stress
66,0.6414201842922186,Under Stress
67,0.69187599775781,Under Stress
68,0.516031325087934,Under Stress
69,0.38388147866478245,Under Stress
70,0.42221176887093936,Under Stress
71,0.4461628734113721,Under Stress
72,0.469777977374868,Under Stress
73,0.3944220626173945,Under Stress
74,0.39791974667195507,Under Stress
75,0.4596979600667407,Under Stress
76,0.49965908234144785,Under Stress
77,0.5418935353488988,Under Stress
78,0.6078955218498712,Under Stress
79,0.6384010961813944,Under Stress
80,0.6947951052091562,Under Stress
81,0.5418935353488988,Under Stress
82,0.6594134249440267,Under Stress
83,0.69187599775781,Under Stress
84,0.7322419597520481,Under Stress
85,0.7121901009312948,Under Stress
86,0.7379244670703042,Under Stress
87,0.7688053786316738,Under Stress
88,0.796345952750124,Under Stress
89,0.7715818907162217,Under Stress
90,0.8499650887205427,Under Stress
91,0.834079637053815,Under Stress
92,0.7853890558875488,Under Stress
93,1.0,Under Stress
94,0.834079637053815,Under Stress
95,0.8473295329755881,Under Stress
96,0.8420436702408385,Under Stress
97,0.8126346051091754,Under Stress
98,0.7908781579956665,Under Stress
99,0.8682861348132656,Under Stress
100,0.8966249151803423,Under Stress
101,0.914375579805873,Under Stress
102,0.9093257369885823,Under Stress
103,0.9067950789847204,Under Stress
104,0.9269239720840877,Under Stress
105,0.9319148099220148,Under Stress
106,0.7492255596458384,Under Stress
107,0.6889519732248512,Under Stress
108,0.69187599775781,Under Stress
109,0.7350856719519829,Under Stress
110,0.7379244670703042,Under Stress
111,0.72368132066256,Under Stress
112,0.7293949694977034,Under Stress
113,0.6534375317561517,Under Stress
114,0.8838110004949863,Under Stress
115,0.7826371292110698,Under Stress
116,0.7688053786316738,Under Stress
117,0.7293949694977034,Under Stress
118,0.7908781579956665,Under Stress
119,0.7936153334273038,Under Stress
