Time (s),Resistance,Stage
0,0.8504375295628057,Relaxation
1,0.9077302520440558,Relaxation
2,0.8609112102169052,Relaxation
3,0.803052571119669,Relaxation
4,0.803052571119669,Relaxation
5,0.8136191634569908,Relaxation
6,0.7977566051760238,Relaxation
7,0.7498395161835247,Relaxation
8,0.7924521927157234,Relaxation
9,0.7765136157848506,Relaxation
10,0.7711923102912337,Relaxation
11,0.7337573484694893,Relaxation
12,0.7230049327657259,Relaxation
13,0.29596594364484163,Relaxation
14,0.7176245016555166,Relaxation
15,0.7977566051760238,Relaxation
16,0.6906125413879314,Relaxation
17,0.7176245016555166,Relaxation
18,0.712235624028649,Relaxation
19,0.7068382998851264,Relaxation
20,0.6851983242110953,Relaxation
21,0.6797672140009456,Relaxation
22,0.608672883302924,Relaxation
23,0.6416142982633943,Relaxation
24,0.6580005405770654,Relaxation
25,0.6580005405770654,Relaxation
26,0.6580005405770654,Relaxation
27,0.6797672140009456,Relaxation
28,0.6306591661598759,Relaxation
29,0.6470791945401707,Relaxation
30,0.6306591661598759,Relaxation
31,0.6416142982633943,Relaxation
32,1.0,Relaxation
33,0.6580005405770654,Relaxation
34,0.6361409554699626,Relaxation
35,0.6306591661598759,Relaxation
36,0.6196786945063858,Relaxation
37,0.6251689303331308,Relaxation
38,0.6031573079262104,Relaxation
39,0.6031573079262104,Relaxation
40,0.6306591661598759,Relaxation
41,0.5921177106561248,Relaxation
42,0.6306591661598759,Relaxation
43,0.6141800121629825,Relaxation
44,0.6251689303331308,Relaxation
45,0.6196786945063858,Relaxation
46,0.5699540509493866,Relaxation
47,0.608672883302924,Relaxation
48,0.6141800121629825,Relaxation
49,0.2428795864585435,Relaxation
50,0.5865852422460978,Relaxation
51,0.41197040340563623,Relaxation
52,0.5755034123927271,Relaxation
53,0.6196786945063858,Relaxation
54,0.553263734036083,Relaxation
55,0.8921717683627275,Relaxation
56,0.46897594432056106,Relaxation
57,0.5755034123927271,Relaxation
58,0.6031573079262104,Relaxation
59,0.8399469558753959,Relaxation
60,0.5309311439962165,Under Stress
61,0.5365227380228391,Under Stress
62,0.6306591661598759,Under Stress
63,0.6416142982633943,Under Stress
64,0.6141800121629825,Under Stress
65,0.6851983242110953,Under Stress
66,0.6470791945401707,Under Stress
67,0.6251689303331308,Under Stress
68,0.5421143320494617,Under Stress
69,0.5699540509493866,Under Stress
70,0.5588384350293921,Under Stress
71,0.4915957159267527,Under Stress
72,0.5365227380228391,Under Stress
73,0.5084887492398145,Under Stress
74,0.35430603419149986,Under Stress
75,0.46897594432056106,Under Stress
76,0.45193932022433986,Under Stress
77,0.5197226163929998,Under Stress
78,0.5028633691465619,Under Stress
79,0.48594499628353166,Under Stress
80,0.4915957159267527,Under Stress
81,0.45193932022433986,Under Stress
82,0.45193932022433986,Under Stress
83,0.45762382593418477,Under Stress
84,0.45762382593418477,Under Stress
85,0.35430603419149986,Under Stress
86,0.44055341577133666,Under Stress
87,0.44624636799783673,Under Stress
88,0.40048314075275243,Under Stress
89,0.40048314075275243,Under Stress
90,0.3658862085276029,Under Stress
91,0.35430603419149986,Under Stress
92,0.32521623082640566,Under Stress
93,0.3601003446178805,Under Stress
94,0.3368724238124207,Under Stress
95,0.31937968781674303,Under Stress
96,0.30768970876410423,Under Stress
97,0.3774494898303925,Under Stress
98,0.3601003446178805,Under Stress
99,0.3947395094263121,Under Stress
100,0.3426920737887699,Under Stress
101,0.2783296168660044,Under Stress
102,0.2724423947564014,Under Stress
103,0.2724423947564014,Under Stress
104,0.32521623082640566,Under Stress
105,0.24880059463477333,Under Stress
106,0.18922731265625928,Under Stress
107,0.11680687884316562,Under Stress
108,0.11680687884316562,Under Stress
109,0.13500912223798897,Under Stress
110,0.14105682816406492,Under Stress
111,0.07407595107777602,Under Stress
112,0.01862456922764987,Under Stress
113,0.043339076964660814,Under Stress
114,0.07407595107777602,Under Stress
115,0.0,Under Stress
116,0.09853706331508857,Under Stress
117,0.46329988512737447,Under Stress
118,0.03099871612946877,Under Stress
119,0.03099871612946877,Under Stress
