df_hash,22ZHK4.2MRVKE
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.YH8G
person_label,V146
date_time_start,2026-06-08_16-56-17.756000_+03
date_time_start_unix,1780919777.756
date_time_end,2026-06-08_17-07-00.377000_+03
length_difference_noticed,no

time,ppg_med
153.826,686
153.851,485
153.876,-49
153.901,-567
153.926,-689
153.951,-365
153.976,115
154.001,428
154.026,493
154.051,466
154.076,506
154.101,615
154.126,714
154.151,807
154.176,980
154.201,1241
154.226,1432
154.251,1365
154.276,1054
154.301,744
154.326,688
154.351,897
154.376,1154
154.401,1251
154.426,1187
154.451,1109
154.476,1101
154.501,1102
154.526,1025
154.551,915
154.576,919
154.601,1104
154.626,1347
154.651,1459
154.676,1374
154.701,1196
154.726,1038
154.751,880
154.776,635
154.801,301
154.826,7
154.851,-147
154.876,-234
154.901,-426
154.926,-790
154.951,-1208
154.976,-1526
155.001,-1728
155.026,-1928
155.051,-2213
155.076,-2589
155.101,-3079
155.126,-3752
155.151,-4577
155.176,-5306
155.201,-5668
155.226,-5718
155.251,-5787
155.276,-5897
155.301,-5318
155.326,-3059
155.351,905
155.376,5023
155.401,7162
155.426,6480
155.451,4232
155.476,2529
155.501,2308
155.526,2743
155.551,2652
155.576,2176
155.601,2682
155.626,5010
155.651,8181
155.676,10108
155.701,9481
155.726,6737
155.751,3275
155.776,113
155.801,-2521
155.826,-4677
155.851,-6328
155.876,-7625
155.901,-9001
155.926,-10602
155.951,-11824
155.976,-11915
156.001,-11148
156.026,-10867
156.051,-11900
156.076,-13183
156.101,-12615
156.126,-9471
156.151,-5338
156.176,-2059
156.201,922
156.226,6123
156.251,14457
156.276,22899
156.301,26990
156.326,25994
156.351,24504
156.376,27679
156.401,32767
156.426,32767
156.451,32091
156.476,15803
156.501,-1907
156.526,-12289
156.551,-13436
156.576,-10385
156.601,-8938
156.626,-10360
156.651,-11942
156.676,-11402
156.701,-9479
156.726,-8313
156.751,-8517
156.776,-8737
156.801,-7759
156.826,-6090
156.851,-5094
156.876,-5144
156.901,-5269
156.926,-4576
156.951,-3394
156.976,-2696
157.001,-2757
157.026,-2864
157.051,-2343
157.076,-1440
157.101,-911
157.126,-991
157.151,-1143
157.176,-835
157.201,-244
157.226,41
157.251,-167
157.276,-439
157.301,-309
157.326,142
157.351,484
157.376,529
157.401,532
157.426,766
157.451,1122
157.476,1271
157.501,1130
157.526,963
157.551,1021
157.576,1227
157.601,1319
157.626,1225
157.651,1142
157.676,1243
157.701,1431
157.726,1477
157.751,1329
157.776,1158
157.801,1106
157.826,1096
157.851,959
157.876,694
157.901,499
157.926,527
157.951,697
157.976,800
158.001,746
158.026,642
158.051,626
158.076,688
158.101,713
158.126,648
158.151,570
158.176,571
158.201,637
158.226,674
158.251,629
158.276,549
158.301,499
158.326,481
158.351,436
158.376,332
158.401,203
158.426,110
158.451,82
158.476,110
158.501,177
158.526,273
158.551,373
158.576,435
158.601,428
158.626,368
158.651,298
158.676,249
158.701,218
158.726,194
158.751,175
158.776,169
158.801,170
158.826,159
158.851,124
158.876,79
158.901,44
158.926,20
158.951,-15
158.976,-74
159.001,-124
159.026,-113
159.051,-23
159.076,108
159.101,231
159.126,304
159.151,327
159.176,319
159.201,300
159.226,279
159.251,259
159.276,246
159.301,249
159.326,269
159.351,294
159.376,306
159.401,302
159.426,288
159.451,274
159.476,261
159.501,231
159.526,173
159.551,96
159.576,41
159.601,53
159.626,149
159.651,302
159.676,453
159.701,554
159.726,593
159.751,593
159.776,580
159.801,563
159.826,531
159.851,474
159.876,401
159.901,322
159.926,239
159.951,142
159.976,27
160.001,-85
160.026,-167
160.051,-208
160.076,-232
160.101,-283
160.126,-377
160.151,-484
160.176,-543
160.201,-511
160.226,-390
160.251,-225
160.276,-69
160.301,46
160.326,116
160.351,154
160.376,178
160.401,204
160.426,249
160.451,319
160.476,409
160.501,500
160.526,571
160.551,615
160.576,645
160.601,682
160.626,729
160.651,759
160.676,726
160.701,597
160.726,382
160.751,132
160.776,-85
160.801,-226
160.826,-276
160.851,-251
160.876,-174
160.901,-69
160.926,41
160.951,146
160.976,245
161.001,349
161.026,468
161.051,601
161.076,726
161.101,823
161.126,883
161.151,916
161.176,929
161.201,919
161.226,879
161.251,808
161.276,717
161.301,614
161.326,499
161.351,368
161.376,228
161.401,105
161.426,21
161.451,-23
161.476,-56
161.501,-102
161.526,-164
161.551,-221
161.576,-251
161.601,-256
161.626,-250
161.651,-243
161.676,-227
161.701,-189
161.726,-131
161.751,-73
161.776,-30
161.801,-2
161.826,22
161.851,51
161.876,68
161.901,57
161.926,21
161.951,-1
161.976,32
162.001,144
162.026,308
162.051,474
162.076,598
162.101,671
162.126,706
162.151,724
162.176,739
162.201,753
162.226,771
162.251,792
162.276,805
162.301,781
162.326,691
162.351,527
162.376,315
162.401,106
162.426,-54
162.451,-158
162.476,-221
162.501,-268
162.526,-295
162.551,-277
162.576,-192
162.601,-51
162.626,100
162.651,215
162.676,276
162.701,296
162.726,303
162.751,309
162.776,314
162.801,316
162.826,322
162.851,336
162.876,344
162.901,326
162.926,280
162.951,228
162.976,200
163.001,197
163.026,187
163.051,142
163.076,79
163.101,54
163.126,115
163.151,250
163.176,397
163.201,490
163.226,507
163.251,478
163.276,445
163.301,426
163.326,418
163.351,409
163.376,392
163.401,365
163.426,326
163.451,277
163.476,227
163.501,188
163.526,157
163.551,119
163.576,56
163.601,-25
163.626,-94
163.651,-113
163.676,-66
163.701,29
163.726,142
163.751,242
163.776,319
163.801,374
163.826,414
163.851,441
163.876,455
163.901,455
163.926,443
163.951,422
163.976,392
164.001,351
164.026,297
164.051,236
164.076,179
164.101,133
164.126,93
164.151,43
164.176,-17
164.201,-66
164.226,-65
164.251,8
164.276,137
164.301,271
164.326,368
164.351,416
164.376,430
164.401,431
164.426,425
164.451,409
164.476,383
164.501,359
164.526,343
164.551,333
164.576,318
164.601,293
164.626,259
164.651,219
164.676,167
164.701,94
164.726,2
164.751,-87
164.776,-134
164.801,-109
164.826,-9
164.851,131
164.876,262
164.901,340
164.926,359
164.951,343
164.976,325
165.001,324
165.026,333
165.051,337
165.076,339
165.101,353
165.126,384
165.151,413
165.176,400
165.201,323
165.226,193
165.251,50
165.276,-75
165.301,-181
165.326,-268
165.351,-323
165.376,-312
165.401,-210
165.426,-33
165.451,161
165.476,318
165.501,417
165.526,476
165.551,523
165.576,566
165.601,600
165.626,621
165.651,639
165.676,663
165.701,686
165.726,695
165.751,682
165.776,657
165.801,637
165.826,617
165.851,570
165.876,466
165.901,311
165.926,151
165.951,50
165.976,45
166.001,126
166.026,244
166.051,350
166.076,422
166.101,465
166.126,491
166.151,510
166.176,518
166.201,519
166.226,520
166.251,526
166.276,529
166.301,505
166.326,437
166.351,327
166.376,203
166.401,93
166.426,2
166.451,-84
166.476,-187
166.501,-297
166.526,-376
166.551,-380
166.576,-299
166.601,-165
166.626,-33
166.651,56
166.676,96
166.701,105
166.726,101
166.751,92
166.776,78
166.801,64
166.826,61
166.851,74
166.876,93
166.901,99
166.926,81
166.951,47
166.976,15
167.001,-10
167.026,-40
167.051,-91
167.076,-160
167.101,-216
167.126,-222
167.151,-158
167.176,-39
167.201,94
167.226,202
167.251,264
167.276,281
167.301,271
167.326,251
167.351,236
167.376,234
167.401,250
167.426,280
167.451,317
167.476,347
167.501,358
167.526,345
167.551,319
167.576,294
167.601,275
167.626,255
167.651,221
167.676,176
167.701,144
167.726,158
167.751,232
167.776,348
167.801,470
167.826,568
167.851,633
167.876,673
167.901,695
167.926,705
167.951,707
167.976,712
168.001,733
168.026,771
168.051,817
168.076,856
168.101,884
168.126,905
168.151,925
168.176,947
168.201,964
168.226,967
168.251,946
168.276,899
168.301,828
168.326,747
168.351,668
168.376,591
168.401,504
168.426,389
168.451,239
168.476,63
168.501,-119
168.526,-292
168.551,-445
168.576,-571
168.601,-666
168.626,-727
168.651,-760
168.676,-772
168.701,-771
168.726,-756
168.751,-730
168.776,-695
168.801,-648
168.826,-577
168.851,-465
168.876,-308
168.901,-126
168.926,42
168.951,166
168.976,238
169.001,269
169.026,278
169.051,282
169.076,298
169.101,336
169.126,391
169.151,440
169.176,457
169.201,441
169.226,418
169.251,412
169.276,418
169.301,402
169.326,340
169.351,259
169.376,222
169.401,274
169.426,401
169.451,538
169.476,625
169.501,652
169.526,643
169.551,626
169.576,606
169.601,576
169.626,540
169.651,513
169.676,501
169.701,486
169.726,447
169.751,382
169.776,313
169.801,258
169.826,208
169.851,140
169.876,50
169.901,-24
169.926,-31
169.951,52
169.976,194
170.001,327
170.026,406
170.051,426
170.076,416
170.101,397
170.126,373
170.151,337
170.176,295
170.201,267
170.226,265
170.251,277
170.276,281
170.301,263
170.326,231
170.351,202
170.376,179
170.401,146
170.426,87
170.451,13
170.476,-37
170.501,-19
170.526,74
170.551,211
170.576,333
170.601,403
170.626,422
170.651,418
170.676,414
170.701,409
170.726,389
170.751,357
170.776,328
170.801,322
170.826,333
170.851,336
170.876,307
170.901,252
170.926,192
170.951,143
170.976,94
171.001,24
171.026,-64
171.051,-133
171.076,-134
171.101,-46
171.126,101
171.151,255
171.176,366
171.201,420
171.226,430
171.251,418
171.276,396
171.301,370
171.326,339
171.351,309
171.376,284
171.401,267
171.426,251
171.451,226
171.476,185
171.501,132
171.526,84
171.551,48
171.576,11
171.601,-45
171.626,-126
171.651,-196
171.676,-201
171.701,-107
171.726,59
171.751,231
171.776,344
171.801,383
171.826,380
171.851,378
171.876,392
171.901,407
171.926,407
171.951,396
171.976,390
172.001,399
172.026,410
172.051,397
172.076,349
172.101,280
172.126,217
172.151,174
172.176,140
172.201,92
172.226,24
172.251,-34
172.276,-40
172.301,32
172.326,167
172.351,314
172.376,421
172.401,469
172.426,471
172.451,456
172.476,439
172.501,424
172.526,408
172.551,393
172.576,382
172.601,380
172.626,381
172.651,376
172.676,356
172.701,320
172.726,275
172.751,234
172.776,204
172.801,174
172.826,133
172.851,80
172.876,43
172.901,61
172.926,156
172.951,305
172.976,452
173.001,551
173.026,589
173.051,588
173.076,573
173.101,549
173.126,511
173.151,461
173.176,419
173.201,404
173.226,411
173.251,417
173.276,399
173.301,362
173.326,326
173.351,310
173.376,299
173.401,260
173.426,165
173.451,19
173.476,-129
173.501,-225
173.526,-232
173.551,-163
173.576,-62
173.601,23
173.626,76
173.651,106
173.676,132
173.701,160
173.726,182
173.751,195
173.776,204
173.801,222
173.826,249
173.851,269
173.876,266
173.901,242
173.926,213
173.951,193
173.976,173
174.001,131
174.026,59
174.051,-15
174.076,-48
174.101,-6
174.126,106
174.151,248
174.176,366
174.201,432
174.226,448
174.251,435
174.276,415
174.301,396
174.326,380
174.351,370
174.376,371
174.401,384
174.426,400
174.451,404
174.476,388
174.501,357
174.526,325
174.551,299
174.576,268
174.601,216
174.626,140
174.651,67
174.676,35
174.701,69
174.726,157
174.751,259
174.776,333
174.801,362
174.826,354
174.851,329
174.876,301
174.901,275
174.926,255
174.951,244
174.976,249
175.001,261
175.026,265
175.051,251
175.076,222
175.101,193
175.126,172
175.151,149
175.176,107
175.201,43
175.226,-15
175.251,-23
175.276,44
175.301,170
175.326,300
175.351,388
175.376,421
175.401,419
175.426,407
175.451,392
175.476,372
175.501,347
175.526,330
175.551,335
175.576,355
175.601,367
175.626,356
175.651,331
175.676,310
175.701,303
175.726,295
175.751,263
175.776,206
175.801,159
175.826,169
175.851,256
175.876,396
175.901,532
175.926,609
175.951,608
175.976,543
176.001,446
176.026,343
176.051,246
176.076,160
176.101,90
176.126,42
176.151,14
176.176,-4
176.201,-29
176.226,-62
176.251,-88
176.276,-91
176.301,-74
176.326,-59
176.351,-69
176.376,-94
176.401,-93
176.426,-23
176.451,120
176.476,296
176.501,442
176.526,523
176.551,545
176.576,536
176.601,520
176.626,503
176.651,484
176.676,467
176.701,464
176.726,476
176.751,493
176.776,498
176.801,483
176.826,456
176.851,432
176.876,415
176.901,393
176.926,352
176.951,292
176.976,238
177.001,222
177.026,259
177.051,327
177.076,384
177.101,397
177.126,361
177.151,300
177.176,240
177.201,191
177.226,150
177.251,116
177.276,94
177.301,86
177.326,84
177.351,74
177.376,52
177.401,28
177.426,15
177.451,10
177.476,-7
177.501,-45
177.526,-84
177.551,-83
177.576,-15
177.601,106
177.626,238
177.651,336
177.676,383
177.701,394
177.726,389
177.751,379
177.776,366
177.801,352
177.826,345
177.851,353
177.876,371
177.901,384
177.926,377
177.951,352
177.976,321
178.001,294
178.026,265
178.051,221
178.076,159
178.101,104
178.126,95
178.151,156
178.176,273
178.201,396
178.226,475
178.251,491
178.276,461
178.301,417
178.326,379
178.351,346
178.376,312
178.401,282
178.426,267
178.451,270
178.476,280
178.501,279
178.526,264
178.551,243
178.576,225
178.601,209
178.626,178
178.651,128
178.676,77
178.701,62
178.726,110
178.751,214
178.776,334
178.801,423
178.826,461
178.851,454
178.876,427
178.901,396
178.926,364
178.951,329
178.976,298
179.001,281
179.026,281
179.051,287
179.076,283
179.101,264
179.126,237
179.151,214
179.176,191
179.201,155
179.226,97
179.251,35
179.276,5
179.301,34
179.326,121
179.351,229
179.376,317
179.401,360
179.426,365
179.451,350
179.476,333
179.501,315
179.526,296
179.551,280
179.576,278
179.601,292
179.626,313
179.651,320
179.676,304
179.701,271
179.726,239
179.751,215
179.776,189
179.801,145
179.826,87
179.851,46
179.876,59
179.901,135
179.926,248
179.951,348
179.976,402
180.001,415
180.026,412
180.051,415
180.076,424
180.101,424
180.126,412
180.151,399
180.176,399
180.201,409
180.226,413
180.251,399
180.276,371
180.301,344
180.326,326
180.351,310
180.376,279
180.401,233
180.426,197
180.451,205
180.476,273
180.501,385
180.526,499
180.551,579
180.576,611
180.601,605
180.626,579
180.651,545
180.676,511
180.701,483
180.726,464
180.751,451
180.776,434
180.801,399
180.826,345
180.851,284
180.876,229
180.901,178
180.926,114
180.951,19
180.976,-96
181.001,-196
181.026,-239
181.051,-216
181.076,-165
181.101,-141
181.126,-181
181.151,-271
181.176,-367
181.201,-434
181.226,-473
181.251,-514
181.276,-580
181.301,-662
181.326,-732
181.351,-760
181.376,-737
181.401,-678
181.426,-605
181.451,-540
181.476,-510
181.501,-529
181.526,-591
181.551,-655
181.576,-663
181.601,-572
181.626,-383
181.651,-135
181.676,119
181.701,343
181.726,523
181.751,668
181.776,796
181.801,925
181.826,1059
181.851,1189
181.876,1308
181.901,1423
181.926,1546
181.951,1669
181.976,1735
182.001,1675
182.026,1483
182.051,1260
182.076,1164
182.101,1284
182.126,1563
182.151,1859
182.176,2082
182.201,2258
182.226,2455
182.251,2662
182.276,2778
182.301,2739
182.326,2623
182.351,2567
182.376,2583
182.401,2500
182.426,2153
182.451,1636
182.476,1299
182.501,1427
182.526,1907
182.551,2270
182.576,2121
182.601,1542
182.626,988
182.651,777
182.676,701
182.701,191
182.726,-1103
182.751,-2904
182.776,-4491
182.801,-5296
182.826,-5320
182.851,-5007
182.876,-4788
182.901,-4762
182.926,-4762
182.951,-4614
182.976,-4263
183.001,-3724
183.026,-3029
183.051,-2292
183.076,-1754
183.101,-1630
183.126,-1864
183.151,-2085
183.176,-1903
183.201,-1278
183.226,-547
183.251,-43
183.276,261
183.301,673
183.326,1345
183.351,2010
183.376,2213
183.401,1753
183.426,805
183.451,-373
183.476,-1664
183.501,-2834
183.526,-3138
183.551,-1496
183.576,2591
183.601,8273
183.626,13716
183.651,17498
183.676,19617
183.701,20991
183.726,21896
183.751,21152
183.776,17145
183.801,9772
183.826,1203
183.851,-5503
183.876,-8698
183.901,-9133
183.926,-8856
183.951,-9297
183.976,-10432
184.001,-11501
184.026,-12124
184.051,-12564
184.076,-13105
184.101,-13521
184.126,-13292
184.151,-12228
184.176,-10775
184.201,-9705
184.226,-9569
184.251,-10350
184.276,-11474
184.301,-12099
184.326,-11584
184.351,-9883
184.376,-7518
184.401,-5004
184.426,-2257
184.451,1292
184.476,5831
184.501,10471
184.526,13683
184.551,14547
184.576,13489
184.601,11655
184.626,9671
184.651,7347
184.676,4671
184.701,2691
184.726,2864
184.751,5363
184.776,8391
184.801,9676
184.826,8780
184.851,7699
184.876,8972
184.901,13248
184.926,18810
184.951,23301
184.976,25515
185.001,25422
185.026,22934
185.051,17436
185.076,8887
185.101,-961
185.126,-9081
185.151,-13290
185.176,-13859
185.201,-12925
185.226,-12405
185.251,-12588
185.276,-12614
185.301,-11924
185.326,-10890
185.351,-10159
185.376,-9775
185.401,-9240
185.426,-8295
185.451,-7332
185.476,-6878
185.501,-6836
185.526,-6515
185.551,-5445
185.576,-4008
185.601,-3067
185.626,-2935
185.651,-2852
185.676,-1614
185.701,1193
185.726,4589
185.751,6821
185.776,6701
185.801,4454
185.826,1435
185.851,-923
185.876,-1995
185.901,-2037
185.926,-1640
185.951,-1178
185.976,-709
186.001,-207
186.026,240
186.051,496
186.076,546
186.101,524
186.126,581
186.151,744
186.176,946
186.201,1143
186.226,1355
186.251,1598
186.276,1813
186.301,1910
186.326,1872
186.351,1776
186.376,1704
186.401,1664
186.426,1602
186.451,1495
186.476,1387
186.501,1323
186.526,1283
186.551,1203
186.576,1055
186.601,884
186.626,749
186.651,655
186.676,549
186.701,397
186.726,231
186.751,127
186.776,132
186.801,233
186.826,381
186.851,521
186.876,611
186.901,631
186.926,583
186.951,501
186.976,423
187.001,371
187.026,339
187.051,312
187.076,291
187.101,280
187.126,270
187.151,236
187.176,171
187.201,95
187.226,34
187.251,-14
187.276,-79
187.301,-170
187.326,-245
187.351,-236
187.376,-116
187.401,69
187.426,242
187.451,346
187.476,383
187.501,385
187.526,375
187.551,355
187.576,319
187.601,274
187.626,239
187.651,228
187.676,229
187.701,222
187.726,196
187.751,155
187.776,114
187.801,82
187.826,53
187.851,6
187.876,-64
187.901,-137
187.926,-161
187.951,-100
187.976,41
188.001,211
188.026,345
188.051,412
188.076,426
188.101,423
188.126,420
188.151,412
188.176,390
188.201,359
188.226,337
188.251,337
188.276,349
188.301,348
188.326,319
188.351,267
188.376,214
188.401,172
188.426,131
188.451,72
188.476,-10
188.501,-92
188.526,-123
188.551,-68
188.576,61
188.601,217
188.626,341
188.651,403
188.676,410
188.701,389
188.726,364
188.751,339
188.776,313
188.801,288
188.826,276
188.851,282
188.876,295
188.901,296
188.926,270
188.951,226
188.976,182
189.001,148
189.026,117
189.051,68
189.076,-1
189.101,-69
189.126,-91
189.151,-36
189.176,84
189.201,224
189.226,333
189.251,383
189.276,383
189.301,359
189.326,331
189.351,306
189.376,285
189.401,271
189.426,271
189.451,284
189.476,300
189.501,301
189.526,280
189.551,248
189.576,222
189.601,205
189.626,184
189.651,142
189.676,84
189.701,47
189.726,70
189.751,167
189.776,304
189.801,427
189.826,498
189.851,514
189.876,501
189.901,482
189.926,463
189.951,443
189.976,428
190.001,426
190.026,437
190.051,439
190.076,410
190.101,345
190.126,265
190.151,195
190.176,142
190.201,90
190.226,30
190.251,-25
190.276,-37
190.301,24
190.326,158
190.351,317
190.376,439
190.401,480
190.426,438
190.451,343
190.476,233
190.501,136
190.526,63
190.551,17
190.576,0
190.601,3
190.626,16
190.651,24
190.676,19
190.701,9
190.726,3
190.751,0
190.776,-14
190.801,-52
190.826,-94
190.851,-99
190.876,-31
190.901,104
190.926,264
190.951,390
190.976,457
191.001,472
191.026,465
191.051,452
191.076,432
191.101,403
191.126,371
191.151,354
191.176,359
191.201,372
191.226,371
191.251,345
191.276,307
191.301,277
191.326,263
191.351,246
191.376,204
191.401,137
191.426,77
191.451,71
191.476,141
191.501,267
191.526,397
191.551,485
191.576,517
191.601,508
191.626,485
191.651,462
191.676,437
191.701,408
191.726,382
191.751,370
191.776,374
191.801,380
191.826,367
191.851,326
191.876,266
191.901,211
191.926,171
191.951,135
191.976,81
192.001,5
192.026,-65
192.051,-84
192.076,-22
192.101,106
192.126,251
192.151,357
192.176,402
192.201,397
192.226,372
192.251,345
192.276,321
192.301,299
192.326,283
192.351,283
192.376,298
192.401,315
192.426,316
192.451,295
192.476,263
192.501,234
192.526,209
192.551,174
192.576,111
192.601,25
192.626,-46
192.651,-56
192.676,17
192.701,152
192.726,293
192.751,389
192.776,423
192.801,413
192.826,383
192.851,349
192.876,311
192.901,276
192.926,255
192.951,258
192.976,278
193.001,293
193.026,286
193.051,258
193.076,227
193.101,205
193.126,183
193.151,144
193.176,82
193.201,22
193.226,8
193.251,70
193.276,196
193.301,337
193.326,443
193.351,488
193.376,481
193.401,449
193.426,411
193.451,372
193.476,334
193.501,307
193.526,298
193.551,302
193.576,299
193.601,272
193.626,225
193.651,181
193.676,151
193.701,126
193.726,84
193.751,22
193.776,-27
193.801,-16
193.826,79
193.851,233
193.876,380
193.901,468
193.926,487
193.951,466
193.976,439
194.001,416
194.026,390
194.051,356
194.076,329
194.101,325
194.126,340
194.151,350
194.176,331
194.201,287
194.226,241
194.251,211
194.276,185
194.301,138
194.326,67
194.351,7
194.376,9
194.401,94
194.426,234
194.451,367
194.476,448
194.501,470
194.526,455
194.551,427
194.576,394
194.601,354
194.626,311
194.651,276
194.676,263
194.701,264
194.726,254
194.751,207
194.776,121
194.801,23
194.826,-51
194.851,-100
194.876,-149
194.901,-225
194.926,-307
194.951,-335
194.976,-263
195.001,-111
195.026,39
195.051,116
195.076,111
195.101,71
195.126,37
195.151,8
195.176,-35
195.201,-92
195.226,-129
195.251,-129
195.276,-113
195.301,-119
195.326,-156
195.351,-197
195.376,-214
195.401,-214
195.426,-222
195.451,-242
195.476,-252
195.501,-235
195.526,-191
195.551,-118
195.576,10
195.601,221
195.626,478
195.651,690
195.676,792
195.701,823
195.726,896
195.751,1062
195.776,1241
195.801,1323
195.826,1325
195.851,1418
195.876,1738
195.901,2167
195.926,2363
195.951,2059
195.976,1355
196.001,708
196.026,586
196.051,1101
196.076,1936
196.101,2616
196.126,2863
196.151,2724
196.176,2439
196.201,2191
196.226,1993
196.251,1742
196.276,1369
196.301,919
196.326,522
196.351,298
196.376,266
196.401,348
196.426,406
196.451,302
196.476,-63
196.501,-728
196.526,-1620
196.551,-2548
196.576,-3255
196.601,-3555
196.626,-3456
196.651,-3158
196.676,-2895
196.701,-2757
196.726,-2654
196.751,-2437
196.776,-2069
196.801,-1653
196.826,-1318
196.851,-1098
196.876,-908
196.901,-648
196.926,-290
196.951,119
196.976,520
197.001,877
197.026,1173
197.051,1387
197.076,1511
197.101,1567
197.126,1591
197.151,1590
197.176,1524
197.201,1347
197.226,1080
197.251,821
197.276,693
197.301,747
197.326,927
197.351,1106
197.376,1169
197.401,1075
197.426,872
197.451,652
197.476,496
197.501,437
197.526,454
197.551,509
197.576,580
197.601,658
197.626,719
197.651,714
197.676,593
197.701,364
197.726,95
197.751,-128
197.776,-276
197.801,-377
197.826,-463
197.851,-506
197.876,-437
197.901,-225
197.926,67
197.951,312
197.976,409
198.001,359
198.026,247
198.051,162
198.076,156
198.101,247
198.126,442
198.151,735
198.176,1073
198.201,1351
198.226,1459
198.251,1361
198.276,1113
198.301,819
198.326,548
198.351,304
198.376,67
198.401,-152
198.426,-291
198.451,-279
198.476,-106
198.501,150
198.526,369
198.551,460
198.576,420
198.601,323
198.626,251
198.651,239
198.676,261
198.701,270
198.726,246
198.751,200
198.776,144
198.801,75
198.826,-15
198.851,-118
198.876,-204
198.901,-262
198.926,-314
198.951,-379
198.976,-419
199.001,-336
199.026,-49
199.051,410
199.076,891
199.101,1213
199.126,1287
199.151,1157
199.176,936
199.201,724
199.226,564
199.251,471
199.276,458
199.301,530
199.326,660
199.351,790
199.376,860
199.401,832
199.426,696
199.451,456
199.476,134
199.501,-223
199.526,-550
199.551,-788
199.576,-907
199.601,-909
199.626,-822
199.651,-694
199.676,-595
199.701,-580
199.726,-651
199.751,-736
199.776,-742
199.801,-627
199.826,-422
199.851,-168
199.876,151
199.901,586
199.926,1122
199.951,1612
199.976,1848
200.001,1717
200.026,1302
200.051,821
200.076,466
200.101,301
200.126,292
200.151,398
200.176,612
200.201,919
200.226,1252
200.251,1509
200.276,1620
200.301,1586
200.326,1451
200.351,1257
200.376,1033
200.401,805
200.426,609
200.451,466
200.476,353
200.501,227
200.526,67
200.551,-95
200.576,-210
200.601,-260
200.626,-273
200.651,-289
200.676,-306
200.701,-279
200.726,-162
200.751,39
200.776,255
200.801,394
200.826,402
200.851,288
200.876,109
200.901,-78
200.926,-245
200.951,-387
200.976,-493
201.001,-542
201.026,-515
201.051,-425
201.076,-318
201.101,-237
201.126,-187
201.151,-145
201.176,-103
201.201,-91
201.226,-144
201.251,-243
201.276,-300
201.301,-223
201.326,-2
201.351,272
201.376,477
201.401,551
201.426,529
201.451,483
201.476,456
201.501,441
201.526,422
201.551,407
201.576,423
201.601,473
201.626,519
201.651,519
201.676,464
201.701,391
201.726,346
201.751,331
201.776,303
201.801,216
201.826,76
201.851,-39
201.876,-27
201.901,163
201.926,475
201.951,771
201.976,921
202.001,891
202.026,758
202.051,637
202.076,589
202.101,592
202.126,595
202.151,578
202.176,567
202.201,588
202.226,622
202.251,629
202.276,589
202.301,530
202.326,481
202.351,430
202.376,335
202.401,179
202.426,15
202.451,-63
202.476,-11
202.501,133
202.526,285
202.551,375
202.576,394
202.601,369
202.626,319
202.651,252
202.676,182
202.701,146
202.726,180
202.751,287
202.776,423
202.801,526
202.826,560
202.851,532
202.876,487
202.901,473
202.926,500
202.951,532
202.976,522
203.001,471
203.026,452
203.051,560
203.076,826
203.101,1160
203.126,1415
203.151,1505
203.176,1475
203.201,1441
203.226,1474
203.251,1545
203.276,1578
203.301,1537
203.326,1447
203.351,1337
203.376,1192
203.401,980
203.426,715
203.451,460
203.476,261
203.501,97
203.526,-86
203.551,-295
203.576,-447
203.601,-447
203.626,-287
203.651,-74
203.676,51
203.701,12
203.726,-168
203.751,-403
203.776,-601
203.801,-698
203.826,-676
203.851,-565
203.876,-443
203.901,-404
203.926,-526
203.951,-856
203.976,-1393
204.001,-2092
204.026,-2862
204.051,-3610
204.076,-4288
204.101,-4901
204.126,-5439
204.151,-5813
204.176,-5864
204.201,-5450
204.226,-4512
204.251,-3051
204.276,-1111
204.301,1149
204.326,3372
204.351,5137
204.376,6309
204.401,7269
204.426,8587
204.451,10283
204.476,11412
204.501,10594
204.526,7192
204.551,2041
204.576,-3089
204.601,-6858
204.626,-9226
204.651,-11056
204.676,-12981
204.701,-14783
204.726,-15797
204.751,-15654
204.776,-14422
204.801,-12119
204.826,-8418
204.851,-3095
204.876,3334
204.901,9700
204.926,15008
204.951,19080
204.976,22176
205.001,24062
205.026,23769
205.051,20509
205.076,14818
205.101,8590
205.126,3826
205.151,1309
205.176,419
205.201,28
205.226,-597
205.251,-1624
205.276,-2962
205.301,-4408
205.326,-5535
205.351,-5791
205.376,-4959
205.401,-3473
205.426,-2064
205.451,-1058
205.476,-121
205.501,1182
205.526,2701
205.551,3722
205.576,3739
205.601,3038
205.626,2430
205.651,2446
205.676,2908
205.701,3299
205.726,3345
205.751,3150
205.776,2840
205.801,2321
205.826,1461
205.851,390
205.876,-561
205.901,-1239
205.926,-1862
205.951,-2790
205.976,-4153
206.001,-5776
206.026,-7413
206.051,-8926
206.076,-10210
206.101,-11049
206.126,-11171
206.151,-10438
206.176,-8949
206.201,-6992
206.226,-4977
206.251,-3382
206.276,-2542
206.301,-2276
206.326,-1795
206.351,-292
206.376,2156
206.401,4374
206.426,5068
206.451,4188
206.476,3185
206.501,3683
206.526,5868
206.551,8296
206.576,9359
206.601,8819
206.626,7760
206.651,7167
206.676,6804
206.701,5651
206.726,3255
206.751,398
206.776,-1636
206.801,-2275
206.826,-2018
206.851,-1748
206.876,-1916
206.901,-2405
206.926,-2934
206.951,-3309
206.976,-3341
207.001,-2805
207.026,-1717
207.051,-571
207.076,-77
207.101,-591
207.126,-1855
207.151,-3379
207.176,-4980
