df_hash,22ZHK4.2MRVKE
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.YH8G
person_label,V146
date_time_start,2026-06-08_16-56-17.756000_+03
date_time_start_unix,1780919777.756
date_time_end,2026-06-08_17-07-00.377000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
5.201,-0.586,0.803,0.092
5.211,-0.578,0.807,0.082
5.221,-0.572,0.816,0.068
5.231,-0.574,0.826,0.061
5.241,-0.584,0.820,0.064
5.251,-0.598,0.791,0.076
5.261,-0.604,0.793,0.086
5.271,-0.607,0.805,0.084
5.281,-0.598,0.783,0.076
5.290,-0.607,0.803,0.082
5.300,-0.609,0.799,0.078
5.310,-0.605,0.805,0.064
5.320,-0.613,0.799,0.072
5.330,-0.600,0.805,0.072
5.340,-0.598,0.793,0.041
5.350,-0.588,0.805,0.064
5.360,-0.602,0.805,0.068
5.370,-0.602,0.812,0.062
5.380,-0.602,0.814,0.062
5.390,-0.611,0.814,0.049
5.400,-0.604,0.812,0.070
5.410,-0.619,0.801,0.078
5.420,-0.633,0.805,0.111
5.430,-0.598,0.799,0.096
5.439,-0.596,0.809,0.086
5.449,-0.596,0.818,0.086
5.459,-0.584,0.814,0.084
5.469,-0.588,0.816,0.061
5.479,-0.605,0.811,0.072
5.489,-0.605,0.811,0.072
5.499,-0.617,0.789,0.070
5.509,-0.621,0.777,0.059
5.519,-0.631,0.803,0.027
5.529,-0.588,0.744,0.092
5.539,-0.584,0.812,0.096
5.549,-0.594,0.807,0.086
5.559,-0.617,0.789,0.086
5.569,-0.619,0.785,0.084
5.579,-0.625,0.787,0.088
5.589,-0.613,0.797,0.082
5.598,-0.609,0.811,0.090
5.608,-0.600,0.816,0.094
5.618,-0.580,0.828,0.090
5.628,-0.584,0.814,0.098
5.638,-0.586,0.818,0.102
5.648,-0.600,0.805,0.100
5.658,-0.613,0.793,0.100
5.668,-0.629,0.783,0.098
5.678,-0.631,0.768,0.096
5.688,-0.615,0.777,0.104
5.698,-0.600,0.783,0.109
5.708,-0.584,0.791,0.115
5.718,-0.586,0.799,0.119
5.728,-0.604,0.801,0.109
5.738,-0.617,0.797,0.111
5.747,-0.631,0.801,0.109
5.757,-0.637,0.797,0.102
5.767,-0.623,0.791,0.105
