df_hash,22ZHK4.2MRVKE
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.YH8G
person_label,V146
date_time_start,2026-06-08_16-56-17.756000_+03
date_time_start_unix,1780919777.756
date_time_end,2026-06-08_17-07-00.377000_+03
length_difference_noticed,no

time,perfusion_ir
87.597,0.190
88.133,0.190
88.766,0.190
89.403,0.190
90.009,0.190
90.619,0.190
102.075,0.190
103.242,0.190
106.655,0.190
107.218,0.180
107.726,0.180
108.315,0.190
108.905,0.190
109.259,0.190
110.705,0.190
113.680,0.190
114.554,0.200
115.191,0.200
115.772,0.200
116.215,0.200
116.654,0.200
122.644,0.200
123.252,0.200
123.820,0.200
124.350,0.200
124.694,0.200
125.279,0.200
125.864,0.200
126.349,0.200
126.934,0.200
130.693,0.200
131.906,0.200
134.619,0.190
135.230,0.190
135.324,0.190
136.785,0.190
137.366,0.190
137.869,0.190
138.493,0.190
139.026,0.190
139.608,0.190
139.907,0.190
141.272,0.190
142.440,0.190
147.070,0.190
147.655,0.190
150.723,0.180
159.013,0.180
161.704,0.180
164.619,0.180
168.475,0.180
169.202,0.190
169.987,0.190
170.576,0.190
171.794,0.190
172.319,0.190
178.025,0.190
178.172,0.190
188.807,0.190
188.946,0.190
190.554,0.180
191.042,0.180
191.737,0.180
192.309,0.190
192.717,0.190
218.338,0.190
218.682,0.190
254.279,0.190
255.403,0.190
256.112,0.180
256.233,0.180
258.003,0.180
260.586,0.180
260.867,0.180
262.377,0.180
263.940,0.180
264.439,0.180
265.018,0.180
267.257,0.180
269.460,0.180
324.669,0.180
325.755,0.180
327.596,0.180
353.104,0.450
353.738,0.490
354.174,0.490
354.879,0.500
355.297,0.520
355.979,0.520
356.468,0.520
357.816,0.520
358.268,0.520
358.385,0.520
359.978,0.520
360.515,0.520
361.049,0.520
361.801,0.520
362.122,0.510
362.905,0.490
364.417,0.490
365.487,0.490
365.989,0.490
366.572,0.490
367.348,0.490
367.684,0.490
368.369,0.510
377.945,0.510
385.047,0.510
385.758,0.510
385.881,0.510
387.872,0.510
388.413,0.490
389.050,0.480
389.929,0.470
391.000,0.480
392.801,0.480
397.678,0.490
409.161,0.460
411.090,0.450
413.675,0.430
414.260,0.420
417.478,0.410
418.200,0.410
422.356,0.410
435.571,0.390
436.398,0.390
452.838,0.380
453.228,0.370
457.663,0.360
459.270,0.350
459.708,0.350
467.872,0.340
467.958,0.330
470.160,0.330
470.879,0.330
476.025,0.330
487.472,0.330
488.093,0.340
489.251,0.330
493.704,0.310
494.582,0.310
497.166,0.310
505.263,0.300
617.652,0.410
618.334,0.410
619.461,0.410
620.239,0.410
620.644,0.410
622.089,0.410
623.335,0.410
626.237,0.410
626.922,0.390
627.935,0.400
628.579,0.400
629.021,0.410
629.701,0.410
630.153,0.420
