df_hash,22ZHK4.2MRVKE
14.591,1.007
14.621,1.007
14.651,1.007
14.681,1.008
14.711,1.011
14.741,1.006
14.771,1.014
14.801,1.010
14.831,1.008
14.861,1.013
14.891,1.009
14.921,1.004
14.951,1.013
14.981,1.011
15.011,1.008
15.041,1.018
15.071,1.012
15.101,1.005
15.131,1.010
15.161,1.009
15.191,1.008
15.221,1.008
15.251,1.015
15.281,1.009
15.311,1.013
15.341,1.013
15.371,1.006
15.401,1.016
15.431,1.017
15.461,1.005
15.491,1.001
15.521,1.009
15.551,1.006
15.581,1.008
15.611,1.011
15.641,1.015
15.671,1.007
15.701,1.011
15.731,1.012
15.761,1.005
15.791,1.009
15.821,1.011
15.851,1.004
15.881,1.011
15.911,1.009
15.941,1.007
15.971,1.010
16.001,1.018
16.031,1.008
16.061,1.005
16.091,1.007
16.121,1.006
16.151,1.014
16.181,1.004
16.211,1.012
16.241,1.010
16.271,1.007
16.301,1.013
16.331,1.015
16.361,1.005
16.391,1.010
16.421,1.008
16.451,1.008
16.481,1.010
16.511,1.014
16.541,1.003
16.571,1.020
16.601,1.015
16.631,1.009
16.661,1.011
16.691,1.005
16.721,1.010
16.751,1.014
16.781,1.008
16.811,1.009
16.841,1.008
16.871,1.007
16.901,1.011
16.931,1.012
16.961,1.006
16.991,1.013
17.021,1.018
17.051,1.016
17.081,1.010
17.111,0.997
17.141,1.014
17.171,1.018
17.201,1.015
17.231,1.009
17.261,1.016
17.291,1.013
17.321,1.013
17.351,1.002
17.381,1.012
17.411,1.013
17.441,1.013
17.471,1.008
17.501,1.009
17.531,1.011
17.561,1.011
17.591,1.007
17.621,1.017
17.651,1.014
17.681,1.005
17.711,1.012
17.741,1.017
17.771,1.008
17.801,1.006
17.831,1.011
17.861,1.008
17.891,1.013
17.921,1.008
17.951,1.011
17.981,1.014
18.011,1.014
18.041,1.002
18.071,1.014
18.101,1.015
18.131,1.016
18.161,1.004
18.191,1.008
18.221,1.011
18.251,1.015
18.281,1.004
18.311,1.018
18.341,1.015
18.371,1.009
18.401,1.016
18.431,1.015
18.461,1.012
18.491,1.013
18.521,1.015
18.551,1.011
18.581,1.009
18.611,1.014
18.641,1.008
18.671,1.011
18.701,1.010
18.731,1.011
18.761,1.011
18.791,1.014
18.821,1.010
18.851,1.009
18.881,1.010
18.911,1.016
18.941,1.013
18.971,1.005
19.001,1.012
19.031,1.009
19.061,1.009
19.091,1.010
19.121,1.018
19.151,1.007
19.181,1.008
19.211,1.007
19.241,1.007
19.271,1.003
19.301,1.003
19.331,0.998
19.361,1.011
19.391,1.021
19.421,1.019
19.451,1.016
19.481,1.028
19.511,1.014
19.541,1.004
19.571,1.007
19.601,1.021
19.631,1.021
19.661,1.014
19.691,1.037
19.721,1.030
19.751,1.016
19.781,1.006
19.811,1.000
19.841,0.989
19.871,0.997
19.901,0.988
19.931,0.999
19.961,0.977
19.991,0.978
20.021,0.970
20.051,1.005
20.081,1.000
20.111,0.989
20.141,1.018
20.171,1.021
20.201,0.983
20.231,0.990
20.261,1.000
20.291,0.983
20.321,1.003
20.351,0.994
20.381,0.999
20.411,1.036
20.441,1.031
20.471,1.008
20.501,1.021
20.531,1.021
20.561,1.006
20.591,1.027
20.621,1.051
20.651,1.018
20.681,1.008
20.711,1.015
20.741,1.045
20.771,1.042
20.801,1.057
20.831,1.074
20.861,1.064
20.891,1.046
20.921,1.036
20.951,1.024
20.981,1.032
21.011,1.028
21.041,1.015
21.071,1.009
21.101,0.995
21.131,1.025
21.161,1.024
21.191,1.020
21.221,1.030
21.251,1.021
21.281,0.974
21.311,1.033
21.341,1.033
21.371,0.987
21.401,1.044
21.431,1.074
21.461,1.042
21.491,1.050
21.521,1.015
21.551,1.002
21.581,1.057
21.611,1.033
21.641,1.048
21.671,1.047
21.701,1.021
21.731,1.068
21.761,1.077
21.791,1.055
21.821,1.052
21.851,1.033
21.881,1.016
21.911,1.029
21.941,1.027
21.971,1.024
22.001,1.034
22.031,1.034
22.061,1.037
22.091,1.028
22.121,1.034
22.151,1.035
22.181,1.034
22.211,1.029
22.241,1.016
22.271,1.036
22.301,1.048
22.331,1.036
22.361,1.026
22.391,1.044
22.421,1.029
22.451,1.023
22.481,1.039
22.511,1.028
22.541,1.034
22.571,1.044
22.601,1.033
22.631,1.027
22.661,1.031
22.691,1.034
22.721,1.032
22.751,1.029
22.781,1.019
22.811,1.025
22.841,1.036
22.871,1.042
22.901,1.062
22.931,1.078
22.961,1.046
22.991,1.039
23.021,1.018
23.051,1.005
23.081,1.007
23.111,1.026
23.141,1.026
23.171,1.013
23.201,1.019
23.231,1.024
23.261,1.022
23.291,1.023
23.321,1.034
23.351,1.023
23.381,1.021
23.411,1.028
23.441,1.028
23.471,1.040
23.501,1.037
23.531,1.034
23.561,1.033
23.591,1.035
23.621,1.037
23.651,1.021
23.681,1.031
23.711,1.031
23.741,1.033
23.771,1.031
23.801,1.036
23.831,1.030
23.861,1.024
23.891,1.029
23.921,1.022
23.951,1.022
23.981,1.029
24.011,1.033
24.041,1.032
24.071,1.037
24.101,1.033
24.131,1.030
24.161,1.031
24.191,1.035
24.221,1.033
24.251,1.030
24.281,1.040
24.311,1.036
24.341,1.039
24.371,1.029
24.401,1.029
24.431,1.021
24.461,1.023
24.491,1.033
24.521,1.030
24.551,1.039
24.581,1.042
24.611,1.057
24.641,1.050
24.671,1.041
24.701,1.052
24.731,1.058
24.761,1.042
24.791,1.059
24.821,1.069
24.851,1.066
24.881,1.073
24.911,1.072
24.941,1.074
24.971,1.067
25.001,1.084
25.031,1.090
25.061,1.057
25.091,1.064
25.121,1.060
25.151,1.047
25.181,1.050
25.211,1.033
25.241,1.007
25.271,1.020
25.301,1.015
25.331,0.980
25.361,1.011
25.391,1.006
25.421,1.001
25.451,0.992
25.481,0.981
25.511,0.961
25.541,0.981
25.571,1.021
25.601,0.977
25.631,0.958
25.661,0.989
25.691,0.989
25.721,0.971
25.751,1.007
25.781,1.015
25.811,0.975
25.841,0.973
25.871,0.979
25.901,0.999
25.931,1.042
25.961,1.040
25.991,1.016
26.021,1.015
26.051,1.016
26.081,0.984
26.111,0.994
26.141,1.000
26.171,0.998
26.201,1.026
26.231,1.008
26.261,1.001
26.291,1.019
26.321,1.027
26.351,1.006
26.381,1.013
26.411,1.023
26.441,1.019
26.471,1.012
26.501,1.021
26.531,1.004
26.561,1.018
26.591,1.014
26.621,1.007
26.651,1.015
26.681,1.011
26.711,1.020
26.741,1.022
26.771,1.004
26.801,1.017
26.831,1.022
26.861,1.009
26.891,1.002
26.921,1.016
26.951,1.012
26.981,1.015
27.011,1.016
27.041,0.994
27.071,1.008
27.101,1.025
27.131,1.011
27.161,1.018
27.191,1.008
27.221,1.009
27.251,1.017
27.281,1.024
27.311,1.011
27.341,1.000
27.371,1.030
27.401,1.021
27.431,0.991
27.461,1.011
27.491,1.026
27.521,1.011
27.551,1.000
27.581,1.032
27.611,1.040
27.641,0.974
27.671,1.014
27.701,1.021
27.731,1.005
27.761,1.012
27.791,1.029
27.821,1.004
27.851,1.043
27.881,1.025
27.911,1.017
27.941,1.023
27.971,0.996
28.001,1.005
28.031,1.029
28.061,1.023
28.091,1.038
28.121,0.984
28.151,1.000
28.181,0.982
28.211,1.006
28.241,1.022
28.271,1.021
28.301,1.002
28.331,1.065
28.361,0.975
28.391,1.006
28.421,1.038
28.451,1.035
28.481,1.029
28.511,1.050
28.541,1.057
28.571,0.960
28.601,0.964
28.631,0.996
28.661,0.947
28.691,0.987
28.721,1.005
28.751,1.010
28.781,1.038
28.811,1.111
28.841,1.058
28.871,1.102
28.901,1.041
28.931,1.022
28.961,1.074
28.991,1.081
29.021,1.016
29.051,1.008
29.081,0.984
29.111,0.995
29.141,1.034
29.171,1.016
29.201,0.975
29.231,1.034
29.261,0.980
29.291,1.082
29.321,0.990
29.351,0.988
29.381,0.953
29.411,1.073
29.441,1.030
29.471,0.929
29.501,2.160
29.531,1.079
29.561,1.010
29.591,1.035
29.621,1.036
29.651,1.021
29.681,1.013
29.711,1.015
29.741,1.015
29.771,1.014
29.801,1.016
29.831,1.021
29.861,1.031
29.891,1.021
29.921,1.015
29.951,1.037
29.981,1.012
30.011,1.013
30.041,1.001
30.071,1.038
30.101,1.010
30.131,1.016
30.161,1.012
30.191,1.003
30.221,1.023
30.251,1.005
30.281,1.036
30.311,1.036
30.341,1.017
30.371,1.011
30.401,1.023
30.431,0.998
30.461,1.105
30.491,1.070
30.521,1.007
30.551,0.982
30.581,1.029
30.611,0.980
30.641,1.000
30.671,0.972
30.701,1.077
30.731,1.012
30.761,1.037
30.791,0.974
30.821,0.951
30.851,1.028
30.881,0.994
30.911,1.020
30.941,1.028
30.971,0.999
31.001,1.009
31.031,1.044
31.061,1.012
31.091,0.997
31.121,1.025
31.151,1.008
31.181,1.040
31.211,0.978
31.241,0.992
31.271,1.013
31.301,1.030
31.331,0.994
31.361,1.015
31.391,1.008
31.421,1.002
31.451,0.997
31.481,0.975
31.511,1.055
31.541,1.046
31.571,1.018
31.601,0.986
31.631,0.981
31.661,0.975
31.691,0.991
31.721,1.108
31.751,0.993
31.781,1.006
31.811,1.137
31.841,0.955
31.871,0.984
31.901,1.110
31.931,1.049
31.961,0.996
31.991,1.069
32.021,1.021
32.051,1.034
32.081,1.004
32.111,1.030
32.141,1.023
32.171,1.053
32.201,0.940
32.231,1.057
32.261,0.992
32.291,0.965
32.321,0.996
32.351,1.094
32.381,1.113
32.411,1.323
32.441,1.195
32.471,1.067
32.501,1.062
32.531,0.936
32.561,0.916
32.591,1.018
32.621,1.028
32.651,1.138
32.681,1.027
32.711,1.006
32.741,1.113
32.771,1.053
32.801,0.952
32.831,1.055
32.861,1.031
32.891,1.021
32.921,0.940
32.951,0.959
32.981,1.174
33.011,0.901
33.041,0.921
33.071,1.058
33.101,1.047
33.131,0.965
33.161,1.023
33.191,1.045
33.221,1.019
33.251,1.013
33.281,0.990
33.311,0.994
33.341,0.982
33.371,1.009
33.401,1.087
33.431,0.977
33.461,0.917
33.491,1.033
33.521,1.015
33.551,1.014
33.581,0.963
33.611,1.039
33.641,1.085
33.671,1.006
33.701,1.019
33.731,1.023
33.761,0.998
33.791,1.027
33.821,1.034
33.851,1.048
33.881,1.067
33.911,0.966
33.941,1.017
33.971,1.110
34.001,1.067
34.031,1.015
34.061,0.945
34.091,1.070
34.121,1.034
34.151,0.998
34.181,0.992
34.211,1.019
34.241,1.026
34.271,1.017
34.301,1.016
34.331,1.003
34.361,1.016
34.391,1.043
34.421,0.980
34.451,1.030
34.481,1.042
34.511,1.031
34.541,1.034
34.571,1.021
34.601,1.001
34.631,1.007
34.661,1.021
34.691,1.019
34.721,1.024
34.751,1.029
34.781,1.041
34.811,1.033
34.841,1.032
34.871,1.029
34.901,1.018
34.931,1.025
34.961,1.023
34.991,1.030
35.021,1.019
35.051,1.002
35.081,1.016
35.111,1.010
35.141,1.006
35.171,1.026
35.201,1.022
35.231,1.021
35.261,1.029
35.291,1.010
35.321,1.026
35.351,1.019
35.381,1.000
35.411,1.008
35.441,1.011
35.471,1.003
35.501,1.013
35.531,1.045
35.561,1.038
35.591,1.039
35.621,1.046
35.651,1.032
35.681,1.022
35.711,1.030
35.741,1.023
35.771,1.021
35.801,1.027
35.831,1.018
35.861,1.024
35.891,1.028
35.921,1.022
35.951,1.018
35.981,1.020
36.011,1.019
36.041,1.022
36.071,1.028
36.101,1.025
36.131,1.028
36.161,1.023
36.191,1.027
36.221,1.026
36.251,1.021
36.281,1.011
36.311,1.017
36.341,1.021
36.371,1.023
36.401,1.023
36.431,1.022
36.461,1.029
36.491,1.028
36.521,1.024
36.551,1.018
36.581,1.024
36.611,1.019
36.641,1.024
36.671,1.026
36.701,1.024
36.731,1.026
36.761,1.027
36.791,1.026
36.821,1.024
36.851,1.026
36.881,1.023
36.911,1.025
36.941,1.023
36.971,1.025
37.001,1.028
37.031,1.025
37.061,1.029
37.091,1.029
37.121,1.030
37.151,1.017
37.181,1.015
37.211,1.013
37.241,1.011
37.271,1.011
37.301,1.021
37.331,1.022
37.361,1.028
37.391,1.035
37.421,1.027
37.451,1.025
37.481,1.029
37.511,1.023
37.541,1.015
37.571,1.026
37.601,1.034
37.631,1.019
37.661,1.015
37.691,1.014
37.721,1.000
37.751,1.007
37.781,1.010
37.811,1.017
37.841,1.019
37.871,1.021
37.901,1.033
37.931,1.031
37.961,1.025
37.991,1.019
38.021,1.024
38.051,1.025
38.081,1.016
38.111,1.008
38.141,1.017
38.171,1.018
38.201,1.012
38.231,1.015
38.261,1.020
38.291,1.021
38.321,1.015
38.351,1.015
38.381,1.016
38.411,1.011
38.441,1.017
38.471,1.020
38.501,1.022
38.531,1.013
38.561,1.025
38.591,1.014
38.621,1.021
38.651,1.021
38.681,1.014
38.711,1.019
38.741,1.018
38.771,1.015
38.801,1.021
38.831,1.026
38.861,1.017
38.891,1.013
38.921,1.019
38.951,1.019
38.981,1.012
39.011,1.015
39.041,1.013
39.071,1.017
39.101,1.020
39.131,1.010
39.161,1.019
39.191,1.022
39.221,1.014
39.251,1.012
39.281,1.019
39.311,1.021
39.341,1.019
39.371,1.020
39.401,1.018
39.431,1.020
39.461,1.017
39.491,1.028
39.521,1.017
39.551,1.013
39.581,1.019
39.611,1.026
39.641,1.019
39.671,1.015
39.701,1.021
39.731,1.021
39.761,1.018
39.791,1.018
39.821,1.018
39.851,1.017
39.881,1.016
39.911,1.019
39.941,1.021
39.971,1.016
40.001,1.017
40.031,1.025
40.061,1.018
40.091,1.017
40.121,1.016
40.151,1.017
40.181,1.019
40.211,1.022
40.241,1.019
40.271,1.020
40.301,1.016
40.331,1.019
40.361,1.015
40.391,1.021
40.421,1.021
40.451,1.013
40.481,1.023
40.511,1.021
40.541,1.013
40.571,1.011
40.601,1.029
40.631,1.021
40.661,1.015
40.691,1.019
40.721,1.021
40.751,1.016
40.781,1.011
40.811,1.023
40.841,1.016
40.871,1.017
40.901,1.019
40.931,1.020
40.961,1.013
40.991,1.015
41.021,1.017
41.051,1.022
41.081,1.018
41.111,1.012
41.141,1.021
41.171,1.025
41.201,1.020
41.231,1.015
41.261,1.017
41.291,1.016
41.321,1.019
41.351,1.022
41.381,1.020
41.411,1.020
41.441,1.018
41.471,1.017
41.501,1.019
41.531,1.014
41.561,1.013
41.591,1.021
41.621,1.019
41.651,1.016
41.681,1.022
41.711,1.028
41.741,1.013
41.771,1.012
41.801,1.016
41.831,1.021
41.861,1.020
41.891,1.019
41.921,1.016
41.951,1.017
41.981,1.014
42.011,1.020
42.041,1.021
42.071,1.021
42.101,1.015
42.131,1.005
42.161,1.017
42.191,1.022
42.221,1.012
42.251,1.014
42.281,1.024
42.311,1.021
42.341,1.020
42.371,1.017
42.401,1.023
42.431,1.017
42.461,1.011
42.491,1.020
42.521,1.023
42.551,1.020
42.581,1.017
42.611,1.016
42.641,1.010
42.671,1.010
42.701,1.017
42.731,1.025
42.761,1.015
42.791,1.012
42.821,1.024
42.851,1.018
42.881,1.020
42.911,1.016
42.941,1.016
42.971,1.017
43.001,1.021
43.031,1.014
43.061,1.015
43.091,1.022
43.121,1.016
43.151,1.019
43.181,1.038
43.211,1.031
43.241,1.019
43.271,1.013
43.301,1.012
43.331,1.011
43.361,1.011
43.391,1.012
43.421,1.023
43.451,1.013
43.481,1.007
43.511,1.017
43.541,1.019
43.571,1.009
43.601,1.022
43.631,1.016
43.661,1.012
43.691,1.013
43.721,1.016
43.751,1.022
43.781,1.016
43.811,1.021
43.841,1.015
43.871,1.021
43.901,1.008
43.931,1.004
43.961,1.011
43.991,1.021
44.021,1.023
44.051,1.015
44.081,1.013
44.111,1.022
44.141,1.021
44.171,1.016
44.201,1.003
44.231,1.006
44.261,1.013
44.291,1.019
44.321,1.024
44.351,1.022
44.381,1.024
44.411,1.021
44.441,1.030
44.471,1.025
44.501,1.015
44.531,1.008
44.561,1.013
44.591,1.012
44.621,1.007
44.651,1.005
44.681,1.018
44.711,1.010
44.741,1.014
44.771,1.010
44.801,1.011
44.831,1.002
44.861,1.010
44.891,0.998
44.921,1.010
44.951,1.025
44.981,1.030
45.011,1.014
45.041,1.003
45.071,1.006
45.101,1.014
45.131,1.027
45.161,1.012
45.191,1.014
45.221,1.020
45.251,1.015
45.281,1.014
45.311,1.006
45.341,1.020
45.371,1.017
45.401,1.018
45.431,1.013
45.461,1.009
45.491,1.014
45.521,1.010
45.551,1.015
45.581,1.000
45.611,1.019
45.641,1.015
45.671,1.002
45.701,1.008
45.731,1.031
45.761,1.021
45.791,1.027
45.821,1.019
45.851,1.017
45.881,1.012
45.911,1.011
45.941,1.023
45.971,1.000
46.001,1.003
46.031,1.008
46.061,1.019
46.091,1.010
46.121,1.001
46.151,1.017
46.181,1.012
46.211,1.000
46.241,1.006
46.271,1.008
46.301,1.000
46.331,1.008
46.361,1.016
46.391,1.016
46.421,1.023
46.451,1.038
46.481,1.030
46.511,1.006
46.541,1.019
46.571,1.002
46.601,0.990
46.631,0.995
46.661,1.003
46.691,1.009
46.721,1.022
46.751,1.044
46.781,0.978
46.811,0.968
46.841,1.044
46.871,1.034
46.901,1.025
46.931,1.032
46.961,1.021
46.991,1.017
47.021,0.982
47.051,0.979
47.081,0.997
47.111,1.026
47.141,1.009
47.171,1.005
47.201,1.007
47.231,0.836
47.261,0.956
47.291,1.028
47.321,1.068
47.351,1.080
47.381,1.045
47.411,0.991
47.441,0.966
47.471,0.962
47.501,1.105
47.531,0.954
47.561,0.971
47.591,0.926
47.621,0.908
47.651,1.044
47.681,0.965
47.711,0.902
47.741,1.089
47.771,1.034
47.801,1.024
47.831,0.992
47.861,0.948
47.891,0.995
47.921,1.056
47.951,1.056
47.981,1.001
48.011,0.987
48.041,0.938
48.071,1.044
48.101,1.130
48.131,1.301
48.161,0.700
48.191,0.929
48.221,1.057
48.251,0.999
48.281,1.038
48.311,1.031
48.341,1.203
48.371,1.020
48.401,1.115
48.431,0.769
48.461,1.053
48.491,1.056
48.521,1.143
48.551,0.982
48.581,1.004
48.611,0.857
48.641,1.137
48.671,0.987
48.701,0.998
48.731,0.891
48.761,0.972
48.791,1.008
48.821,1.031
48.851,1.022
48.881,1.075
48.911,1.014
48.941,0.984
48.971,0.938
49.001,1.074
49.031,1.052
49.061,1.013
49.091,1.020
49.121,1.020
49.151,1.018
49.181,0.987
49.211,1.051
49.241,1.005
49.271,0.967
49.301,0.974
49.331,1.034
49.361,1.197
49.391,0.965
49.421,0.844
49.451,1.024
49.481,1.053
49.511,1.105
49.541,1.104
49.571,0.999
49.601,0.964
49.631,1.043
49.661,1.001
49.691,0.852
49.721,1.054
49.751,1.117
49.781,1.055
49.811,0.964
49.841,1.107
49.871,1.074
49.901,1.009
49.931,1.089
49.961,1.028
49.991,1.026
50.021,1.052
50.051,1.113
50.081,1.016
50.111,0.987
50.141,1.041
50.171,1.091
50.201,1.141
50.231,1.042
50.261,1.005
50.291,0.976
50.321,0.934
50.351,0.833
50.381,1.323
50.411,1.065
50.441,1.108
50.471,1.072
50.501,1.061
50.531,1.101
50.561,1.023
50.591,0.898
50.621,0.923
50.651,0.939
50.681,0.917
50.711,1.117
50.741,1.150
50.771,1.109
50.801,1.100
50.831,1.067
50.861,0.940
50.891,0.956
50.921,0.984
50.951,0.996
50.981,1.016
51.011,0.977
51.041,1.063
51.071,1.101
51.101,1.016
51.131,1.049
51.161,1.122
51.191,1.059
51.221,1.010
51.251,1.087
51.281,0.989
51.311,1.059
51.341,1.055
51.371,1.058
51.401,1.048
51.431,1.055
51.461,1.039
51.491,0.966
51.521,1.007
51.551,1.062
51.581,1.075
51.611,1.145
51.641,1.082
51.671,1.048
51.701,0.992
51.731,1.055
51.761,0.946
51.791,1.002
51.821,0.993
51.851,1.008
51.881,1.019
51.911,1.074
51.941,1.019
51.971,1.010
52.001,1.015
52.031,0.980
52.061,1.062
52.091,1.092
52.121,1.052
52.151,1.026
52.181,1.065
52.211,1.041
52.241,1.069
52.271,1.059
52.301,0.604
52.331,0.997
52.361,1.014
52.391,1.024
52.421,1.027
52.451,1.021
52.481,1.012
52.511,1.018
52.541,1.032
52.571,1.041
52.601,1.029
52.631,1.021
52.661,1.060
52.691,1.078
52.721,1.004
52.751,0.993
52.781,1.004
52.811,0.997
52.841,1.013
52.871,0.983
52.901,0.992
52.931,1.044
52.961,1.022
52.991,1.024
53.021,1.038
53.051,0.938
53.081,0.984
53.111,0.995
53.141,1.019
53.171,1.031
53.201,1.014
53.231,1.041
53.261,0.989
53.291,1.000
53.321,0.979
53.351,1.021
53.381,1.040
53.411,1.026
53.441,1.009
53.471,1.000
53.501,1.031
53.531,1.016
53.561,0.996
53.591,0.990
53.621,1.033
53.651,1.053
53.681,1.038
53.711,0.968
53.741,0.966
53.771,1.045
53.801,1.078
53.831,1.060
53.861,0.908
53.891,0.887
53.921,0.967
53.951,1.143
53.981,1.071
54.011,1.087
54.041,1.022
54.071,0.973
54.101,0.875
54.131,0.972
54.161,1.043
54.191,1.118
54.221,1.115
54.251,1.042
54.281,0.988
54.311,1.007
54.341,1.038
54.371,1.053
54.401,0.958
54.431,0.993
54.461,1.011
54.491,1.019
54.521,1.016
54.551,1.012
54.581,1.011
54.611,1.004
54.641,1.002
54.671,1.018
54.701,1.036
54.731,1.034
54.761,1.027
54.791,1.026
54.821,1.022
54.851,1.013
54.881,1.016
54.911,1.021
54.941,1.028
54.971,1.034
55.001,1.017
55.031,1.018
55.061,1.022
55.091,1.013
55.121,1.017
55.151,1.023
55.181,1.030
55.211,1.021
55.241,1.013
55.271,1.009
55.301,1.016
55.331,1.018
55.361,1.026
55.391,1.047
55.421,1.042
55.451,1.031
55.481,1.021
55.511,1.021
55.541,1.013
55.571,1.016
55.601,1.021
55.631,1.017
55.661,1.021
55.691,1.034
55.721,1.033
55.751,1.026
55.781,1.033
55.811,1.027
55.841,0.975
55.871,1.066
55.901,1.044
55.931,1.044
55.961,1.009
55.991,1.024
56.021,1.036
56.051,1.040
56.081,1.015
56.111,0.992
56.141,1.052
56.171,1.057
56.201,1.029
56.231,1.023
56.261,1.020
56.291,0.991
56.321,1.046
56.351,1.024
56.381,1.017
56.411,1.023
56.441,1.024
56.471,1.233
56.501,0.957
56.531,1.038
56.561,1.035
56.591,1.019
56.621,1.010
56.651,1.016
56.681,1.024
56.711,1.011
56.741,1.019
56.771,1.013
56.801,1.028
56.831,1.011
56.861,1.045
56.891,1.013
56.921,1.027
56.951,0.993
56.981,1.020
