df_hash,22ZHK4.2MRVKE
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.YH8G
person_label,V146
date_time_start,2026-06-08_16-56-17.756000_+03
date_time_start_unix,1780919777.756
date_time_end,2026-06-08_17-07-00.377000_+03
length_difference_noticed,no

time,temperature
5.397,27.656
6.774,28.141
7.354,28.500
8.328,28.734
9.352,28.922
10.327,29.031
11.351,29.125
12.572,29.234
13.401,29.375
14.324,29.516
15.348,29.688
16.518,29.844
17.347,30.000
18.322,30.156
19.394,30.312
20.369,30.406
21.344,30.531
22.373,30.594
23.490,30.703
24.376,30.766
25.351,30.859
26.365,30.906
27.355,30.922
28.366,30.984
29.339,31.141
30.364,31.266
31.386,31.438
32.421,31.656
33.485,31.938
34.360,32.219
35.335,32.438
36.360,32.750
37.480,33.000
38.357,33.250
39.333,33.406
40.362,33.562
41.331,33.750
42.361,33.875
43.330,33.906
44.377,33.969
45.329,34.031
46.352,34.094
47.327,34.156
48.351,34.250
49.423,34.344
50.495,34.469
51.377,34.594
52.348,34.781
53.615,34.938
54.591,35.094
55.322,35.219
56.346,35.375
57.445,35.500
58.639,35.594
59.712,35.656
60.347,35.719
61.318,35.781
62.428,35.781
63.322,35.781
64.388,35.781
65.319,35.750
66.342,35.750
67.365,35.719
68.383,35.781
69.558,35.781
70.337,35.812
71.409,35.781
72.335,35.781
73.375,35.781
74.678,35.812
75.358,35.844
76.382,35.875
77.372,35.875
78.375,35.875
79.358,35.875
80.330,35.875
81.354,35.875
82.341,35.906
83.358,35.938
84.352,35.938
85.744,35.969
86.326,35.969
87.350,36.031
88.335,36.062
89.348,36.094
90.339,36.125
91.347,36.156
92.323,36.188
93.380,36.188
94.321,36.219
95.493,36.281
96.326,36.312
97.344,36.281
98.319,36.281
99.342,36.344
100.317,36.375
101.341,36.375
102.335,36.375
103.340,36.406
104.316,36.375
105.338,36.375
106.511,36.375
107.344,36.375
108.322,36.375
109.337,36.375
110.311,36.375
111.341,36.344
112.309,36.375
113.333,36.406
114.359,36.438
115.332,36.438
116.310,36.438
117.333,36.469
118.356,36.500
119.329,36.500
120.353,36.469
121.350,36.469
122.452,36.375
123.327,36.344
124.355,36.375
125.329,36.375
126.354,36.406
127.324,36.438
128.348,36.438
129.324,36.406
130.346,36.438
131.357,36.438
132.348,36.562
133.369,36.531
134.344,36.531
135.333,36.500
136.343,36.438
137.375,36.438
138.390,36.406
139.316,36.406
140.386,36.375
141.354,36.406
142.582,36.406
143.319,36.375
144.337,36.344
145.411,36.344
146.336,36.375
147.311,36.344
148.335,36.375
149.318,36.375
150.385,36.344
151.373,36.344
152.332,36.312
153.407,36.344
154.380,36.375
155.306,36.406
156.329,36.438
157.308,36.406
158.328,36.406
159.375,36.406
160.375,36.438
161.358,36.469
162.326,36.500
163.413,36.500
164.427,36.469
165.306,36.469
166.323,36.469
167.359,36.500
168.322,36.500
169.345,36.531
170.379,36.500
171.349,36.531
172.380,36.531
173.392,36.531
174.318,36.562
175.364,36.594
176.514,36.594
177.387,36.562
178.393,36.531
179.352,36.531
180.331,36.594
181.338,36.594
182.316,36.594
183.337,36.594
184.704,36.594
185.361,36.594
186.310,36.625
187.339,36.656
188.318,36.719
189.381,36.719
190.331,36.719
191.342,36.719
192.357,36.688
193.334,36.719
194.305,36.688
195.329,36.656
196.304,36.625
197.376,36.656
198.309,36.688
199.475,36.656
200.302,36.688
201.374,36.688
202.300,36.719
203.326,36.750
204.347,36.656
205.323,36.688
206.297,36.750
207.418,36.781
208.301,36.781
209.615,36.875
210.590,36.906
211.367,36.938
212.537,36.969
213.321,36.969
214.292,37.125
215.323,37.125
216.350,37.094
217.363,37.062
218.365,37.031
219.331,37.031
220.357,37.031
221.312,37.031
222.338,37.031
223.311,37.062
224.334,37.125
225.602,37.156
226.379,37.188
227.308,37.250
228.358,37.281
229.307,37.312
230.403,37.281
231.600,37.281
232.331,37.250
233.304,37.250
234.328,37.250
235.311,37.250
236.381,37.312
237.302,37.312
238.375,37.312
239.302,37.344
240.328,37.406
241.300,37.438
242.325,37.469
243.398,37.500
244.325,37.469
245.329,37.469
246.358,37.438
247.404,37.438
248.375,37.469
249.306,37.406
250.453,37.344
251.301,37.344
252.330,37.344
253.305,37.312
254.326,37.312
255.349,37.281
256.328,37.312
257.323,37.281
258.495,37.281
259.301,37.312
260.331,37.344
261.301,37.344
262.429,37.281
263.353,37.281
264.332,37.281
265.349,37.281
266.344,37.312
267.351,37.312
268.572,37.312
269.398,37.281
270.423,37.281
271.349,37.344
272.326,37.344
273.350,37.406
274.326,37.406
275.352,37.406
276.325,37.375
277.547,37.375
278.528,37.406
279.350,37.438
280.520,37.375
281.398,37.375
282.401,37.406
283.350,37.375
284.325,37.375
285.368,37.375
286.330,37.375
287.349,37.375
288.488,37.438
289.349,37.438
290.399,37.469
291.398,37.469
292.329,37.438
293.368,37.375
294.535,37.375
295.418,37.406
296.476,37.406
297.349,37.406
298.325,37.344
299.449,37.344
300.324,37.312
301.350,37.312
302.373,37.344
303.352,37.406
304.372,37.438
305.545,37.438
306.324,37.469
307.348,37.469
308.414,37.500
309.348,37.469
310.324,37.531
311.372,37.531
312.329,37.562
313.647,37.562
314.372,37.594
315.399,37.594
316.421,37.531
317.396,37.531
318.376,37.531
