df_hash,22ZHK4.2MRVKE
319.369,37.594
320.372,37.594
321.395,37.594
322.393,37.625
323.409,37.625
324.374,37.594
325.455,37.562
326.371,37.656
327.443,37.656
328.519,37.688
329.395,37.656
330.424,37.625
331.471,37.625
332.395,37.594
333.374,37.594
334.433,37.625
335.345,37.625
336.565,37.594
337.348,37.625
338.762,37.625
339.345,37.656
340.411,37.688
341.345,37.688
342.369,37.719
343.349,37.688
344.379,37.656
345.366,37.688
346.612,37.688
347.365,37.719
348.417,37.688
349.441,37.688
350.393,37.719
351.353,37.719
352.373,37.719
353.343,37.719
354.388,37.750
355.349,37.812
356.415,37.781
357.783,37.781
358.394,37.781
359.539,37.812
360.366,37.812
361.372,37.812
362.367,37.781
363.636,37.781
364.422,37.781
365.389,37.781
366.365,37.812
367.389,37.719
368.413,37.750
369.388,37.719
370.423,37.688
371.401,37.719
372.512,37.719
373.443,37.844
374.363,37.844
375.394,37.844
376.363,37.781
377.387,37.875
378.573,37.875
379.387,37.875
380.369,37.875
381.411,37.906
382.362,37.938
383.635,37.844
384.410,37.875
385.386,37.875
386.655,37.906
387.425,37.938
388.750,37.938
389.533,37.969
390.704,38.000
391.433,38.000
392.360,38.000
393.439,38.000
394.364,37.969
395.725,37.969
396.359,37.969
397.386,37.938
398.359,37.906
399.775,37.875
400.363,37.875
401.414,37.812
402.358,37.812
403.674,37.812
404.357,37.781
405.401,37.750
406.357,37.781
407.390,37.781
408.503,37.812
409.384,37.812
410.379,37.812
411.382,37.812
412.455,37.812
413.403,37.812
414.404,37.719
415.379,37.750
416.452,37.625
417.379,37.625
418.430,37.656
419.527,37.625
420.442,37.781
421.378,37.781
422.403,37.812
423.396,37.812
424.401,37.906
425.377,37.906
426.406,38.031
427.376,38.000
428.401,38.000
429.429,38.031
430.497,37.906
431.375,37.875
432.399,37.875
433.375,37.875
434.399,37.875
435.374,37.844
436.425,37.844
437.374,37.844
438.400,37.875
439.373,37.875
440.641,37.812
441.375,37.812
442.396,37.812
443.372,37.812
444.396,37.812
445.371,37.844
446.395,37.844
447.468,37.812
448.457,37.781
449.370,37.750
450.394,37.781
451.663,37.844
452.443,37.812
453.369,37.812
454.590,37.812
455.373,37.781
456.393,37.750
457.514,37.781
458.392,37.781
459.369,37.781
460.515,37.750
461.415,37.719
462.598,37.719
463.418,37.719
464.390,37.719
465.511,37.719
466.830,37.719
467.414,37.750
468.635,37.750
469.487,37.781
470.388,37.812
471.563,37.844
472.388,37.875
473.411,37.875
474.484,37.875
475.485,37.875
476.535,37.875
477.525,37.875
478.391,37.875
479.461,37.875
480.434,37.844
481.413,37.750
482.436,37.719
483.409,37.688
484.414,37.688
485.415,37.688
486.581,37.719
487.459,37.719
488.387,37.719
489.409,37.719
490.382,37.750
491.446,37.781
492.430,37.812
493.406,37.844
494.478,37.844
495.599,37.844
496.430,37.812
497.408,37.781
498.531,37.750
499.405,37.750
500.399,37.750
501.403,37.781
502.433,37.781
503.428,37.719
504.426,37.719
505.402,37.719
506.378,37.750
507.431,37.750
508.425,37.750
509.474,37.750
510.432,37.719
511.400,37.719
512.449,37.719
513.415,37.750
514.423,37.719
515.449,37.750
516.422,37.719
517.410,37.750
518.421,37.750
519.446,37.781
520.435,37.750
521.596,37.781
522.420,37.781
523.395,37.781
524.666,37.844
525.395,37.844
526.419,37.812
527.442,37.781
528.421,37.781
529.394,37.750
530.424,37.719
531.636,37.688
532.416,37.656
533.489,37.656
534.415,37.656
535.784,37.625
536.759,37.656
537.391,37.625
538.612,37.625
539.392,37.688
540.414,37.688
541.389,37.719
542.413,37.719
543.437,37.719
544.417,37.719
545.410,37.719
546.658,37.688
547.387,37.719
548.412,37.750
549.435,37.719
550.410,37.750
551.388,37.719
552.409,37.719
553.598,37.719
554.408,37.750
555.433,37.688
556.408,37.688
557.432,37.688
558.407,37.656
559.431,37.625
560.406,37.625
561.441,37.562
562.416,37.594
563.478,37.594
564.405,37.625
565.429,37.688
566.467,37.719
567.813,37.875
568.404,37.844
569.576,37.906
570.548,37.938
571.431,38.000
572.402,37.938
573.442,37.969
574.460,37.938
575.474,37.969
576.497,37.938
577.424,37.812
578.451,37.844
579.424,37.750
580.399,37.750
581.437,37.781
582.398,37.781
583.427,37.750
584.494,37.781
585.421,37.750
586.399,37.750
587.578,37.750
588.396,37.750
589.420,37.781
590.395,37.781
591.418,37.781
592.415,37.812
593.418,37.781
594.529,37.812
595.417,37.812
596.478,37.812
597.709,37.812
598.591,37.812
599.416,37.844
600.391,37.844
601.464,37.875
602.439,37.875
603.426,37.875
604.409,37.875
605.431,37.875
606.437,37.906
607.413,37.906
608.827,37.875
609.466,37.844
610.441,37.844
611.491,37.812
612.585,37.781
613.501,37.781
614.655,37.812
615.410,37.781
616.433,37.812
617.409,37.812
618.433,37.906
619.479,37.938
620.505,37.906
621.748,37.906
622.479,37.938
623.514,37.938
624.463,37.906
625.649,37.906
626.429,37.875
627.404,37.906
628.525,37.844
629.598,37.875
630.427,37.875
631.603,37.969
632.483,37.969
633.425,38.031
634.449,38.000
635.503,37.969
636.436,38.000
