df_hash,22ZHK4.2MRVKE
459.416,109
460.299,109
461.474,108
462.390,108
463.268,108
464.487,108
465.414,108
466.243,108
467.462,108
468.340,108
469.229,108
470.437,108
471.320,108
472.207,108
473.415,108
474.294,108
475.245,108
476.386,108
477.313,108
478.197,108
479.419,104
480.238,106
481.239,105
482.335,105
483.262,105
484.140,105
485.345,105
486.237,105
487.115,105
488.288,105
489.268,105
490.089,106
491.319,105
492.186,105
493.064,105
494.283,105
495.161,106
496.070,107
497.262,106
498.184,106
499.082,106
500.232,106
501.110,106
502.036,106
503.207,106
504.087,106
505.026,106
506.181,106
507.108,106
507.986,106
509.156,106
510.132,102
510.960,100
512.131,101
513.057,101
513.956,101
515.254,100
516.036,100
516.958,100
518.129,100
519.006,100
519.933,100
521.103,100
521.981,105
522.949,106
524.082,107
525.062,109
525.885,110
527.057,109
527.930,109
528.863,109
530.030,109
530.905,109
531.856,111
533.001,111
533.977,112
534.854,111
535.990,111
536.903,111
537.791,111
538.951,111
539.877,109
540.755,108
542.022,108
542.857,104
543.753,102
544.949,103
545.842,103
546.781,103
547.923,102
548.800,102
549.678,102
550.919,102
551.775,102
552.653,102
553.872,102
554.762,100
555.684,100
556.846,100
557.724,100
558.651,100
559.821,100
560.702,100
561.625,100
562.844,100
563.722,100
564.609,100
565.819,100
566.696,100
567.919,100
568.748,100
569.671,100
570.553,100
571.848,100
572.650,103
573.523,101
574.748,101
575.620,101
576.501,101
577.720,101
578.594,101
579.527,101
580.709,101
581.618,101
582.495,101
583.769,97
584.543,100
585.518,100
586.640,101
587.588,102
588.448,101
589.913,104
590.590,105
591.422,108
592.590,105
593.515,106
594.404,105
595.661,105
596.507,105
597.367,106
598.612,106
599.464,106
600.343,105
601.561,105
602.536,105
603.320,106
604.535,106
605.514,106
606.339,105
607.516,105
608.388,104
609.363,104
610.554,104
611.362,104
612.386,104
613.505,107
614.359,105
615.263,105
616.436,107
617.359,108
618.237,108
619.508,108
620.334,107
621.309,106
622.430,105
623.377,105
624.191,105
625.405,105
626.284,105
627.183,105
628.379,105
629.259,105
630.284,105
631.474,105
632.238,105
633.255,105
634.328,105
635.266,105
636.137,105
637.302,105
