df_hash,22ZHK4.HTY8RN
14.068,1.003
14.098,1.011
14.128,1.009
14.158,1.002
14.188,1.001
14.218,1.007
14.248,1.006
14.278,0.997
14.308,0.997
14.338,1.003
14.368,1.002
14.398,1.006
14.428,1.008
14.458,1.004
14.488,1.002
14.518,1.003
14.548,0.999
14.578,1.003
14.608,1.004
14.638,1.003
14.668,1.002
14.698,1.004
14.728,1.004
14.758,0.994
14.788,1.001
14.818,1.015
14.848,1.009
14.878,1.005
14.908,0.999
14.938,1.000
14.968,1.006
14.998,1.004
15.028,1.007
15.058,1.006
15.088,1.003
15.118,1.004
15.148,1.008
15.178,1.001
15.208,0.997
15.238,1.001
15.268,1.003
15.298,1.003
15.328,1.004
15.358,1.005
15.388,1.009
15.418,1.006
15.448,1.000
15.478,1.004
15.508,1.002
15.538,1.002
15.568,1.003
15.598,0.999
15.628,1.004
15.658,1.010
15.688,1.004
15.718,0.998
15.748,1.002
15.778,1.004
15.808,1.006
15.838,1.003
15.868,1.008
15.898,0.996
15.928,1.002
15.958,1.005
15.988,1.002
16.018,0.998
16.048,1.002
16.078,1.002
16.108,1.004
16.138,1.002
16.168,1.006
16.198,1.004
16.228,1.002
16.258,1.002
16.288,1.001
16.318,1.004
16.348,1.001
16.378,1.001
16.408,0.998
16.438,0.998
16.468,1.008
16.498,1.009
16.528,1.000
16.558,0.999
16.588,1.003
16.618,1.002
16.648,1.004
16.678,1.008
16.708,0.998
16.738,0.997
16.768,1.003
16.798,1.006
16.828,1.000
16.858,1.002
16.888,1.001
16.918,1.001
16.948,1.004
16.978,1.005
17.008,1.006
17.038,0.999
17.068,1.000
17.098,1.004
17.128,1.004
17.158,1.003
17.188,1.004
17.218,1.000
17.248,1.000
17.278,0.997
17.308,1.007
17.338,1.010
17.368,1.000
17.398,0.999
17.428,1.001
17.458,1.003
17.488,1.009
17.518,1.009
17.548,0.999
17.578,1.000
17.608,1.001
17.638,1.007
17.668,1.001
17.698,1.000
17.728,1.005
17.758,1.006
17.788,1.007
17.818,1.004
17.848,1.004
17.878,1.003
17.908,1.003
17.938,1.003
17.968,1.005
17.998,1.003
18.028,0.999
18.058,1.001
18.088,1.006
18.118,1.005
18.148,1.006
18.178,1.001
18.208,1.000
18.238,1.007
18.268,1.009
18.298,1.002
18.328,0.996
18.358,1.000
18.388,1.005
18.418,1.005
18.448,1.005
18.478,1.003
18.508,1.000
18.538,1.003
18.568,1.006
18.598,1.003
18.628,0.996
18.658,0.999
18.688,1.004
18.718,1.008
18.748,1.003
18.778,1.004
18.808,1.002
18.838,1.003
18.868,1.003
18.898,1.001
18.928,1.002
18.958,1.005
18.988,1.003
19.018,1.000
19.048,1.001
19.078,1.006
19.108,1.005
19.138,1.003
19.168,1.000
19.198,0.999
19.228,1.007
19.258,1.010
19.288,1.000
19.318,0.999
19.348,1.007
19.378,1.002
19.408,1.005
19.438,1.008
19.468,1.000
19.498,1.003
19.528,1.000
19.558,1.004
19.588,1.001
19.618,1.001
19.648,1.004
19.678,1.004
19.708,1.000
19.738,1.004
19.768,1.005
19.798,1.007
19.828,1.004
19.858,1.004
19.888,1.002
19.918,1.000
19.948,1.006
19.978,1.002
20.008,1.000
20.038,1.005
20.068,1.006
20.098,1.005
20.128,1.003
20.158,0.999
20.188,1.006
20.218,1.011
20.248,1.001
20.278,0.996
20.308,1.003
20.338,1.003
20.368,1.007
20.398,1.008
20.428,0.998
20.458,0.999
20.488,1.005
20.518,1.004
20.548,1.000
20.578,1.000
20.608,1.002
20.638,1.006
20.668,1.009
20.698,1.006
20.728,1.003
20.758,1.002
20.788,1.007
20.818,1.000
20.848,1.004
20.878,1.001
20.908,1.000
20.938,1.007
20.968,1.004
20.998,1.002
21.028,1.004
21.058,1.002
21.088,0.998
21.118,1.008
21.148,1.007
21.178,1.007
21.208,0.997
21.238,1.000
21.268,1.002
21.298,1.006
21.328,1.007
21.358,1.001
21.388,1.005
21.418,1.000
21.448,1.006
21.478,1.002
21.508,1.000
21.538,1.001
21.568,1.003
21.598,1.004
21.628,1.008
21.658,1.005
21.688,1.004
21.718,1.002
21.748,1.004
21.778,1.004
21.808,1.002
21.838,1.003
21.868,1.001
21.898,1.004
21.928,1.002
21.958,1.001
21.988,1.003
22.018,1.003
22.048,1.007
22.078,1.010
22.108,0.995
22.138,0.998
22.168,1.007
22.198,1.004
22.228,1.004
22.258,1.009
22.288,1.000
22.318,1.001
22.348,1.010
22.378,1.004
22.408,0.998
22.438,1.003
22.468,1.006
22.498,1.002
22.528,1.004
22.558,1.005
22.588,1.004
22.618,1.007
22.648,1.004
22.678,1.001
22.708,1.001
22.738,1.002
22.768,1.001
22.798,1.002
22.828,1.003
22.858,1.008
22.888,1.003
22.918,1.002
22.948,0.998
22.978,1.006
23.008,1.009
23.038,1.005
23.068,1.009
23.098,1.003
23.128,0.998
23.158,1.007
23.188,1.003
23.218,0.998
23.248,1.001
23.278,1.004
23.308,1.004
23.338,1.007
23.368,1.002
23.398,1.004
23.428,1.003
23.458,1.003
23.488,1.005
23.518,1.000
23.548,1.000
23.578,0.999
23.608,1.002
23.638,1.008
23.668,1.006
23.698,1.004
23.728,0.998
23.758,1.002
23.788,1.005
23.818,1.007
23.848,1.012
23.878,1.001
23.908,0.997
23.938,1.007
23.968,0.999
23.998,1.001
24.028,1.005
24.058,1.005
24.088,1.003
24.118,1.003
24.148,1.008
24.178,1.008
24.208,1.003
24.238,1.003
24.268,1.006
24.298,1.005
24.328,0.997
24.358,1.003
24.388,1.004
24.418,1.005
24.448,1.008
24.478,0.994
24.508,0.997
24.538,1.007
24.568,1.002
24.598,1.009
24.628,1.006
24.658,1.000
24.688,1.000
24.718,1.005
24.748,1.007
24.778,1.002
24.808,1.004
24.838,1.003
24.868,0.998
24.898,1.006
24.928,1.005
24.958,1.002
24.988,1.002
25.018,1.004
25.048,1.008
25.078,1.000
25.108,1.003
25.138,0.999
25.168,0.997
25.198,1.008
25.228,1.004
25.258,1.005
25.288,0.998
25.318,1.000
25.348,1.002
25.378,1.004
25.408,1.005
25.438,1.007
25.468,1.002
25.498,1.002
25.528,1.010
25.558,1.004
25.588,0.999
25.618,1.002
25.648,1.005
25.678,1.006
25.708,1.006
25.738,1.006
25.768,1.007
25.798,1.002
25.828,1.004
25.858,1.005
25.888,1.003
25.918,1.002
25.948,1.002
25.978,1.003
26.008,1.002
26.038,1.003
26.068,1.002
26.098,1.000
26.128,1.004
26.158,1.007
26.188,1.006
26.218,1.005
26.248,1.004
26.278,1.002
26.308,1.007
26.338,1.004
26.368,1.006
26.398,1.007
26.428,0.993
26.458,0.999
26.488,1.003
26.518,1.002
26.548,1.000
26.578,1.002
26.608,1.006
26.638,1.004
26.668,1.008
26.698,1.007
26.728,1.004
26.758,0.997
26.788,1.003
26.818,1.001
26.848,1.000
26.878,1.003
26.908,1.003
26.938,1.001
26.968,1.006
26.998,1.003
27.028,1.003
27.058,1.013
27.088,1.010
27.118,1.003
27.148,0.995
27.178,1.005
27.208,1.002
27.238,1.009
27.268,1.001
27.298,1.000
27.328,1.007
27.358,1.007
27.388,1.007
27.418,1.008
27.448,0.999
27.478,0.997
27.508,1.004
27.538,1.010
27.568,0.996
27.598,1.001
27.628,1.004
27.658,1.005
27.688,1.003
27.718,1.005
27.748,1.006
27.778,1.000
27.808,1.003
27.838,1.008
27.868,1.004
27.898,1.003
27.928,1.001
27.958,1.000
27.988,1.005
28.018,1.002
28.048,1.000
28.078,1.003
28.108,1.002
28.138,1.004
28.168,1.011
28.198,1.008
28.228,1.005
28.258,1.002
28.288,1.002
28.318,1.006
28.348,1.004
28.378,1.004
28.408,1.003
28.438,1.002
28.468,1.003
28.498,1.005
28.528,0.999
28.558,0.999
28.588,1.005
28.618,1.003
28.648,1.006
28.678,1.006
28.708,1.004
28.738,1.003
28.768,0.999
28.798,0.998
28.828,1.001
28.858,1.004
28.888,1.004
28.918,1.006
28.948,1.004
28.978,1.005
29.008,1.000
29.038,1.001
29.068,1.007
29.098,1.010
29.128,1.003
29.158,0.998
29.188,1.006
29.218,1.008
29.248,1.005
29.278,1.007
29.308,1.004
29.338,0.999
29.368,1.003
29.398,1.006
29.428,1.001
29.458,1.000
29.488,1.003
29.518,1.007
29.548,1.004
29.578,1.003
29.608,1.004
29.638,1.002
29.668,1.006
29.698,1.004
29.728,1.005
29.758,1.001
29.788,0.999
29.818,1.000
29.848,1.010
29.878,1.009
29.908,1.003
29.938,1.000
29.968,0.998
29.998,1.005
30.028,1.005
30.058,1.008
30.088,1.000
30.118,1.001
30.148,1.003
30.178,1.006
30.208,1.004
30.238,1.001
30.268,1.003
30.298,1.006
30.328,1.005
30.358,1.006
30.388,1.007
30.418,1.003
30.448,0.998
30.478,1.002
30.508,1.005
30.538,1.002
30.568,1.006
30.598,1.004
30.628,1.001
30.658,1.009
30.688,1.005
30.718,1.006
30.748,1.002
30.778,1.001
30.808,1.003
30.838,1.005
30.868,1.003
30.898,1.005
30.928,1.001
30.958,0.995
30.988,1.008
31.018,1.002
31.048,1.000
31.078,1.002
31.108,1.005
31.138,1.003
31.168,1.007
31.198,1.010
31.228,1.006
31.258,0.999
31.288,0.999
31.318,1.005
31.348,1.005
31.378,1.001
31.408,1.007
31.438,1.005
31.468,1.002
31.498,1.002
31.528,1.014
31.558,1.008
31.588,1.009
31.618,1.000
31.648,1.000
31.678,1.004
31.708,1.008
31.738,1.004
31.768,1.003
31.798,1.003
31.828,1.001
31.858,1.003
31.888,1.007
31.918,1.004
31.948,0.998
31.978,1.005
32.008,1.007
32.038,1.001
32.068,1.003
32.098,1.001
32.128,1.003
32.158,1.003
32.188,1.004
32.218,1.001
32.248,1.003
32.278,1.005
32.308,1.001
32.338,1.005
32.368,1.004
32.398,1.003
32.428,1.007
32.458,1.009
32.488,1.003
32.518,1.003
32.548,1.001
32.578,0.999
32.608,1.005
32.638,1.007
32.668,1.008
32.698,1.009
32.728,1.001
32.758,1.004
32.788,1.003
32.818,1.003
32.848,1.002
32.878,1.002
32.908,1.005
32.938,1.007
32.968,1.005
32.998,1.002
33.028,1.005
33.058,1.004
33.088,1.005
33.118,1.005
33.148,1.007
33.178,1.001
33.208,1.004
33.238,1.001
33.268,1.007
33.298,1.007
33.328,0.999
33.358,1.005
33.388,1.008
33.418,1.003
33.448,1.004
33.478,1.005
33.508,0.999
33.538,1.006
33.568,1.000
33.598,1.007
33.628,1.013
33.658,1.006
33.688,0.999
33.718,1.007
33.748,1.008
33.778,1.000
33.808,1.002
33.838,1.003
33.868,1.003
33.898,1.002
33.928,1.004
33.958,1.005
33.988,1.005
34.018,1.003
34.048,1.003
34.078,1.006
34.108,1.005
34.138,1.005
34.168,1.000
34.198,1.006
34.228,1.006
34.258,1.010
34.288,1.004
34.318,1.001
34.348,1.003
34.378,1.004
34.408,1.010
34.438,1.011
34.468,1.003
34.498,1.005
34.528,1.004
34.558,1.005
34.588,1.000
34.618,0.998
34.648,1.002
34.678,1.006
34.708,1.003
34.738,1.004
34.768,1.006
34.798,1.012
34.828,1.009
34.858,1.006
34.888,1.003
34.918,1.001
34.948,0.997
34.978,1.003
35.008,1.007
35.038,1.009
35.068,1.003
35.098,0.996
35.128,0.998
35.158,1.008
35.188,1.006
35.218,1.004
35.248,1.011
35.278,1.007
35.308,0.998
35.338,1.006
35.368,1.005
35.398,1.003
35.428,1.002
35.458,1.000
35.488,1.001
35.518,1.000
35.548,1.005
35.578,1.007
35.608,0.999
35.638,1.002
35.668,1.006
35.698,1.009
35.728,1.002
35.758,1.008
35.788,1.002
35.818,1.007
35.848,1.005
35.878,1.000
35.908,1.002
35.938,1.008
35.968,1.002
35.998,1.006
36.028,1.010
36.058,1.001
36.088,1.004
36.118,1.008
36.148,0.998
36.178,1.005
36.208,1.006
36.238,1.006
36.268,1.003
36.298,1.005
36.328,1.008
36.358,1.002
36.388,1.004
36.418,1.006
36.448,1.003
36.478,1.005
36.508,1.004
36.538,1.002
36.568,1.004
36.598,1.008
36.628,1.003
36.658,0.998
36.688,1.002
36.718,1.004
36.748,1.010
36.778,1.011
36.808,1.011
36.838,1.005
36.868,1.005
36.898,1.001
36.928,0.995
36.958,0.999
36.988,1.003
37.018,1.001
37.048,1.013
37.078,1.005
37.108,1.008
37.138,1.008
37.168,1.006
37.198,1.000
37.228,1.004
37.258,1.006
37.288,0.994
37.318,1.002
37.348,1.004
37.378,1.012
37.408,1.011
37.438,1.003
37.468,1.002
37.498,1.001
37.528,1.003
37.558,1.006
37.588,1.013
37.618,0.998
37.648,1.000
37.678,1.011
37.708,1.004
37.738,0.998
37.768,1.006
37.798,1.005
37.828,1.006
37.858,1.002
37.888,1.001
37.918,1.007
37.948,1.007
37.978,1.005
38.008,1.003
38.038,1.005
38.068,1.001
38.098,1.004
38.128,1.006
38.158,1.001
38.188,1.009
38.218,1.013
38.248,1.006
38.278,0.996
38.308,1.005
38.338,1.009
38.368,1.007
38.398,1.008
38.428,1.010
38.458,1.003
38.488,1.005
38.518,1.012
38.548,1.000
38.578,1.004
38.608,1.007
38.638,1.005
38.668,1.004
38.698,1.009
38.728,1.007
38.758,1.003
38.788,1.003
38.818,1.005
38.848,1.007
38.878,1.007
38.908,1.003
38.938,1.005
38.968,1.005
38.998,1.003
39.028,1.006
39.058,1.003
39.088,1.008
39.118,1.013
39.148,0.998
39.178,1.000
39.208,1.006
39.238,1.006
39.268,1.006
39.298,1.005
39.328,1.011
39.358,0.999
39.388,1.008
39.418,1.013
39.448,1.000
39.478,1.000
39.508,1.007
39.538,1.002
39.568,1.001
39.598,1.006
39.628,1.009
39.658,1.006
39.688,1.004
39.718,1.004
39.748,1.002
39.778,1.004
39.808,1.009
39.838,1.005
39.868,1.002
39.898,1.006
39.928,1.011
39.958,1.004
39.988,1.000
40.018,1.004
40.048,1.003
40.078,1.002
40.108,1.014
40.138,1.003
40.168,0.997
40.198,1.007
40.228,1.006
40.258,1.005
40.288,1.009
40.318,1.004
40.348,1.000
40.378,1.007
40.408,1.007
40.438,1.002
40.468,1.004
40.498,1.007
40.528,1.004
40.558,1.004
40.588,1.006
40.618,1.009
40.648,1.004
40.678,1.004
40.708,1.007
40.738,1.006
40.768,1.001
40.798,1.004
40.828,1.005
40.858,1.002
40.888,1.002
40.918,1.005
40.948,1.005
40.978,1.009
41.008,1.005
41.038,1.002
41.068,1.005
41.098,1.007
41.128,1.006
41.158,1.006
41.188,1.000
41.218,1.001
41.248,1.003
41.278,1.006
41.308,1.006
41.338,1.005
41.368,1.000
41.398,1.006
41.428,1.004
41.458,1.000
41.488,1.004
41.518,1.003
41.548,1.004
41.578,1.004
41.608,1.007
41.638,1.004
41.668,1.005
41.698,1.003
41.728,1.005
41.758,1.002
41.788,1.003
41.818,1.004
41.848,1.002
41.878,1.002
41.908,1.002
41.938,1.004
41.968,1.009
41.998,1.005
42.028,1.002
42.058,1.005
42.088,1.004
42.118,1.001
42.148,1.010
42.178,1.005
42.208,0.997
42.238,1.003
42.268,1.008
42.298,1.008
42.328,1.006
42.358,1.001
42.388,1.002
42.418,1.001
42.448,1.008
42.478,1.001
42.508,1.002
42.538,1.004
42.568,1.006
42.598,1.009
42.628,1.007
42.658,1.008
42.688,1.005
42.718,1.004
42.748,1.006
42.778,1.003
42.808,1.007
42.838,1.004
42.868,1.005
42.898,1.007
42.928,1.008
42.958,1.006
42.988,1.006
43.018,1.004
43.048,1.003
43.078,1.008
43.108,1.010
43.138,1.008
43.168,1.005
43.198,0.999
43.228,0.998
43.258,1.004
43.288,1.004
43.318,1.011
43.348,1.013
43.378,1.004
43.408,1.000
43.438,1.005
43.468,1.004
43.498,1.001
43.528,1.005
43.558,1.002
43.588,1.002
43.618,1.004
43.648,1.010
43.678,1.010
43.708,1.006
43.738,1.004
43.768,1.006
43.798,1.006
43.828,1.007
43.858,1.002
43.888,1.003
43.918,1.004
43.948,1.006
43.978,1.008
44.008,1.004
44.038,1.004
44.068,0.997
44.098,1.008
44.128,1.008
44.158,1.003
44.188,1.000
44.218,0.999
44.248,1.006
44.278,1.006
44.308,1.003
44.338,1.002
44.368,1.000
44.398,1.004
44.428,1.004
44.458,1.002
44.488,1.002
44.518,0.999
44.548,1.004
44.578,1.006
44.608,1.005
44.638,1.007
44.668,1.004
44.698,1.002
44.728,1.003
44.758,1.002
44.788,1.005
44.818,1.002
44.848,1.003
44.878,1.006
44.908,1.005
44.938,1.005
44.968,1.001
44.998,1.000
45.028,0.997
45.058,1.005
45.088,1.005
45.118,1.003
45.148,1.001
45.178,1.004
45.208,1.001
45.238,1.009
45.268,1.007
45.298,1.000
45.328,1.002
45.358,1.006
45.388,1.006
45.418,1.001
45.448,1.004
45.478,1.001
45.508,1.005
45.538,1.004
45.568,1.006
45.598,1.001
45.628,1.005
45.658,1.004
45.688,1.009
45.718,1.005
45.748,1.004
45.778,0.998
45.808,1.004
45.838,1.005
45.868,0.999
45.898,1.002
45.928,1.004
45.958,1.011
45.988,1.009
46.018,0.996
46.048,1.006
46.078,1.009
46.108,1.004
46.138,1.007
46.168,0.999
46.198,1.007
46.228,1.006
46.258,1.007
46.288,1.003
46.318,0.997
46.348,1.006
46.378,1.001
46.408,1.002
46.438,1.008
46.468,1.000
46.498,1.009
46.528,1.008
46.558,1.007
46.588,1.002
46.618,1.000
46.648,1.002
46.678,1.011
46.708,1.007
46.738,1.002
46.768,1.000
46.798,1.002
46.828,1.005
46.858,1.007
46.888,1.008
46.918,1.006
46.948,1.003
46.978,1.004
47.008,0.998
47.038,1.003
47.068,1.002
47.098,1.000
47.128,1.002
47.158,1.008
47.188,1.007
47.218,1.008
47.248,1.005
47.278,0.996
47.308,1.004
47.338,1.008
47.368,1.011
47.398,1.006
47.428,0.997
47.458,0.992
47.488,1.005
47.518,1.004
47.548,1.008
47.578,1.006
47.608,1.008
47.638,1.001
47.668,1.007
47.698,1.001
47.728,1.001
47.758,1.005
47.788,1.003
47.818,1.002
47.848,1.001
47.878,1.008
47.908,0.999
47.938,1.004
47.968,1.006
47.998,1.006
48.028,1.008
48.058,1.005
48.088,0.998
48.118,1.001
48.148,1.005
48.178,1.003
48.208,1.006
48.238,1.003
48.268,1.002
48.298,1.009
48.328,1.006
48.358,0.998
48.388,1.007
48.418,1.004
48.448,1.000
48.478,1.003
48.508,1.006
48.538,1.005
48.568,1.006
48.598,1.001
48.628,1.002
48.658,1.004
48.688,1.011
48.718,1.004
48.748,0.997
48.778,1.001
48.808,1.007
48.838,1.004
48.868,1.009
48.898,1.011
48.928,1.000
48.958,1.001
48.988,1.007
49.018,1.003
49.048,0.999
49.078,1.003
49.108,1.004
49.138,1.003
49.168,1.008
49.198,1.006
49.228,1.003
49.258,1.005
49.288,1.006
49.318,1.003
49.348,1.001
49.378,1.004
49.408,0.998
49.438,1.004
49.468,1.013
49.498,1.000
49.528,0.998
49.558,1.007
49.588,1.003
49.618,1.007
49.648,1.010
49.678,1.001
49.708,0.999
49.738,1.006
49.768,1.001
49.798,0.995
49.828,1.002
49.858,1.010
49.888,1.004
49.918,1.005
49.948,1.007
49.978,1.004
50.008,1.008
50.038,1.006
50.068,1.005
50.098,1.005
50.128,1.007
50.158,1.003
50.188,1.000
50.218,1.005
50.248,1.002
50.278,1.004
50.308,1.002
50.338,1.007
50.368,1.011
50.398,0.999
50.428,1.001
50.458,1.001
50.488,1.004
50.518,1.006
50.548,1.010
50.578,1.001
50.608,0.999
50.638,1.011
50.668,1.003
50.698,0.999
50.728,1.005
50.758,1.003
50.788,1.000
50.818,1.003
50.848,1.005
50.878,1.005
50.908,1.000
50.938,1.002
50.968,1.009
50.998,1.008
51.028,1.004
51.058,1.004
51.088,1.003
51.118,1.006
51.148,1.004
51.178,1.001
51.208,1.004
51.238,1.000
51.268,1.006
51.298,1.008
51.328,1.003
51.358,0.999
51.388,1.003
51.418,1.008
51.448,1.006
51.478,1.002
51.508,1.010
51.538,0.998
51.568,1.003
51.598,1.011
51.628,1.000
51.658,1.000
51.688,1.003
51.718,1.007
51.748,0.997
51.778,1.002
51.808,1.009
51.838,1.006
51.868,1.005
51.898,1.001
51.928,1.002
51.958,1.005
51.988,1.006
52.018,1.001
52.048,1.008
52.078,1.007
52.108,0.999
52.138,1.004
52.168,1.000
52.198,1.005
52.228,1.010
52.258,1.001
52.288,1.007
52.318,0.998
52.348,1.002
52.378,1.007
52.408,1.005
52.438,1.001
52.468,1.004
52.498,0.988
52.528,1.000
52.558,1.009
52.588,1.013
52.618,1.008
52.648,1.003
52.678,1.003
52.708,1.001
52.738,1.005
52.768,1.003
52.798,0.998
52.828,1.005
52.858,1.001
52.888,1.003
52.918,1.004
52.948,1.002
52.978,0.999
53.008,1.003
53.038,1.004
53.068,1.000
53.098,1.007
53.128,1.002
53.158,0.998
53.188,1.002
53.218,1.000
53.248,1.001
53.278,1.009
53.308,1.002
53.338,0.993
53.368,1.004
53.398,1.006
53.428,1.005
53.458,1.005
53.488,1.001
53.518,1.000
53.548,1.001
53.578,1.005
53.608,1.000
53.638,0.997
53.668,1.004
53.698,1.004
53.728,1.007
53.758,1.005
53.788,1.005
53.818,1.004
53.848,1.006
53.878,1.003
53.908,1.005
53.938,1.006
53.968,1.000
53.998,1.001
54.028,1.001
54.058,1.006
54.088,1.003
54.118,1.007
54.148,1.003
54.178,1.000
54.208,1.003
54.238,0.996
54.268,1.001
54.298,1.008
54.328,1.004
54.358,0.996
54.388,1.005
54.418,1.003
54.448,1.004
54.478,1.008
54.508,1.000
54.538,0.997
54.568,1.003
54.598,1.002
54.628,0.994
54.658,1.000
54.688,1.005
54.718,1.004
54.748,1.001
54.778,1.004
54.808,1.007
54.838,1.006
54.868,1.001
54.898,0.999
54.928,1.002
54.958,1.001
54.988,1.005
55.018,1.001
55.048,1.004
55.078,1.000
55.108,1.005
55.138,1.006
55.168,1.003
55.198,1.001
55.228,1.004
55.258,0.999
55.288,1.006
55.318,1.008
55.348,1.001
55.378,1.001
55.408,1.006
55.438,1.006
55.468,1.006
55.498,1.007
55.528,1.000
55.558,1.000
55.588,1.004
55.618,1.004
55.648,1.001
55.678,1.000
55.708,1.001
55.738,1.004
55.768,1.004
55.798,1.006
55.828,1.001
55.858,1.003
55.888,1.002
55.918,1.002
55.948,1.006
55.978,1.003
56.008,1.001
56.038,1.001
56.068,1.003
56.098,1.006
56.128,1.003
56.158,1.007
56.188,0.999
56.218,1.000
56.248,1.003
56.278,1.005
56.308,1.007
56.338,1.000
56.368,0.995
56.398,1.005
56.428,1.004
56.458,1.007
