df_hash,22ZHK4.KA6GFR
423.042,45
423.917,53
424.989,56
425.967,63
426.794,66
428.207,62
429.138,64
429.719,62
430.988,64
431.963,65
432.792,64
433.941,62
435.083,66
435.719,42
436.989,41
437.960,39
438.792,40
439.914,39
441.035,37
441.764,45
442.935,54
444.007,66
444.931,66
445.862,62
446.836,65
447.908,64
448.933,64
449.786,63
450.693,50
452.102,42
452.712,28
453.811,0
454.784,17
455.761,25
456.637,27
457.808,50
458.785,62
459.658,59
460.876,62
462.049,63
462.538,62
463.855,63
464.881,62
465.561,61
466.984,60
467.852,64
468.599,63
469.803,66
470.629,63
471.465,65
472.729,65
473.609,62
474.535,59
475.660,54
476.629,55
477.458,51
478.733,44
479.556,55
480.486,58
481.896,65
482.871,62
483.551,63
484.678,64
485.505,66
486.577,61
487.647,64
488.534,69
489.454,69
490.722,68
491.499,66
492.381,68
493.794,67
494.525,66
495.550,68
496.525,66
497.500,72
498.374,63
499.788,56
500.488,0
501.352,27
502.619,0
503.447,0
504.278,2
505.985,0
506.469,33
507.350,36
508.472,60
509.352,62
510.279,62
511.495,63
512.372,63
513.380,58
514.470,61
515.564,67
516.370,64
517.500,51
518.323,44
519.256,41
520.370,46
521.315,37
522.222,40
523.364,32
524.516,27
525.148,32
526.367,37
527.244,55
528.220,49
529.341,59
530.316,64
531.340,66
532.513,64
533.385,63
534.071,57
535.583,50
536.120,49
537.094,54
538.244,60
539.484,55
540.074,53
541.390,51
542.265,44
543.091,38
544.213,39
545.188,42
546.160,47
547.383,50
548.260,38
549.091,36
550.212,61
551.039,72
552.117,68
553.138,73
554.206,72
554.941,72
556.161,69
557.133,72
558.009,71
559.377,63
560.060,57
560.940,60
562.157,62
562.985,58
563.964,57
565.133,66
566.252,64
566.900,55
568.151,56
568.985,62
569.852,54
571.031,48
572.003,56
572.979,51
574.105,49
574.932,55
575.858,56
577.031,55
577.859,65
578.832,69
579.954,68
580.948,69
581.759,65
583.076,49
584.005,49
585.073,37
585.929,0
586.901,23
587.801,29
589.166,31
589.964,34
590.973,43
592.146,68
592.729,67
593.704,64
595.017,68
595.997,63
596.772,59
598.299,49
598.726,51
599.849,53
601.069,34
601.809,42
602.626,25
603.894,0
604.726,35
605.751,33
607.233,23
607.792,21
608.596,59
609.842,61
610.721,67
611.609,71
612.919,73
613.890,67
614.574,68
615.990,66
616.814,54
617.524,63
618.766,54
619.744,30
620.567,31
621.934,32
622.665,29
623.563,1
625.154,0
625.543,0
626.518,29
627.660,42
628.612,39
629.444,46
630.712,55
631.832,62
632.371,53
633.780,45
634.467,47
635.543,66
636.910,47
637.491,40
638.370,33
639.586,21
640.558,27
641.396,33
642.534,30
643.487,25
644.340,28
645.535,42
646.509,42
647.387,41
648.508,60
649.386,47
650.312,56
651.577,49
652.374,51
653.278,48
654.505,59
655.337,63
656.355,64
657.384,63
658.600,70
659.235,69
660.405,69
661.282,61
662.307,54
663.522,54
664.549,56
665.197,58
666.594,55
667.285,61
668.255,68
669.450,73
670.595,71
671.180,65
672.399,65
673.302,72
674.155,74
675.325,71
676.202,71
677.372,77
678.516,71
679.431,55
680.350,64
681.335,60
682.452,46
683.127,56
684.248,45
685.223,42
686.343,33
687.321,36
688.148,38
689.123,35
690.390,59
691.220,64
692.052,61
693.267,51
694.239,59
694.974,58
696.193,57
697.071,63
698.240,65
699.361,75
700.094,72
701.231,74
702.192,71
703.161,74
703.993,70
705.266,75
706.090,62
707.160,65
708.188,61
709.016,59
709.991,57
711.114,50
712.184,38
712.918,46
714.210,51
715.256,32
715.890,20
717.063,40
718.036,44
718.864,40
720.136,43
720.963,54
722.085,47
723.058,53
723.886,49
724.864,45
725.983,44
726.962,43
727.952,51
729.249,55
730.034,54
730.859,51
732.123,49
732.952,48
733.879,42
735.392,49
736.074,51
736.660,49
737.931,38
739.098,39
739.876,41
740.854,40
741.830,40
742.947,52
744.085,52
745.047,0
745.729,23
747.091,24
747.826,26
748.632,26
749.874,28
750.725,32
751.679,44
752.945,50
753.776,44
754.556,39
755.916,47
756.943,34
757.672,38
758.842,34
759.768,33
760.694,35
761.770,35
762.940,36
763.522,44
765.185,61
765.675,58
766.551,54
768.110,57
768.642,63
769.474,59
770.741,50
771.763,62
772.496,70
773.666,66
774.595,63
775.473,62
776.884,62
777.518,60
778.450,60
779.760,67
780.492,72
781.370,70
782.689,66
783.515,58
784.344,53
785.608,49
786.444,47
787.368,36
788.680,35
789.513,35
790.584,39
791.612,34
792.486,38
793.410,42
794.536,50
795.409,45
796.340,34
797.561,32
798.386,33
799.287,35
800.532,28
801.603,41
802.297,33
803.502,43
804.407,31
805.362,25
806.479,25
807.308,0
808.283,24
809.405,32
810.479,29
811.406,33
812.471,32
813.317,36
814.232,47
815.353,39
816.373,37
817.156,53
818.421,52
819.496,53
820.225,50
821.396,41
822.373,41
823.299,50
