df_hash,22ZHK4.KA6GFR
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.L5GC
person_label,V154
date_time_start,2026-06-08_19-14-06.709000_+03
date_time_start_unix,1780928046.709
date_time_end,2026-06-08_19-27-56.057000_+03
length_difference_noticed,no

time,quality
7.737,58
8.761,100
9.541,100
10.808,100
11.637,0
12.760,0
13.732,0
14.722,0
15.538,0
16.804,0
17.776,0
18.462,0
19.729,42
20.557,51
21.484,42
22.659,0
23.772,28
24.506,0
25.677,4
26.513,7
27.685,0
28.601,0
29.771,0
30.451,23
32.208,22
32.504,28
33.428,29
34.597,29
35.475,46
36.547,67
37.666,70
38.510,71
39.470,71
40.591,72
41.566,68
42.494,59
43.519,62
44.590,67
45.324,69
46.518,68
47.370,69
48.502,68
49.512,67
50.440,64
51.269,60
52.537,64
53.363,62
54.292,65
55.464,63
56.349,71
57.269,71
58.387,70
59.366,71
60.437,71
61.416,66
62.310,53
63.262,53
64.431,60
65.309,62
66.284,60
67.549,69
68.291,70
69.404,67
70.282,69
71.355,71
72.134,71
73.331,69
74.231,69
75.108,66
76.470,69
77.206,69
78.374,69
79.495,74
80.330,71
81.055,70
82.369,67
83.152,67
84.282,68
85.300,69
86.371,69
87.049,70
88.273,71
89.201,70
90.217,68
91.438,70
92.186,75
93.247,73
94.266,71
95.287,71
96.216,72
97.193,71
98.020,71
99.187,74
100.356,71
101.088,72
101.921,71
103.138,65
104.113,64
104.943,69
106.064,69
107.084,59
108.010,50
109.281,54
110.009,55
110.939,53
112.060,55
112.937,51
113.863,44
115.134,47
115.959,45
117.100,44
118.153,51
118.893,65
119.860,64
121.078,63
121.910,62
123.070,65
124.248,61
124.978,58
125.807,43
127.090,53
128.097,50
128.732,61
130.048,64
131.071,62
131.805,59
133.314,61
133.945,58
134.728,54
135.997,61
136.873,57
137.948,59
138.920,63
139.994,61
140.724,50
141.852,47
142.817,47
143.650,43
144.914,43
145.696,49
146.866,58
147.936,72
148.768,71
149.644,70
150.864,67
151.703,70
152.667,25
153.883,26
154.766,25
155.592,24
156.811,26
157.689,23
158.758,57
159.881,66
160.861,67
161.688,59
162.809,67
163.685,64
164.611,59
165.877,57
166.707,67
167.487,59
168.659,35
169.827,41
170.412,37
171.729,37
172.532,37
173.525,50
175.043,59
175.728,61
176.454,66
177.819,64
178.650,64
179.348,65
180.748,63
181.481,63
182.404,62
183.572,62
184.454,60
185.377,64
186.791,64
187.426,62
188.328,59
189.568,65
190.502,67
191.278,66
192.544,68
193.419,65
194.299,60
195.471,58
196.442,52
197.274,51
198.494,56
199.417,57
200.490,63
201.421,66
202.444,67
203.274,67
204.540,67
205.470,67
206.205,67
207.466,70
208.397,69
209.320,68
210.348,69
211.469,69
212.442,71
213.448,67
214.250,69
215.274,73
216.451,67
217.323,64
218.208,68
219.397,68
220.252,69
221.081,68
222.442,61
223.192,65
224.154,71
225.508,70
226.298,58
227.079,61
228.395,63
229.431,68
230.106,68
231.225,70
232.448,73
233.175,71
234.298,68
235.176,67
236.148,69
237.474,68
238.200,66
239.224,69
240.305,70
241.151,70
242.005,69
243.323,67
244.028,70
244.980,68
246.248,64
247.123,62
247.907,66
249.369,63
250.006,58
251.028,61
252.102,69
253.077,68
253.906,64
255.176,65
256.003,67
257.222,68
258.200,65
259.182,69
259.906,68
261.125,64
261.954,64
263.118,63
264.051,67
265.037,69
265.856,66
266.978,62
268.148,67
268.784,66
270.242,68
270.880,69
271.862,70
273.223,69
273.953,71
275.028,70
276.049,70
276.878,66
277.954,66
278.927,69
279.903,68
280.732,67
282.143,69
282.829,71
283.753,70
284.926,67
285.901,68
286.731,65
287.852,63
288.830,64
289.660,67
291.172,68
291.802,68
292.730,65
293.852,64
294.828,68
295.657,69
296.876,70
297.753,69
298.683,64
299.802,67
300.931,66
301.607,65
302.875,70
303.707,74
304.679,70
305.801,62
306.971,66
307.749,65
308.833,66
309.749,63
310.580,62
311.808,63
312.629,63
313.753,63
314.969,63
315.848,64
316.528,65
317.750,66
318.771,70
319.554,66
320.822,65
321.687,66
322.481,65
323.903,62
324.558,61
325.550,65
326.675,62
327.825,40
328.772,27
329.747,27
330.574,26
331.406,26
332.825,29
333.648,41
334.478,60
335.600,69
336.575,65
337.504,63
338.769,60
339.597,63
340.525,53
341.584,51
342.522,53
343.497,51
344.621,52
345.451,53
346.374,55
347.504,61
348.521,58
349.450,62
350.520,62
351.593,61
352.422,57
353.549,59
354.477,59
355.498,51
356.570,52
357.374,60
358.277,59
359.539,59
360.371,64
361.350,65
362.471,65
363.446,67
364.227,70
365.641,64
366.392,64
367.358,65
368.516,70
369.250,71
370.229,68
371.300,65
372.274,70
373.151,66
374.399,62
375.298,69
376.188,55
377.591,53
378.421,63
379.153,58
380.512,52
381.198,62
382.173,70
383.297,70
384.416,70
385.245,70
386.417,69
387.293,72
388.171,73
389.539,70
390.073,68
391.292,70
392.368,68
393.338,66
394.001,70
395.394,72
396.072,68
397.046,69
398.168,67
399.146,68
400.120,55
401.432,44
402.216,43
403.237,39
404.120,42
405.058,42
405.971,39
407.485,53
408.065,64
408.994,64
410.117,62
411.091,56
412.117,62
413.042,69
414.063,66
414.848,51
416.135,55
417.184,55
418.064,53
419.186,46
420.163,48
420.846,42
422.063,45
