df_hash,22ZHK4.UJ02M7
57.025,1.000
57.055,1.012
57.085,1.014
57.115,1.008
57.145,1.009
57.175,1.010
57.205,1.007
57.235,1.009
57.265,1.007
57.295,1.015
57.325,1.016
57.355,1.007
57.385,1.008
57.415,1.010
57.445,1.009
57.475,1.011
57.505,1.010
57.535,1.011
57.565,1.009
57.595,1.012
57.625,1.005
57.655,1.013
57.685,1.009
57.715,1.009
57.745,1.008
57.775,1.011
57.805,1.010
57.835,1.009
57.865,1.011
57.895,1.007
57.925,1.013
57.955,1.009
57.985,1.003
58.015,1.006
58.045,1.010
58.075,1.010
58.105,1.011
58.135,1.014
58.165,1.018
58.195,1.012
58.225,1.005
58.255,1.013
58.285,1.006
58.315,1.003
58.345,1.004
58.375,1.012
58.405,1.008
58.435,1.010
58.465,1.006
58.495,1.012
58.525,1.010
58.555,1.008
58.585,1.008
58.615,1.010
58.645,1.014
58.675,1.010
58.705,1.009
58.735,1.008
58.765,1.013
58.795,1.009
58.825,1.003
58.855,1.006
58.885,1.015
58.915,1.012
58.945,1.011
58.975,1.012
59.005,1.010
59.035,1.009
59.065,1.014
59.095,1.004
59.125,1.014
59.155,1.012
59.185,1.009
59.215,1.007
59.245,1.011
59.275,1.011
59.305,1.010
59.335,1.011
59.365,1.011
59.395,1.013
59.425,1.010
59.455,1.007
59.485,1.015
59.515,1.012
59.545,1.004
59.575,1.009
59.605,1.005
59.635,1.005
59.665,1.014
59.695,1.005
59.725,1.017
59.755,1.011
59.785,1.004
59.815,1.006
59.845,1.005
59.875,1.012
59.905,1.010
59.935,1.010
59.965,1.010
59.995,1.011
60.025,1.014
60.055,1.013
60.085,1.015
60.115,1.012
60.145,1.008
60.175,1.011
60.205,1.011
60.235,1.007
60.265,1.007
60.295,1.007
60.325,1.008
60.355,1.016
60.385,1.012
60.415,1.006
60.445,1.007
60.475,1.009
60.505,1.008
60.535,1.010
60.565,1.013
60.595,1.014
60.625,1.013
60.655,1.009
60.685,1.014
60.715,1.010
60.745,1.002
60.775,1.005
60.805,1.013
60.835,1.011
60.865,1.013
60.895,1.010
60.925,1.011
60.955,1.019
60.985,1.007
61.015,1.010
61.045,1.006
61.075,1.014
61.105,1.012
61.135,1.008
61.165,1.010
61.195,1.012
61.225,1.013
61.255,1.007
61.285,1.015
61.315,1.018
61.345,1.010
61.375,1.009
61.405,1.013
61.435,1.009
61.465,1.014
61.495,1.003
61.525,1.014
61.555,1.012
61.585,1.009
61.615,1.004
61.645,1.006
61.675,1.009
61.705,1.013
61.735,1.011
61.765,1.017
61.795,1.012
61.825,1.017
61.855,1.012
61.885,1.017
61.915,1.017
61.945,1.012
61.975,1.010
62.005,1.011
62.035,1.010
62.065,1.015
62.095,1.001
62.125,1.010
62.155,1.011
62.185,1.008
62.215,1.009
62.245,1.011
62.275,1.013
62.305,1.013
62.335,1.011
62.365,1.010
62.395,1.015
62.425,1.018
62.455,1.008
62.485,1.016
62.515,1.015
62.545,1.008
62.575,1.010
62.605,1.013
62.635,1.007
62.665,1.016
62.695,1.002
62.725,1.014
62.755,1.011
62.785,1.004
62.815,1.002
62.845,1.009
62.875,1.013
62.905,1.011
62.935,1.010
62.965,1.006
62.995,1.014
63.025,1.016
63.055,1.014
63.085,1.019
63.115,1.009
63.145,1.008
63.175,1.008
63.205,1.011
63.235,1.009
63.265,1.011
63.295,1.003
63.325,1.014
63.355,1.014
63.385,1.010
63.415,1.009
63.445,1.011
63.475,1.015
63.505,1.011
63.535,1.009
63.565,1.008
63.595,1.011
63.625,1.011
63.655,1.003
63.685,1.016
63.715,1.012
63.745,1.005
63.775,1.007
63.805,1.010
63.835,1.002
63.865,1.009
63.895,1.005
63.925,1.013
63.955,1.010
63.985,1.010
64.015,1.013
64.045,1.006
64.075,1.005
64.105,1.008
64.135,1.008
64.165,1.011
64.195,1.011
64.225,1.010
64.255,1.007
64.285,1.015
64.315,1.018
64.345,1.009
64.375,1.003
64.405,1.007
64.435,1.008
64.465,1.007
64.495,1.013
64.525,1.014
64.555,1.012
64.585,1.008
64.615,1.003
64.645,1.005
64.675,1.015
64.705,1.006
64.735,1.010
64.765,1.010
64.795,1.008
64.825,1.008
64.855,1.010
64.885,1.005
64.915,1.012
64.945,1.018
64.975,1.006
65.005,1.007
65.035,1.018
65.065,1.012
65.095,1.009
65.125,1.005
65.155,1.009
65.185,1.010
65.215,1.004
65.245,1.008
65.275,1.012
65.305,1.013
65.335,1.014
65.365,1.010
65.395,1.006
65.425,1.009
65.455,1.008
65.485,1.010
65.515,1.004
65.545,1.015
65.575,1.009
65.605,1.005
65.635,1.009
65.665,1.011
65.695,1.007
65.725,1.008
65.755,1.005
65.785,1.011
65.815,1.012
65.845,1.004
65.875,1.008
65.905,1.012
65.935,1.012
65.965,1.009
65.995,1.006
66.025,1.010
66.055,1.013
66.085,1.011
66.115,1.012
66.145,1.010
66.175,1.011
66.205,1.010
66.235,1.006
66.265,1.009
66.295,1.013
66.325,1.008
66.355,1.012
66.385,1.003
66.415,1.015
66.445,1.013
66.475,1.008
66.505,1.006
66.535,1.013
66.565,1.010
66.595,1.012
66.625,1.008
66.655,1.011
66.685,1.011
66.715,1.013
66.745,1.005
66.775,1.013
66.805,1.012
66.835,1.005
66.865,1.005
66.895,1.010
66.925,1.005
66.955,1.010
66.985,1.004
67.015,1.015
67.045,1.011
67.075,1.004
67.105,1.009
67.135,1.008
67.165,1.012
67.195,1.008
67.225,1.012
67.255,1.010
67.285,1.012
67.315,1.014
67.345,1.008
67.375,1.007
67.405,1.012
67.435,1.007
67.465,1.007
67.495,1.010
67.525,1.009
67.555,1.008
67.585,1.014
67.615,1.005
67.645,1.015
67.675,1.009
67.705,1.009
67.735,1.006
67.765,1.010
67.795,1.010
67.825,1.011
67.855,1.009
67.885,1.011
67.915,1.011
67.945,1.012
67.975,1.015
68.005,1.007
68.035,1.014
68.065,1.009
68.095,1.012
68.125,1.006
68.155,1.009
68.185,1.009
68.215,1.012
68.245,1.005
68.275,1.013
68.305,1.012
68.335,1.004
68.365,1.007
68.395,1.008
68.425,1.012
68.455,1.011
68.485,1.008
68.515,1.008
68.545,1.009
68.575,1.011
68.605,1.011
68.635,1.013
68.665,1.015
68.695,1.009
68.725,1.005
68.755,1.009
68.785,1.013
68.815,1.010
68.845,1.013
68.875,1.005
68.905,1.017
68.935,1.011
68.965,1.004
68.995,1.006
69.025,1.020
69.055,1.012
69.085,1.011
69.115,1.012
69.145,1.013
69.175,1.014
69.205,1.010
69.235,1.012
69.265,1.012
69.295,1.010
69.325,1.003
69.355,1.008
69.385,1.012
69.415,1.010
69.445,1.019
69.475,1.006
69.505,1.013
69.535,1.012
69.565,1.011
69.595,1.008
69.625,1.010
69.655,1.012
69.685,1.011
69.715,1.013
69.745,1.011
69.775,1.012
69.805,1.009
69.835,1.007
69.865,1.012
69.895,1.015
69.925,1.012
69.955,1.007
69.985,1.011
70.015,1.012
70.045,1.015
70.075,1.004
70.105,1.010
70.135,1.010
70.165,1.009
70.195,1.009
70.225,1.011
70.255,1.015
70.285,1.010
70.315,1.012
70.345,1.009
70.375,1.014
70.405,1.008
70.435,1.005
70.465,1.016
70.495,1.013
70.525,1.013
70.555,1.009
70.585,1.008
70.615,1.011
70.645,1.009
70.675,1.017
70.705,1.007
70.735,1.016
70.765,1.009
70.795,1.007
70.825,1.008
70.855,1.013
70.885,1.008
70.915,1.010
70.945,1.012
70.975,1.012
71.005,1.012
71.035,1.013
71.065,1.014
71.095,1.007
71.125,1.012
71.155,1.012
71.185,1.010
71.215,1.008
71.245,1.012
71.275,1.010
71.305,1.018
71.335,1.009
71.365,1.011
71.395,1.010
71.425,1.007
71.455,1.010
71.485,1.012
71.515,1.013
71.545,1.014
71.575,1.008
71.605,1.014
71.635,1.014
71.665,1.015
71.695,1.013
71.725,1.004
71.755,1.017
71.785,1.014
71.815,1.008
71.845,1.007
71.875,1.008
71.905,1.011
71.935,1.011
71.965,1.012
71.995,1.013
72.025,1.020
72.055,1.010
72.085,1.005
72.115,1.011
72.145,1.014
72.175,1.011
72.205,1.013
72.235,1.014
72.265,1.011
72.295,1.014
72.325,1.014
72.355,1.014
72.385,1.008
72.415,1.012
72.445,1.009
72.475,1.014
72.505,1.015
72.535,1.009
72.565,1.016
72.595,1.006
72.625,1.013
72.655,1.011
72.685,1.008
72.715,1.007
72.745,1.014
72.775,1.011
72.805,1.010
72.835,1.009
72.865,1.015
72.895,1.013
72.925,1.013
72.955,1.007
72.985,1.014
73.015,1.013
73.045,1.010
73.075,1.008
73.105,1.015
73.135,1.010
73.165,1.014
73.195,1.009
73.225,1.014
73.255,1.011
73.285,1.009
73.315,1.013
73.345,1.010
73.375,1.012
73.405,1.012
73.435,1.011
73.465,1.010
73.495,1.012
73.525,1.013
73.555,1.016
73.585,1.009
73.615,1.015
73.645,1.015
73.675,1.012
73.705,1.010
73.735,1.015
73.765,1.009
73.795,1.016
73.825,1.007
73.855,1.012
73.885,1.012
73.915,1.007
73.945,1.006
73.975,1.014
74.005,1.013
74.035,1.012
74.065,1.014
74.095,1.007
74.125,1.014
74.155,1.013
74.185,1.010
74.215,1.016
74.245,1.012
74.275,1.011
74.305,1.011
74.335,1.002
74.365,1.015
74.395,1.011
74.425,1.016
74.455,1.005
74.485,1.011
74.515,1.011
74.545,1.013
74.575,1.011
74.605,1.006
74.635,1.017
74.665,1.018
74.695,1.015
74.725,1.019
74.755,1.014
74.785,1.012
74.815,1.006
74.845,1.017
74.875,1.015
74.905,1.005
74.935,1.014
74.965,1.011
74.995,1.009
75.025,1.012
75.055,1.005
75.085,1.014
75.115,1.018
75.145,1.007
75.175,1.007
75.205,1.013
75.235,1.011
75.265,1.008
75.295,1.011
75.325,1.015
75.355,1.016
75.385,1.014
75.415,1.013
75.445,1.016
75.475,1.018
75.505,1.008
75.535,1.009
75.565,1.010
75.595,1.011
75.625,1.018
75.655,1.009
75.685,1.018
75.715,1.010
75.745,1.008
75.775,1.005
75.805,1.011
75.835,1.012
75.865,1.006
75.895,1.012
75.925,1.014
75.955,1.014
75.985,1.013
76.015,1.010
76.045,1.014
76.075,1.010
76.105,1.007
76.135,1.010
76.165,1.012
76.195,1.011
76.225,1.016
76.255,1.009
76.285,1.019
76.315,1.016
76.345,1.007
76.375,1.010
76.405,1.010
76.435,1.014
76.465,1.016
76.495,1.013
76.525,1.012
76.555,1.015
76.585,1.016
76.615,1.009
76.645,1.017
76.675,1.015
76.705,1.011
76.735,1.012
76.765,1.010
76.795,1.010
76.825,1.010
76.855,1.013
76.885,1.008
76.915,1.017
76.945,1.010
76.975,1.010
77.005,1.009
77.035,1.013
77.065,1.012
77.095,1.007
77.125,1.010
77.155,1.015
77.185,1.016
77.215,1.012
77.245,1.013
77.275,1.011
77.305,1.014
77.335,1.009
77.365,1.006
77.395,1.014
77.425,1.008
77.455,1.012
77.485,1.020
77.515,1.006
77.545,1.019
77.575,1.016
77.605,1.010
77.635,1.011
77.665,1.017
77.695,1.018
77.725,1.011
77.755,1.012
77.785,1.012
77.815,1.013
77.845,1.013
77.875,1.013
77.905,1.018
77.935,1.013
77.965,1.007
77.995,1.009
78.025,1.014
78.055,1.010
78.085,1.013
78.115,1.016
78.145,1.010
78.175,1.015
78.205,1.009
78.235,1.007
78.265,1.011
78.295,1.015
78.325,1.015
78.355,1.013
78.385,1.015
78.415,1.015
78.445,1.016
78.475,1.010
78.505,1.015
78.535,1.013
78.565,1.008
78.595,1.010
78.625,1.014
78.655,1.015
78.685,1.011
78.715,1.020
78.745,1.009
78.775,1.016
78.805,1.013
78.835,1.009
78.865,1.010
78.895,1.014
78.925,1.013
78.955,1.013
78.985,1.007
79.015,1.011
79.045,1.012
79.075,1.015
79.105,1.008
79.135,1.018
79.165,1.018
79.195,1.011
79.225,1.009
79.255,1.015
79.285,1.010
79.315,1.011
79.345,1.004
79.375,1.012
79.405,1.014
79.435,1.010
79.465,1.012
79.495,1.014
79.525,1.013
79.555,1.010
79.585,1.009
79.615,1.011
79.645,1.013
79.675,1.017
79.705,1.010
79.735,1.014
79.765,1.016
79.795,1.013
79.825,1.010
79.855,1.011
79.885,1.006
79.915,1.011
79.945,1.019
79.975,1.005
80.005,1.016
80.035,1.012
80.065,1.009
80.095,1.012
80.125,1.013
80.155,1.013
80.185,1.012
80.215,1.014
80.245,1.014
80.275,1.017
80.305,1.015
80.335,1.012
80.365,1.017
80.395,1.012
80.425,1.008
80.455,1.014
80.485,1.012
80.515,1.007
80.545,1.013
80.575,1.007
80.605,1.019
80.635,1.015
80.665,1.007
80.695,1.014
80.725,1.014
80.755,1.011
80.785,1.013
80.815,1.013
80.845,1.014
80.875,1.015
80.905,1.010
80.935,1.018
80.965,1.019
80.995,1.014
81.025,1.012
81.055,1.010
81.085,1.013
81.115,1.010
81.145,1.015
81.175,1.008
81.205,1.020
81.235,1.010
81.265,1.010
81.295,1.012
81.325,1.015
81.355,1.010
81.385,1.012
81.415,1.017
81.445,1.013
81.475,1.014
81.505,1.008
81.535,1.016
81.565,1.015
81.595,1.011
81.625,1.008
81.655,1.014
81.685,1.011
81.715,1.007
81.745,1.012
81.775,1.013
81.805,1.018
81.835,1.013
81.865,1.010
81.895,1.013
81.925,1.012
81.955,1.011
81.985,1.011
82.015,1.011
82.045,1.016
82.075,1.015
82.105,1.005
82.135,1.017
82.165,1.013
82.195,1.013
82.225,1.011
82.255,1.014
82.285,1.012
82.315,1.014
82.345,1.011
82.375,1.013
82.405,1.015
82.435,1.009
82.465,1.010
82.495,1.010
82.525,1.015
82.555,1.014
82.585,1.014
82.615,1.014
82.645,1.014
82.675,1.014
82.705,1.007
82.735,1.015
82.765,1.018
82.795,1.013
82.825,1.014
82.855,1.011
82.885,1.011
82.915,1.013
82.945,1.012
82.975,1.013
83.005,1.017
83.035,1.010
83.065,1.011
83.095,1.011
83.125,1.018
83.155,1.013
83.185,1.010
83.215,1.013
83.245,1.014
83.275,1.014
83.305,1.010
83.335,1.021
83.365,1.017
83.395,1.007
83.425,1.004
83.455,1.013
83.485,1.011
83.515,1.015
83.545,1.012
83.575,1.015
83.605,1.015
83.635,1.004
83.665,1.009
83.695,1.013
83.725,1.016
83.755,1.015
83.785,1.010
83.815,1.014
83.845,1.021
83.875,1.018
83.905,1.013
83.935,1.015
83.965,1.011
83.995,1.004
84.025,1.011
84.055,1.012
84.085,1.012
84.115,1.017
84.145,1.006
84.175,1.017
84.205,1.015
84.235,1.010
84.265,1.009
84.295,1.012
84.325,1.013
84.355,1.010
84.385,1.011
84.415,1.014
84.445,1.013
84.475,1.012
84.505,1.017
84.535,1.018
84.565,1.010
84.595,1.007
84.625,1.010
84.655,1.012
84.685,1.012
84.715,1.013
84.745,1.011
84.775,1.020
84.805,1.013
84.835,1.008
84.865,1.012
84.895,1.017
84.925,1.015
84.955,1.009
84.985,1.013
85.015,1.014
85.045,1.012
85.075,1.007
85.105,1.016
85.135,1.015
85.165,1.009
85.195,1.008
85.225,1.010
85.255,1.015
85.285,1.012
85.315,1.016
85.345,1.015
85.375,1.016
85.405,1.009
85.435,1.008
85.465,1.012
85.495,1.015
85.525,1.014
85.555,1.012
85.585,1.016
85.615,1.015
85.645,1.012
85.675,1.004
85.705,1.015
85.735,1.018
85.765,1.015
85.795,1.010
85.825,1.015
85.855,1.008
85.885,1.006
85.915,1.005
85.945,1.014
85.975,1.017
86.005,1.010
86.035,1.011
86.065,1.016
86.095,1.012
86.125,1.015
86.155,1.013
86.185,1.013
86.215,1.010
86.245,1.013
86.275,1.006
86.305,1.020
86.335,1.016
86.365,1.011
86.395,1.005
86.425,1.012
86.455,1.012
86.485,1.009
86.515,1.013
86.545,1.012
86.575,1.018
86.605,1.011
86.635,1.009
86.665,1.012
86.695,1.013
86.725,1.014
86.755,1.011
86.785,1.012
86.815,1.013
86.845,1.013
86.875,1.008
86.905,1.017
86.935,1.017
86.965,1.009
86.995,1.010
87.025,1.011
87.055,1.011
87.085,1.013
87.115,1.018
87.145,1.010
87.175,1.015
87.205,1.011
87.235,1.014
87.265,1.010
87.295,1.017
87.325,1.001
87.355,1.006
87.385,1.006
87.415,1.018
87.445,1.015
87.475,1.017
87.505,1.005
87.535,1.011
87.565,1.013
87.595,1.012
87.625,1.009
87.655,1.009
87.685,1.009
87.715,1.014
87.745,1.001
87.775,1.010
87.805,1.012
87.835,1.012
87.865,1.009
87.895,1.007
87.925,1.015
87.955,1.010
87.985,1.014
88.015,1.013
88.045,1.013
88.075,1.010
88.105,1.008
88.135,1.014
88.165,1.013
88.195,1.008
88.225,1.008
88.255,1.014
88.285,1.015
88.315,1.010
88.345,1.002
88.375,1.009
88.405,1.013
88.435,1.010
88.465,1.006
88.495,1.015
88.525,1.010
88.555,1.004
88.585,1.009
88.615,1.011
88.645,1.010
88.675,1.007
88.705,1.011
88.735,1.009
88.765,1.012
88.795,1.004
88.825,1.008
88.855,1.005
88.885,1.014
88.915,1.017
88.945,1.023
88.975,1.021
89.005,1.013
89.035,1.012
89.065,1.012
89.095,1.015
89.125,1.012
89.155,1.005
89.185,1.006
89.215,0.995
89.245,1.003
89.275,1.009
89.305,1.012
89.335,1.010
89.365,1.018
89.395,1.023
89.425,1.020
89.455,1.024
89.485,1.034
89.515,1.062
89.545,1.108
89.575,1.109
89.605,1.117
89.635,1.103
89.665,1.056
89.695,1.018
89.725,0.992
89.755,0.993
89.785,0.979
89.815,0.996
89.845,0.996
89.875,0.998
89.905,0.994
89.935,0.998
89.965,1.024
89.995,1.035
90.025,1.046
90.055,1.039
90.085,1.046
90.115,1.049
90.145,1.048
90.175,1.042
90.205,1.028
90.235,1.029
90.265,1.032
90.295,1.031
90.325,1.043
90.355,1.052
90.385,1.044
90.415,1.041
90.445,1.046
90.475,1.051
90.505,1.047
90.535,1.046
90.565,1.045
90.595,1.046
90.625,1.053
90.655,1.061
90.685,1.053
90.715,1.041
90.745,1.040
90.775,1.059
90.805,1.068
90.835,1.066
90.865,1.062
90.895,1.068
90.925,1.062
90.955,1.054
90.985,1.039
91.015,1.051
91.045,1.062
91.075,1.061
91.105,1.056
91.135,1.061
91.165,1.063
91.195,1.063
91.225,1.063
91.255,1.059
91.285,1.058
91.315,1.059
91.345,1.055
91.375,1.051
91.405,1.054
91.435,1.054
91.465,1.057
91.495,1.055
91.525,1.055
91.555,1.054
91.585,1.062
91.615,1.055
91.645,1.061
91.675,1.060
91.705,1.055
91.735,1.056
91.765,1.057
91.795,1.053
91.825,1.049
91.855,1.049
91.885,1.052
91.915,1.055
91.945,1.055
91.975,1.062
92.005,1.065
92.035,1.053
92.065,1.036
92.095,1.054
92.125,1.066
92.155,1.062
92.185,1.050
92.215,1.045
92.245,1.047
92.275,1.040
92.305,1.045
92.335,1.056
92.365,1.053
92.395,1.057
92.425,1.053
92.455,1.048
92.485,1.053
92.515,1.052
92.545,1.050
92.575,1.050
92.605,1.053
92.635,1.052
92.665,1.054
92.695,1.048
92.725,1.049
92.755,1.052
92.785,1.055
92.815,1.046
92.845,1.044
92.875,1.045
92.905,1.049
92.935,1.044
92.965,1.050
92.995,1.049
93.025,1.048
93.055,1.038
93.085,1.027
93.115,1.029
93.145,1.037
93.175,1.033
93.205,1.035
93.235,1.045
93.265,1.052
93.295,1.043
93.325,1.040
93.355,1.034
93.385,1.027
93.415,1.040
93.445,1.042
93.475,1.052
93.505,1.037
93.535,1.036
93.565,1.036
93.595,1.026
93.625,1.020
93.655,1.016
93.685,1.037
93.715,1.045
93.745,1.050
93.775,1.040
93.805,1.039
93.835,1.042
93.865,1.044
93.895,1.043
93.925,1.040
93.955,1.039
93.985,1.041
94.015,1.030
94.045,1.021
94.075,0.996
94.105,1.003
94.135,1.008
94.165,1.014
94.195,1.025
94.225,1.032
94.255,1.031
94.285,1.024
94.315,1.006
94.345,1.032
94.375,1.041
94.405,1.056
94.435,1.038
94.465,1.043
94.495,1.039
94.525,1.045
94.555,1.041
94.585,1.032
94.615,1.027
94.645,1.023
94.675,1.023
94.705,1.021
94.735,1.020
94.765,1.031
94.795,1.034
94.825,1.030
94.855,1.031
94.885,1.030
94.915,1.027
94.945,1.029
94.975,1.031
95.005,1.027
95.035,1.026
95.065,1.028
95.095,1.034
95.125,1.028
95.155,1.014
95.185,1.015
95.215,1.031
95.245,1.035
95.275,1.036
95.305,1.041
95.335,1.045
95.365,1.041
95.395,1.057
95.425,1.047
95.455,1.036
95.485,1.034
95.515,1.027
95.545,1.021
95.575,1.025
95.605,1.025
95.635,1.030
95.665,1.033
95.695,1.034
95.725,1.021
95.755,1.027
95.785,1.034
95.815,1.033
95.845,1.032
95.875,1.036
95.905,1.034
95.935,1.037
95.965,1.034
95.995,1.027
96.025,1.017
96.055,1.021
96.085,1.024
96.115,1.022
96.145,1.029
96.175,1.027
96.205,1.033
96.235,1.032
96.265,1.027
96.295,1.028
96.325,1.029
96.355,1.031
96.385,1.028
96.415,1.028
96.445,1.026
96.475,1.020
96.505,1.022
96.535,1.021
96.565,1.020
96.595,1.022
96.625,1.022
96.655,1.024
96.685,1.024
96.715,1.025
96.745,1.020
96.775,1.025
96.805,1.027
96.835,1.023
96.865,1.028
96.895,1.027
96.925,1.026
96.955,1.022
96.985,1.021
97.015,1.022
97.045,1.015
97.075,1.027
97.105,1.024
97.135,1.021
97.165,1.021
97.195,1.021
97.225,1.021
97.255,1.022
97.285,1.019
97.315,1.026
97.345,1.022
97.375,1.025
97.405,1.017
97.435,1.026
97.465,1.023
97.495,1.018
97.525,1.018
97.555,1.020
97.585,1.021
97.615,1.022
97.645,1.019
97.675,1.022
97.705,1.021
97.735,1.023
97.765,1.018
97.795,1.021
97.825,1.023
97.855,1.020
97.885,1.019
97.915,1.016
97.945,1.020
97.975,1.019
98.005,1.021
98.035,1.019
98.065,1.016
98.095,1.023
98.125,1.026
98.155,1.025
98.185,1.023
98.215,1.026
98.245,1.028
98.275,1.023
98.305,1.020
98.335,1.029
98.365,1.021
98.395,1.013
98.425,1.018
98.455,1.016
98.485,1.021
98.515,1.023
98.545,1.023
98.575,1.026
98.605,1.023
98.635,1.021
98.665,1.025
98.695,1.015
98.725,1.020
98.755,1.025
98.785,1.028
98.815,1.022
98.845,1.021
98.875,1.020
98.905,1.021
98.935,1.025
98.965,1.019
98.995,1.024
99.025,1.024
99.055,1.023
99.085,1.026
99.115,1.026
99.145,1.022
99.175,1.022
99.205,1.019
99.235,1.023
99.265,1.024
99.295,1.025
99.325,1.025
99.355,1.022
99.385,1.020
99.415,1.025
99.445,1.022
99.475,1.024
99.505,1.020
99.535,1.024
99.565,1.025
99.595,1.033
99.625,1.027
99.655,1.034
99.685,1.047
99.715,1.071
99.745,1.121
99.775,1.110
99.805,1.084
99.835,1.041
99.865,1.024
99.895,1.000
99.925,0.989
99.955,0.989
99.985,0.993
100.015,1.008
100.045,1.022
100.075,1.038
100.105,1.020
100.135,1.018
100.165,1.043
100.195,1.040
100.225,1.011
100.255,1.013
100.285,1.030
100.315,1.039
100.345,1.027
100.375,1.027
100.405,1.040
100.435,1.052
100.465,1.044
100.495,1.040
100.525,1.037
100.555,1.039
100.585,1.043
100.615,1.049
100.645,1.046
100.675,1.055
100.705,1.086
100.735,1.112
100.765,1.062
100.795,1.039
100.825,1.033
100.855,1.051
100.885,1.038
100.915,1.017
100.945,1.014
100.975,1.032
101.005,1.030
101.035,1.030
101.065,1.036
101.095,1.048
101.125,1.057
101.155,1.055
101.185,1.057
101.215,1.044
101.245,1.041
101.275,1.045
101.305,1.054
101.335,1.055
101.365,1.050
101.395,1.050
101.425,1.049
101.455,1.047
101.485,1.050
101.515,1.045
101.545,1.046
101.575,1.047
101.605,1.046
101.635,1.047
101.665,1.053
101.695,1.052
101.725,1.059
101.755,1.061
101.785,1.051
101.815,1.053
101.845,1.053
101.875,1.055
101.905,1.052
101.935,1.052
101.965,1.052
101.995,1.047
102.025,1.051
102.055,1.053
102.085,1.053
102.115,1.052
102.145,1.047
102.175,1.055
102.205,1.055
102.235,1.052
102.265,1.050
102.295,1.051
102.325,1.054
102.355,1.054
102.385,1.052
102.415,1.048
102.445,1.053
102.475,1.050
102.505,1.056
102.535,1.056
102.565,1.054
102.595,1.058
102.625,1.051
102.655,1.051
102.685,1.051
102.715,1.052
102.745,1.051
102.775,1.053
102.805,1.053
102.835,1.056
102.865,1.051
102.895,1.052
102.925,1.048
102.955,1.050
102.985,1.051
103.015,1.053
103.045,1.053
103.075,1.051
103.105,1.051
103.135,1.056
103.165,1.053
103.195,1.056
103.225,1.049
103.255,1.059
103.285,1.053
103.315,1.053
103.345,1.053
103.375,1.056
103.405,1.053
103.435,1.057
103.465,1.050
103.495,1.056
103.525,1.057
103.555,1.052
103.585,1.050
103.615,1.051
103.645,1.054
103.675,1.054
103.705,1.054
103.735,1.052
103.765,1.053
103.795,1.047
103.825,1.049
103.855,1.041
103.885,1.034
103.915,1.034
103.945,1.045
103.975,1.049
104.005,1.060
104.035,1.046
104.065,1.066
104.095,1.053
104.125,1.062
104.155,1.074
104.185,1.060
104.215,1.042
104.245,1.045
104.275,1.046
104.305,1.038
104.335,1.031
104.365,1.036
104.395,1.039
104.425,1.028
104.455,1.091
104.485,1.104
104.515,1.023
104.545,1.015
104.575,1.074
104.605,1.040
104.635,1.031
104.665,1.049
104.695,1.066
104.725,1.065
104.755,1.045
104.785,1.050
104.815,1.046
104.845,1.036
104.875,1.015
104.905,1.025
104.935,1.038
104.965,1.046
104.995,1.050
105.025,1.060
105.055,1.062
105.085,1.059
105.115,1.055
105.145,1.060
105.175,1.057
105.205,1.053
105.235,1.045
105.265,1.042
105.295,1.045
105.325,1.045
105.355,1.051
105.385,1.036
105.415,1.049
105.445,1.044
105.475,1.036
105.505,1.046
105.535,1.049
105.565,1.049
105.595,1.044
105.625,1.059
105.655,1.056
105.685,1.037
105.715,1.044
105.745,1.047
105.775,1.034
105.805,1.022
105.835,1.021
105.865,1.002
105.895,1.028
105.925,1.078
105.955,1.066
105.985,1.049
106.015,1.021
106.045,1.005
106.075,1.023
106.105,1.030
106.135,1.051
106.165,1.111
106.195,1.132
106.225,1.077
106.255,1.072
106.285,1.081
106.315,1.059
106.345,1.021
106.375,1.034
106.405,1.046
106.435,1.038
106.465,1.056
106.495,1.081
106.525,1.074
106.555,1.059
106.585,1.061
106.615,1.042
106.645,1.051
106.675,1.058
106.705,1.052
106.735,1.054
106.765,1.052
106.795,1.056
106.825,1.062
106.855,1.057
106.885,1.054
106.915,1.045
106.945,1.051
106.975,1.055
107.005,1.055
107.035,1.053
107.065,1.053
107.095,1.054
107.125,1.058
107.155,1.061
107.185,1.060
107.215,1.048
107.245,1.061
107.275,1.056
107.305,1.059
107.335,1.057
107.365,1.058
107.395,1.058
107.425,1.055
107.455,1.050
107.485,1.054
107.515,1.054
107.545,1.055
107.575,1.051
107.605,1.060
107.635,1.056
107.665,1.059
107.695,1.055
107.725,1.058
107.755,1.056
107.785,1.056
107.815,1.054
107.845,1.057
107.875,1.060
107.905,1.062
107.935,1.052
107.965,1.051
107.995,1.051
108.025,1.055
108.055,1.054
108.085,1.051
108.115,1.054
108.145,1.064
108.175,1.055
108.205,1.054
108.235,1.062
108.265,1.062
108.295,1.052
108.325,1.056
108.355,1.061
108.385,1.059
108.415,1.056
108.445,1.064
108.475,1.058
108.505,1.056
108.535,1.060
108.565,1.053
108.595,1.048
108.625,1.057
108.655,1.061
108.685,1.057
108.715,1.053
108.745,1.059
108.775,1.061
108.805,1.053
108.835,1.057
108.865,1.060
108.895,1.055
108.925,1.057
108.955,1.057
108.985,1.059
109.015,1.052
109.045,1.054
109.075,1.055
109.105,1.052
109.135,1.055
109.165,1.064
109.195,1.057
109.225,1.057
109.255,1.059
109.285,1.060
109.315,1.056
109.345,1.058
109.375,1.060
109.405,1.053
