df_hash,22ZHK4.Z7HMM1
320.662,36.875
321.821,36.844
322.647,36.938
323.868,36.906
324.645,36.875
325.647,36.875
326.644,36.844
327.814,36.844
328.643,36.844
329.622,36.812
330.641,36.844
331.619,36.844
332.838,36.875
333.615,36.875
334.639,36.906
335.624,36.875
336.735,36.875
337.759,36.906
338.652,36.938
339.661,36.969
340.635,36.969
341.659,36.938
342.634,36.938
343.641,36.938
344.644,36.938
345.608,36.969
346.976,36.969
347.756,36.969
348.630,36.938
349.663,36.906
350.630,36.938
351.613,36.969
352.637,36.969
353.604,36.938
354.627,36.938
355.650,36.906
356.626,36.938
357.650,36.906
358.625,36.906
359.648,36.938
360.635,36.906
361.647,36.969
362.650,36.969
363.649,36.969
364.626,37.000
365.647,37.031
366.619,37.031
367.644,37.031
368.865,37.031
369.666,37.062
370.618,37.062
371.646,37.031
372.908,37.000
373.639,37.031
374.615,37.000
375.649,37.000
376.613,36.969
378.030,37.000
378.613,36.969
379.644,36.906
380.611,36.906
381.635,36.938
382.905,36.938
383.634,36.969
384.614,37.000
386.102,37.031
386.636,37.062
387.631,37.062
388.606,37.062
389.630,37.062
390.605,37.062
391.637,37.094
392.753,37.094
393.877,37.062
394.603,37.031
395.627,37.062
396.602,37.031
397.628,37.062
398.672,37.062
399.624,37.062
400.606,37.094
401.623,37.031
402.598,37.062
403.768,37.094
404.707,37.125
405.620,37.125
406.696,37.094
407.619,37.094
408.643,37.094
409.667,37.094
410.691,37.094
411.665,37.094
412.644,37.125
413.616,37.062
414.645,37.188
415.703,37.188
416.687,37.219
417.661,37.219
418.929,37.188
419.612,37.219
420.636,37.188
421.611,37.188
422.683,37.188
423.610,37.125
424.682,37.000
425.612,37.000
426.632,37.000
427.642,37.000
428.631,37.000
429.690,37.000
430.678,37.000
431.653,37.062
432.721,37.031
446.603,37.062
447.675,37.094
448.650,37.094
449.625,37.125
450.800,37.094
451.623,37.062
452.599,37.094
453.622,37.094
454.717,37.125
455.621,37.125
456.645,37.125
457.620,37.156
458.595,37.156
459.619,37.156
460.642,37.156
461.763,37.156
462.738,37.125
463.665,37.094
464.592,37.094
465.615,37.094
466.740,37.094
467.614,37.094
468.638,37.062
469.614,37.062
470.636,37.062
471.612,37.094
472.635,37.125
473.610,37.125
474.634,37.125
475.616,37.125
476.634,37.125
477.608,37.125
478.632,37.094
479.693,37.125
480.630,37.125
481.609,37.125
482.629,37.094
483.606,37.094
484.628,37.062
485.603,37.094
486.633,37.094
487.748,37.094
488.625,37.125
489.601,37.125
