df_hash,22ZHK4.4XY8EU
123.373,0.992
123.403,0.993
123.433,0.986
123.463,0.995
123.493,1.008
123.523,1.008
123.553,1.006
123.583,1.012
123.613,1.011
123.643,1.005
123.673,1.002
123.703,1.001
123.733,1.003
123.763,1.000
123.793,0.994
123.823,0.994
123.853,0.998
123.883,1.000
123.913,0.995
123.943,0.999
123.973,1.000
124.003,1.001
124.033,1.004
124.063,0.998
124.093,1.002
124.123,1.008
124.153,1.004
124.183,0.998
124.213,1.005
124.243,1.006
124.273,1.001
124.303,1.001
124.333,0.997
124.363,1.000
124.393,1.001
124.423,0.997
124.453,0.992
124.483,0.998
124.513,1.005
124.543,0.998
124.573,1.002
124.603,1.007
124.633,1.008
124.663,1.004
124.693,1.005
124.723,1.008
124.753,1.008
124.783,1.004
124.813,0.996
124.843,0.997
124.873,0.996
124.903,0.996
124.933,0.996
124.963,0.997
124.993,1.001
125.023,1.002
125.053,1.000
125.083,0.998
125.113,1.007
125.143,1.005
125.173,1.001
125.203,1.002
125.233,1.001
125.263,1.000
125.293,0.997
125.323,0.996
125.353,0.995
125.383,1.002
125.413,1.002
125.443,0.997
125.473,0.997
125.503,0.998
125.533,1.002
125.563,1.002
125.593,1.002
125.623,1.003
125.653,1.007
125.683,1.001
125.713,0.996
125.743,1.006
125.773,1.004
125.803,0.995
125.833,1.003
125.863,0.998
125.893,0.996
125.923,0.999
125.953,0.996
125.983,1.004
126.013,1.008
126.043,1.003
126.073,1.003
126.103,1.002
126.133,1.002
126.163,1.000
126.193,0.998
126.223,1.002
126.253,1.006
126.283,1.003
126.313,0.998
126.343,0.999
126.373,1.002
126.403,0.994
126.433,0.999
126.463,1.000
126.493,1.006
126.523,1.004
126.553,1.005
126.583,1.000
126.613,1.005
126.643,1.002
126.673,0.998
126.703,0.999
126.733,1.001
126.763,0.997
126.793,0.993
126.823,0.996
126.853,1.002
126.883,1.007
126.913,1.004
126.943,1.004
126.973,1.009
127.003,1.007
127.033,1.002
127.063,1.004
127.093,0.999
127.123,0.995
127.153,0.995
127.183,0.993
127.213,0.998
127.243,1.004
127.273,1.003
127.303,0.997
127.333,1.006
127.363,1.004
127.393,1.006
127.423,1.004
127.453,1.003
127.483,1.002
127.513,0.999
127.543,0.992
127.573,0.992
127.603,1.009
127.633,1.002
127.663,1.001
127.693,1.005
127.723,0.998
127.753,1.002
127.783,1.005
127.813,1.000
127.843,0.996
127.873,0.999
127.903,0.990
127.933,0.994
127.963,1.000
127.993,1.003
128.023,1.005
128.053,1.006
128.083,1.006
128.113,1.007
128.143,1.008
128.173,1.000
128.203,0.997
128.233,1.001
128.263,1.001
128.293,0.994
128.323,0.996
128.353,1.001
128.383,1.002
128.413,1.000
128.443,1.000
128.473,1.001
128.503,1.005
128.533,1.005
128.563,1.003
128.593,1.002
128.623,1.004
128.653,1.000
128.683,0.998
128.713,0.999
128.743,1.000
128.773,1.004
128.803,1.003
128.833,0.999
128.863,1.000
128.893,1.007
128.923,1.007
128.953,1.001
128.983,1.001
129.013,1.001
129.043,0.999
129.073,0.998
129.103,0.999
129.133,0.999
129.163,1.003
129.193,1.004
129.223,1.001
129.253,1.003
129.283,1.005
129.313,1.000
129.343,0.996
129.373,0.999
129.403,1.002
129.433,1.002
129.463,1.001
129.493,1.005
129.523,1.005
129.553,1.002
129.583,1.001
129.613,1.007
129.643,1.003
129.673,1.000
129.703,0.999
129.733,0.999
129.763,0.998
129.793,1.005
129.823,0.996
129.853,1.007
129.883,1.006
129.913,0.995
129.943,0.997
129.973,1.003
130.003,1.003
130.033,0.997
130.063,1.000
130.093,0.998
130.123,1.004
130.153,1.001
130.183,0.995
130.213,1.002
130.243,1.001
130.273,1.005
130.303,0.998
130.333,0.998
130.363,1.002
130.393,1.005
130.423,0.998
130.453,1.000
130.483,0.992
130.513,1.010
130.543,1.002
130.573,0.998
130.603,0.996
130.633,1.002
130.663,0.998
130.693,0.998
130.723,0.998
130.753,1.004
130.783,1.003
130.813,1.004
130.843,0.997
130.873,0.997
130.903,1.006
130.933,1.000
130.963,0.998
130.993,0.999
131.023,1.000
131.053,1.001
131.083,1.003
131.113,0.996
131.143,1.002
131.173,1.002
131.203,0.997
131.233,0.995
131.263,0.998
131.293,0.998
131.323,0.997
131.353,1.000
131.383,1.002
131.413,1.007
131.443,1.007
131.473,1.003
131.503,1.009
131.533,1.016
131.563,1.006
131.593,1.001
131.623,1.006
131.653,1.001
131.683,0.996
131.713,0.993
131.743,0.986
131.773,0.992
131.803,0.997
131.833,0.993
131.863,0.991
131.893,0.998
131.923,0.996
131.953,1.005
131.983,1.008
132.013,1.014
132.043,1.016
132.073,1.017
132.103,1.016
132.133,1.023
132.163,1.017
132.193,1.007
132.223,0.998
132.253,0.996
132.283,0.988
132.313,0.979
132.343,0.984
132.373,0.983
132.403,0.987
132.433,0.995
132.463,0.989
132.493,1.001
132.523,1.012
132.553,1.014
132.583,1.017
132.613,1.023
132.643,1.017
132.673,1.010
132.703,1.003
132.733,0.991
132.763,1.003
132.793,1.001
132.823,0.991
132.853,0.991
132.883,0.993
132.913,0.985
132.943,0.988
132.973,0.994
133.003,1.001
133.033,1.004
133.063,1.005
133.093,1.003
133.123,1.014
133.153,1.020
133.183,1.016
133.213,1.020
133.243,1.020
133.273,1.003
133.303,0.997
133.333,0.992
133.363,1.000
133.393,0.998
133.423,0.988
133.453,0.992
133.483,0.990
133.513,0.993
133.543,0.996
133.573,1.002
133.603,1.004
133.633,1.010
133.663,1.005
133.693,1.002
133.723,1.008
133.753,1.012
133.783,1.013
133.813,1.015
133.843,1.012
133.873,1.005
133.903,0.995
133.933,0.999
133.963,0.999
133.993,1.003
134.023,0.995
134.053,0.993
134.083,0.990
134.113,0.997
134.143,0.999
134.173,1.003
134.203,1.004
134.233,1.009
134.263,1.009
134.293,1.009
134.323,1.009
134.353,1.010
134.383,1.013
134.413,1.018
134.443,1.007
134.473,1.003
134.503,1.005
134.533,0.993
134.563,0.999
134.593,0.993
134.623,1.001
134.653,0.993
134.683,0.991
134.713,0.995
134.743,1.004
134.773,1.001
134.803,1.001
134.833,0.996
134.863,1.009
134.893,1.015
134.923,1.008
134.953,1.011
134.983,1.013
135.013,1.016
135.043,1.012
135.073,1.005
135.103,1.005
135.133,1.002
135.163,0.997
135.193,0.999
135.223,1.001
135.253,0.988
135.283,0.987
135.313,0.998
135.343,1.000
135.373,1.002
135.403,1.003
135.433,0.998
135.463,1.010
135.493,1.016
135.523,1.016
135.553,1.012
135.583,1.016
135.613,1.016
135.643,1.004
135.673,0.997
135.703,0.999
135.733,0.996
135.763,0.992
135.793,0.990
135.823,1.000
135.853,1.004
135.883,1.001
135.913,1.004
135.943,1.000
135.973,0.997
136.003,1.001
136.033,1.005
136.063,1.007
136.093,1.015
136.123,1.012
136.153,1.010
136.183,1.004
136.213,1.010
136.243,1.005
136.273,1.000
136.303,0.999
136.333,1.004
136.363,1.006
136.393,0.997
136.423,0.989
136.453,1.001
136.483,1.000
136.513,0.996
136.543,1.004
136.573,1.008
136.603,1.007
136.633,1.003
136.663,1.011
136.693,1.011
136.723,1.018
136.753,1.015
136.783,1.013
136.813,1.013
136.843,1.009
136.873,1.001
136.903,0.993
136.933,0.995
136.963,0.995
136.993,0.993
137.023,0.985
137.053,0.992
137.083,1.003
137.113,1.004
137.143,1.001
137.173,1.004
137.203,1.007
137.233,1.007
137.263,1.006
137.293,1.008
137.323,1.013
137.353,1.015
137.383,1.014
137.413,1.006
137.443,1.005
137.473,1.000
137.503,0.997
137.533,0.998
137.563,0.994
137.593,0.997
137.623,0.995
137.653,0.994
137.683,0.992
137.713,1.009
137.743,1.013
137.773,1.006
137.803,1.011
137.833,1.011
137.863,1.006
137.893,1.010
137.923,1.010
137.953,1.017
137.983,1.016
138.013,1.008
138.043,0.999
138.073,1.000
138.103,1.000
138.133,1.000
138.163,0.997
138.193,0.994
138.223,0.995
138.253,1.003
138.283,0.998
138.313,0.994
138.343,1.008
138.373,1.003
138.403,0.996
138.433,1.002
138.463,1.012
138.493,1.014
138.523,1.016
138.553,1.009
138.583,1.015
138.613,1.011
138.643,1.005
138.673,0.998
138.703,0.997
138.733,0.997
138.763,0.996
138.793,0.993
138.823,1.000
138.853,1.006
138.883,1.001
138.913,1.006
138.943,1.005
138.973,1.006
139.003,0.996
139.033,1.004
139.063,1.008
139.093,1.009
139.123,1.012
139.153,1.008
139.183,1.010
139.213,1.010
139.243,1.006
139.273,1.000
139.303,1.001
139.333,1.002
139.363,1.002
139.393,0.996
139.423,0.998
139.453,1.002
139.483,0.997
139.513,1.002
139.543,1.003
139.573,1.013
139.603,1.001
139.633,1.000
139.663,1.005
139.693,1.003
139.723,1.005
139.753,1.011
139.783,1.009
139.813,1.013
139.843,1.012
139.873,1.000
139.903,0.999
139.933,1.007
139.963,1.002
139.993,0.998
140.023,0.998
140.053,1.002
140.083,1.001
140.113,1.000
140.143,1.000
140.173,1.010
140.203,1.005
140.233,1.002
140.263,1.007
140.293,1.013
140.323,1.013
140.353,1.015
140.383,1.001
140.413,1.000
140.443,1.001
140.473,0.996
140.503,0.996
140.533,0.998
140.563,0.999
140.593,0.999
140.623,0.998
140.653,1.004
140.683,1.008
140.713,1.005
140.743,1.007
140.773,1.008
140.803,1.016
140.833,1.008
140.863,1.007
140.893,1.008
140.923,1.004
140.953,0.996
140.983,0.994
141.013,0.998
141.043,1.003
141.073,1.005
141.103,0.998
141.133,1.000
141.163,1.005
141.193,1.006
141.223,1.012
141.253,1.006
141.283,1.003
141.313,1.007
141.343,1.003
141.373,1.003
141.403,1.007
141.433,1.011
141.463,0.999
141.493,1.001
141.523,1.007
141.553,1.007
141.583,1.000
141.613,0.998
141.643,1.003
141.673,1.004
141.703,1.001
141.733,1.002
141.763,0.998
141.793,1.000
141.823,1.004
141.853,1.008
141.883,1.011
141.913,1.013
141.943,1.015
141.973,0.999
142.003,1.008
142.033,1.010
142.063,1.006
142.093,1.003
142.123,1.005
142.153,1.003
142.183,1.004
142.213,0.996
142.243,0.988
142.273,0.994
142.303,1.004
142.333,1.005
142.363,0.996
142.393,1.000
142.423,1.009
142.453,1.007
142.483,1.011
142.513,1.015
142.543,1.017
142.573,1.007
142.603,1.005
142.633,1.001
142.663,1.010
142.693,1.000
142.723,0.997
142.753,0.996
142.783,0.996
142.813,0.994
142.843,1.003
142.873,0.998
142.903,1.010
142.933,1.005
142.963,1.006
142.993,1.010
143.023,1.008
143.053,1.012
143.083,1.016
143.113,1.003
143.143,0.998
143.173,0.998
143.203,1.001
143.233,1.001
143.263,1.006
143.293,1.006
143.323,0.995
143.353,0.999
143.383,1.003
143.413,1.006
143.443,1.011
143.473,1.004
143.503,1.005
143.533,1.007
143.563,1.005
143.593,1.005
143.623,1.012
143.653,1.012
143.683,1.010
143.713,1.006
143.743,1.013
143.773,1.001
143.803,0.994
143.833,1.005
143.863,1.007
143.893,1.000
143.923,0.998
143.953,1.001
143.983,1.002
144.013,0.999
144.043,0.999
144.073,1.000
144.103,1.010
144.133,1.014
144.163,1.011
144.193,1.011
144.223,1.012
144.253,1.009
144.283,1.005
144.313,1.006
144.343,1.008
144.373,0.999
144.403,0.992
144.433,1.000
144.463,1.010
144.493,1.001
144.523,1.003
144.553,1.006
144.583,1.005
144.613,1.005
144.643,1.010
144.673,1.007
144.703,1.014
144.733,1.011
144.763,1.005
144.793,1.004
144.823,1.008
144.853,1.003
144.883,1.000
144.913,1.000
144.943,1.004
144.973,1.006
145.003,1.000
145.033,1.003
145.063,1.010
145.093,1.007
145.123,1.005
145.153,1.007
145.183,1.008
145.213,1.005
145.243,1.006
145.273,0.998
145.303,1.003
145.333,1.007
145.363,1.001
145.393,0.995
145.423,1.002
145.453,1.007
145.483,1.004
145.513,1.006
145.543,1.010
145.573,1.010
145.603,1.011
145.633,1.006
145.663,1.006
145.693,1.013
145.723,1.007
145.753,0.996
145.783,1.002
145.813,1.001
145.843,1.001
145.873,1.004
145.903,0.995
145.933,1.008
145.963,1.012
145.993,1.005
146.023,1.006
146.053,1.004
146.083,1.002
146.113,1.005
146.143,1.004
146.173,1.005
146.203,1.005
146.233,1.008
146.263,0.998
146.293,1.004
146.323,1.010
146.353,1.009
146.383,1.003
146.413,1.005
146.443,1.012
146.473,1.005
146.503,1.000
146.533,0.993
146.563,1.002
146.593,1.009
146.623,1.001
146.653,0.995
146.683,1.002
146.713,1.009
146.743,1.006
146.773,1.008
146.803,1.014
146.833,1.018
146.863,1.009
146.893,1.005
146.923,0.999
146.953,1.009
146.983,1.003
147.013,1.001
147.043,1.003
147.073,1.005
147.103,1.000
147.133,1.002
147.163,0.997
147.193,1.006
147.223,1.010
147.253,1.008
147.283,1.002
147.313,1.005
147.343,1.003
147.373,1.005
147.403,1.015
147.433,1.017
147.463,1.013
147.493,1.001
147.523,0.999
147.553,1.011
147.583,1.009
147.613,0.999
147.643,0.997
147.673,0.997
147.703,0.999
147.733,1.007
147.763,0.998
147.793,1.005
147.823,1.007
147.853,1.007
147.883,1.011
147.913,1.015
147.943,1.020
147.973,1.019
148.003,1.013
148.033,1.011
148.063,1.011
148.093,1.002
148.123,0.996
148.153,0.999
148.183,1.002
148.213,0.998
148.243,0.995
148.273,1.001
148.303,1.003
148.333,1.001
148.363,1.004
148.393,1.007
148.423,1.018
148.453,1.018
148.483,1.020
148.513,1.019
148.543,1.019
148.573,1.011
148.603,1.005
148.633,1.004
148.663,1.007
148.693,1.002
148.723,0.998
148.753,1.000
148.783,1.000
148.813,1.003
148.843,0.998
148.873,1.004
148.903,1.005
148.933,1.004
148.963,1.005
148.993,1.005
149.023,1.018
149.053,1.019
149.083,1.008
149.113,1.010
149.143,1.012
149.173,1.007
149.203,1.002
149.233,1.000
149.263,1.002
149.293,1.005
149.323,0.999
149.353,1.001
149.383,1.002
149.413,1.012
149.443,1.005
149.473,1.002
149.503,1.009
149.533,1.009
149.563,1.006
149.593,1.008
149.623,1.015
149.653,1.019
149.683,1.011
149.713,1.009
149.743,1.002
149.773,0.999
149.803,1.000
149.833,1.004
149.863,1.001
149.893,1.004
149.923,1.000
149.953,1.001
149.983,1.004
150.013,1.014
150.043,1.007
150.073,1.002
150.103,1.009
150.133,1.007
150.163,1.006
150.193,1.008
150.223,1.012
150.253,1.021
150.283,1.016
150.313,1.003
150.343,1.005
150.373,1.000
150.403,1.005
150.433,1.007
150.463,1.007
150.493,1.003
150.523,0.995
150.553,0.998
150.583,1.009
150.613,1.009
150.643,1.002
150.673,1.009
150.703,1.006
150.733,1.008
150.763,1.012
150.793,0.999
150.823,1.009
150.853,1.015
150.883,1.009
150.913,1.007
150.943,1.011
150.973,1.010
151.003,1.005
151.033,1.003
151.063,1.008
151.093,1.000
151.123,0.999
151.153,1.002
151.183,1.009
151.213,1.000
151.243,1.003
151.273,1.010
151.303,1.002
151.333,1.003
151.363,1.007
151.393,1.002
151.423,1.018
151.453,1.014
151.483,1.010
151.513,1.018
151.543,1.015
151.573,1.010
151.603,1.005
151.633,1.006
151.663,1.009
151.693,0.995
151.723,0.998
151.753,1.013
151.783,1.004
151.813,0.997
151.843,1.006
151.873,1.005
151.903,1.008
151.933,1.010
151.963,1.003
151.993,1.018
152.023,1.017
152.053,1.016
152.083,1.012
152.113,1.012
152.143,1.013
152.173,1.009
152.203,1.005
152.233,1.012
152.263,1.000
152.293,1.002
152.323,0.998
152.353,1.014
152.383,1.008
152.413,1.015
152.443,1.021
152.473,1.016
152.503,1.006
152.533,1.004
152.563,1.001
152.593,1.006
152.623,1.015
152.653,1.013
152.683,1.018
152.713,1.013
152.743,1.009
152.773,0.997
152.803,0.993
152.833,1.004
152.863,1.011
152.893,1.006
152.923,1.013
152.953,1.024
152.983,1.019
153.013,1.005
153.043,0.997
153.073,1.004
153.103,1.010
153.133,1.012
153.163,1.008
153.193,1.016
153.223,1.017
153.253,1.016
153.283,1.008
153.313,1.004
153.343,1.001
153.373,1.006
153.403,1.005
153.433,1.008
153.463,1.010
153.493,1.010
153.523,1.006
153.553,1.003
153.583,1.016
153.613,1.013
153.643,1.005
153.673,1.005
153.703,1.012
153.733,1.012
153.763,1.020
153.793,1.015
153.823,1.017
153.853,1.016
153.883,1.004
153.913,1.005
153.943,1.008
153.973,1.009
154.003,1.003
154.033,1.006
154.063,1.001
154.093,1.010
154.123,1.013
154.153,1.010
154.183,1.005
154.213,1.012
154.243,1.014
154.273,1.017
154.303,1.017
154.333,1.018
154.363,1.017
154.393,1.017
154.423,1.011
154.453,1.005
154.483,1.009
154.513,1.010
154.543,1.002
154.573,1.004
154.603,1.004
154.633,1.002
154.663,1.003
154.693,1.005
154.723,1.010
154.753,1.011
154.783,1.014
154.813,1.012
154.843,1.017
154.873,1.010
154.903,1.025
154.933,1.021
154.963,1.013
154.993,1.012
155.023,1.010
155.053,1.006
155.083,1.009
155.113,0.998
155.143,1.006
155.173,1.009
155.203,1.002
155.233,0.997
155.263,1.004
155.293,1.011
155.323,1.006
155.353,1.007
155.383,1.010
155.413,1.009
155.443,1.018
155.473,1.024
155.503,1.023
155.533,1.023
155.563,1.018
155.593,1.014
155.623,1.008
155.653,1.002
155.683,1.000
155.713,1.002
155.743,0.999
155.773,0.996
155.803,1.001
155.833,1.011
155.863,1.005
155.893,1.006
155.923,1.006
155.953,1.013
155.983,1.016
156.013,1.017
156.043,1.023
156.073,1.021
156.103,1.019
156.133,1.019
156.163,1.010
156.193,1.002
156.223,1.011
156.253,1.007
156.283,0.997
156.313,0.999
156.343,1.003
156.373,1.001
156.403,1.008
156.433,1.002
156.463,1.010
156.493,1.012
156.523,1.006
156.553,1.010
156.583,1.017
156.613,1.021
156.643,1.027
156.673,1.024
156.703,1.014
156.733,1.009
156.763,1.001
156.793,1.000
156.823,1.000
156.853,1.004
156.883,1.007
156.913,1.006
156.943,1.001
156.973,1.007
157.003,1.003
157.033,1.014
157.063,1.016
157.093,1.021
157.123,1.010
157.153,1.012
157.183,1.007
157.213,1.009
157.243,1.014
157.273,1.018
157.303,1.014
157.333,1.006
157.363,0.992
157.393,0.989
157.423,0.979
157.453,0.986
157.483,1.014
157.513,1.013
157.543,1.025
157.573,1.008
157.603,0.997
157.633,1.004
157.663,0.971
157.693,0.971
157.723,1.001
157.753,1.016
157.783,1.014
157.813,1.009
157.843,1.009
157.873,1.006
157.903,0.993
157.933,0.990
157.963,1.007
157.993,1.001
158.023,1.008
158.053,1.011
158.083,1.001
158.113,1.000
158.143,0.986
158.173,0.987
158.203,0.989
158.233,1.001
158.263,1.005
158.293,1.004
158.323,1.015
158.353,1.017
158.383,1.026
158.413,1.000
158.443,1.007
158.473,1.033
158.503,1.023
158.533,1.017
158.563,1.001
158.593,0.981
158.623,0.976
158.653,0.989
158.683,1.008
158.713,1.008
158.743,1.013
158.773,1.014
158.803,0.998
158.833,0.992
158.863,0.995
158.893,1.023
158.923,1.007
158.953,1.002
158.983,1.006
159.013,0.997
159.043,1.006
159.073,1.021
159.103,1.028
159.133,1.038
159.163,1.042
159.193,1.048
159.223,1.026
159.253,1.015
159.283,0.982
159.313,0.988
159.343,0.987
159.373,0.991
159.403,0.994
159.433,0.997
159.463,0.997
159.493,1.005
159.523,1.007
159.553,1.007
159.583,1.000
159.613,1.009
159.643,1.008
159.673,1.016
159.703,1.026
159.733,1.024
159.763,1.028
159.793,1.027
159.823,1.023
159.853,1.005
159.883,0.996
159.913,1.000
159.943,1.001
159.973,0.995
160.003,0.990
160.033,1.001
160.063,1.001
160.093,1.002
160.123,1.003
160.153,1.005
160.183,1.007
160.213,1.007
160.243,1.012
160.273,1.015
160.303,1.019
160.333,1.021
160.363,1.033
160.393,1.029
160.423,1.013
160.453,1.007
160.483,1.006
160.513,0.999
160.543,1.001
160.573,0.996
160.603,1.003
160.633,1.002
160.663,1.007
160.693,1.002
160.723,1.005
160.753,1.006
160.783,1.007
160.813,1.008
160.843,1.003
160.873,1.012
160.903,1.022
160.933,1.028
160.963,1.025
160.993,1.019
161.023,1.017
161.053,1.024
161.083,1.000
161.113,1.007
161.143,1.000
161.173,1.007
161.203,1.006
161.233,0.995
161.263,0.992
161.293,0.995
161.323,1.002
161.353,1.008
161.383,1.014
161.413,1.003
161.443,1.005
161.473,1.011
161.503,1.024
161.533,1.019
161.563,1.021
161.593,1.026
161.623,1.022
161.653,1.019
161.683,1.006
161.713,1.002
161.743,1.007
161.773,1.008
161.803,1.007
161.833,0.999
161.863,0.995
161.893,0.994
161.923,1.002
161.953,1.011
161.983,1.007
162.013,1.005
162.043,1.012
162.073,1.017
162.103,1.014
162.133,1.017
162.163,1.018
162.193,1.020
162.223,1.019
162.253,1.019
162.283,1.018
162.313,1.016
162.343,1.006
162.373,1.005
162.403,0.998
162.433,1.001
162.463,0.995
162.493,1.001
162.523,1.012
162.553,1.000
162.583,1.006
162.613,1.011
162.643,1.019
162.673,1.011
162.703,1.008
162.733,1.011
162.763,1.017
162.793,1.019
162.823,1.021
162.853,1.021
162.883,1.021
162.913,1.016
162.943,1.001
162.973,1.003
163.003,1.003
163.033,1.005
163.063,0.996
163.093,1.002
163.123,1.006
163.153,1.002
163.183,1.003
163.213,1.019
163.243,1.018
163.273,1.010
163.303,1.011
163.333,1.016
163.363,1.019
163.393,1.019
163.423,1.016
163.453,1.022
163.483,1.022
163.513,1.015
163.543,1.003
163.573,1.004
163.603,1.005
163.633,1.003
163.663,0.997
163.693,1.001
163.723,1.011
163.753,1.004
163.783,1.002
163.813,1.003
163.843,1.016
163.873,1.014
163.903,1.010
163.933,1.007
163.963,1.007
163.993,1.011
164.023,1.020
164.053,1.021
164.083,1.025
164.113,1.024
164.143,1.013
164.173,1.015
164.203,1.010
164.233,1.008
164.263,1.006
164.293,1.002
164.323,1.003
164.353,1.009
164.383,1.000
164.413,1.001
164.443,1.012
164.473,1.017
164.503,1.008
164.533,1.008
164.563,1.009
164.593,1.015
164.623,1.021
164.653,1.018
164.683,1.023
164.713,1.021
164.743,1.023
164.773,1.011
164.803,1.008
164.833,1.009
164.863,1.005
164.893,1.009
164.923,1.003
164.953,1.004
164.983,1.018
165.013,1.018
165.043,1.004
165.073,1.018
165.103,1.017
165.133,1.012
165.163,1.009
165.193,1.011
165.223,1.005
165.253,1.007
165.283,1.015
165.313,1.024
165.343,1.020
165.373,1.015
165.403,1.011
165.433,1.013
165.463,1.002
165.493,1.007
165.523,1.005
165.553,1.005
165.583,1.013
165.613,1.000
165.643,1.007
165.673,1.011
165.703,1.016
165.733,1.007
165.763,1.015
165.793,1.019
165.823,1.007
165.853,1.010
165.883,1.005
165.913,1.025
165.943,1.023
165.973,1.021
166.003,1.018
166.033,1.017
166.063,1.012
166.093,1.008
166.123,1.008
166.153,1.007
166.183,1.008
166.213,0.994
166.243,1.000
166.273,1.007
166.303,1.009
166.333,1.006
166.363,1.008
166.393,1.015
166.423,1.010
166.453,1.012
166.483,1.005
166.513,1.021
166.543,1.028
166.573,1.021
166.603,1.017
166.633,1.016
166.663,1.012
166.693,1.006
166.723,1.002
166.753,1.006
166.783,1.007
166.813,0.998
166.843,0.995
166.873,1.010
166.903,1.015
166.933,1.011
166.963,1.010
166.993,1.015
167.023,1.013
167.053,1.013
167.083,1.013
167.113,1.021
167.143,1.023
167.173,1.021
167.203,1.012
167.233,1.012
167.263,1.009
167.293,1.006
167.323,1.006
167.353,1.002
167.383,1.005
167.413,1.009
167.443,1.010
167.473,1.007
167.503,1.022
167.533,1.017
167.563,1.012
167.593,1.018
167.623,1.019
167.653,1.016
167.683,1.013
167.713,1.005
167.743,1.011
167.773,1.010
167.803,1.007
167.833,1.002
167.863,1.007
167.893,1.011
167.923,1.009
167.953,1.014
167.983,1.016
168.013,1.017
168.043,1.019
168.073,1.013
168.103,1.010
168.133,1.015
168.163,1.010
168.193,1.005
168.223,1.007
168.253,1.007
168.283,1.009
168.313,1.015
168.343,1.004
168.373,1.009
168.403,1.015
168.433,1.013
168.463,1.009
168.493,1.011
168.523,1.014
168.553,1.009
168.583,1.012
168.613,1.009
168.643,1.014
168.673,1.016
168.703,1.010
168.733,1.009
168.763,1.012
168.793,1.019
168.823,1.008
168.853,1.010
168.883,1.012
168.913,1.018
168.943,1.013
168.973,1.014
169.003,1.021
169.033,1.015
169.063,1.009
169.093,1.004
169.123,1.006
169.153,1.013
169.183,1.023
169.213,1.012
169.243,1.010
169.273,1.006
169.303,1.006
169.333,1.012
169.363,1.006
169.393,1.015
169.423,1.017
169.453,1.016
169.483,1.004
169.513,1.008
169.543,1.007
169.573,1.012
169.603,1.005
169.633,1.009
169.663,1.012
169.693,1.013
169.723,1.008
169.753,1.011
169.783,1.006
169.813,0.998
169.843,1.000
169.873,1.004
169.903,1.017
169.933,1.021
169.963,1.021
169.993,1.004
170.023,1.005
170.053,1.009
170.083,1.005
170.113,1.002
170.143,1.008
170.173,1.008
170.203,1.002
170.233,1.014
170.263,1.009
170.293,1.005
170.323,1.020
170.353,1.007
170.383,0.993
170.413,1.007
170.443,1.000
170.473,1.004
170.503,1.010
170.533,1.016
170.563,1.019
170.593,1.018
170.623,1.004
170.653,1.000
170.683,1.023
170.713,1.008
170.743,1.000
170.773,1.011
170.803,1.015
170.833,1.017
170.863,1.011
170.893,1.016
170.923,1.012
170.953,1.009
170.983,1.003
171.013,1.001
171.043,1.009
171.073,1.014
171.103,1.011
171.133,1.011
171.163,1.014
171.193,1.003
171.223,1.001
171.253,1.005
171.283,1.012
171.313,1.005
171.343,1.005
171.373,1.010
171.403,1.013
171.433,1.010
171.463,1.009
171.493,1.017
171.523,1.019
171.553,1.016
171.583,1.003
171.613,1.008
171.643,1.009
171.673,1.004
171.703,1.006
171.733,1.011
171.763,1.009
171.793,1.006
171.823,1.007
171.853,1.023
171.883,1.023
171.913,1.011
171.943,1.011
171.973,1.011
172.003,1.004
172.033,1.003
172.063,1.001
172.093,1.008
172.123,1.006
172.153,1.007
172.183,1.010
172.213,1.010
172.243,1.011
172.273,1.011
172.303,1.019
172.333,1.014
172.363,1.007
172.393,1.014
172.423,1.025
172.453,1.015
172.483,1.008
172.513,1.007
172.543,1.013
172.573,1.001
172.603,1.006
172.633,1.015
172.663,1.020
172.693,1.010
172.723,1.008
172.753,1.006
172.783,1.014
172.813,1.014
172.843,1.012
172.873,1.016
172.903,1.011
172.933,1.010
172.963,1.008
172.993,1.015
173.023,1.004
173.053,1.009
173.083,1.014
173.113,1.011
173.143,1.009
173.173,1.003
173.203,1.012
173.233,1.018
173.263,1.011
173.293,1.010
173.323,1.012
173.353,1.014
173.383,1.010
173.413,1.013
173.443,1.017
173.473,1.009
173.503,1.004
173.533,1.010
173.563,1.014
173.593,1.011
173.623,1.011
173.653,1.013
173.683,1.011
173.713,1.009
173.743,1.006
173.773,1.011
173.803,1.020
173.833,1.015
173.863,1.008
173.893,1.011
173.923,1.006
173.953,1.012
173.983,1.012
174.013,1.015
174.043,1.013
174.073,1.008
174.103,1.003
174.133,1.018
174.163,1.015
174.193,1.009
174.223,1.008
174.253,1.012
174.283,1.012
174.313,1.011
174.343,1.004
174.373,1.012
174.403,1.014
174.433,1.012
174.463,1.009
174.493,1.010
174.523,1.011
174.553,1.013
174.583,1.009
174.613,1.012
174.643,1.014
174.673,1.016
174.703,1.010
174.733,1.006
174.763,1.022
174.793,1.011
174.823,1.007
174.853,1.010
174.883,1.010
174.913,1.012
174.943,1.011
174.973,1.007
175.003,1.008
175.033,1.010
175.063,1.010
175.093,1.007
175.123,1.007
175.153,1.013
175.183,1.012
175.213,1.010
175.243,1.009
175.273,1.010
175.303,1.015
175.333,1.015
175.363,1.009
175.393,1.005
175.423,1.014
175.453,1.016
175.483,1.007
175.513,1.009
175.543,1.014
175.573,1.009
175.603,1.008
175.633,1.012
175.663,1.011
175.693,1.013
175.723,1.011
175.753,1.009
