df_hash,22ZHK4.K5E5X0
218.851,1.056
218.881,1.057
218.911,1.061
218.941,1.059
218.971,1.053
219.001,1.057
219.031,1.052
219.061,1.055
219.091,1.055
219.121,1.062
219.151,1.062
219.181,1.059
219.211,1.062
219.241,1.057
219.271,1.054
219.301,1.057
219.331,1.055
219.361,1.061
219.391,1.056
219.421,1.056
219.451,1.053
219.481,1.056
219.511,1.059
219.541,1.057
219.571,1.055
219.601,1.057
219.631,1.061
219.661,1.059
219.691,1.058
219.721,1.055
219.751,1.053
219.781,1.057
219.811,1.057
219.841,1.055
219.871,1.060
219.901,1.060
219.931,1.062
219.961,1.065
219.991,1.064
220.021,1.061
220.051,1.060
220.081,1.051
220.111,1.055
220.141,1.065
220.171,1.063
220.201,1.059
220.231,1.058
220.261,1.062
220.291,1.068
220.321,1.065
220.351,1.059
220.381,1.074
220.411,1.087
220.441,1.047
220.471,1.054
220.501,1.078
220.531,1.102
220.561,1.082
220.591,1.080
220.621,1.102
220.651,1.149
220.681,1.165
220.711,1.133
220.741,1.103
220.771,1.042
220.801,1.012
220.831,0.915
220.861,1.005
220.891,0.968
220.921,1.048
220.951,1.165
220.981,1.123
221.011,1.092
221.041,1.061
221.071,1.014
221.101,1.046
221.131,1.068
221.161,1.083
221.191,1.056
221.221,0.988
221.251,1.005
221.281,1.038
221.311,1.034
221.341,1.064
221.371,1.092
221.401,1.052
221.431,1.054
221.461,1.075
221.491,1.034
221.521,1.000
221.551,1.066
221.581,1.102
221.611,1.136
221.641,1.122
221.671,1.052
221.701,0.949
221.731,0.941
221.761,0.985
221.791,0.967
221.821,1.022
221.851,1.073
221.881,1.077
221.911,1.035
221.941,1.047
221.971,1.060
222.001,1.061
222.031,1.016
222.061,1.039
222.091,1.034
222.121,1.021
222.151,1.066
222.181,1.045
222.211,1.046
222.241,1.040
222.271,1.067
222.301,1.055
222.331,1.039
222.361,1.055
222.391,1.062
222.421,1.055
222.451,1.067
222.481,1.071
222.511,1.062
222.541,1.062
222.571,1.054
222.601,1.065
222.631,1.052
222.661,1.062
222.691,1.071
222.721,1.035
222.751,1.037
222.781,1.045
222.811,1.072
222.841,1.100
222.871,1.023
222.901,1.006
222.931,1.029
222.961,1.049
222.991,1.067
223.021,1.085
223.051,1.076
223.081,1.065
223.111,1.069
223.141,1.058
223.171,1.052
223.201,1.057
223.231,1.061
223.261,1.061
223.291,1.061
223.321,1.073
223.351,1.066
223.381,1.068
223.411,1.071
223.441,1.083
223.471,1.081
223.501,1.083
223.531,1.091
223.561,1.086
223.591,1.062
223.621,1.070
223.651,1.069
223.681,1.048
223.711,1.054
223.741,1.055
223.771,1.040
223.801,1.059
223.831,1.041
223.861,1.049
223.891,1.064
223.921,1.059
223.951,1.063
223.981,1.063
224.011,1.071
224.041,1.076
224.071,1.052
224.101,1.062
224.131,1.069
224.161,1.067
224.191,1.065
224.221,1.061
224.251,1.063
224.281,1.075
224.311,1.064
224.341,1.067
224.371,1.064
224.401,1.067
224.431,1.060
224.461,1.063
224.491,1.059
224.521,1.062
224.551,1.066
224.581,1.059
224.611,1.057
224.641,1.066
224.671,1.062
224.701,1.063
224.731,1.073
224.761,1.072
224.791,1.061
224.821,1.062
224.851,1.065
224.881,1.068
224.911,1.062
224.941,1.059
224.971,1.058
225.001,1.059
225.031,1.054
225.061,1.068
225.091,1.067
225.121,1.060
225.151,1.068
225.181,1.062
225.211,1.045
225.241,1.067
225.271,1.062
225.301,1.044
225.331,1.048
225.361,1.068
225.391,1.070
225.421,1.069
225.451,1.059
225.481,1.061
225.511,1.068
225.541,1.065
225.571,1.060
225.601,1.066
225.631,1.059
225.661,1.055
225.691,1.055
225.721,1.058
225.751,1.054
225.781,1.057
225.811,1.059
225.841,1.059
225.871,1.063
225.901,1.064
225.931,1.062
225.961,1.057
225.991,1.059
226.021,1.066
226.051,1.069
226.081,1.062
226.111,1.064
226.141,1.067
226.171,1.070
226.201,1.072
226.231,1.075
226.261,1.070
226.291,1.070
226.321,1.070
226.351,1.063
226.381,1.065
226.411,1.044
226.441,1.047
226.471,1.062
226.501,1.078
226.531,1.089
226.561,1.062
226.591,1.066
226.621,1.059
226.651,1.045
226.681,1.038
226.711,1.045
226.741,1.053
226.771,1.049
226.801,1.057
226.831,1.060
226.861,1.069
226.891,1.065
226.921,1.064
226.951,1.063
226.981,1.068
227.011,1.068
227.041,1.062
227.071,1.061
227.101,1.055
227.131,1.058
227.161,1.062
227.191,1.064
227.221,1.063
227.251,1.065
227.281,1.072
227.311,1.070
227.341,1.066
227.371,1.075
227.401,1.070
227.431,1.064
227.461,1.062
227.491,1.063
227.521,1.061
227.551,1.068
227.581,1.062
227.611,1.066
227.641,1.062
227.671,1.066
227.701,1.065
227.731,1.068
227.761,1.065
227.791,1.062
227.821,1.067
227.851,1.066
227.881,1.063
227.911,1.065
227.941,1.063
227.971,1.072
228.001,1.063
228.031,1.065
228.061,1.063
228.091,1.066
228.121,1.065
228.151,1.068
228.181,1.065
228.211,1.064
228.241,1.070
228.271,1.073
228.301,1.067
228.331,1.060
228.361,1.070
228.391,1.066
228.421,1.065
228.451,1.062
228.481,1.067
228.511,1.066
228.541,1.063
228.571,1.069
228.601,1.069
228.631,1.064
228.661,1.068
228.691,1.067
228.721,1.060
228.751,1.064
228.781,1.065
228.811,1.068
228.841,1.062
228.871,1.064
228.901,1.063
228.931,1.071
228.961,1.071
228.991,1.066
229.021,1.060
229.051,1.066
229.081,1.063
229.111,1.068
229.141,1.066
229.171,1.063
229.201,1.065
229.231,1.065
229.261,1.063
229.291,1.066
229.321,1.064
229.351,1.071
229.381,1.066
229.411,1.063
229.441,1.067
229.471,1.069
229.501,1.067
229.531,1.069
229.561,1.065
229.591,1.061
229.621,1.066
229.651,1.065
229.681,1.067
229.711,1.062
229.741,1.067
229.771,1.064
229.801,1.068
229.831,1.068
229.861,1.066
229.891,1.064
229.921,1.066
229.951,1.068
229.981,1.069
230.011,1.062
230.041,1.067
230.071,1.069
230.101,1.064
230.131,1.061
230.161,1.065
230.191,1.062
230.221,1.065
230.251,1.067
230.281,1.068
230.311,1.064
230.341,1.066
230.371,1.069
230.401,1.064
230.431,1.061
230.461,1.071
230.491,1.068
230.521,1.065
230.551,1.063
230.581,1.064
230.611,1.064
230.641,1.068
230.671,1.063
230.701,1.062
230.731,1.067
230.761,1.069
230.791,1.061
230.821,1.063
230.851,1.064
230.881,1.065
230.911,1.067
230.941,1.064
230.971,1.065
231.001,1.065
231.031,1.068
231.061,1.067
231.091,1.065
231.121,1.062
231.151,1.059
231.181,1.068
231.211,1.072
231.241,1.075
231.271,1.076
231.301,1.063
231.331,1.067
231.361,1.070
231.391,1.063
231.421,1.064
231.451,1.067
231.481,1.072
231.511,1.062
231.541,1.065
231.571,1.074
231.601,1.072
231.631,1.062
231.661,1.067
231.691,1.072
231.721,1.064
231.751,1.061
231.781,1.061
231.811,1.063
231.841,1.068
231.871,1.068
231.901,1.065
231.931,1.062
231.961,1.065
231.991,1.061
232.021,1.064
232.051,1.066
232.081,1.066
232.111,1.070
232.141,1.067
232.171,1.062
232.201,1.065
232.231,1.071
232.261,1.064
232.291,1.063
232.321,1.071
232.351,1.068
232.381,1.062
232.411,1.063
232.441,1.068
232.471,1.069
232.501,1.062
232.531,1.064
232.561,1.068
232.591,1.071
232.621,1.069
232.651,1.066
232.681,1.062
232.711,1.070
232.741,1.068
232.771,1.070
232.801,1.060
232.831,1.066
232.861,1.074
232.891,1.063
232.921,1.062
232.951,1.067
232.981,1.070
233.011,1.065
233.041,1.062
233.071,1.065
233.101,1.068
233.131,1.066
233.161,1.065
233.191,1.071
233.221,1.066
233.251,1.061
233.281,1.068
233.311,1.067
233.341,1.071
233.371,1.071
233.401,1.062
233.431,1.061
233.461,1.064
233.491,1.064
233.521,1.068
233.551,1.068
233.581,1.068
233.611,1.069
233.641,1.062
233.671,1.063
233.701,1.063
233.731,1.074
233.761,1.067
233.791,1.072
233.821,1.074
233.851,1.066
233.881,1.075
233.911,1.070
233.941,1.071
233.971,1.068
234.001,1.070
234.031,1.075
234.061,1.074
234.091,1.072
234.121,1.063
234.151,1.069
234.181,1.097
234.211,1.114
234.241,1.130
234.271,1.105
234.301,1.091
234.331,1.069
234.361,1.069
234.391,1.074
234.421,1.083
234.451,1.065
234.481,1.068
234.511,1.052
234.541,1.031
234.571,1.039
234.601,1.052
234.631,1.037
234.661,1.040
234.691,1.047
234.721,1.037
234.751,1.056
234.781,1.056
234.811,1.041
234.841,1.042
234.871,1.033
234.901,1.037
234.931,1.039
234.961,1.056
234.991,1.045
235.021,1.041
235.051,1.058
235.081,1.053
235.111,1.047
235.141,1.056
235.171,1.056
235.201,1.059
235.231,1.049
235.261,1.062
235.291,1.069
235.321,1.052
235.351,1.062
235.381,1.062
235.411,1.049
235.441,1.048
235.471,1.049
235.501,1.067
235.531,1.056
235.561,1.041
235.591,1.042
235.621,1.038
235.651,1.044
235.681,1.052
235.711,1.065
235.741,1.058
235.771,1.060
235.801,1.062
235.831,1.060
235.861,1.054
235.891,1.058
235.921,1.058
235.951,1.062
235.981,1.069
236.011,1.073
236.041,1.077
236.071,1.078
236.101,1.077
236.131,1.069
236.161,1.062
236.191,1.061
236.221,1.064
236.251,1.062
236.281,1.063
236.311,1.061
236.341,1.068
236.371,1.077
236.401,1.066
236.431,1.056
236.461,1.058
236.491,1.057
236.521,1.071
236.551,1.072
236.581,1.076
236.611,1.074
236.641,1.076
236.671,1.068
236.701,1.061
236.731,1.062
236.761,1.072
236.791,1.079
236.821,1.087
236.851,1.077
236.881,1.082
236.911,1.087
236.941,1.079
236.971,1.086
237.001,1.088
237.031,1.072
237.061,1.062
237.091,1.069
237.121,1.051
237.151,1.045
237.181,1.020
237.211,1.057
237.241,1.037
237.271,1.030
237.301,1.021
237.331,1.024
237.361,1.048
237.391,1.083
237.421,1.073
237.451,1.061
237.481,1.089
237.511,1.074
237.541,1.069
237.571,1.062
237.601,1.072
237.631,1.062
237.661,1.084
237.691,1.062
237.721,1.056
237.751,1.056
237.781,1.062
237.811,1.068
237.841,1.077
237.871,1.082
237.901,1.077
237.931,1.068
237.961,1.063
237.991,1.078
238.021,1.078
238.051,1.075
238.081,1.078
238.111,1.074
238.141,1.074
238.171,1.076
238.201,1.084
238.231,1.078
238.261,1.070
238.291,1.074
238.321,1.075
238.351,1.076
238.381,1.081
238.411,1.082
238.441,1.077
238.471,1.073
238.501,1.083
238.531,1.080
238.561,1.072
238.591,1.077
238.621,1.076
238.651,1.075
238.681,1.067
238.711,1.071
238.741,1.067
238.771,1.071
238.801,1.067
238.831,1.074
238.861,1.079
238.891,1.074
238.921,1.064
238.951,1.066
238.981,1.075
239.011,1.074
239.041,1.069
239.071,1.076
239.101,1.075
239.131,1.077
239.161,1.075
239.191,1.083
239.221,1.087
239.251,1.072
239.281,1.069
239.311,1.072
239.341,1.070
239.371,1.074
239.401,1.075
239.431,1.070
239.461,1.075
239.491,1.078
239.521,1.076
239.551,1.075
239.581,1.074
239.611,1.075
239.641,1.075
239.671,1.074
239.701,1.073
239.731,1.072
239.761,1.072
239.791,1.072
239.821,1.076
239.851,1.074
239.881,1.075
239.911,1.069
239.941,1.075
239.971,1.075
240.001,1.073
240.031,1.078
240.061,1.070
240.091,1.088
240.121,1.062
240.151,1.077
240.181,1.087
240.211,1.095
240.241,1.076
240.271,1.084
240.301,1.098
240.331,1.097
240.361,1.100
240.391,1.096
240.421,1.108
240.451,1.111
240.481,1.120
240.511,1.134
240.541,1.104
240.571,1.082
240.601,1.074
240.631,1.091
240.661,1.084
240.691,1.086
240.721,1.042
240.751,1.064
240.781,1.021
240.811,1.058
240.841,0.978
240.871,1.049
240.901,1.103
240.931,1.068
240.961,1.097
240.991,1.120
241.021,1.029
241.051,1.095
241.081,0.978
241.111,1.046
241.141,1.090
241.171,1.072
241.201,1.090
241.231,1.057
241.261,1.035
241.291,1.055
241.321,1.054
241.351,1.077
241.381,1.104
241.411,1.089
241.441,1.076
241.471,1.058
241.501,1.058
241.531,1.062
241.561,1.065
241.591,1.024
241.621,1.069
241.651,1.073
241.681,1.070
241.711,1.069
241.741,1.062
241.771,1.050
241.801,1.056
241.831,1.062
241.861,1.083
241.891,1.062
241.921,1.062
241.951,1.064
241.981,1.047
242.011,1.056
242.041,1.074
242.071,1.062
242.101,1.031
242.131,1.061
242.161,1.069
242.191,1.032
242.221,1.089
242.251,1.091
242.281,1.065
242.311,1.093
242.341,1.107
242.371,1.094
242.401,1.116
242.431,1.094
242.461,1.128
242.491,1.111
242.521,1.111
242.551,1.132
242.581,1.112
242.611,1.085
242.641,1.077
242.671,1.046
242.701,1.033
242.731,1.045
242.761,1.048
242.791,1.076
242.821,1.072
242.851,1.079
242.881,1.089
242.911,1.086
242.941,1.087
242.971,1.083
243.001,1.083
243.031,1.081
243.061,1.075
243.091,1.082
243.121,1.085
243.151,1.083
243.181,1.094
243.211,1.085
243.241,1.084
243.271,1.089
243.301,1.091
243.331,1.088
243.361,1.084
243.391,1.087
243.421,1.076
243.451,1.083
243.481,1.080
243.511,1.083
243.541,1.080
243.571,1.078
243.601,1.083
243.631,1.068
243.661,1.071
243.691,1.082
243.721,1.077
243.751,1.066
243.781,1.064
243.811,1.072
243.841,1.093
243.871,1.095
243.901,1.097
243.931,1.107
243.961,1.104
243.991,1.107
244.021,1.091
244.051,1.101
244.081,1.099
244.111,1.072
244.141,1.069
244.171,1.070
244.201,1.072
244.231,1.079
244.261,1.081
244.291,1.076
244.321,1.081
244.351,1.082
244.381,1.081
244.411,1.072
244.441,1.081
244.471,1.085
244.501,1.082
244.531,1.095
244.561,1.086
244.591,1.091
244.621,1.076
244.651,1.075
244.681,1.067
244.711,1.059
244.741,1.052
244.771,1.064
244.801,1.078
244.831,1.087
244.861,1.091
244.891,1.082
244.921,1.070
244.951,1.070
244.981,1.067
245.011,1.076
245.041,1.091
245.071,1.080
245.101,1.075
245.131,1.088
245.161,1.086
245.191,1.086
245.221,1.083
245.251,1.088
245.281,1.077
245.311,1.078
245.341,1.082
245.371,1.079
245.401,1.081
245.431,1.075
245.461,1.078
245.491,1.080
245.521,1.086
245.551,1.078
245.581,1.076
245.611,1.080
245.641,1.074
245.671,1.077
245.701,1.066
245.731,1.079
245.761,1.078
245.791,1.080
245.821,1.086
245.851,1.074
245.881,1.080
245.911,1.083
245.941,1.076
245.971,1.074
246.001,1.076
246.031,1.077
246.061,1.077
246.091,1.075
246.121,1.074
246.151,1.078
246.181,1.070
246.211,1.080
246.241,1.079
246.271,1.079
246.301,1.084
246.331,1.078
246.361,1.072
246.391,1.084
246.421,1.075
246.451,1.082
246.481,1.079
246.511,1.081
246.541,1.078
246.571,1.077
246.601,1.070
246.631,1.078
246.661,1.082
246.691,1.078
246.721,1.079
246.751,1.076
246.781,1.082
246.811,1.083
246.841,1.075
246.871,1.073
246.901,1.076
246.931,1.070
246.961,1.083
246.991,1.087
247.021,1.084
247.051,1.078
247.081,1.076
247.111,1.076
247.141,1.074
247.171,1.076
247.201,1.076
247.231,1.077
247.261,1.084
247.291,1.085
247.321,1.083
247.351,1.083
247.381,1.078
247.411,1.077
247.441,1.079
247.471,1.076
247.501,1.077
247.531,1.079
247.561,1.080
247.591,1.093
247.621,1.109
247.651,1.127
247.681,1.130
247.711,1.139
247.741,1.134
247.771,1.115
247.801,1.111
247.831,1.105
247.861,1.074
247.891,1.071
247.921,1.085
247.951,1.071
247.981,1.088
248.011,1.093
248.041,1.072
248.071,1.061
248.101,1.004
248.131,1.043
248.161,1.069
248.191,1.075
248.221,1.063
248.251,1.067
248.281,1.057
248.311,1.047
248.341,1.032
248.371,1.022
248.401,1.048
248.431,1.024
248.461,1.013
248.491,1.033
248.521,1.034
248.551,1.013
248.581,1.019
248.611,1.051
248.641,1.042
248.671,1.019
248.701,1.026
248.731,1.053
248.761,1.033
248.791,1.021
248.821,1.032
248.851,1.042
248.881,1.032
248.911,1.029
248.941,1.048
248.971,1.060
249.001,1.057
249.031,1.072
249.061,1.075
249.091,1.070
249.121,1.058
249.151,1.051
249.181,1.061
249.211,1.073
249.241,1.064
249.271,1.029
249.301,1.053
249.331,1.066
249.361,1.045
249.391,1.054
249.421,1.062
249.451,1.062
249.481,1.038
249.511,1.043
249.541,1.037
249.571,1.049
249.601,1.064
249.631,1.055
249.661,1.037
249.691,1.036
249.721,1.053
249.751,1.048
249.781,1.042
249.811,1.058
249.841,1.072
249.871,1.045
249.901,1.060
249.931,1.074
249.961,1.062
249.991,1.075
250.021,1.054
250.051,1.032
250.081,1.088
250.111,1.078
250.141,1.068
250.171,1.062
250.201,1.050
250.231,1.042
250.261,1.045
250.291,1.046
250.321,1.029
250.351,1.024
250.381,1.024
250.411,1.046
250.441,1.060
250.471,1.052
250.501,1.059
250.531,1.072
250.561,1.059
250.591,1.064
250.621,1.086
250.651,1.067
250.681,1.082
250.711,1.075
250.741,1.076
250.771,1.062
250.801,1.077
250.831,1.062
250.861,1.062
250.891,1.051
250.921,1.067
250.951,1.046
250.981,1.043
251.011,1.056
251.041,1.044
251.071,1.043
251.101,1.062
251.131,1.063
251.161,1.056
251.191,1.062
251.221,1.063
251.251,1.067
251.281,1.062
251.311,1.069
251.341,1.075
251.371,1.086
251.401,1.099
251.431,1.094
251.461,1.075
251.491,1.075
251.521,1.066
251.551,1.058
251.581,1.047
251.611,1.054
251.641,1.048
251.671,1.055
251.701,1.050
251.731,1.044
251.761,1.059
251.791,1.063
251.821,1.068
251.851,1.076
251.881,1.073
251.911,1.062
251.941,1.064
251.971,1.057
252.001,1.053
252.031,1.064
252.061,1.053
252.091,1.046
252.121,1.049
252.151,1.048
252.181,1.059
252.211,1.062
252.241,1.052
252.271,1.055
252.301,1.062
252.331,1.061
252.361,1.058
252.391,1.065
252.421,1.079
252.451,1.074
252.481,1.071
252.511,1.063
252.541,1.072
252.571,1.065
252.601,1.063
252.631,1.054
252.661,1.061
252.691,1.068
252.721,1.065
252.751,1.058
252.781,1.066
252.811,1.065
252.841,1.056
252.871,1.054
252.901,1.067
252.931,1.065
252.961,1.062
252.991,1.059
253.021,1.054
253.051,1.059
253.081,1.054
253.111,1.049
253.141,1.071
253.171,1.073
253.201,1.056
253.231,1.056
253.261,1.059
253.291,1.062
253.321,1.061
253.351,1.061
253.381,1.063
253.411,1.063
253.441,1.068
253.471,1.064
253.501,1.060
253.531,1.059
253.561,1.070
253.591,1.067
253.621,1.050
253.651,1.053
253.681,1.064
253.711,1.062
253.741,1.061
253.771,1.057
253.801,1.059
253.831,1.061
253.861,1.065
253.891,1.067
253.921,1.063
253.951,1.062
253.981,1.063
254.011,1.060
254.041,1.056
254.071,1.057
254.101,1.062
254.131,1.073
254.161,1.067
254.191,1.057
254.221,1.070
254.251,1.065
254.281,1.065
254.311,1.057
254.341,1.054
254.371,1.059
254.401,1.062
254.431,1.064
254.461,1.062
254.491,1.062
254.521,1.067
254.551,1.061
254.581,1.051
254.611,1.062
254.641,1.072
254.671,1.063
254.701,1.053
254.731,1.060
254.761,1.059
254.791,1.056
254.821,1.062
254.851,1.070
254.881,1.067
254.911,1.062
254.941,1.061
254.971,1.060
255.001,1.056
255.031,1.056
255.061,1.061
255.091,1.065
255.121,1.063
255.151,1.061
255.181,1.071
255.211,1.077
255.241,1.065
255.271,1.062
255.301,1.058
255.331,1.062
255.361,1.062
255.391,1.058
255.421,1.055
255.451,1.062
255.481,1.061
255.511,1.061
255.541,1.056
255.571,1.059
255.601,1.063
255.631,1.062
255.661,1.064
255.691,1.069
255.721,1.071
255.751,1.066
255.781,1.057
255.811,1.054
255.841,1.064
255.871,1.064
255.901,1.055
255.931,1.063
255.961,1.064
255.991,1.065
256.021,1.066
256.051,1.064
256.081,1.065
256.111,1.059
256.141,1.061
256.171,1.057
256.201,1.056
256.231,1.065
256.261,1.060
256.291,1.067
256.321,1.079
256.351,1.073
256.381,1.062
256.411,1.064
256.441,1.061
256.471,1.056
256.501,1.055
256.531,1.056
256.561,1.057
256.591,1.065
256.621,1.062
256.651,1.051
256.681,1.049
256.711,1.070
256.741,1.078
256.771,1.058
256.801,1.039
256.831,1.042
256.861,1.050
256.891,1.063
256.921,1.069
256.951,1.064
256.981,1.056
257.011,1.064
257.041,1.066
257.071,1.064
257.101,1.056
257.131,1.072
257.161,1.068
257.191,1.061
257.221,1.062
257.251,1.067
257.281,1.061
257.311,1.069
257.341,1.078
257.371,1.064
257.401,1.063
257.431,1.095
257.461,1.115
257.491,1.114
257.521,1.105
257.551,1.087
257.581,1.079
257.611,1.069
257.641,1.076
257.671,1.042
257.701,1.018
257.731,1.034
257.761,1.068
257.791,1.068
257.821,1.058
257.851,1.038
257.881,1.032
257.911,1.064
257.941,1.092
257.971,1.079
258.001,1.130
258.031,1.134
258.061,1.101
258.091,1.091
258.121,1.068
258.151,1.086
258.181,1.038
258.211,0.953
258.241,0.981
258.271,0.991
258.301,1.049
258.331,1.058
258.361,1.099
258.391,1.031
258.421,1.023
258.451,1.068
258.481,1.038
258.511,1.039
258.541,1.102
258.571,1.118
258.601,1.086
258.631,1.097
258.661,1.082
258.691,1.055
258.721,1.039
258.751,1.051
258.781,1.060
258.811,1.050
258.841,1.046
258.871,1.063
258.901,1.080
258.931,1.080
258.961,1.081
258.991,1.073
259.021,1.073
259.051,1.068
259.081,1.064
259.111,1.057
259.141,1.064
259.171,1.062
259.201,1.066
259.231,1.072
259.261,1.081
259.291,1.071
259.321,1.072
259.351,1.072
259.381,1.062
259.411,1.068
259.441,1.071
259.471,1.062
259.501,1.073
259.531,1.072
259.561,1.065
259.591,1.067
259.621,1.064
259.651,1.064
259.681,1.062
259.711,1.076
259.741,1.061
259.771,1.062
259.801,1.067
259.831,1.071
259.861,1.073
259.891,1.070
259.921,1.066
259.951,1.068
259.981,1.061
260.011,1.065
260.041,1.073
260.071,1.079
260.101,1.072
260.131,1.069
260.161,1.071
260.191,1.073
260.221,1.067
260.251,1.068
260.281,1.069
260.311,1.066
260.341,1.071
260.371,1.067
260.401,1.070
260.431,1.066
260.461,1.065
260.491,1.060
260.521,1.070
260.551,1.078
260.581,1.062
260.611,1.062
260.641,1.077
260.671,1.062
260.701,1.069
260.731,1.065
260.761,1.062
260.791,1.078
260.821,1.077
260.851,1.070
260.881,1.077
260.911,1.098
260.941,1.078
260.971,1.074
261.001,1.080
261.031,1.075
261.061,1.075
261.091,1.076
261.121,1.063
261.151,1.044
261.181,1.055
261.211,1.062
261.241,1.075
261.271,1.080
261.301,1.068
261.331,1.058
261.361,1.071
261.391,1.059
261.421,1.062
261.451,1.065
261.481,1.084
261.511,1.075
261.541,1.092
261.571,1.093
261.601,1.088
261.631,1.092
261.661,1.100
261.691,1.102
261.721,1.088
261.751,1.091
261.781,1.096
261.811,1.078
261.841,1.081
261.871,1.055
261.901,1.001
261.931,1.011
261.961,1.029
261.991,1.014
262.021,1.029
262.051,1.042
262.081,1.012
262.111,1.060
262.141,1.062
262.171,1.040
262.201,1.064
262.231,1.049
262.261,1.023
262.291,1.044
262.321,1.058
262.351,1.055
262.381,1.052
262.411,1.060
262.441,1.081
262.471,1.068
262.501,1.068
262.531,1.087
262.561,1.082
262.591,1.074
262.621,1.089
262.651,1.070
262.681,1.059
262.711,1.054
262.741,1.052
262.771,1.058
262.801,1.067
262.831,1.081
262.861,1.074
262.891,1.064
262.921,1.065
262.951,1.080
262.981,1.074
263.011,1.066
263.041,1.072
263.071,1.073
263.101,1.070
263.131,1.070
263.161,1.071
263.191,1.076
263.221,1.092
263.251,1.088
263.281,1.080
263.311,1.073
263.341,1.073
263.371,1.064
263.401,1.056
263.431,1.054
263.461,1.057
263.491,1.039
263.521,1.051
263.551,1.053
263.581,1.049
263.611,1.065
263.641,1.065
263.671,1.072
263.701,1.097
263.731,1.102
263.761,1.089
263.791,1.091
263.821,1.080
263.851,1.089
263.881,1.079
263.911,1.076
263.941,1.079
263.971,1.070
264.001,1.070
264.031,1.078
264.061,1.074
264.091,1.077
264.121,1.083
264.151,1.070
264.181,1.077
264.211,1.080
264.241,1.078
264.271,1.070
264.301,1.074
264.331,1.080
264.361,1.081
264.391,1.075
264.421,1.069
264.451,1.069
264.481,1.084
264.511,1.076
264.541,1.071
264.571,1.083
264.601,1.069
264.631,1.067
264.661,1.070
264.691,1.077
264.721,1.076
264.751,1.070
264.781,1.079
264.811,1.077
264.841,1.072
264.871,1.076
264.901,1.073
264.931,1.080
264.961,1.075
264.991,1.073
265.021,1.069
265.051,1.079
265.081,1.078
265.111,1.070
265.141,1.075
265.171,1.075
265.201,1.077
265.231,1.069
265.261,1.073
265.291,1.079
265.321,1.084
265.351,1.075
265.381,1.075
265.411,1.071
265.441,1.084
265.471,1.079
265.501,1.066
265.531,1.073
265.561,1.070
265.591,1.066
265.621,1.086
265.651,1.084
265.681,1.064
265.711,1.065
265.741,1.065
265.771,1.072
265.801,1.094
265.831,1.096
265.861,1.100
265.891,1.104
265.921,1.083
265.951,1.077
265.981,1.079
266.011,1.076
266.041,1.107
266.071,1.074
266.101,1.058
266.131,1.061
266.161,1.083
266.191,1.066
266.221,1.033
266.251,1.040
266.281,1.058
266.311,1.066
266.341,1.060
266.371,1.047
266.401,1.055
266.431,1.059
266.461,1.070
266.491,1.062
266.521,1.066
266.551,1.065
266.581,1.078
266.611,1.055
266.641,1.062
266.671,1.075
266.701,1.068
266.731,1.086
266.761,1.089
266.791,1.081
266.821,1.070
266.851,1.074
266.881,1.071
266.911,1.070
266.941,1.074
266.971,1.081
267.001,1.073
267.031,1.070
267.061,1.072
267.091,1.082
267.121,1.077
267.151,1.071
267.181,1.082
267.211,1.078
267.241,1.080
267.271,1.070
267.301,1.068
267.331,1.072
267.361,1.070
267.391,1.066
267.421,1.073
267.451,1.070
267.481,1.073
267.511,1.066
267.541,1.078
267.571,1.075
267.601,1.072
267.631,1.071
267.661,1.065
267.691,1.073
267.721,1.068
267.751,1.075
267.781,1.076
267.811,1.079
267.841,1.070
267.871,1.081
267.901,1.076
267.931,1.067
267.961,1.067
267.991,1.072
268.021,1.074
268.051,1.072
268.081,1.071
268.111,1.071
268.141,1.073
268.171,1.070
268.201,1.076
268.231,1.073
268.261,1.069
268.291,1.071
268.321,1.070
268.351,1.074
268.381,1.073
268.411,1.071
268.441,1.076
268.471,1.075
268.501,1.071
268.531,1.076
268.561,1.073
268.591,1.076
268.621,1.078
268.651,1.074
268.681,1.076
268.711,1.072
268.741,1.067
268.771,1.071
268.801,1.081
268.831,1.073
268.861,1.070
268.891,1.073
268.921,1.075
268.951,1.070
268.981,1.080
269.011,1.079
269.041,1.075
269.071,1.078
269.101,1.072
269.131,1.067
269.161,1.073
269.191,1.070
269.221,1.079
269.251,1.074
269.281,1.072
269.311,1.072
269.341,1.071
269.371,1.072
269.401,1.069
269.431,1.075
269.461,1.076
269.491,1.077
269.521,1.073
269.551,1.075
269.581,1.076
269.611,1.074
269.641,1.073
269.671,1.072
269.701,1.070
269.731,1.074
269.761,1.075
269.791,1.074
269.821,1.073
269.851,1.076
269.881,1.076
269.911,1.074
269.941,1.076
269.971,1.073
270.001,1.073
270.031,1.076
270.061,1.073
270.091,1.074
270.121,1.072
270.151,1.076
270.181,1.082
270.211,1.075
270.241,1.078
270.271,1.073
270.301,1.071
270.331,1.078
270.361,1.077
270.391,1.081
270.421,1.077
270.451,1.077
270.481,1.065
270.511,1.089
270.541,1.092
270.571,1.088
270.601,1.112
270.631,1.101
270.661,1.085
270.691,1.082
270.721,1.061
270.751,1.062
270.781,1.029
270.811,1.026
270.841,1.045
270.871,1.058
270.901,1.066
270.931,1.065
270.961,1.077
270.991,1.075
271.021,1.063
271.051,1.068
271.081,1.083
271.111,1.077
271.141,1.067
271.171,1.063
271.201,1.087
271.231,1.093
