df_hash,22ZHK4.Z3TLDX
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.MMAJ
person_label,V101
date_time_start,2025-11-04_19-44-37.931000_+03
date_time_start_unix,1762271077.931
date_time_end,2025-11-04_19-53-23.400000_+03
length_difference_noticed,no

time,ppg_quality
57.730,79
59.750,77
60.760,78
62.780,78
64.800,77
66.820,76
68.830,75
71.860,73
73.880,71
74.890,73
75.900,72
77.920,74
78.930,74
79.940,75
81.960,76
82.970,76
84.990,76
87.010,76
88.020,77
89.030,77
90.040,78
91.050,78
92.060,78
94.080,78
96.100,78
98.120,76
100.140,75
102.160,74
103.170,74
104.180,74
105.190,74
107.210,75
108.220,76
109.230,75
111.250,76
113.270,76
115.290,75
116.300,74
118.320,74
120.340,76
122.360,78
123.370,78
124.380,78
126.400,80
127.410,80
129.430,80
131.450,79
133.470,78
134.480,77
135.490,76
136.500,77
138.520,75
140.540,76
142.560,75
143.570,73
144.580,74
146.600,74
148.620,75
149.630,74
150.640,74
151.650,74
153.670,76
155.690,75
157.710,75
158.720,75
159.730,74
160.740,74
162.760,73
163.770,74
164.780,74
166.800,75
168.820,75
169.830,76
171.850,75
173.870,73
175.890,72
176.900,72
177.910,72
178.920,73
179.930,74
181.950,76
182.960,77
184.980,78
187.000,79
189.020,79
191.040,79
193.060,80
194.070,79
195.080,79
196.090,79
198.110,80
200.130,78
202.150,77
204.170,76
207.200,76
208.210,75
209.220,76
211.240,72
213.260,70
215.280,74
218.310,74
220.330,74
222.350,80
224.370,80
225.380,79
226.390,80
229.420,79
230.430,80
231.440,79
233.460,77
235.480,65
237.500,59
238.510,56
239.520,56
240.530,56
242.550,59
244.570,65
246.590,71
248.610,85
251.640,65
252.650,64
253.660,64
255.680,62
257.700,62
259.720,42
261.740,47
262.750,45
263.760,42
264.770,42
266.790,46
268.810,35
271.840,50
272.850,52
273.860,54
275.880,53
276.890,53
277.900,55
279.920,62
281.940,78
283.960,83
284.970,90
285.980,86
286.990,86
289.010,91
291.030,83
293.050,75
294.060,75
295.070,70
296.080,72
298.100,85
300.120,103
302.140,100
303.150,101
305.170,107
306.180,106
307.190,98
309.210,72
311.230,72
312.240,65
313.250,58
314.260,56
315.270,57
316.280,58
317.290,56
318.300,73
320.320,45
322.340,44
324.360,40
326.380,33
328.400,31
329.410,36
331.430,51
333.450,49
335.470,45
337.490,40
339.510,36
342.540,29
343.550,29
344.560,29
346.580,30
348.600,40
350.620,44
351.630,45
353.650,48
355.670,53
357.690,62
359.710,70
360.720,67
361.730,66
362.740,69
364.760,60
366.780,47
368.800,60
370.820,68
372.840,62
373.850,70
375.870,73
377.890,59
379.910,14
381.930,14
382.940,10
383.950,10
386.970,17
388.990,41
391.010,67
392.020,70
394.040,70
395.050,69
398.080,67
400.100,51
402.120,47
404.140,36
406.160,23
408.180,10
409.190,13
411.210,18
413.230,28
415.250,38
417.270,45
418.280,46
419.290,51
420.300,51
421.310,52
422.320,49
424.340,54
426.360,63
428.380,79
430.400,84
431.410,79
433.430,82
434.440,80
435.450,77
436.460,70
437.470,65
438.480,58
439.490,53
442.520,54
444.540,64
446.560,52
448.580,45
450.600,44
452.620,40
453.630,36
455.650,36
457.670,58
459.690,66
460.700,71
461.710,73
463.730,77
464.740,74
466.760,68
468.780,65
470.800,62
472.820,61
474.840,58
475.850,57
477.870,57
479.890,54
481.910,53
483.930,28
485.950,22
486.960,17
488.980,12
491.000,7
493.020,24
495.040,41
497.060,54
499.080,55
500.090,56
501.100,62
502.110,54
504.130,51
506.150,36
508.170,30
509.180,33
511.200,30
513.220,46
515.240,53
516.250,62
517.260,69
518.270,73
519.280,75
522.310,81
