df_hash,22ZHK4.Z3TLDX
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.MMAJ
person_label,V101
date_time_start,2025-11-04_19-44-37.931000_+03
date_time_start_unix,1762271077.931
date_time_end,2025-11-04_19-53-23.400000_+03
length_difference_noticed,no

time,temperature
5.392,36.125
6.412,36.125
7.387,36.156
8.410,36.219
9.387,36.219
10.410,36.250
11.385,36.250
12.408,36.281
13.384,36.281
14.407,36.312
15.528,36.344
16.406,36.375
17.381,36.406
18.405,36.375
19.577,36.344
20.403,36.406
21.427,36.406
22.402,36.375
23.426,36.375
24.401,36.375
25.425,36.375
26.741,36.375
27.424,36.406
28.399,36.406
29.471,36.469
30.490,36.375
31.421,36.406
32.493,36.438
33.420,36.469
34.395,36.500
35.567,36.500
36.394,36.531
37.417,36.531
38.392,36.562
39.456,36.594
40.439,36.656
41.658,36.625
42.390,36.625
43.413,36.625
44.390,36.625
45.412,36.625
46.435,36.594
47.411,36.625
48.435,36.625
49.607,36.625
50.387,36.625
51.408,36.656
52.532,36.656
53.417,36.625
54.383,36.656
55.429,36.656
56.381,36.719
57.405,36.750
58.623,36.750
59.404,36.719
60.379,36.719
61.429,36.750
62.378,36.781
63.456,36.781
64.376,36.781
65.400,36.750
66.481,36.719
67.399,36.750
68.423,36.719
69.705,36.781
70.421,36.781
71.396,36.750
72.420,36.812
73.395,36.812
74.419,36.875
75.641,36.906
76.418,36.906
77.398,36.906
78.416,36.906
79.542,36.875
80.415,36.875
81.398,36.875
82.414,36.844
83.445,36.812
84.416,36.812
85.388,36.812
86.421,36.781
87.387,36.812
88.410,36.781
89.390,36.844
90.558,36.844
91.384,36.875
92.413,36.875
93.451,36.906
94.406,36.906
95.382,36.844
96.427,36.875
97.390,36.875
98.430,36.875
99.379,36.875
100.700,36.875
101.624,36.844
102.402,36.875
103.385,36.875
104.400,36.875
105.375,36.875
106.399,36.906
107.431,36.875
108.420,36.906
109.373,36.875
110.401,36.844
111.420,36.844
112.396,36.844
113.428,36.844
114.394,36.875
115.420,36.906
116.400,36.875
117.408,36.812
118.394,36.781
119.416,36.719
120.404,36.750
121.425,36.812
122.440,36.781
123.414,36.781
124.396,36.750
125.411,36.781
126.387,36.812
127.474,36.844
128.389,36.875
129.409,37.031
130.384,37.031
131.408,36.969
132.433,36.969
133.407,36.969
134.382,37.000
135.463,36.969
136.381,36.969
137.842,37.000
138.379,36.969
139.452,36.906
140.415,36.906
141.402,36.938
142.403,37.000
143.401,36.969
144.768,36.969
145.456,36.938
146.374,36.938
147.398,36.969
148.374,36.969
149.397,36.938
150.395,36.938
151.396,36.938
152.419,36.875
153.394,36.938
154.369,36.938
155.395,36.906
156.372,36.938
157.392,36.938
158.367,36.938
159.685,36.938
160.366,36.969
161.390,37.000
162.375,37.031
163.388,37.000
164.461,37.031
165.633,37.062
166.463,36.969
167.386,36.938
168.410,36.938
169.384,36.969
170.461,37.000
171.383,36.969
172.407,36.969
173.382,36.969
174.406,36.969
175.381,36.938
176.405,37.094
177.380,37.094
178.403,37.094
179.383,37.031
180.551,37.000
181.377,37.000
182.401,36.969
183.376,36.969
184.400,36.969
185.427,37.000
186.413,36.938
187.424,36.938
188.418,36.969
189.372,37.031
190.395,37.031
191.566,37.062
192.399,37.094
193.414,37.125
194.393,37.094
195.373,37.094
196.489,37.094
197.369,37.125
198.732,37.125
199.367,37.125
200.391,37.125
201.413,37.094
202.389,37.062
203.364,37.062
204.387,37.031
205.411,37.031
206.395,37.031
207.385,37.031
208.386,37.031
209.360,37.031
210.408,37.062
211.364,37.094
212.459,37.094
213.409,37.094
214.381,37.094
215.405,37.062
216.380,37.031
217.404,37.031
218.432,37.000
219.597,36.969
220.377,36.969
221.401,36.969
222.376,36.969
223.400,37.062
224.393,37.094
225.399,37.156
226.376,37.188
227.397,37.188
228.377,37.219
229.396,37.188
230.482,37.250
231.401,37.219
232.370,37.250
233.402,37.125
234.391,37.062
235.392,37.062
236.392,37.062
237.391,37.094
238.417,37.062
239.394,37.094
240.391,37.031
241.399,37.062
242.364,37.062
243.388,37.094
244.657,37.062
245.386,37.062
246.361,37.094
247.386,37.094
248.360,37.094
249.384,37.125
250.359,37.062
251.383,37.062
252.358,37.031
253.384,37.031
254.356,37.062
255.773,37.062
256.361,37.031
257.379,37.000
258.403,37.031
259.550,36.969
260.353,37.000
261.377,36.969
262.400,36.969
263.375,37.000
264.400,37.031
265.374,37.000
266.397,36.875
267.373,36.906
268.397,36.906
269.663,36.938
270.404,37.031
271.399,37.031
272.394,37.125
273.369,37.062
274.392,37.094
275.368,37.125
276.394,37.188
277.405,37.219
278.390,37.219
279.377,37.219
280.440,37.094
281.364,37.125
282.388,37.062
283.413,37.062
284.387,37.031
285.366,37.000
286.385,37.031
287.364,37.000
288.389,36.969
289.374,36.969
290.383,37.000
291.702,36.938
292.382,36.938
293.357,36.938
294.380,36.969
295.355,37.000
296.379,36.906
297.354,36.906
298.378,36.938
299.353,36.906
300.377,36.938
301.354,36.969
302.375,37.000
303.374,36.969
304.385,37.000
305.398,37.000
306.372,37.062
307.348,37.031
308.372,37.062
309.347,37.031
310.370,37.000
311.394,36.969
312.372,36.938
313.393,36.875
314.368,36.844
315.392,36.844
316.367,36.812
317.390,36.875
