df_hash,22ZHK4.Z3TLDX
318.365,36.875
319.389,36.969
320.364,37.000
321.388,37.062
322.362,37.062
323.387,37.156
324.366,37.188
325.385,37.156
326.360,37.156
327.384,37.156
328.373,37.125
329.401,37.031
330.358,37.031
331.386,37.031
332.357,37.031
333.380,37.000
334.453,36.969
335.379,37.000
336.358,37.031
337.377,37.000
338.501,37.000
339.376,37.000
340.357,37.000
341.377,36.969
342.350,37.000
343.375,37.062
344.349,37.062
345.617,37.062
346.348,37.031
347.392,37.062
348.639,37.062
349.516,37.062
350.345,37.062
351.369,37.094
352.344,37.094
353.367,37.125
354.343,37.125
355.512,37.125
356.343,37.094
357.365,37.062
358.438,37.094
359.364,37.062
360.388,37.094
361.363,37.062
362.387,36.969
363.362,36.938
364.388,36.969
365.360,36.969
366.384,37.031
367.363,37.031
368.383,37.031
369.361,37.031
370.430,37.000
371.357,37.000
372.429,37.094
373.355,37.125
374.379,37.125
375.354,37.125
376.624,37.062
377.357,37.062
378.380,37.062
379.400,37.062
380.398,37.125
381.448,37.125
382.379,37.094
383.349,37.094
384.373,37.094
385.348,37.094
386.372,37.062
387.395,37.031
388.370,37.031
389.345,37.031
390.369,36.969
391.344,37.000
392.368,37.000
393.443,36.969
394.370,36.938
395.342,36.938
396.365,36.969
397.340,37.000
398.364,36.969
399.339,36.969
400.367,37.000
401.338,36.969
402.607,36.969
403.396,37.000
404.360,37.000
405.335,37.000
406.359,36.969
407.383,36.969
408.358,36.969
409.382,36.969
410.408,36.938
411.380,36.969
412.355,36.969
413.379,36.875
414.355,36.906
415.377,36.938
416.358,36.969
417.376,37.000
418.356,37.062
419.380,37.062
420.350,37.031
421.814,37.031
422.359,37.031
423.373,37.125
424.737,37.062
425.372,37.031
426.347,37.031
427.372,37.000
428.492,37.031
429.369,37.031
430.358,37.062
431.368,37.031
432.343,37.031
433.367,37.031
434.488,37.062
435.465,37.000
436.341,37.031
437.364,37.000
438.636,36.938
439.368,36.969
440.372,36.969
441.362,37.000
442.337,37.031
443.364,37.031
444.360,37.031
445.408,37.062
446.335,37.062
447.359,37.062
448.333,37.094
449.603,37.094
450.332,37.094
451.355,37.094
452.625,37.094
453.354,37.094
454.337,37.062
455.353,37.094
456.377,37.094
457.352,37.094
458.375,37.125
459.408,37.062
460.633,36.969
461.353,36.969
462.373,36.969
463.348,36.969
464.380,36.969
465.397,36.969
466.370,37.000
467.345,37.000
468.369,37.000
469.344,37.062
470.368,37.156
471.344,37.125
472.369,37.156
473.342,37.156
474.365,37.188
475.587,37.156
476.364,37.125
477.339,37.125
478.390,37.125
479.392,37.094
480.364,37.062
481.368,37.125
482.360,37.062
483.335,37.094
484.410,37.031
485.334,37.062
486.358,37.125
487.382,37.094
488.357,37.094
489.380,37.094
490.363,37.125
491.330,37.062
492.354,37.062
493.478,37.031
494.352,37.062
495.328,37.062
496.352,37.000
497.619,37.000
498.353,36.969
499.325,37.000
500.349,37.031
501.406,37.031
502.353,37.031
503.372,37.031
504.347,37.031
505.370,37.031
506.346,37.000
507.379,36.938
508.397,36.938
509.371,36.906
510.343,36.906
511.366,36.875
512.342,36.875
513.414,36.906
514.389,36.938
515.364,36.938
516.339,37.031
517.377,37.125
518.338,37.125
519.362,37.125
