df_hash,22ZHK4.Z3TLDX
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.MMAJ
person_label,V101
date_time_start,2025-11-04_19-44-37.931000_+03
date_time_start_unix,1762271077.931
date_time_end,2025-11-04_19-53-23.400000_+03
length_difference_noticed,no

time,spo2
22.161,99
22.746,99
24.059,99
24.550,99
26.354,99
26.940,99
28.206,99
28.744,99
30.010,99
30.548,99
31.286,99
31.914,99
32.500,99
33.330,99
34.449,99
35.714,99
36.251,99
36.936,99
37.564,99
38.056,99
38.737,99
39.367,99
39.883,99
40.488,99
41.126,99
41.715,99
42.247,99
42.929,99
43.617,99
44.733,99
45.461,99
46.002,99
46.685,99
47.270,99
47.961,99
48.535,99
49.315,99
49.803,99
51.704,99
52.243,99
52.833,99
53.365,99
53.949,99
54.629,99
55.848,99
57.261,99
57.701,99
58.919,99
59.505,99
61.991,99
62.576,99
63.259,99
64.477,99
65.061,99
65.598,99
66.329,99
66.866,99
67.549,99
68.181,99
68.718,99
69.352,99
69.939,99
71.740,99
72.277,99
73.008,99
73.546,99
74.227,99
74.812,99
75.446,99
76.079,98
76.616,98
77.298,98
77.884,98
78.465,98
78.957,98
79.687,98
80.223,98
80.808,98
81.390,98
82.028,98
82.618,98
83.300,98
83.832,98
84.467,98
84.954,98
85.635,98
86.220,98
86.758,99
87.937,99
88.559,99
89.144,99
89.828,99
90.364,99
90.956,99
91.485,99
92.212,99
92.752,99
93.339,99
93.875,99
95.677,99
96.267,99
96.945,99
99.967,99
100.746,99
101.234,99
101.920,99
102.506,99
103.038,99
103.721,99
104.306,99
104.849,99
106.110,99
106.647,99
107.279,99
107.913,99
108.495,99
109.181,99
109.719,99
110.303,99
110.986,99
111.521,99
112.106,99
112.788,99
113.419,99
114.055,99
114.592,99
115.144,99
115.862,99
116.451,99
116.983,99
117.955,99
118.199,99
118.785,99
119.516,99
120.003,99
121.810,99
122.540,99
123.077,99
123.660,99
124.388,99
124.879,99
125.561,99
126.302,99
126.830,99
127.462,98
128.096,98
128.632,98
129.218,98
129.928,98
130.488,98
131.023,98
131.707,98
132.285,98
132.971,98
133.508,98
134.191,99
134.775,99
135.315,99
135.994,99
136.583,99
137.261,99
137.945,99
138.529,99
139.066,99
139.650,99
140.187,99
140.869,99
141.454,99
143.111,99
143.794,99
144.379,99
145.061,99
145.598,99
146.198,99
146.867,99
147.448,99
147.987,99
150.343,99
150.914,99
153.934,99
154.519,99
155.640,99
156.332,99
156.910,99
157.592,99
158.126,99
158.714,99
160.525,99
161.051,99
161.636,99
162.365,99
162.855,99
163.440,99
164.032,99
164.558,99
165.780,99
166.410,99
166.912,99
167.632,99
168.171,99
168.707,99
169.241,99
169.975,99
170.518,99
171.096,99
171.674,99
172.360,98
173.580,99
174.118,98
174.701,98
175.238,99
175.941,99
176.505,99
177.042,99
177.631,98
178.309,98
178.894,98
179.432,98
180.077,98
180.649,99
181.820,99
183.037,99
183.726,99
184.256,99
184.988,99
185.524,99
187.328,99
187.913,99
188.597,99
189.181,99
189.717,99
190.448,99
190.983,99
191.814,99
192.203,99
192.887,99
195.275,99
195.957,99
196.542,99
197.223,99
198.346,99
199.173,99
199.858,99
200.296,99
200.978,99
201.515,99
202.782,99
203.907,99
204.586,99
205.125,99
205.755,99
206.243,99
207.511,99
208.212,99
208.779,99
209.461,99
211.806,99
214.043,99
214.629,99
215.311,99
215.853,99
216.432,99
216.968,99
217.696,99
218.333,99
218.967,99
219.653,98
220.231,99
220.722,99
221.458,99
222.037,99
222.674,99
223.208,99
223.942,99
224.476,99
225.057,99
225.986,99
226.327,99
226.865,99
227.450,99
228.084,99
228.668,99
229.250,99
229.932,99
237.007,99
237.540,99
238.125,99
238.859,99
239.345,99
239.929,99
240.661,99
241.148,99
241.925,99
242.416,99
243.192,99
243.683,99
244.365,99
245.047,99
251.881,99
265.234,99
276.689,99
278.444,99
279.125,99
284.193,99
284.682,99
285.267,99
292.489,99
293.850,99
303.115,99
303.793,99
304.283,99
305.547,99
306.815,99
313.636,99
314.176,99
315.834,100
322.024,100
323.681,100
324.170,100
324.755,100
325.971,99
327.685,99
328.218,99
328.754,99
329.483,99
330.311,99
330.605,99
331.140,99
331.725,99
335.769,99
336.260,99
337.966,99
339.135,99
340.306,99
340.890,99
341.427,99
344.793,99
351.567,99
352.734,99
354.005,99
354.494,99
354.882,99
360.684,99
385.400,99
386.619,99
387.204,99
387.740,99
389.835,99
392.078,99
420.159,99
421.281,99
424.157,99
426.259,99
427.425,99
437.661,99
439.317,99
439.903,99
444.053,99
447.653,99
450.188,99
450.724,99
451.407,99
452.820,99
453.516,99
454.329,99
454.917,99
455.599,99
456.233,99
456.881,99
457.409,99
458.088,99
458.673,99
459.356,99
459.889,99
460.669,99
461.157,99
463.937,99
464.667,99
465.351,99
465.981,99
466.665,99
467.204,99
467.690,99
468.376,99
469.006,98
469.668,98
476.611,98
477.147,98
478.024,98
487.053,98
502.306,98
506.789,98
508.152,98
508.737,98
