df_hash,22ZHK4.BZ66S1
120.069,1.035
120.099,1.038
120.129,1.035
120.159,1.036
120.189,1.042
120.219,1.034
120.249,1.034
120.279,1.038
120.309,1.035
120.339,1.032
120.369,1.036
120.399,1.035
120.429,1.036
120.459,1.032
120.489,1.037
120.519,1.037
120.549,1.042
120.579,1.038
120.609,1.036
120.639,1.032
120.669,1.030
120.699,1.031
120.729,1.031
120.759,1.038
120.789,1.032
120.819,1.034
120.849,1.040
120.879,1.033
120.909,1.035
120.939,1.038
120.969,1.038
120.999,1.038
121.029,1.036
121.059,1.031
121.089,1.032
121.119,1.038
121.149,1.038
121.179,1.039
121.209,1.038
121.239,1.040
121.269,1.036
121.299,1.036
121.329,1.036
121.359,1.037
121.389,1.035
121.419,1.039
121.449,1.034
121.479,1.037
121.509,1.042
121.539,1.038
121.569,1.040
121.599,1.036
121.629,1.036
121.659,1.032
121.689,1.039
121.719,1.036
121.749,1.033
121.779,1.038
121.809,1.033
121.839,1.038
121.869,1.039
121.899,1.038
121.929,1.030
121.959,1.031
121.989,1.032
122.019,1.037
122.049,1.035
122.079,1.030
122.109,1.036
122.139,1.042
122.169,1.037
122.199,1.034
122.229,1.036
122.259,1.036
122.289,1.036
122.319,1.034
122.349,1.033
122.379,1.038
122.409,1.037
122.439,1.039
122.469,1.038
122.499,1.037
122.529,1.037
122.559,1.035
122.589,1.035
122.619,1.036
122.649,1.034
122.679,1.035
122.709,1.038
122.739,1.040
122.769,1.043
122.799,1.036
122.829,1.035
122.859,1.037
122.889,1.032
122.919,1.032
122.949,1.033
122.979,1.032
123.009,1.035
123.039,1.038
123.069,1.037
123.099,1.038
123.129,1.034
123.159,1.037
123.189,1.034
123.219,1.036
123.249,1.035
123.279,1.038
123.309,1.039
123.339,1.035
123.369,1.037
123.399,1.040
123.429,1.037
123.459,1.037
123.489,1.041
123.519,1.035
123.549,1.037
123.579,1.038
123.609,1.035
123.639,1.035
123.669,1.035
123.699,1.040
123.729,1.040
123.759,1.038
123.789,1.040
123.819,1.038
123.849,1.037
123.879,1.034
123.909,1.032
123.939,1.039
123.969,1.038
123.999,1.033
124.029,1.035
124.059,1.043
124.089,1.038
124.119,1.040
124.149,1.038
124.179,1.036
124.209,1.035
124.239,1.037
124.269,1.032
124.299,1.039
124.329,1.034
124.359,1.036
124.389,1.039
124.419,1.038
124.449,1.038
124.479,1.037
124.509,1.037
124.539,1.037
124.569,1.033
124.599,1.039
124.629,1.038
124.659,1.036
124.689,1.038
124.719,1.035
124.749,1.040
124.779,1.041
124.809,1.035
124.839,1.038
124.869,1.033
124.899,1.034
124.929,1.035
124.959,1.034
124.989,1.035
125.019,1.037
125.049,1.039
125.079,1.039
125.109,1.038
125.139,1.036
125.169,1.037
125.199,1.040
125.229,1.034
125.259,1.033
125.289,1.034
125.319,1.039
125.349,1.038
125.379,1.037
125.409,1.043
125.439,1.032
125.469,1.036
125.499,1.043
125.529,1.040
125.559,1.036
125.589,1.039
125.619,1.036
125.649,1.039
125.679,1.035
125.709,1.030
125.739,1.037
125.769,1.036
125.799,1.032
125.829,1.042
125.859,1.041
125.889,1.040
125.919,1.038
125.949,1.033
125.979,1.035
126.009,1.034
126.039,1.038
126.069,1.041
126.099,1.040
126.129,1.042
126.159,1.035
126.189,1.036
126.219,1.045
126.249,1.038
126.279,1.037
126.309,1.036
126.339,1.035
126.369,1.040
126.399,1.039
126.429,1.031
126.459,1.037
126.489,1.037
126.519,1.033
126.549,1.039
126.579,1.037
126.609,1.036
126.639,1.035
126.669,1.037
126.699,1.032
126.729,1.036
126.759,1.038
126.789,1.037
126.819,1.038
126.849,1.036
126.879,1.039
126.909,1.048
126.939,1.035
126.969,1.037
126.999,1.040
127.029,1.041
127.059,1.038
127.089,1.038
127.119,1.034
127.149,1.040
127.179,1.036
127.209,1.037
127.239,1.039
127.269,1.039
127.299,1.040
127.329,1.041
127.359,1.036
127.389,1.036
127.419,1.038
127.449,1.036
127.479,1.039
127.509,1.038
127.539,1.037
127.569,1.041
127.599,1.036
127.629,1.037
127.659,1.042
127.689,1.037
127.719,1.036
127.749,1.037
127.779,1.034
127.809,1.035
127.839,1.035
127.869,1.037
127.899,1.038
127.929,1.041
127.959,1.040
127.989,1.038
128.019,1.035
128.049,1.035
128.079,1.039
128.109,1.037
128.139,1.037
128.169,1.045
128.199,1.036
128.229,1.037
128.259,1.042
128.289,1.037
128.319,1.037
128.349,1.038
128.379,1.038
128.409,1.037
128.439,1.037
128.469,1.032
128.499,1.037
128.529,1.040
128.559,1.037
128.589,1.038
128.619,1.039
128.649,1.041
128.679,1.037
128.709,1.041
128.739,1.035
128.769,1.037
128.799,1.038
128.829,1.037
128.859,1.042
128.889,1.037
128.919,1.037
128.949,1.046
128.979,1.042
129.009,1.033
129.039,1.036
129.069,1.038
129.099,1.033
129.129,1.036
129.159,1.034
129.189,1.038
129.219,1.038
129.249,1.035
129.279,1.035
129.309,1.040
129.339,1.042
129.369,1.039
129.399,1.039
129.429,1.035
129.459,1.035
129.489,1.032
129.519,1.042
129.549,1.048
129.579,1.032
129.609,1.038
129.639,1.047
129.669,1.041
129.699,1.035
129.729,1.036
129.759,1.036
129.789,1.038
129.819,1.041
129.849,1.037
129.879,1.041
129.909,1.039
129.939,1.041
129.969,1.041
129.999,1.037
130.029,1.038
130.059,1.042
130.089,1.038
130.119,1.035
130.149,1.035
130.179,1.042
130.209,1.041
130.239,1.033
130.269,1.036
130.299,1.041
130.329,1.039
130.359,1.037
130.389,1.038
130.419,1.039
130.449,1.035
130.479,1.037
130.509,1.033
130.539,1.039
130.569,1.040
130.599,1.037
130.629,1.037
130.659,1.037
130.689,1.038
130.719,1.036
130.749,1.036
130.779,1.032
130.809,1.034
130.839,1.038
130.869,1.043
130.899,1.041
130.929,1.034
130.959,1.044
130.989,1.042
131.019,1.040
131.049,1.036
131.079,1.039
131.109,1.036
131.139,1.036
131.169,1.030
131.199,1.036
131.229,1.040
131.259,1.047
131.289,1.042
131.319,1.035
131.349,1.036
131.379,1.041
131.409,1.045
131.439,1.039
131.469,1.042
131.499,1.038
131.529,1.036
131.559,1.033
131.589,1.037
131.619,1.036
131.649,1.033
131.679,1.038
131.709,1.041
131.739,1.043
131.769,1.044
131.799,1.038
131.829,1.039
131.859,1.039
131.889,1.038
131.919,1.041
131.949,1.036
131.979,1.040
132.009,1.038
132.039,1.041
132.069,1.039
132.099,1.040
132.129,1.036
132.159,1.039
132.189,1.033
132.219,1.036
132.249,1.049
132.279,1.040
132.309,1.039
132.339,1.039
132.369,1.037
132.399,1.036
132.429,1.044
132.459,1.034
132.489,1.042
132.519,1.037
132.549,1.040
132.579,1.038
132.609,1.041
132.639,1.040
132.669,1.041
132.699,1.039
132.729,1.039
132.759,1.037
132.789,1.040
132.819,1.039
132.849,1.039
132.879,1.046
132.909,1.047
132.939,1.038
132.969,1.041
132.999,1.039
133.029,1.039
133.059,1.037
133.089,1.035
133.119,1.035
133.149,1.038
133.179,1.038
133.209,1.038
133.239,1.041
133.269,1.040
133.299,1.039
133.329,1.040
133.359,1.033
133.389,1.038
133.419,1.036
133.449,1.042
133.479,1.036
133.509,1.039
133.539,1.039
133.569,1.044
133.599,1.039
133.629,1.039
133.659,1.037
133.689,1.039
133.719,1.037
133.749,1.033
133.779,1.038
133.809,1.039
133.839,1.040
133.869,1.041
133.899,1.042
133.929,1.041
133.959,1.037
133.989,1.037
134.019,1.036
134.049,1.035
134.079,1.037
134.109,1.039
134.139,1.037
134.169,1.044
134.199,1.042
134.229,1.042
134.259,1.042
134.289,1.042
134.319,1.038
134.349,1.036
134.379,1.039
134.409,1.032
134.439,1.040
134.469,1.037
134.499,1.035
134.529,1.038
134.559,1.043
134.589,1.040
134.619,1.040
134.649,1.036
134.679,1.036
134.709,1.037
134.739,1.042
134.769,1.033
134.799,1.039
134.829,1.048
134.859,1.042
134.889,1.042
134.919,1.038
134.949,1.037
134.979,1.037
135.009,1.037
135.039,1.034
135.069,1.040
135.099,1.040
135.129,1.036
135.159,1.038
135.189,1.042
135.219,1.044
135.249,1.039
135.279,1.037
135.309,1.034
135.339,1.036
135.369,1.037
135.399,1.044
135.429,1.039
135.459,1.040
135.489,1.044
135.519,1.039
135.549,1.042
135.579,1.037
135.609,1.038
135.639,1.037
135.669,1.037
135.699,1.034
135.729,1.039
135.759,1.040
135.789,1.040
135.819,1.039
135.849,1.042
135.879,1.043
135.909,1.040
135.939,1.035
135.969,1.036
135.999,1.034
136.029,1.038
136.059,1.040
136.089,1.040
136.119,1.038
136.149,1.036
136.179,1.039
136.209,1.040
136.239,1.037
136.269,1.036
136.299,1.039
136.329,1.039
136.359,1.034
136.389,1.033
136.419,1.035
136.449,1.042
136.479,1.035
136.509,1.039
136.539,1.043
136.569,1.039
136.599,1.036
136.629,1.039
136.659,1.039
136.689,1.032
136.719,1.038
136.749,1.041
136.779,1.037
136.809,1.040
136.839,1.034
136.869,1.034
136.899,1.045
136.929,1.040
136.959,1.036
136.989,1.040
137.019,1.037
137.049,1.036
137.079,1.037
137.109,1.036
137.139,1.039
137.169,1.037
137.199,1.041
137.229,1.036
137.259,1.040
137.289,1.040
137.319,1.039
137.349,1.037
137.379,1.037
137.409,1.038
137.439,1.037
137.469,1.039
137.499,1.046
137.529,1.032
137.559,1.035
137.589,1.045
137.619,1.041
137.649,1.037
137.679,1.038
137.709,1.038
137.739,1.039
137.769,1.040
137.799,1.032
137.829,1.037
137.859,1.037
137.889,1.041
137.919,1.038
137.949,1.043
137.979,1.043
138.009,1.034
138.039,1.039
138.069,1.038
138.099,1.035
138.129,1.041
138.159,1.037
138.189,1.042
138.219,1.037
138.249,1.040
138.279,1.043
138.309,1.039
138.339,1.037
138.369,1.039
138.399,1.040
138.429,1.043
138.459,1.041
138.489,1.032
138.519,1.039
138.549,1.036
138.579,1.037
138.609,1.043
138.639,1.044
138.669,1.040
138.699,1.036
138.729,1.033
138.759,1.036
138.789,1.035
138.819,1.040
138.849,1.036
138.879,1.041
138.909,1.037
138.939,1.034
138.969,1.043
138.999,1.041
139.029,1.042
139.059,1.037
139.089,1.036
139.119,1.036
139.149,1.037
139.179,1.029
139.209,1.037
139.239,1.038
139.269,1.042
139.299,1.040
139.329,1.037
139.359,1.039
139.389,1.038
139.419,1.033
139.449,1.035
139.479,1.040
139.509,1.037
139.539,1.040
139.569,1.036
139.599,1.040
139.629,1.043
139.659,1.041
139.689,1.038
139.719,1.036
139.749,1.038
139.779,1.039
139.809,1.037
139.839,1.032
139.869,1.040
139.899,1.041
139.929,1.040
139.959,1.041
139.989,1.037
140.019,1.040
140.049,1.040
140.079,1.035
140.109,1.035
140.139,1.035
140.169,1.039
140.199,1.036
140.229,1.036
140.259,1.041
140.289,1.043
140.319,1.042
140.349,1.039
140.379,1.039
140.409,1.036
140.439,1.035
140.469,1.037
140.499,1.038
140.529,1.039
140.559,1.037
140.589,1.043
140.619,1.040
140.649,1.041
140.679,1.040
140.709,1.036
140.739,1.035
140.769,1.037
140.799,1.036
140.829,1.043
140.859,1.038
140.889,1.042
140.919,1.041
140.949,1.041
140.979,1.037
141.009,1.039
141.039,1.036
141.069,1.037
141.099,1.033
141.129,1.034
141.159,1.041
141.189,1.035
141.219,1.039
141.249,1.037
141.279,1.041
141.309,1.035
141.339,1.034
141.369,1.038
141.399,1.037
141.429,1.043
141.459,1.036
141.489,1.041
141.519,1.045
141.549,1.040
141.579,1.037
141.609,1.039
141.639,1.038
141.669,1.040
141.699,1.039
141.729,1.035
141.759,1.039
141.789,1.039
141.819,1.038
141.849,1.039
141.879,1.040
141.909,1.039
141.939,1.038
141.969,1.037
141.999,1.037
142.029,1.036
142.059,1.037
142.089,1.037
142.119,1.035
142.149,1.038
142.179,1.043
142.209,1.043
142.239,1.044
142.269,1.042
142.299,1.037
142.329,1.037
142.359,1.037
142.389,1.037
142.419,1.038
142.449,1.040
142.479,1.038
142.509,1.041
142.539,1.040
142.569,1.037
142.599,1.038
142.629,1.037
142.659,1.038
142.689,1.038
142.719,1.040
142.749,1.044
142.779,1.035
142.809,1.035
142.839,1.043
142.869,1.047
142.899,1.036
142.929,1.038
142.959,1.039
142.989,1.039
143.019,1.040
143.049,1.033
143.079,1.038
143.109,1.041
143.139,1.037
143.169,1.041
143.199,1.041
143.229,1.043
143.259,1.043
143.289,1.038
143.319,1.035
143.349,1.035
143.379,1.039
143.409,1.039
143.439,1.047
143.469,1.036
143.499,1.039
143.529,1.047
143.559,1.042
143.589,1.038
143.619,1.041
143.649,1.039
143.679,1.037
143.709,1.039
143.739,1.034
143.769,1.043
143.799,1.043
143.829,1.042
143.859,1.039
143.889,1.040
143.919,1.041
143.949,1.037
143.979,1.037
144.009,1.036
144.039,1.038
144.069,1.039
144.099,1.044
144.129,1.045
144.159,1.037
144.189,1.036
144.219,1.046
144.249,1.040
144.279,1.036
144.309,1.036
144.339,1.036
144.369,1.038
144.399,1.042
144.429,1.037
144.459,1.037
144.489,1.041
144.519,1.037
144.549,1.040
144.579,1.041
144.609,1.039
144.639,1.036
144.669,1.039
144.699,1.036
144.729,1.037
144.759,1.038
144.789,1.037
144.819,1.036
144.849,1.041
144.879,1.040
144.909,1.041
144.939,1.039
144.969,1.038
144.999,1.036
145.029,1.038
145.059,1.038
145.089,1.039
145.119,1.040
145.149,1.037
145.179,1.039
145.209,1.041
145.239,1.038
145.269,1.039
145.299,1.038
145.329,1.036
145.359,1.038
145.389,1.036
145.419,1.034
145.449,1.041
145.479,1.044
145.509,1.046
145.539,1.042
145.569,1.041
145.599,1.040
145.629,1.033
145.659,1.035
145.689,1.033
145.719,1.037
145.749,1.034
145.779,1.043
145.809,1.038
145.839,1.040
145.869,1.040
145.899,1.042
145.929,1.040
145.959,1.040
145.989,1.034
146.019,1.035
146.049,1.042
146.079,1.039
146.109,1.045
146.139,1.038
146.169,1.038
146.199,1.044
146.229,1.039
146.259,1.034
146.289,1.037
146.319,1.038
146.349,1.040
146.379,1.042
146.409,1.037
146.439,1.038
146.469,1.038
146.499,1.039
146.529,1.037
146.559,1.034
146.589,1.038
146.619,1.037
146.649,1.041
146.679,1.038
146.709,1.036
146.739,1.037
146.769,1.045
146.799,1.048
146.829,1.040
146.859,1.032
146.889,1.040
146.919,1.041
146.949,1.042
146.979,1.038
147.009,1.039
147.039,1.042
147.069,1.036
147.099,1.034
147.129,1.039
147.159,1.040
147.189,1.039
147.219,1.039
147.249,1.040
147.279,1.038
147.309,1.040
147.339,1.038
147.369,1.034
147.399,1.038
147.429,1.044
147.459,1.037
147.489,1.040
147.519,1.035
147.549,1.041
147.579,1.049
147.609,1.041
147.639,1.041
147.669,1.041
147.699,1.036
147.729,1.039
147.759,1.038
147.789,1.038
147.819,1.038
147.849,1.038
147.879,1.043
147.909,1.042
147.939,1.038
147.969,1.040
147.999,1.042
148.029,1.041
148.059,1.036
148.089,1.039
148.119,1.039
148.149,1.045
148.179,1.035
148.209,1.038
148.239,1.046
148.269,1.042
148.299,1.043
148.329,1.038
148.359,1.032
148.389,1.041
148.419,1.048
148.449,1.038
148.479,1.039
148.509,1.040
148.539,1.040
148.569,1.036
148.599,1.037
148.629,1.040
148.659,1.041
148.689,1.036
148.719,1.038
148.749,1.040
148.779,1.040
148.809,1.033
148.839,1.042
148.869,1.044
148.899,1.044
148.929,1.041
148.959,1.036
148.989,1.040
149.019,1.039
149.049,1.038
149.079,1.036
149.109,1.039
149.139,1.042
149.169,1.037
149.199,1.039
149.229,1.039
149.259,1.043
149.289,1.040
149.319,1.039
149.349,1.038
149.379,1.038
149.409,1.038
149.439,1.035
149.469,1.040
149.499,1.043
149.529,1.046
149.559,1.041
149.589,1.038
149.619,1.038
149.649,1.035
149.679,1.038
149.709,1.036
149.739,1.037
149.769,1.041
149.799,1.041
149.829,1.040
149.859,1.043
149.889,1.039
149.919,1.037
149.949,1.038
149.979,1.036
150.009,1.036
150.039,1.040
150.069,1.037
150.099,1.037
150.129,1.043
150.159,1.047
150.189,1.040
150.219,1.037
150.249,1.034
150.279,1.038
150.309,1.038
150.339,1.033
150.369,1.035
150.399,1.040
150.429,1.043
150.459,1.041
150.489,1.038
150.519,1.039
150.549,1.038
150.579,1.040
150.609,1.037
150.639,1.037
150.669,1.040
150.699,1.040
150.729,1.039
150.759,1.037
150.789,1.044
150.819,1.040
150.849,1.041
150.879,1.041
150.909,1.038
150.939,1.038
150.969,1.038
150.999,1.035
151.029,1.043
151.059,1.043
151.089,1.039
151.119,1.040
151.149,1.044
151.179,1.042
151.209,1.038
151.239,1.037
151.269,1.036
151.299,1.036
151.329,1.038
151.359,1.034
151.389,1.032
151.419,1.046
151.449,1.045
151.479,1.038
151.509,1.038
151.539,1.042
151.569,1.038
151.599,1.035
151.629,1.035
151.659,1.038
151.689,1.036
151.719,1.038
151.749,1.038
151.779,1.040
151.809,1.041
151.839,1.042
151.869,1.041
151.899,1.038
151.929,1.040
151.959,1.037
151.989,1.036
152.019,1.037
152.049,1.039
152.079,1.040
152.109,1.046
152.139,1.038
152.169,1.037
152.199,1.038
152.229,1.038
152.259,1.035
152.289,1.034
152.319,1.036
152.349,1.039
152.379,1.036
152.409,1.037
152.439,1.039
152.469,1.043
152.499,1.041
152.529,1.039
152.559,1.037
152.589,1.038
152.619,1.036
152.649,1.040
152.679,1.039
152.709,1.037
152.739,1.039
152.769,1.045
152.799,1.042
152.829,1.040
152.859,1.040
152.889,1.040
152.919,1.036
152.949,1.033
152.979,1.034
153.009,1.040
153.039,1.036
153.069,1.039
153.099,1.042
153.129,1.040
153.159,1.040
153.189,1.037
153.219,1.039
153.249,1.037
153.279,1.037
153.309,1.039
153.339,1.039
153.369,1.038
153.399,1.045
153.429,1.045
153.459,1.041
153.489,1.038
153.519,1.038
153.549,1.039
153.579,1.043
153.609,1.034
153.639,1.036
153.669,1.038
153.699,1.039
153.729,1.042
153.759,1.042
153.789,1.038
153.819,1.039
153.849,1.039
153.879,1.041
153.909,1.040
153.939,1.043
153.969,1.036
153.999,1.041
154.029,1.046
154.059,1.042
154.089,1.040
154.119,1.036
154.149,1.035
154.179,1.039
154.209,1.043
154.239,1.034
154.269,1.041
154.299,1.040
154.329,1.036
154.359,1.040
154.389,1.039
154.419,1.040
154.449,1.039
154.479,1.038
154.509,1.034
154.539,1.035
154.569,1.037
154.599,1.047
154.629,1.039
154.659,1.038
154.689,1.044
154.719,1.041
154.749,1.038
154.779,1.037
154.809,1.039
154.839,1.043
154.869,1.038
154.899,1.033
154.929,1.037
154.959,1.037
154.989,1.041
155.019,1.038
155.049,1.037
155.079,1.042
155.109,1.040
155.139,1.035
155.169,1.036
155.199,1.037
155.229,1.040
155.259,1.040
155.289,1.045
155.319,1.035
155.349,1.038
155.379,1.047
155.409,1.036
155.439,1.039
155.469,1.040
155.499,1.041
155.529,1.040
155.559,1.038
155.589,1.033
155.619,1.041
155.649,1.039
155.679,1.038
155.709,1.039
155.739,1.036
155.769,1.040
155.799,1.042
155.829,1.041
155.859,1.037
155.889,1.037
155.919,1.038
155.949,1.040
155.979,1.041
156.009,1.038
156.039,1.036
156.069,1.044
156.099,1.042
156.129,1.039
156.159,1.036
156.189,1.040
156.219,1.040
156.249,1.040
156.279,1.033
156.309,1.040
156.339,1.039
156.369,1.039
156.399,1.038
156.429,1.043
156.459,1.042
156.489,1.038
156.519,1.037
156.549,1.036
156.579,1.036
156.609,1.037
156.639,1.041
156.669,1.042
156.699,1.036
156.729,1.037
156.759,1.046
156.789,1.042
156.819,1.043
156.849,1.037
156.879,1.038
156.909,1.041
156.939,1.040
156.969,1.036
156.999,1.039
157.029,1.037
157.059,1.034
157.089,1.044
157.119,1.041
157.149,1.040
157.179,1.034
157.209,1.035
157.239,1.040
157.269,1.037
157.299,1.036
157.329,1.040
157.359,1.041
157.389,1.037
157.419,1.042
157.449,1.037
157.479,1.039
157.509,1.041
157.539,1.038
157.569,1.038
157.599,1.037
157.629,1.038
157.659,1.041
157.689,1.041
157.719,1.037
157.749,1.040
157.779,1.040
157.809,1.041
157.839,1.037
157.869,1.040
157.899,1.040
157.929,1.037
157.959,1.044
157.989,1.041
158.019,1.039
158.049,1.044
158.079,1.046
158.109,1.039
158.139,1.038
158.169,1.038
158.199,1.040
158.229,1.039
158.259,1.039
158.289,1.036
158.319,1.034
158.349,1.043
158.379,1.045
158.409,1.039
158.439,1.040
158.469,1.035
158.499,1.038
158.529,1.036
158.559,1.037
158.589,1.033
158.619,1.042
158.649,1.045
158.679,1.045
158.709,1.042
158.739,1.040
158.769,1.035
158.799,1.036
158.829,1.040
158.859,1.037
158.889,1.035
158.919,1.037
158.949,1.040
158.979,1.039
159.009,1.041
159.039,1.042
159.069,1.038
159.099,1.037
159.129,1.035
159.159,1.033
159.189,1.043
159.219,1.034
159.249,1.038
159.279,1.045
159.309,1.048
159.339,1.044
159.369,1.038
159.399,1.038
159.429,1.037
159.459,1.036
159.489,1.035
159.519,1.037
159.549,1.040
159.579,1.038
159.609,1.042
159.639,1.040
159.669,1.039
159.699,1.039
159.729,1.035
159.759,1.035
159.789,1.037
159.819,1.042
159.849,1.037
159.879,1.037
159.909,1.044
159.939,1.046
159.969,1.043
159.999,1.041
160.029,1.036
160.059,1.033
160.089,1.039
160.119,1.033
160.149,1.036
160.179,1.041
160.209,1.038
160.239,1.038
160.269,1.041
160.299,1.041
160.329,1.040
160.359,1.039
160.389,1.041
160.419,1.035
160.449,1.039
160.479,1.038
160.509,1.042
160.539,1.041
160.569,1.038
160.599,1.048
160.629,1.040
160.659,1.038
160.689,1.038
160.719,1.043
160.749,1.036
160.779,1.035
160.809,1.036
160.839,1.042
160.869,1.037
160.899,1.037
160.929,1.039
160.959,1.040
160.989,1.040
161.019,1.034
161.049,1.037
161.079,1.037
161.109,1.039
161.139,1.043
161.169,1.043
161.199,1.044
161.229,1.037
161.259,1.038
161.289,1.047
161.319,1.038
161.349,1.036
161.379,1.038
161.409,1.040
161.439,1.040
161.469,1.037
161.499,1.033
161.529,1.043
161.559,1.040
161.589,1.038
161.619,1.038
161.649,1.039
161.679,1.041
161.709,1.040
161.739,1.039
161.769,1.036
161.799,1.034
161.829,1.040
161.859,1.038
161.889,1.043
161.919,1.036
161.949,1.041
161.979,1.048
162.009,1.039
162.039,1.039
162.069,1.042
162.099,1.040
162.129,1.041
162.159,1.040
162.189,1.034
162.219,1.043
162.249,1.037
162.279,1.034
162.309,1.040
162.339,1.042
162.369,1.040
162.399,1.041
162.429,1.039
162.459,1.036
162.489,1.036
162.519,1.040
162.549,1.038
162.579,1.044
162.609,1.036
162.639,1.034
162.669,1.039
162.699,1.039
162.729,1.043
162.759,1.042
162.789,1.041
162.819,1.045
162.849,1.044
162.879,1.036
162.909,1.042
162.939,1.039
162.969,1.040
162.999,1.039
163.029,1.037
163.059,1.040
163.089,1.041
163.119,1.033
163.149,1.037
163.179,1.036
163.209,1.039
163.239,1.037
163.269,1.040
163.299,1.045
163.329,1.048
163.359,1.042
163.389,1.039
163.419,1.039
163.449,1.038
163.479,1.040
163.509,1.041
163.539,1.036
163.569,1.039
163.599,1.043
163.629,1.041
163.659,1.045
163.689,1.039
163.719,1.039
163.749,1.041
163.779,1.038
163.809,1.035
163.839,1.038
163.869,1.039
163.899,1.039
163.929,1.035
163.959,1.043
163.989,1.047
164.019,1.038
164.049,1.041
164.079,1.037
164.109,1.038
164.139,1.038
164.169,1.037
164.199,1.037
164.229,1.039
164.259,1.036
164.289,1.039
164.319,1.044
164.349,1.038
164.379,1.039
164.409,1.036
164.439,1.037
164.469,1.037
164.499,1.038
164.529,1.038
164.559,1.043
164.589,1.038
164.619,1.034
164.649,1.040
164.679,1.041
164.709,1.038
164.739,1.043
164.769,1.045
164.799,1.042
164.829,1.042
164.859,1.040
164.889,1.039
164.919,1.042
164.949,1.041
164.979,1.036
165.009,1.040
165.039,1.035
165.069,1.041
165.099,1.041
165.129,1.042
165.159,1.039
165.189,1.035
165.219,1.039
165.249,1.045
165.279,1.040
165.309,1.041
165.339,1.048
165.369,1.041
165.399,1.041
165.429,1.041
165.459,1.038
165.489,1.039
165.519,1.041
165.549,1.037
165.579,1.041
165.609,1.040
165.639,1.040
165.669,1.044
165.699,1.043
165.729,1.039
165.759,1.038
165.789,1.040
165.819,1.035
165.849,1.038
165.879,1.039
165.909,1.043
165.939,1.042
165.969,1.034
165.999,1.040
166.029,1.045
166.059,1.039
166.089,1.035
166.119,1.040
166.149,1.038
166.179,1.038
166.209,1.037
166.239,1.033
166.269,1.041
166.299,1.045
166.329,1.036
166.359,1.039
166.389,1.035
166.419,1.041
166.449,1.037
166.479,1.037
166.509,1.040
166.539,1.039
166.569,1.046
166.599,1.036
166.629,1.036
166.659,1.043
166.689,1.044
166.719,1.042
166.749,1.038
166.779,1.035
166.809,1.043
166.839,1.043
166.869,1.037
166.899,1.040
166.929,1.039
166.959,1.041
166.989,1.044
167.019,1.043
167.049,1.040
167.079,1.035
167.109,1.037
167.139,1.041
167.169,1.040
167.199,1.042
167.229,1.037
167.259,1.035
167.289,1.041
167.319,1.048
167.349,1.039
167.379,1.034
167.409,1.034
167.439,1.042
167.469,1.044
167.499,1.040
167.529,1.040
167.559,1.039
167.589,1.039
167.619,1.043
167.649,1.040
167.679,1.042
167.709,1.040
167.739,1.040
167.769,1.042
167.799,1.035
167.829,1.034
167.859,1.034
167.889,1.040
167.919,1.045
167.949,1.046
167.979,1.042
168.009,1.044
168.039,1.036
168.069,1.038
168.099,1.038
168.129,1.038
168.159,1.042
168.189,1.042
168.219,1.039
168.249,1.039
168.279,1.042
168.309,1.042
168.339,1.039
168.369,1.040
168.399,1.038
168.429,1.044
168.459,1.036
168.489,1.037
168.519,1.045
168.549,1.039
168.579,1.040
168.609,1.040
168.639,1.041
168.669,1.043
168.699,1.043
168.729,1.037
168.759,1.044
168.789,1.038
168.819,1.039
168.849,1.041
168.879,1.042
168.909,1.046
168.939,1.038
168.969,1.034
168.999,1.037
169.029,1.037
169.059,1.042
169.089,1.037
169.119,1.037
169.149,1.046
169.179,1.042
169.209,1.046
169.239,1.040
169.269,1.043
169.299,1.033
169.329,1.047
169.359,1.042
169.389,1.050
169.419,1.046
169.449,1.054
169.479,1.056
169.509,1.051
169.539,1.032
169.569,1.038
169.599,1.038
169.629,1.038
169.659,1.027
169.689,1.036
169.719,1.032
169.749,1.020
169.779,1.003
169.809,1.026
169.839,1.020
169.869,1.020
169.899,1.020
169.929,1.031
169.959,1.030
169.989,1.018
170.019,1.011
170.049,1.019
170.079,1.026
170.109,1.023
170.139,1.021
170.169,1.016
170.199,1.029
170.229,1.029
170.259,1.024
170.289,1.025
170.319,1.018
170.349,1.021
170.379,1.029
170.409,1.026
170.439,1.021
170.469,1.023
170.499,1.034
170.529,1.023
170.559,1.026
170.589,1.025
170.619,1.021
170.649,1.022
170.679,1.021
170.709,1.020
170.739,1.020
170.769,1.024
170.799,1.023
170.829,1.022
170.859,1.023
170.889,1.032
170.919,1.024
170.949,1.021
170.979,1.021
171.009,1.028
171.039,1.022
171.069,1.025
171.099,1.021
171.129,1.023
171.159,1.031
171.189,1.022
171.219,1.023
171.249,1.021
171.279,1.025
171.309,1.023
171.339,1.022
171.369,1.023
171.399,1.025
171.429,1.020
171.459,1.022
171.489,1.026
171.519,1.021
171.549,1.023
171.579,1.026
171.609,1.023
171.639,1.021
171.669,1.023
171.699,1.026
171.729,1.022
171.759,1.021
171.789,1.023
171.819,1.019
171.849,1.027
171.879,1.023
171.909,1.023
171.939,1.026
171.969,1.023
171.999,1.026
172.029,0.993
172.059,1.016
172.089,1.028
172.119,1.020
172.149,1.040
172.179,1.052
172.209,1.021
172.239,1.027
172.269,1.031
172.299,1.023
172.329,1.026
172.359,1.034
172.389,1.027
172.419,1.031
172.449,1.034
