df_hash,22ZHK4.CSFR2S
123.713,0.979
123.743,0.983
123.773,0.977
123.803,0.975
123.833,0.976
123.863,0.982
123.893,0.987
123.923,0.984
123.953,0.979
123.983,0.979
124.013,0.979
124.043,0.979
124.073,0.979
124.103,0.977
124.133,0.979
124.163,0.983
124.193,0.983
124.223,0.975
124.253,0.983
124.283,0.981
124.313,0.980
124.343,0.975
124.373,0.983
124.403,0.979
124.433,0.975
124.463,0.981
124.493,0.978
124.523,0.987
124.553,0.981
124.583,0.973
124.613,0.979
124.643,0.987
124.673,0.990
124.703,0.980
124.733,0.980
124.763,0.978
124.793,0.982
124.823,0.979
124.853,0.979
124.883,0.977
124.913,0.980
124.943,0.983
124.973,0.978
125.003,0.977
125.033,0.984
125.063,0.982
125.093,0.977
125.123,0.982
125.153,0.982
125.183,0.982
125.213,0.977
125.243,0.980
125.273,0.980
125.303,0.980
125.333,0.981
125.363,0.982
125.393,0.978
125.423,0.992
125.453,0.989
125.483,0.974
125.513,0.973
125.543,0.979
125.573,0.902
125.603,0.972
125.633,0.977
125.663,0.979
125.693,0.988
125.723,0.978
125.753,0.963
125.783,0.969
125.813,0.978
125.843,0.986
125.873,0.987
125.903,0.993
125.933,0.983
125.963,0.984
125.993,0.974
126.023,0.978
126.053,0.976
126.083,0.972
126.113,0.975
126.143,0.983
126.173,0.985
126.203,0.984
126.233,0.989
126.263,0.972
126.293,0.978
126.323,0.978
126.353,0.977
126.383,0.983
126.413,0.981
126.443,0.980
126.473,0.979
126.503,0.982
126.533,0.983
126.563,0.973
126.593,0.974
126.623,0.977
126.653,0.985
126.683,0.986
126.713,0.976
126.743,0.981
126.773,0.981
126.803,0.988
126.833,0.971
126.863,0.977
126.893,0.980
126.923,0.988
126.953,0.987
126.983,0.981
127.013,0.982
127.043,0.982
127.073,0.981
127.103,0.987
127.133,0.981
127.163,0.985
127.193,0.977
127.223,0.981
127.253,0.977
127.283,0.977
127.313,0.984
127.343,0.990
127.373,0.975
127.403,0.984
127.433,0.980
127.463,0.975
127.493,0.981
127.523,0.980
127.553,0.976
127.583,0.982
127.613,0.981
127.643,0.982
127.673,0.983
127.703,0.977
127.733,0.978
127.763,0.986
127.793,0.979
127.823,0.981
127.853,0.982
127.883,0.983
127.913,0.978
127.943,0.985
127.973,0.977
128.003,0.980
128.033,0.985
128.063,0.980
128.093,0.979
128.123,0.977
128.153,0.979
128.183,0.984
128.213,0.981
128.243,0.980
128.273,0.977
128.303,0.982
128.333,0.987
128.363,0.981
128.393,0.980
128.423,0.980
128.453,0.983
128.483,0.987
128.513,0.974
128.543,0.982
128.573,0.986
128.603,0.980
128.633,0.979
128.663,0.979
128.693,0.984
128.723,0.980
128.753,0.982
128.783,0.985
128.813,0.980
128.843,0.976
128.873,0.976
128.903,0.982
128.933,0.986
128.963,0.976
128.993,0.978
129.023,0.981
129.053,0.982
129.083,0.983
129.113,0.983
129.143,0.972
129.173,0.980
129.203,0.985
129.233,0.977
129.263,0.983
129.293,0.979
129.323,0.981
129.353,0.981
129.383,0.979
129.413,0.986
129.443,0.974
129.473,0.977
129.503,0.984
129.533,0.986
129.563,0.977
129.593,0.976
129.623,0.977
129.653,0.984
129.683,0.980
129.713,0.980
129.743,0.981
129.773,0.978
129.803,0.981
129.833,0.988
129.863,0.986
129.893,0.979
129.923,0.975
129.953,0.982
129.983,0.982
130.013,0.978
130.043,0.982
130.073,0.979
130.103,0.977
130.133,0.983
130.163,0.977
130.193,0.977
130.223,0.982
130.253,0.982
130.283,0.989
130.313,0.978
130.343,0.974
130.373,0.981
130.403,0.984
130.433,0.984
130.463,0.976
130.493,0.977
130.523,0.985
130.553,0.987
130.583,0.982
130.613,0.979
130.643,0.983
130.673,1.006
130.703,1.033
130.733,1.018
130.763,0.987
130.793,0.973
130.823,0.980
130.853,0.979
130.883,1.004
130.913,0.992
130.943,0.995
130.973,0.967
131.003,0.976
131.033,0.958
131.063,0.977
131.093,0.962
131.123,0.949
131.153,0.968
131.183,0.958
131.213,0.945
131.243,0.977
131.273,0.977
131.303,0.979
131.333,0.973
131.363,0.977
131.393,0.962
131.423,0.981
131.453,0.896
131.483,0.933
131.513,0.977
131.543,0.973
131.573,0.975
131.603,0.972
131.633,0.969
131.663,1.011
131.693,0.958
131.723,0.964
131.753,0.973
131.783,0.974
131.813,0.962
131.843,0.955
131.873,0.953
131.903,0.965
131.933,0.973
131.963,0.995
131.993,0.956
132.023,0.992
132.053,0.938
132.083,0.969
132.113,0.968
132.143,0.968
132.173,0.994
132.203,0.987
132.233,0.940
132.263,0.954
132.293,1.001
132.323,0.957
132.353,0.957
132.383,0.923
132.413,0.921
132.443,0.978
132.473,0.982
132.503,0.986
132.533,0.975
132.563,1.017
132.593,0.889
132.623,0.955
132.653,1.012
132.683,0.939
132.713,0.979
132.743,0.986
132.773,0.996
132.803,0.956
132.833,0.995
132.863,0.985
132.893,1.002
132.923,1.001
132.953,0.932
132.983,0.974
133.013,0.952
133.043,0.955
133.073,0.917
133.103,0.913
133.133,0.936
133.163,0.942
133.193,0.949
133.223,0.964
133.253,0.951
133.283,0.956
133.313,0.951
133.343,0.950
133.373,0.957
133.403,0.963
133.433,0.966
133.463,0.966
133.493,0.950
133.523,0.954
133.553,0.939
133.583,0.944
133.613,0.955
133.643,0.969
133.673,0.966
133.703,0.964
133.733,0.963
133.763,0.960
133.793,0.954
133.823,0.956
133.853,0.950
133.883,0.941
133.913,0.938
133.943,0.943
133.973,0.937
134.003,0.949
134.033,0.977
134.063,0.955
134.093,0.965
134.123,0.976
134.153,0.964
134.183,0.960
134.213,0.955
134.243,0.959
134.273,0.956
134.303,0.954
134.333,0.974
134.363,0.965
134.393,0.964
134.423,0.961
134.453,0.965
134.483,0.965
134.513,0.972
134.543,0.968
134.573,0.966
134.603,0.961
134.633,0.953
134.663,0.970
134.693,0.957
134.723,0.960
134.753,0.969
134.783,0.964
134.813,0.959
134.843,0.968
134.873,0.968
134.903,0.965
134.933,0.968
134.963,0.969
134.993,0.969
135.023,0.958
135.053,0.960
135.083,0.954
135.113,0.961
135.143,0.963
135.173,0.963
135.203,0.963
135.233,0.969
135.263,0.958
135.293,0.970
135.323,0.959
135.353,0.960
135.383,0.962
135.413,0.969
135.443,0.982
135.473,0.968
135.503,0.968
135.533,0.946
135.563,0.973
135.593,0.962
135.623,0.980
135.653,0.967
135.683,0.972
135.713,0.969
135.743,0.981
135.773,0.965
135.803,0.963
135.833,0.976
135.863,0.958
135.893,0.958
135.923,0.948
135.953,0.975
135.983,0.959
136.013,0.969
136.043,0.965
136.073,0.954
136.103,0.974
136.133,0.961
136.163,0.955
136.193,0.971
136.223,0.972
136.253,0.974
136.283,0.967
136.313,0.957
136.343,0.967
136.373,0.972
136.403,0.958
136.433,0.961
136.463,0.972
136.493,0.965
136.523,0.958
136.553,0.975
136.583,0.973
136.613,0.966
136.643,0.981
136.673,0.965
136.703,0.963
136.733,1.035
136.763,0.962
136.793,0.977
136.823,0.965
136.853,0.962
136.883,0.966
136.913,0.961
136.943,0.960
136.973,0.976
137.003,0.966
137.033,0.961
137.063,0.965
137.093,0.961
137.123,0.971
137.153,0.965
137.183,0.966
137.213,0.958
137.243,0.958
137.273,0.975
137.303,0.982
137.333,0.981
137.363,0.979
137.393,1.004
137.423,0.989
137.453,0.957
137.483,0.972
137.513,0.952
137.543,0.955
137.573,0.965
137.603,0.947
137.633,0.958
137.663,0.965
137.693,0.955
137.723,0.972
137.753,0.968
137.783,0.956
137.813,0.981
137.843,0.954
137.873,0.949
137.903,0.955
137.933,0.946
137.963,0.895
137.993,0.973
138.023,0.979
138.053,0.985
138.083,0.961
138.113,0.972
138.143,0.984
138.173,0.972
138.203,0.968
138.233,0.976
138.263,0.974
138.293,0.957
138.323,0.947
138.353,0.954
138.383,0.959
138.413,0.964
138.443,0.961
138.473,0.969
138.503,0.984
138.533,0.973
138.563,0.962
138.593,0.971
138.623,0.968
138.653,0.978
138.683,0.971
138.713,0.964
138.743,0.965
138.773,0.965
138.803,0.958
138.833,0.969
138.863,0.961
138.893,0.976
138.923,0.976
138.953,0.975
138.983,0.957
139.013,0.959
139.043,0.963
139.073,0.964
139.103,0.965
139.133,0.959
139.163,0.957
139.193,0.973
139.223,0.957
139.253,0.982
139.283,0.977
139.313,0.966
139.343,0.958
139.373,0.965
139.403,0.970
139.433,0.967
139.463,0.969
139.493,0.969
139.523,0.960
139.553,0.964
139.583,0.963
139.613,0.960
139.643,0.962
139.673,0.973
139.703,0.975
139.733,0.965
139.763,0.963
139.793,0.972
139.823,0.964
139.853,0.971
139.883,0.963
139.913,0.979
139.943,0.975
139.973,0.963
140.003,0.959
140.033,0.968
140.063,0.967
140.093,0.974
140.123,0.948
140.153,0.970
140.183,0.975
140.213,0.965
140.243,0.969
140.273,0.967
140.303,0.972
140.333,0.955
140.363,0.964
140.393,0.970
140.423,0.972
140.453,0.963
140.483,0.954
140.513,0.977
140.543,0.964
140.573,0.968
140.603,0.967
140.633,0.969
140.663,0.959
140.693,0.957
140.723,0.974
140.753,0.976
140.783,0.957
140.813,0.967
140.843,0.975
140.873,0.951
140.903,0.962
140.933,0.968
140.963,0.964
140.993,0.968
141.023,0.962
141.053,0.963
141.083,0.978
141.113,0.963
141.143,0.958
141.173,0.968
141.203,0.975
141.233,0.966
141.263,0.963
141.293,0.959
141.323,0.962
141.353,0.968
141.383,0.967
141.413,0.957
141.443,0.964
141.473,0.970
141.503,0.971
141.533,0.964
141.563,0.965
141.593,0.962
141.623,0.970
141.653,0.960
141.683,0.955
141.713,0.964
141.743,0.968
141.773,0.964
141.803,0.958
141.833,0.963
141.863,0.965
141.893,0.967
141.923,0.960
141.953,0.981
141.983,0.960
142.013,0.963
142.043,0.964
142.073,0.962
142.103,0.962
142.133,0.964
142.163,0.960
142.193,0.967
142.223,0.969
142.253,0.967
142.283,0.955
142.313,0.964
142.343,0.957
142.373,0.976
142.403,0.963
142.433,0.963
142.463,0.960
142.493,0.967
142.523,0.966
142.553,0.965
142.583,0.967
142.613,0.960
142.643,0.966
142.673,0.972
142.703,0.946
142.733,0.975
142.763,0.971
142.793,0.954
142.823,0.958
142.853,0.968
142.883,0.958
142.913,0.964
142.943,0.968
142.973,0.965
143.003,0.959
143.033,0.965
143.063,0.962
143.093,0.965
143.123,0.967
143.153,0.964
143.183,0.960
143.213,0.960
143.243,0.963
143.273,0.967
143.303,0.966
143.333,0.954
143.363,0.963
143.393,0.969
143.423,0.962
143.453,0.960
143.483,0.962
143.513,0.968
143.543,0.960
143.573,0.963
143.603,0.956
143.633,0.966
143.663,0.966
143.693,0.978
143.723,0.951
143.753,0.964
143.783,0.966
143.813,0.960
143.843,0.966
143.873,0.959
143.903,0.962
143.933,0.964
143.963,0.959
143.993,0.963
144.023,0.966
144.053,0.966
144.083,0.962
144.113,0.959
144.143,0.975
144.173,0.957
144.203,0.962
144.233,0.964
144.263,0.969
144.293,0.966
144.323,0.961
144.353,0.976
144.383,0.955
144.413,0.961
144.443,0.972
144.473,0.957
144.503,0.962
144.533,0.961
144.563,0.967
144.593,0.964
144.623,0.963
144.653,0.960
144.683,0.973
144.713,0.967
144.743,0.963
144.773,0.969
144.803,0.960
144.833,0.957
144.863,0.964
144.893,0.954
144.923,0.957
144.953,0.971
144.983,0.964
145.013,0.962
145.043,0.977
145.073,0.944
145.103,0.977
145.133,0.958
145.163,0.961
145.193,0.963
145.223,0.965
145.253,0.958
145.283,0.964
145.313,0.962
145.343,0.964
145.373,0.960
145.403,0.962
145.433,0.969
145.463,0.964
145.493,0.959
145.523,0.962
145.553,0.962
145.583,0.962
145.613,0.981
145.643,0.964
145.673,0.962
145.703,0.970
145.733,0.956
145.763,0.958
145.793,0.965
145.823,0.966
145.853,0.965
145.883,0.961
145.913,0.962
145.943,0.964
145.973,0.958
146.003,0.966
146.033,0.966
146.063,0.961
146.093,0.962
146.123,0.962
146.153,0.956
146.183,0.972
146.213,0.962
146.243,0.960
146.273,0.967
146.303,0.964
146.333,0.958
146.363,0.959
146.393,0.969
146.423,0.963
146.453,0.960
146.483,0.967
146.513,0.961
146.543,0.965
146.573,0.963
146.603,0.988
146.633,0.970
146.663,0.961
146.693,0.964
146.723,0.960
146.753,0.959
146.783,0.964
146.813,0.958
146.843,0.968
146.873,0.968
146.903,0.960
146.933,0.961
146.963,0.963
146.993,0.964
147.023,0.961
147.053,0.970
147.083,0.970
147.113,0.951
147.143,0.964
147.173,0.968
147.203,0.960
147.233,0.960
147.263,0.965
147.293,0.960
147.323,0.959
147.353,0.959
147.383,0.965
147.413,0.958
147.443,0.967
147.473,0.961
147.503,0.956
147.533,0.957
147.563,0.971
147.593,0.973
147.623,0.960
147.653,0.958
147.683,0.964
147.713,0.965
147.743,0.958
147.773,0.969
147.803,0.965
147.833,0.959
147.863,0.969
147.893,0.963
147.923,0.960
147.953,0.958
147.983,0.960
148.013,0.967
148.043,0.963
148.073,0.962
148.103,0.964
148.133,0.955
148.163,0.954
148.193,0.955
148.223,0.958
148.253,0.958
148.283,0.963
148.313,0.961
148.343,0.958
148.373,0.957
148.403,0.983
148.433,0.959
148.463,0.993
148.493,0.966
148.523,0.960
148.553,0.958
148.583,0.961
148.613,0.964
148.643,0.962
148.673,0.959
148.703,0.966
148.733,0.964
148.763,0.962
148.793,0.972
148.823,0.959
148.853,0.965
148.883,0.959
148.913,0.953
148.943,0.952
148.973,0.960
149.003,0.957
149.033,0.969
149.063,0.961
149.093,0.956
149.123,0.981
149.153,0.954
149.183,0.972
149.213,0.944
149.243,0.957
149.273,0.960
149.303,0.959
149.333,0.954
149.363,0.960
149.393,0.967
149.423,0.968
149.453,0.961
149.483,0.970
149.513,0.968
149.543,0.964
149.573,0.945
149.603,0.960
149.633,0.965
149.663,0.962
149.693,0.953
149.723,0.960
149.753,0.960
149.783,0.956
149.813,0.971
149.843,0.953
149.873,0.960
149.903,0.939
149.933,0.927
149.963,0.976
149.993,0.963
150.023,0.942
150.053,0.968
150.083,0.936
150.113,0.953
150.143,0.964
150.173,0.948
150.203,0.922
150.233,0.930
150.263,0.952
150.293,0.926
150.323,0.935
150.353,0.940
150.383,0.905
150.413,0.821
150.443,0.734
150.473,0.824
150.503,0.930
150.533,0.967
150.563,0.981
150.593,1.020
150.623,1.007
150.653,1.027
150.683,1.034
150.713,0.999
150.743,0.991
150.773,0.955
150.803,0.946
150.833,0.926
150.863,0.943
150.893,0.941
150.923,0.924
150.953,0.929
150.983,0.938
151.013,0.922
151.043,0.911
151.073,0.955
151.103,0.941
151.133,0.927
151.163,0.958
151.193,1.035
151.223,0.942
151.253,0.950
151.283,0.976
151.313,0.954
151.343,0.961
151.373,0.947
151.403,0.925
151.433,0.928
151.463,0.899
151.493,0.885
151.523,0.895
151.553,0.899
151.583,0.915
151.613,0.905
151.643,0.925
151.673,0.951
151.703,0.941
151.733,0.933
151.763,0.915
151.793,0.905
151.823,0.906
151.853,0.915
151.883,0.882
151.913,0.904
151.943,0.893
151.973,0.931
152.003,0.937
152.033,0.928
152.063,0.942
152.093,0.930
152.123,0.929
152.153,0.935
152.183,0.920
152.213,0.901
152.243,0.894
152.273,0.895
152.303,0.922
152.333,0.920
152.363,0.935
152.393,0.944
152.423,0.957
152.453,0.937
152.483,0.948
152.513,0.935
152.543,0.918
152.573,0.912
152.603,0.930
152.633,0.936
152.663,0.903
152.693,0.932
152.723,0.932
152.753,0.928
152.783,0.925
152.813,0.921
152.843,0.941
152.873,0.943
152.903,0.932
152.933,0.929
152.963,0.944
152.993,0.954
153.023,0.951
153.053,0.944
153.083,0.937
153.113,0.936
153.143,0.942
153.173,0.936
153.203,0.943
153.233,0.963
153.263,0.938
153.293,0.937
153.323,0.952
153.353,0.947
153.383,0.958
153.413,0.950
153.443,0.941
153.473,0.958
153.503,0.950
153.533,0.934
153.563,0.953
153.593,0.944
153.623,0.940
153.653,0.932
153.683,0.946
153.713,0.957
153.743,0.967
153.773,0.962
153.803,0.960
153.833,0.962
153.863,0.959
153.893,0.956
153.923,0.952
153.953,0.945
153.983,0.944
154.013,0.951
154.043,0.935
154.073,0.940
154.103,0.946
154.133,0.942
154.163,0.929
154.193,0.957
154.223,0.960
154.253,0.960
154.283,0.966
154.313,0.924
154.343,0.948
154.373,0.959
154.403,0.958
154.433,0.959
154.463,0.952
154.493,0.951
154.523,0.946
154.553,0.936
154.583,0.974
154.613,0.954
154.643,0.960
154.673,0.973
154.703,0.969
154.733,0.965
154.763,0.975
154.793,0.965
154.823,0.980
154.853,0.942
154.883,1.024
154.913,0.934
154.943,0.951
154.973,0.940
155.003,0.949
155.033,0.948
155.063,0.943
155.093,0.948
155.123,0.960
155.153,0.962
155.183,0.966
155.213,0.954
155.243,0.953
155.273,0.955
155.303,0.953
155.333,0.951
155.363,0.964
155.393,0.959
155.423,0.959
155.453,0.972
155.483,0.965
155.513,0.964
155.543,0.967
155.573,0.957
155.603,0.959
155.633,0.962
155.663,0.965
155.693,0.976
155.723,0.972
155.753,0.962
155.783,0.962
155.813,0.954
155.843,0.957
155.873,0.963
155.903,0.950
155.933,0.968
155.963,0.973
155.993,0.975
156.023,0.971
156.053,0.964
156.083,0.966
156.113,0.962
156.143,0.966
156.173,0.968
156.203,0.963
156.233,0.968
156.263,0.969
156.293,0.957
156.323,0.962
156.353,0.965
156.383,0.975
156.413,0.972
156.443,0.974
156.473,0.972
156.503,0.965
156.533,0.974
156.563,0.961
156.593,0.958
156.623,0.963
156.653,0.965
156.683,0.961
156.713,0.959
156.743,0.968
156.773,0.961
156.803,0.958
156.833,0.969
156.863,0.969
156.893,0.967
156.923,0.974
156.953,0.973
156.983,0.971
157.013,0.953
157.043,0.965
157.073,0.969
157.103,0.964
157.133,0.965
157.163,0.970
157.193,0.967
157.223,0.974
157.253,0.966
157.283,0.966
157.313,0.974
157.343,0.972
157.373,0.973
157.403,0.953
157.433,0.960
157.463,0.969
157.493,0.962
157.523,0.961
157.553,0.965
157.583,0.969
157.613,0.976
157.643,0.960
157.673,0.977
157.703,0.967
157.733,0.956
157.763,0.963
157.793,0.967
157.823,0.965
157.853,0.958
157.883,0.967
157.913,0.970
157.943,0.969
157.973,0.958
158.003,0.957
158.033,0.968
158.063,0.966
158.093,0.968
158.123,0.963
158.153,0.969
158.183,0.969
158.213,0.968
158.243,0.966
158.273,0.961
158.303,0.968
158.333,0.969
158.363,0.983
158.393,0.964
158.423,0.974
158.453,0.963
158.483,0.960
158.513,0.955
158.543,0.969
158.573,0.964
158.603,0.962
158.633,0.973
158.663,0.962
158.693,0.964
158.723,0.969
158.753,0.966
158.783,0.965
158.813,0.973
158.843,0.963
158.873,0.964
158.903,0.961
158.933,0.966
158.963,0.971
158.993,0.966
159.023,0.967
159.053,0.963
159.083,0.970
159.113,0.967
159.143,0.961
159.173,0.961
159.203,0.968
159.233,0.968
159.263,0.948
159.293,0.957
159.323,0.965
159.353,0.972
159.383,0.971
159.413,0.960
159.443,0.965
159.473,0.973
159.503,0.962
159.533,0.965
159.563,0.958
159.593,0.972
159.623,0.964
159.653,0.958
159.683,0.972
159.713,0.962
159.743,0.968
159.773,0.967
159.803,0.965
159.833,0.960
159.863,0.967
159.893,0.970
159.923,0.964
159.953,0.962
159.983,0.969
160.013,0.973
160.043,0.966
160.073,0.966
160.103,0.970
160.133,0.960
160.163,0.964
160.193,0.964
160.223,0.961
160.253,0.966
160.283,0.968
160.313,0.965
160.343,0.970
160.373,0.960
160.403,0.966
160.433,0.973
160.463,0.963
160.493,0.963
160.523,0.968
160.553,0.972
160.583,0.965
160.613,0.964
160.643,0.972
160.673,0.964
160.703,0.960
160.733,0.959
160.763,0.966
160.793,0.971
160.823,0.962
160.853,0.959
160.883,0.960
160.913,0.964
160.943,0.971
160.973,0.966
161.003,0.965
161.033,0.961
161.063,0.961
161.093,0.968
161.123,0.964
161.153,0.961
161.183,0.961
161.213,0.964
161.243,0.967
161.273,0.971
161.303,0.967
161.333,0.965
161.363,0.965
161.393,0.961
161.423,0.962
161.453,0.969
161.483,0.963
161.513,0.957
161.543,0.964
161.573,0.969
161.603,0.966
161.633,0.969
161.663,0.962
161.693,0.967
161.723,0.967
161.753,0.966
161.783,0.961
161.813,0.962
161.843,0.965
161.873,0.970
161.903,0.964
161.933,0.964
161.963,0.966
161.993,0.958
162.023,0.964
162.053,0.958
162.083,0.964
162.113,0.974
162.143,0.962
162.173,0.958
162.203,0.968
162.233,0.961
162.263,0.957
162.293,0.970
162.323,0.961
162.353,0.969
162.383,0.961
162.413,0.957
162.443,0.966
162.473,0.964
162.503,0.961
162.533,0.978
162.563,0.962
162.593,0.961
162.623,0.964
162.653,0.961
162.683,0.965
162.713,0.960
162.743,0.966
162.773,0.963
162.803,0.963
162.833,0.956
162.863,0.973
162.893,0.977
162.923,0.953
162.953,0.969
162.983,0.957
163.013,0.958
163.043,0.963
163.073,0.963
163.103,0.973
163.133,0.961
163.163,0.966
163.193,0.965
163.223,0.963
163.253,0.951
163.283,0.976
163.313,0.951
163.343,0.961
163.373,0.958
163.403,0.971
163.433,0.963
163.463,0.962
163.493,0.949
163.523,0.958
163.553,0.958
163.583,0.961
163.613,0.979
163.643,0.954
163.673,0.969
163.703,0.959
163.733,0.960
163.763,0.969
163.793,0.973
163.823,0.980
163.853,0.969
163.883,0.978
163.913,0.994
163.943,0.970
163.973,0.974
164.003,0.961
164.033,0.959
164.063,0.952
164.093,0.970
164.123,0.979
164.153,0.961
164.183,0.965
164.213,0.960
164.243,0.955
164.273,0.978
164.303,0.967
164.333,0.986
164.363,0.970
164.393,0.979
164.423,0.983
164.453,0.977
164.483,1.014
164.513,1.034
164.543,1.033
164.573,0.990
164.603,0.995
164.633,0.970
164.663,0.965
164.693,0.965
164.723,0.937
164.753,0.985
164.783,1.024
164.813,1.013
164.843,1.021
164.873,1.016
164.903,1.024
164.933,1.032
164.963,1.052
164.993,1.019
165.023,0.973
165.053,0.990
165.083,0.976
165.113,0.958
165.143,0.984
165.173,0.995
165.203,1.019
165.233,1.026
165.263,1.004
165.293,1.016
165.323,1.026
165.353,1.010
165.383,1.006
165.413,0.986
165.443,0.972
165.473,0.966
165.503,0.990
165.533,1.014
165.563,1.019
165.593,0.992
165.623,0.977
165.653,0.981
165.683,0.994
165.713,0.992
165.743,0.979
165.773,1.008
165.803,0.980
165.833,0.992
165.863,1.000
165.893,0.989
165.923,0.987
165.953,0.991
165.983,1.003
166.013,0.992
166.043,0.996
166.073,0.986
166.103,0.985
166.133,0.993
166.163,0.984
166.193,0.979
166.223,0.979
166.253,0.978
166.283,0.987
166.313,0.981
166.343,1.005
166.373,0.979
166.403,0.978
166.433,1.002
166.463,1.015
166.493,1.023
166.523,0.993
166.553,0.994
166.583,1.017
166.613,1.010
166.643,0.980
166.673,0.996
166.703,0.982
166.733,0.972
166.763,1.000
166.793,1.009
166.823,1.047
166.853,1.040
166.883,1.024
166.913,0.969
166.943,0.984
166.973,0.990
167.003,0.979
167.033,0.949
167.063,0.909
167.093,0.905
167.123,0.912
167.153,0.959
167.183,0.983
167.213,0.979
167.243,0.955
167.273,0.962
167.303,0.974
167.333,0.967
167.363,0.982
167.393,0.991
167.423,1.000
167.453,0.981
167.483,0.944
167.513,0.958
167.543,0.955
167.573,0.951
167.603,0.953
167.633,0.965
167.663,0.960
167.693,0.960
167.723,0.966
167.753,0.949
167.783,0.958
167.813,0.973
167.843,0.963
167.873,0.952
167.903,0.953
167.933,0.956
167.963,0.948
167.993,0.970
168.023,0.966
168.053,0.963
168.083,0.954
168.113,0.944
168.143,0.956
168.173,0.956
168.203,0.947
168.233,0.970
168.263,0.967
168.293,0.999
168.323,0.940
168.353,0.932
168.383,0.973
168.413,0.972
168.443,0.925
168.473,0.934
168.503,0.955
168.533,0.964
168.563,0.953
168.593,0.959
168.623,0.970
168.653,0.967
168.683,0.966
168.713,0.968
168.743,0.957
168.773,0.950
168.803,0.926
168.833,0.940
168.863,0.958
168.893,0.995
168.923,0.960
168.953,0.979
168.983,0.953
169.013,0.935
169.043,0.952
169.073,0.963
169.103,0.943
169.133,0.944
169.163,0.936
169.193,0.958
169.223,0.978
169.253,0.964
169.283,0.963
169.313,0.968
169.343,0.950
169.373,0.941
169.403,0.979
169.433,0.969
169.463,0.967
169.493,0.957
169.523,0.964
169.553,0.952
169.583,0.954
169.613,0.945
169.643,0.960
169.673,0.958
169.703,0.953
169.733,0.956
169.763,0.947
169.793,0.965
169.823,0.958
169.853,0.956
169.883,0.957
169.913,0.962
169.943,0.953
169.973,0.952
170.003,0.957
170.033,0.958
170.063,0.955
170.093,0.958
170.123,0.962
170.153,0.962
170.183,0.958
170.213,0.966
170.243,0.975
170.273,0.960
170.303,0.956
170.333,0.963
170.363,0.958
170.393,0.959
170.423,0.956
170.453,0.956
170.483,0.975
170.513,0.964
170.543,0.966
170.573,0.975
170.603,0.954
170.633,0.951
170.663,0.961
170.693,0.962
170.723,0.966
170.753,0.974
170.783,0.956
170.813,0.959
170.843,0.961
170.873,0.953
170.903,0.963
170.933,0.960
170.963,0.962
170.993,0.957
171.023,0.964
171.053,0.966
171.083,0.966
171.113,0.951
171.143,0.962
171.173,0.962
171.203,0.966
171.233,0.959
171.263,0.957
171.293,0.959
171.323,0.960
171.353,0.967
171.383,0.965
171.413,0.960
171.443,0.962
171.473,0.961
171.503,0.966
171.533,0.960
171.563,0.957
171.593,0.958
171.623,0.962
171.653,0.965
171.683,0.960
171.713,0.958
171.743,0.966
171.773,0.965
171.803,0.962
171.833,0.963
171.863,0.956
171.893,0.956
171.923,0.960
171.953,0.960
171.983,0.960
172.013,0.967
172.043,0.970
172.073,0.948
172.103,0.969
172.133,0.971
172.163,0.955
172.193,0.961
172.223,0.967
172.253,0.963
172.283,0.970
172.313,0.967
172.343,0.963
172.373,0.956
172.403,0.966
172.433,0.957
172.463,0.963
172.493,0.963
172.523,0.957
172.553,0.961
172.583,0.958
172.613,0.965
172.643,0.965
172.673,0.954
172.703,0.964
172.733,0.964
172.763,0.967
172.793,0.966
172.823,0.961
172.853,0.958
172.883,0.960
172.913,0.957
172.943,0.959
172.973,0.962
173.003,0.962
173.033,0.964
173.063,0.963
173.093,0.959
173.123,0.963
173.153,0.959
173.183,0.958
173.213,0.961
173.243,0.962
173.273,0.958
173.303,0.958
173.333,0.966
173.363,0.955
173.393,0.962
173.423,0.964
173.453,0.960
173.483,0.963
173.513,0.966
173.543,0.963
173.573,0.958
173.603,0.966
173.633,0.964
173.663,0.960
173.693,0.952
173.723,0.968
173.753,0.961
173.783,0.959
173.813,0.964
173.843,0.957
173.873,0.968
173.903,0.964
173.933,0.957
173.963,0.955
173.993,0.961
174.023,0.964
174.053,0.966
174.083,0.966
174.113,0.957
174.143,0.957
174.173,0.960
174.203,0.967
174.233,0.961
174.263,0.958
174.293,0.959
174.323,0.968
174.353,0.962
174.383,0.961
174.413,0.961
174.443,0.963
174.473,0.965
174.503,0.956
174.533,0.973
174.563,0.950
174.593,0.947
174.623,0.966
174.653,0.968
174.683,1.004
174.713,0.939
174.743,0.958
174.773,1.054
174.803,0.965
174.833,0.978
174.863,0.974
174.893,0.955
174.923,0.964
174.953,0.957
174.983,0.965
175.013,0.951
175.043,0.960
175.073,0.967
175.103,0.960
175.133,0.957
175.163,0.950
175.193,0.965
175.223,0.980
175.253,0.964
175.283,0.972
175.313,0.953
175.343,0.964
175.373,0.966
175.403,0.961
175.433,0.965
175.463,0.956
175.493,0.957
175.523,0.955
175.553,0.966
175.583,0.987
175.613,0.967
175.643,0.958
175.673,0.942
175.703,0.957
175.733,0.955
175.763,0.958
175.793,0.961
175.823,0.960
175.853,0.962
175.883,0.959
175.913,0.963
175.943,0.963
175.973,0.962
176.003,0.962
176.033,0.957
176.063,0.959
176.093,0.964
