df_hash,22ZHK4.CSFR2S
113.898,226
113.923,213
113.948,185
113.973,145
113.998,105
114.023,71
114.048,43
114.073,9
114.098,-29
114.123,-55
114.148,-34
114.173,48
114.198,173
114.223,297
114.248,386
114.273,442
114.298,489
114.323,546
114.348,606
114.373,649
114.398,672
114.423,691
114.448,728
114.473,783
114.498,837
114.523,866
114.548,861
114.573,826
114.598,766
114.623,685
114.648,588
114.673,477
114.698,356
114.723,222
114.748,69
114.773,-101
114.798,-266
114.823,-388
114.848,-432
114.873,-392
114.898,-301
114.923,-213
114.948,-161
114.973,-142
114.998,-117
115.023,-56
115.048,28
115.073,101
115.098,139
115.123,163
115.148,213
115.173,286
115.198,323
115.223,262
115.248,104
115.273,-64
115.298,-154
115.323,-148
115.348,-114
115.373,-124
115.398,-189
115.423,-257
115.448,-284
115.473,-275
115.498,-253
115.523,-209
115.548,-99
115.573,95
115.598,328
115.623,516
115.648,617
115.673,652
115.698,658
115.723,644
115.748,591
115.773,504
115.798,429
115.823,412
115.848,443
115.873,468
115.898,443
115.923,367
115.948,267
115.973,153
115.998,17
116.023,-134
116.048,-277
116.073,-390
116.098,-484
116.123,-571
116.148,-626
116.173,-597
116.198,-472
116.223,-319
116.248,-232
116.273,-236
116.298,-265
116.323,-244
116.348,-181
116.373,-148
116.398,-180
116.423,-221
116.448,-204
116.473,-145
116.498,-126
116.523,-167
116.548,-171
116.573,-28
116.598,215
116.623,351
116.648,219
116.673,-72
116.698,-174
116.723,218
116.748,1089
116.773,2105
116.798,2869
116.823,3194
116.848,3162
116.873,2980
116.898,2807
116.923,2681
116.948,2557
116.973,2374
116.998,2110
117.023,1802
117.048,1514
117.073,1282
117.098,1058
117.123,740
117.148,262
117.173,-330
117.198,-910
117.223,-1370
117.248,-1691
117.273,-1917
117.298,-2084
117.323,-2195
117.348,-2260
117.373,-2307
117.398,-2331
117.423,-2260
117.448,-2006
117.473,-1584
117.498,-1147
117.523,-866
117.548,-774
117.573,-732
117.598,-575
117.623,-272
117.648,67
117.673,331
117.698,510
117.723,671
117.748,839
117.773,968
117.798,1018
117.823,1025
117.848,1059
117.873,1108
117.898,1056
117.923,798
117.948,383
117.973,18
117.998,-88
118.023,103
118.048,447
118.073,734
118.098,848
118.123,811
118.148,723
118.173,667
118.198,657
118.223,652
118.248,599
118.273,478
118.298,319
118.323,177
118.348,86
118.373,33
118.398,-16
118.423,-72
118.448,-108
118.473,-95
118.498,-51
118.523,-30
118.548,-64
118.573,-123
118.598,-146
118.623,-110
118.648,-55
118.673,-27
118.698,-14
118.723,48
118.748,198
118.773,392
118.798,536
118.823,575
118.848,528
118.873,446
118.898,351
118.923,227
118.948,77
118.973,-41
118.998,-64
119.023,14
119.048,121
119.073,180
119.098,175
119.123,158
119.148,166
119.173,183
119.198,162
119.223,95
119.248,38
119.273,53
119.298,146
119.323,265
119.348,356
119.373,412
119.398,466
119.423,540
119.448,622
119.473,684
119.498,719
119.523,740
119.548,758
119.573,757
119.598,709
119.623,602
119.648,456
119.673,306
119.698,184
119.723,102
119.748,60
119.773,42
119.798,28
119.823,-6
119.848,-84
119.873,-214
119.898,-383
119.923,-553
119.948,-667
119.973,-671
119.998,-541
120.023,-312
120.048,-56
120.073,154
120.098,289
120.123,361
120.148,397
120.173,411
120.198,405
120.223,387
120.248,374
120.273,379
120.298,399
120.323,417
120.348,420
120.373,407
120.398,384
120.423,356
120.448,331
120.473,313
120.498,296
120.523,261
120.548,188
120.573,88
120.598,11
120.623,9
120.648,89
120.673,198
120.698,269
120.723,276
120.748,251
120.773,233
120.798,227
120.823,205
120.848,146
120.873,62
120.898,-12
120.923,-63
120.948,-100
120.973,-138
120.998,-179
121.023,-211
121.048,-223
121.073,-208
121.098,-152
121.123,-44
121.148,105
121.173,252
121.198,334
121.223,313
121.248,193
121.273,16
121.298,-152
121.323,-251
121.348,-237
121.373,-123
121.398,4
121.423,40
121.448,-50
121.473,-165
121.498,-124
121.523,179
121.548,668
121.573,1122
121.598,1347
121.623,1313
121.648,1150
121.673,1001
121.698,910
121.723,828
121.748,700
121.773,533
121.798,373
121.823,244
121.848,130
121.873,9
121.898,-112
121.923,-205
121.948,-264
121.973,-319
121.998,-402
122.023,-497
122.048,-540
122.073,-472
122.098,-292
122.123,-64
122.148,134
122.173,262
122.198,334
122.223,379
122.248,410
122.273,419
122.298,402
122.323,382
122.348,389
122.373,431
122.398,482
122.423,508
122.448,500
122.473,482
122.498,474
122.523,470
122.548,454
122.573,434
122.598,448
122.623,515
122.648,600
122.673,622
122.698,534
122.723,371
122.748,222
122.773,144
122.798,112
122.823,50
122.848,-85
122.873,-267
122.898,-432
122.923,-542
122.948,-604
122.973,-633
122.998,-612
123.023,-511
123.048,-332
123.073,-123
123.098,53
123.123,171
123.148,247
123.173,310
123.198,364
123.223,385
123.248,355
123.273,288
123.298,225
123.323,196
123.348,201
123.373,208
123.398,188
123.423,140
123.448,102
123.473,118
123.498,205
123.523,333
123.548,451
123.573,521
123.598,547
123.623,555
123.648,561
123.673,552
123.698,508
123.723,428
123.748,340
123.773,269
123.798,221
123.823,180
123.848,133
123.873,83
123.898,40
123.923,4
123.948,-28
123.973,-57
123.998,-74
124.023,-79
124.048,-84
124.073,-102
124.098,-122
124.123,-111
124.148,-47
124.173,57
124.198,156
124.223,218
124.248,248
124.273,277
124.298,319
124.323,357
124.348,366
124.373,346
124.398,323
124.423,321
124.448,331
124.473,323
124.498,283
124.523,223
124.548,172
124.573,141
124.598,120
124.623,96
124.648,65
124.673,35
124.698,5
124.723,-32
124.748,-77
124.773,-104
124.798,-81
124.823,4
124.848,130
124.873,249
124.898,328
124.923,367
124.948,388
124.973,410
124.998,431
125.023,437
125.048,423
125.073,404
125.098,398
125.123,411
125.148,427
125.173,422
125.198,392
125.223,351
125.248,321
125.273,305
125.298,279
125.323,220
125.348,129
125.373,30
125.398,-48
125.423,-101
125.448,-138
125.473,-164
125.498,-167
125.523,-128
125.548,-52
125.573,32
125.598,94
125.623,124
125.648,139
125.673,158
125.698,183
125.723,203
125.748,210
125.773,214
125.798,230
125.823,260
125.848,291
125.873,310
125.898,312
125.923,303
125.948,291
125.973,280
125.998,267
126.023,249
126.048,221
126.073,184
126.098,139
126.123,96
126.148,61
126.173,31
126.198,-1
126.223,-37
126.248,-61
126.273,-46
126.298,20
126.323,123
126.348,229
126.373,310
126.398,360
126.423,388
126.448,405
126.473,412
126.498,404
126.523,382
126.548,354
126.573,332
126.598,316
126.623,305
126.648,294
126.673,278
126.698,254
126.723,223
126.748,192
126.773,167
126.798,148
126.823,126
126.848,91
126.873,48
126.898,9
126.923,-19
126.948,-46
126.973,-90
126.998,-147
127.023,-189
127.048,-177
127.073,-100
127.098,11
127.123,115
127.148,183
127.173,223
127.198,255
127.223,287
127.248,309
127.273,309
127.298,293
127.323,281
127.348,286
127.373,307
127.398,328
127.423,335
127.448,325
127.473,303
127.498,278
127.523,257
127.548,236
127.573,210
127.598,176
127.623,137
127.648,103
127.673,76
127.698,47
127.723,4
127.748,-47
127.773,-78
127.798,-57
127.823,20
127.848,124
127.873,215
127.898,285
127.923,354
127.948,443
127.973,535
127.998,588
128.023,579
128.048,529
128.073,483
128.098,465
128.123,458
128.148,434
128.173,394
128.198,364
128.223,359
128.248,350
128.273,283
128.298,136
128.323,-48
128.348,-197
128.373,-261
128.398,-245
128.423,-198
128.448,-167
128.473,-171
128.498,-199
128.523,-228
128.548,-233
128.573,-193
128.598,-109
128.623,1
128.648,107
128.673,189
128.698,247
128.723,294
128.748,337
128.773,371
128.798,385
128.823,384
128.848,380
128.873,383
128.898,391
128.923,393
128.948,384
128.973,368
128.998,349
129.023,323
129.048,284
129.073,230
129.098,172
129.123,124
129.148,88
129.173,57
129.198,22
129.223,-21
129.248,-64
129.273,-89
129.298,-74
129.323,-11
129.348,92
129.373,206
129.398,295
129.423,342
129.448,359
129.473,370
129.498,389
129.523,404
129.548,398
129.573,370
129.598,339
129.623,328
129.648,335
129.673,340
129.698,324
129.723,287
129.748,246
129.773,211
129.798,178
129.823,139
129.848,95
129.873,55
129.898,24
129.923,-7
129.948,-52
129.973,-101
129.998,-126
130.023,-95
130.048,-9
130.073,100
130.098,194
130.123,249
130.148,274
130.173,289
130.198,302
130.223,308
130.248,300
130.273,285
130.298,276
130.323,280
130.348,287
130.373,282
130.398,261
130.423,232
130.448,205
130.473,180
130.498,152
130.523,119
130.548,88
130.573,63
130.598,38
130.623,0
130.648,-56
130.673,-105
130.698,-114
130.723,-64
130.748,31
130.773,136
130.798,218
130.823,269
130.848,300
130.873,322
130.898,337
130.923,337
130.948,321
130.973,299
130.998,288
131.023,295
131.048,313
131.073,327
131.098,327
131.123,312
131.148,290
131.173,265
131.198,237
131.223,198
131.248,152
131.273,107
131.298,74
131.323,48
131.348,11
131.373,-44
131.398,-100
131.423,-118
131.448,-68
131.473,37
131.498,156
131.523,243
131.548,287
131.573,306
131.598,325
131.623,348
131.648,362
131.673,361
131.698,349
131.723,342
131.748,344
131.773,350
131.798,349
131.823,340
131.848,323
131.873,302
131.898,277
131.923,246
131.948,211
131.973,173
131.998,133
132.023,95
132.048,61
132.073,28
132.098,-11
132.123,-63
132.148,-117
132.173,-144
132.198,-113
132.223,-20
132.248,101
132.273,205
132.298,264
132.323,286
132.348,303
132.373,330
132.398,358
132.423,366
132.448,350
132.473,325
132.498,312
132.523,315
132.548,319
132.573,307
132.598,281
132.623,252
132.648,228
132.673,203
132.698,166
132.723,117
132.748,68
132.773,32
132.798,6
132.823,-24
132.848,-70
132.873,-122
132.898,-153
132.923,-138
132.948,-73
132.973,24
132.998,127
133.023,208
133.048,255
133.073,271
133.098,273
133.123,277
133.148,286
133.173,290
133.198,279
133.223,268
133.248,290
133.273,372
133.298,497
133.323,598
133.348,606
133.373,502
133.398,334
133.423,185
133.448,104
133.473,82
133.498,64
133.523,3
133.548,-108
133.573,-232
133.598,-306
133.623,-279
133.648,-138
133.673,82
133.698,317
133.723,504
133.748,618
133.773,674
133.798,701
133.823,710
133.848,699
133.873,668
133.898,632
133.923,601
133.948,565
133.973,501
133.998,407
134.023,317
134.048,270
134.073,269
134.098,273
134.123,240
134.148,169
134.173,92
134.198,31
134.223,-31
134.248,-126
134.273,-250
134.298,-362
134.323,-426
134.348,-440
134.373,-418
134.398,-344
134.423,-183
134.448,52
134.473,252
134.498,267
134.523,33
134.548,-346
134.573,-659
134.598,-744
134.623,-598
134.648,-343
134.673,-110
134.698,41
134.723,118
134.748,136
134.773,100
134.798,23
134.823,-58
134.848,-108
134.873,-117
134.898,-105
134.923,-80
134.948,-23
134.973,78
134.998,204
135.023,301
135.048,342
135.073,356
135.098,402
135.123,502
135.148,620
135.173,701
135.198,729
135.223,728
135.248,727
135.273,729
135.298,720
135.323,712
135.348,737
135.373,814
135.398,910
135.423,959
135.448,913
135.473,787
135.498,638
135.523,517
135.548,432
135.573,363
135.598,289
135.623,211
135.648,138
135.673,68
135.698,-5
135.723,-88
135.748,-167
135.773,-215
135.798,-211
135.823,-158
135.848,-84
135.873,-20
135.898,19
135.923,43
135.948,68
135.973,94
135.998,109
136.023,100
136.048,71
136.073,41
136.098,25
136.123,23
136.148,34
136.173,62
136.198,115
136.223,185
136.248,247
136.273,278
136.298,281
136.323,284
136.348,308
136.373,345
136.398,370
136.423,381
136.448,411
136.473,498
136.498,649
136.523,821
136.548,965
136.573,1064
136.598,1133
136.623,1191
136.648,1231
136.673,1234
136.698,1193
136.723,1129
136.748,1070
136.773,1021
136.798,964
136.823,877
136.848,753
136.873,598
136.898,422
136.923,229
136.948,27
136.973,-177
136.998,-389
137.023,-621
137.048,-886
137.073,-1166
137.098,-1421
137.123,-1619
137.148,-1767
137.173,-1905
137.198,-2075
137.223,-2291
137.248,-2541
137.273,-2817
137.298,-3123
137.323,-3463
137.348,-3825
137.373,-4192
137.398,-4556
137.423,-4920
137.448,-5285
137.473,-5645
137.498,-5997
137.523,-6348
137.548,-6705
137.573,-7050
137.598,-7353
137.623,-7596
137.648,-7794
137.673,-7956
137.698,-8059
137.723,-8066
137.748,-7973
137.773,-7812
137.798,-7594
137.823,-7262
137.848,-6756
137.873,-6103
137.898,-5407
137.923,-4707
137.948,-3900
137.973,-2889
137.998,-1804
138.023,-943
138.048,-352
138.073,521
138.098,2537
138.123,6019
138.148,10199
138.173,13668
138.198,15554
138.223,16291
138.248,17144
138.273,18996
138.298,21669
138.323,24439
138.348,27008
138.373,29725
138.398,32767
138.423,32767
138.448,32767
138.473,32767
138.498,32767
138.523,32767
138.548,32767
138.573,32767
138.598,32767
138.623,32767
138.648,32352
138.673,27402
138.698,20681
138.723,11336
138.748,-212
138.773,-11863
138.798,-20999
138.823,-26258
138.848,-28319
138.873,-29142
138.898,-30486
138.923,-32768
138.948,-32768
138.973,-32768
138.998,-32768
139.023,-32768
139.048,-32768
139.073,-32768
139.098,-32768
139.123,-32768
139.148,-32768
139.173,-32768
139.198,-32768
139.223,-32768
139.248,-32768
139.273,-26246
139.298,-17674
139.323,-10073
139.348,-5036
139.373,-2486
139.398,-961
139.423,1045
139.448,3991
139.473,7301
139.498,10233
139.523,12534
139.548,14356
139.573,15779
139.598,16657
139.623,16901
139.648,16736
139.673,16538
139.698,16465
139.723,16337
139.748,15901
139.773,15135
139.798,14234
139.823,13363
139.848,12508
139.873,11600
139.898,10674
139.923,9866
139.948,9253
139.973,8779
139.998,8358
140.023,7990
140.048,7726
140.073,7542
140.098,7303
140.123,6889
140.148,6317
140.173,5714
140.198,5162
140.223,4610
140.248,3946
140.273,3129
140.298,2239
140.323,1390
140.348,638
140.373,-36
140.398,-672
140.423,-1274
140.448,-1808
140.473,-2220
140.498,-2472
140.523,-2563
140.548,-2544
140.573,-2492
140.598,-2450
140.623,-2391
140.648,-2246
140.673,-1977
140.698,-1624
140.723,-1279
140.748,-1009
140.773,-814
140.798,-642
140.823,-448
140.848,-220
140.873,10
140.898,192
140.923,280
140.948,263
140.973,177
140.998,84
141.023,21
141.048,-28
141.073,-107
141.098,-219
141.123,-302
141.148,-280
141.173,-137
141.198,58
141.223,213
141.248,282
141.273,285
141.298,261
141.323,230
141.348,187
141.373,132
141.398,75
141.423,26
141.448,-20
141.473,-71
141.498,-123
141.523,-166
141.548,-208
141.573,-274
141.598,-376
141.623,-499
141.648,-615
141.673,-722
141.698,-851
141.723,-1019
141.748,-1187
141.773,-1265
141.798,-1185
141.823,-971
141.848,-725
141.873,-553
141.898,-479
141.923,-438
141.948,-336
141.973,-122
141.998,182
142.023,519
142.048,835
142.073,1103
142.098,1312
142.123,1454
142.148,1520
142.173,1510
142.198,1431
142.223,1294
142.248,1100
142.273,857
142.298,589
142.323,342
142.348,170
142.373,105
142.398,137
142.423,223
142.448,308
142.473,355
142.498,349
142.523,291
142.548,191
142.573,61
142.598,-81
142.623,-224
142.648,-362
142.673,-491
142.698,-598
142.723,-652
142.748,-608
142.773,-441
142.798,-174
142.823,124
142.848,367
142.873,495
142.898,500
142.923,428
142.948,344
142.973,307
142.998,344
143.023,443
143.048,557
143.073,632
143.098,639
143.123,591
143.148,521
143.173,444
143.198,347
143.223,210
143.248,51
143.273,-58
143.298,-51
143.323,80
143.348,268
143.373,420
143.398,491
143.423,506
143.448,506
143.473,495
143.498,439
143.523,325
143.548,199
143.573,145
143.598,210
143.623,362
143.648,519
143.673,619
143.698,658
143.723,668
143.748,671
143.773,660
143.798,626
143.823,576
143.848,530
143.873,500
143.898,475
143.923,443
143.948,399
143.973,345
143.998,280
144.023,198
144.048,104
144.073,13
144.098,-63
144.123,-143
144.148,-249
144.173,-377
144.198,-476
144.223,-484
144.248,-385
144.273,-228
144.298,-86
144.323,2
144.348,53
144.373,95
144.398,126
144.423,123
144.448,80
144.473,34
144.498,41
144.523,122
144.548,241
144.573,341
144.598,386
144.623,392
144.648,394
144.673,409
144.698,419
144.723,392
144.748,313
144.773,201
144.798,97
144.823,43
144.848,58
144.873,130
144.898,232
144.923,334
144.948,412
144.973,452
144.998,451
145.023,414
145.048,358
145.073,307
145.098,277
145.123,260
145.148,233
145.173,173
145.198,78
145.223,-27
145.248,-111
145.273,-145
145.298,-124
145.323,-59
145.348,29
145.373,124
145.398,220
145.423,326
145.448,457
145.473,616
145.498,777
145.523,897
145.548,942
145.573,910
145.598,833
145.623,748
145.648,675
145.673,614
145.698,555
145.723,495
145.748,437
145.773,380
145.798,316
145.823,242
145.848,160
145.873,79
145.898,0
145.923,-93
145.948,-212
145.973,-347
145.998,-461
146.023,-508
146.048,-468
146.073,-357
146.098,-227
146.123,-129
146.148,-90
146.173,-98
146.198,-123
146.223,-130
146.248,-101
146.273,-37
146.298,48
146.323,143
146.348,248
146.373,367
146.398,499
146.423,624
146.448,717
146.473,764
146.498,769
146.523,753
146.548,721
146.573,659
146.598,543
146.623,371
146.648,182
146.673,43
146.698,11
146.723,92
146.748,240
146.773,387
146.798,482
146.823,520
146.848,523
146.873,521
146.898,522
146.923,516
146.948,493
146.973,459
146.998,428
147.023,404
147.048,375
147.073,325
147.098,249
147.123,158
147.148,64
147.173,-36
147.198,-157
147.223,-296
147.248,-425
147.273,-514
147.298,-549
147.323,-539
147.348,-495
147.373,-408
147.398,-255
147.423,-33
147.448,226
147.473,470
147.498,662
147.523,792
147.548,869
147.573,892
147.598,859
147.623,781
147.648,694
147.673,636
147.698,616
147.723,612
147.748,591
147.773,540
147.798,472
147.823,410
147.848,364
147.873,331
147.898,296
147.923,242
147.948,150
147.973,20
147.998,-121
148.023,-220
148.048,-224
148.073,-125
148.098,30
148.123,178
148.148,274
148.173,318
148.198,330
148.223,325
148.248,298
148.273,245
148.298,179
148.323,125
148.348,92
148.373,62
148.398,11
148.423,-61
148.448,-131
148.473,-160
148.498,-139
148.523,-89
148.548,-44
148.573,-24
148.598,-30
148.623,-51
148.648,-82
148.673,-110
148.698,-106
148.723,-30
148.748,135
148.773,363
148.798,585
148.823,742
148.848,817
148.873,838
148.898,843
148.923,843
148.948,831
148.973,803
148.998,771
149.023,748
149.048,728
149.073,690
149.098,623
149.123,539
149.148,459
149.173,385
149.198,302
149.223,197
149.248,81
149.273,-26
149.298,-120
149.323,-227
149.348,-376
149.373,-553
149.398,-698
149.423,-743
149.448,-661
149.473,-483
149.498,-271
149.523,-69
149.548,111
149.573,274
149.598,413
149.623,514
149.648,568
149.673,594
149.698,627
149.723,690
149.748,769
149.773,826
149.798,827
149.823,776
149.848,704
149.873,639
149.898,579
149.923,504
149.948,402
149.973,289
149.998,193
150.023,117
150.048,36
150.073,-69
150.098,-181
150.123,-240
150.148,-195
150.173,-54
150.198,122
150.223,269
150.248,359
150.273,403
150.298,421
150.323,419
150.348,395
150.373,358
150.398,331
150.423,322
150.448,320
150.473,303
150.498,259
150.523,195
150.548,120
150.573,35
150.598,-49
150.623,-112
150.648,-121
150.673,-80
150.698,-33
150.723,-31
150.748,-77
150.773,-105
150.798,-36
150.823,143
150.848,362
150.873,523
150.898,582
150.923,573
150.948,560
150.973,572
150.998,587
151.023,571
151.048,524
151.073,474
151.098,441
151.123,421
151.148,394
151.173,348
151.198,287
151.223,210
151.248,111
151.273,-13
151.298,-147
151.323,-260
151.348,-337
151.373,-391
151.398,-441
151.423,-485
151.448,-489
151.473,-412
151.498,-240
151.523,-2
151.548,243
151.573,436
151.598,537
151.623,553
151.648,528
151.673,518
151.698,548
151.723,597
151.748,623
151.773,610
151.798,583
151.823,580
151.848,598
151.873,600
151.898,549
151.923,448
151.948,327
151.973,204
151.998,64
152.023,-96
152.048,-244
152.073,-318
152.098,-284
152.123,-176
152.148,-63
152.173,16
152.198,85
152.223,196
152.248,370
152.273,575
152.298,749
152.323,857
152.348,910
152.373,950
152.398,1014
152.423,1097
152.448,1163
152.473,1177
152.498,1144
152.523,1102
152.548,1074
152.573,1031
152.598,915
152.623,709
152.648,489
152.673,365
152.698,386
152.723,493
152.748,583
152.773,606
152.798,586
152.823,543
152.848,442
152.873,245
152.898,16
152.923,-74
152.948,100
152.973,475
152.998,796
153.023,815
153.048,486
153.073,-32
153.098,-536
153.123,-929
153.148,-1239
153.173,-1524
153.198,-1793
153.223,-2009
153.248,-2137
153.273,-2165
153.298,-2094
153.323,-1936
153.348,-1729
153.373,-1527
153.398,-1362
153.423,-1213
153.448,-1017
153.473,-721
153.498,-318
153.523,152
153.548,620
153.573,1010
153.598,1281
153.623,1458
153.648,1623
153.673,1825
153.698,1991
153.723,1949
153.748,1595
153.773,1051
153.798,621
153.823,549
153.848,797
153.873,1085
153.898,1152
153.923,983
153.948,770
153.973,680
153.998,694
154.023,677
154.048,549
154.073,368
154.098,232
154.123,160
154.148,93
154.173,0
154.198,-72
154.223,-40
154.248,109
154.273,310
154.298,485
154.323,609
154.348,692
154.373,738
154.398,732
154.423,672
154.448,593
154.473,535
154.498,500
154.523,461
154.548,402
154.573,338
154.598,289
154.623,239
154.648,138
154.673,-49
154.698,-301
154.723,-541
154.748,-683
154.773,-679
154.798,-530
154.823,-279
154.848,4
154.873,259
154.898,451
154.923,583
154.948,673
154.973,728
154.998,743
155.023,717
155.048,672
155.073,639
155.098,630
155.123,640
155.148,652
155.173,652
155.198,614
155.223,502
155.248,301
155.273,58
155.298,-134
155.323,-223
155.348,-258
155.373,-362
155.398,-606
155.423,-909
155.448,-1079
155.473,-970
155.498,-608
155.523,-168
155.548,173
155.573,360
155.598,455
155.623,542
155.648,637
155.673,699
155.698,685
155.723,607
155.748,515
155.773,448
155.798,409
155.823,377
155.848,330
155.873,272
155.898,215
155.923,160
155.948,94
155.973,0
155.998,-114
156.023,-216
156.048,-268
156.073,-262
156.098,-229
156.123,-201
156.148,-169
156.173,-84
156.198,97
156.223,350
156.248,588
156.273,731
156.298,766
156.323,747
156.348,730
156.373,725
156.398,703
156.423,649
156.448,572
156.473,495
156.498,418
156.523,331
156.548,234
156.573,144
156.598,67
156.623,-13
156.648,-111
156.673,-190
156.698,-180
156.723,-52
156.748,125
156.773,227
156.798,185
156.823,62
156.848,-5
156.873,64
156.898,226
156.923,367
156.948,419
156.973,415
156.998,430
157.023,489
157.048,543
157.073,531
157.098,444
157.123,329
157.148,234
157.173,164
157.198,91
157.223,-11
157.248,-143
157.273,-276
157.298,-377
157.323,-417
157.348,-391
157.373,-322
157.398,-256
157.423,-219
157.448,-196
157.473,-134
157.498,5
157.523,204
157.548,391
157.573,500
157.598,526
157.623,513
157.648,507
157.673,515
157.698,515
157.723,495
157.748,464
157.773,437
157.798,412
157.823,373
157.848,317
157.873,267
157.898,247
157.923,253
157.948,252
157.973,215
157.998,150
158.023,102
158.048,114
158.073,191
158.098,302
158.123,407
158.148,483
158.173,525
158.198,541
158.223,539
158.248,529
158.273,524
158.298,531
158.323,544
158.348,551
158.373,542
158.398,516
158.423,472
158.448,408
158.473,321
158.498,219
158.523,118
158.548,32
158.573,-41
158.598,-120
158.623,-201
158.648,-254
158.673,-240
158.698,-142
158.723,9
158.748,162
158.773,276
158.798,343
158.823,376
158.848,385
158.873,367
158.898,322
158.923,260
158.948,197
158.973,142
158.998,87
159.023,17
159.048,-72
159.073,-173
159.098,-268
159.123,-339
159.148,-375
159.173,-371
159.198,-329
159.223,-261
159.248,-185
159.273,-114
159.298,-45
159.323,30
159.348,124
159.373,234
159.398,348
159.423,455
159.448,544
159.473,614
159.498,664
159.523,693
159.548,694
159.573,666
159.598,616
159.623,559
159.648,506
159.673,456
159.698,389
159.723,286
159.748,150
159.773,11
159.798,-93
159.823,-149
159.848,-169
159.873,-183
159.898,-211
159.923,-247
159.948,-271
159.973,-255
159.998,-183
160.023,-49
160.048,133
160.073,333
160.098,507
160.123,627
160.148,692
160.173,726
160.198,756
160.223,786
160.248,808
160.273,810
160.298,791
160.323,758
160.348,718
160.373,670
160.398,616
160.423,560
160.448,501
160.473,432
160.498,348
160.523,256
160.548,171
160.573,100
160.598,32
160.623,-50
160.648,-144
160.673,-213
160.698,-208
160.723,-116
160.748,28
160.773,166
160.798,248
160.823,268
160.848,242
160.873,188
160.898,107
160.923,2
160.948,-110
160.973,-203
160.998,-250
161.023,-246
161.048,-202
161.073,-133
161.098,-57
161.123,8
161.148,47
161.173,56
161.198,48
161.223,43
161.248,46
161.273,42
161.298,17
161.323,-17
161.348,-23
161.373,34
161.398,157
161.423,307
161.448,442
161.473,544
161.498,619
161.523,679
161.548,715
161.573,715
161.598,683
161.623,643
161.648,619
161.673,610
161.698,596
161.723,559
161.748,501
161.773,436
161.798,373
161.823,306
161.848,228
161.873,138
161.898,40
161.923,-67
161.948,-187
161.973,-300
161.998,-369
162.023,-362
162.048,-282
162.073,-172
162.098,-74
162.123,2
162.148,79
162.173,176
162.198,283
162.223,370
162.248,422
162.273,454
162.298,492
162.323,537
162.348,569
162.373,569
162.398,540
162.423,499
162.448,451
162.473,390
162.498,308
162.523,215
162.548,125
162.573,35
162.598,-72
162.623,-201
162.648,-315
162.673,-352
162.698,-279
162.723,-126
162.748,38
162.773,160
162.798,239
162.823,305
162.848,376
162.873,435
162.898,455
162.923,433
162.948,394
162.973,365
162.998,350
163.023,335
163.048,309
163.073,278
163.098,251
163.123,226
163.148,192
163.173,146
163.198,98
163.223,56
163.248,16
163.273,-31
163.298,-80
163.323,-101
163.348,-65
163.373,29
163.398,152
163.423,260
163.448,331
163.473,372
163.498,398
163.523,414
163.548,418
163.573,407
163.598,390
163.623,379
163.648,378
163.673,380
163.698,373
163.723,354
163.748,320
163.773,274
163.798,218
163.823,157
163.848,100
163.873,48
163.898,-6
163.923,-62
163.948,-103
163.973,-97
163.998,-18
164.023,120
164.048,276
164.073,399
164.098,466
164.123,494
164.148,508
164.173,520
164.198,520
164.223,495
164.248,455
164.273,425
164.298,421
164.323,428
164.348,415
164.373,367
164.398,299
164.423,238
164.448,192
164.473,137
164.498,46
164.523,-79
164.548,-209
164.573,-311
164.598,-378
164.623,-425
164.648,-453
164.673,-440
164.698,-358
164.723,-210
164.748,-37
164.773,112
164.798,219
164.823,299
164.848,378
164.873,461
164.898,534
164.923,581
164.948,603
164.973,614
164.998,622
165.023,626
165.048,620
165.073,600
165.098,569
165.123,534
165.148,498
165.173,462
165.198,423
165.223,377
165.248,325
165.273,269
165.298,211
165.323,143
165.348,48
165.373,-81
165.398,-228
165.423,-349
165.448,-401
165.473,-373
165.498,-288
165.523,-181
165.548,-70
165.573,51
165.598,186
165.623,321
165.648,431
165.673,507
165.698,560
165.723,606
165.748,649
165.773,679
165.798,689
165.823,678
165.848,650
165.873,602
165.898,531
165.923,445
165.948,367
165.973,319
165.998,297
166.023,269
166.048,202
166.073,81
166.098,-83
166.123,-274
166.148,-460
166.173,-602
166.198,-652
166.223,-580
166.248,-405
166.273,-196
166.298,-24
166.323,81
166.348,150
166.373,226
166.398,325
166.423,430
166.448,518
166.473,587
166.498,647
166.523,697
166.548,720
166.573,699
166.598,644
166.623,583
166.648,529
166.673,464
166.698,366
166.723,231
166.748,82
166.773,-71
166.798,-247
166.823,-467
166.848,-707
166.873,-890
166.898,-934
166.923,-825
166.948,-624
166.973,-421
166.998,-261
167.023,-133
167.048,-5
167.073,131
167.098,266
167.123,390
167.148,514
167.173,641
167.198,759
167.223,839
167.248,869
167.273,862
167.298,834
167.323,800
167.348,775
167.373,793
167.398,884
167.423,1025
167.448,1124
167.473,1065
167.498,799
167.523,391
167.548,-20
167.573,-313
167.598,-441
167.623,-423
167.648,-301
167.673,-121
167.698,66
167.723,205
167.748,272
167.773,288
167.798,307
167.823,361
167.848,433
167.873,487
167.898,510
167.923,523
167.948,548
167.973,573
167.998,571
168.023,532
168.048,476
168.073,417
168.098,345
168.123,236
168.148,100
168.173,-5
168.198,-22
168.223,54
168.248,167
168.273,242
168.298,242
168.323,182
168.348,100
168.373,26
168.398,-18
168.423,-21
168.448,20
